rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,2002,Automated Anatomical Labeling of Activations in SPM Using a Macroscopic Anatomical Parcellation of the MNI MRI Single-Subject Brain,"N. Tzourio-Mazoyer, B. Landeau, D. Papathanassiou, F. Crivello, O. Etard, N. Delcroix, et al.",NeuroImage,2002,16440,958,199.14,Neuroimaging and Brain Mapping,MRI;connectome,Positions Automated Anatomical Labeling of Activations in SPM Using a Macroscopic Anatomical Parcellation of the MNI MRI Single-Subject Brain within Neuroimaging and Brain Mapping.,"high citation signal (16,440); recognized venue","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1006/NIMG.2001.0978,03d61a33796234b8bae5ac38de9b26c1c5ed9e2f,https://doi.org/10.1006/NIMG.2001.0978,,JournalArticle,unknown,brain; mri; brain in title,
2,2002,Control of goal-directed and stimulus-driven attention in the brain,"M. Corbetta, G. Shulman",Nature Reviews Neuroscience,2002-02-27,12663,870,193.04,General Brain Science and Reviews,,Positions Control of goal-directed and stimulus-driven attention in the brain within General Brain Science and Reviews.,"high citation signal (12,663); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nrn755,53e66b6934516a9859573f4866f81f04bce977ae,https://doi.org/10.1038/nrn755,https://www.research.unipd.it/bitstream/11577/3439853/1/nrn755.pdf,Review; JournalArticle,unknown,brain; brain in title,
3,2002,Improved Optimization for the Robust and Accurate Linear Registration and Motion Correction of Brain Images,"M. Jenkinson, P. Bannister, M. Brady, Stephen M. Smith",NeuroImage,2002-10-01,12244,1501,190.63,General Brain Science and Reviews,non-human,Positions Improved Optimization for the Robust and Accurate Linear Registration and Motion Correction of Brain Images within General Brain Science and Reviews.,"high citation signal (12,244); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/S1053-8119(02)91132-8,291c9d66cf886ed27d89dc03d42a4612b66ab007,https://doi.org/10.1016/S1053-8119(02)91132-8,,JournalArticle,unknown,brain; brain in title,
4,2002,Fast robust automated brain extraction,Stephen M. Smith,Human Brain Mapping,2002-11-01,11045,1283,191.78,Neuroimaging and Brain Mapping,human,Positions Fast robust automated brain extraction within Neuroimaging and Brain Mapping.,"high citation signal (11,045); recognized venue; open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1002/hbm.10062,84f2a000ec32f9394ca6cd823c5cf724be9b5a9b,https://doi.org/10.1002/hbm.10062,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.10062,Review; JournalArticle; Study,unknown,brain; brain in title,
5,2002,Neurotechnique Whole Brain Segmentation: Automated Labeling of Neuroanatomical Structures in the Human Brain,"B. Fischl, D. Salat, E. Busa, M. Albert, M. Dieterich, C. Haselgrove, et al.",Unknown venue,2002,8725,882,172.53,General Brain Science and Reviews,human,Positions Neurotechnique Whole Brain Segmentation: Automated Labeling of Neuroanatomical Structures in the Human Brain within General Brain Science and Reviews.,"high citation signal (8,725); human evidence signal","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",,2861c24bc829f963a594a5916a9ce9616b6486d7,https://www.semanticscholar.org/paper/2861c24bc829f963a594a5916a9ce9616b6486d7,,paper,unknown,brain; brain in title,
6,2002,Functional connectivity in the resting brain: A network analysis of the default mode hypothesis,"M. Greicius, B. Krasnow, A. Reiss, V. Menon",Proceedings of the National Academy of Sciences of the United States of America,2002-12-27,6478,513,194.57,"Brain Development, Plasticity, and Connectomics",fMRI;human;connectome,"Functional imaging studies have shown that certain brain regions, including posterior cingulate cortex (PCC) and ventral anterior cingulate cortex (vACC), consistently show greater activity during resting states than during cognitive tasks.","high citation signal (6,478); recognized venue; open-access PDF metadata; human evidence signal","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1073/pnas.0135058100,0570ff70c04664c88a57598ec811264570912e2e,https://doi.org/10.1073/pnas.0135058100,https://europepmc.org/articles/pmc140943?pdf=render,JournalArticle,unknown,brain; cortex; prefrontal; brain in title; neuroscience term,"Functional imaging studies have shown that certain brain regions, including posterior cingulate cortex (PCC) and ventral anterior cingulate cortex (vACC), consistently show greater activity during resting states than during cognitive tasks. This finding led to the hypothesis that these regions constitute a network supporting a default mode of brain function. In this study, we investigate three questions pertaining to this hypothesis: Does such a resting-state network exist in the human brain? Is it modulated during simple sensory processing? How is it modulated during cognitive processing? To address these questions, we defined PCC and vACC regions that showed decreased activity during a cognitive (working memory) task, then examined their functional connectivity during rest. PCC was strongly coupled with vACC and several other brain regions implicated in the default mode network. Next, we examined the functional connectivity of PCC and vACC during a visual processing task and show that the resultant connectivity maps are virtually identical to those obtained during rest. Last, we defined three lateral prefrontal regions showing increased activity during the cognitive task and examined their resting-state connectivity. We report significant inverse correlations among all three lateral prefrontal regions and PCC, suggesting a mechanism for attenuation of default mode network activity during cognitive processing. This study constitutes, to our knowledge, the first resting-state connectivity analysis of the default mode and provides the most compelling evidence to date for the existence of a cohesive default mode network. Our findings also provide insight into how this network is modulated by task demands and what functions it might subserve."
7,2002,Brain-computer interfaces for communication and control.,"J. Wolpaw, N. Birbaumer, D. McFarland, Gert Pfurtscheller, T. Vaughan",Clinical Neurophysiology,2002-06-01,5456,327,164.08,Clinical Neurology and Neurodegeneration,human,Positions Brain-computer interfaces for communication and control. within Clinical Neurology and Neurodegeneration.,"high citation signal (5,456); human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/S1388-2457(02)00057-3,6de8736706abb37910c5f6769e2f53f1c1855c58,https://doi.org/10.1016/S1388-2457(02)00057-3,,Review; JournalArticle,unknown,brain; brain in title,
8,2002,Episodic memory: from mind to brain.,E. Tulving,Annual Review of Psychology,2002,4320,279,158.68,Cognitive and Systems Neuroscience,,Positions Episodic memory: from mind to brain. within Cognitive and Systems Neuroscience.,"high citation signal (4,320)","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1146/ANNUREV.PSYCH.53.100901.135114,84d0abdb4ebb24f8600dfa67f6a755f4fb10845e,https://doi.org/10.1146/ANNUREV.PSYCH.53.100901.135114,,JournalArticle; CaseReport,unknown,brain; brain in title,
9,2002,"The neural basis of human error processing: reinforcement learning, dopamine, and the error-related negativity.","Clay B. Holroyd, M. Coles",Psychology Review,2002-09-29,4038,481,155.67,Cognitive and Systems Neuroscience,human,"Positions The neural basis of human error processing: reinforcement learning, dopamine, and the error-related negativity. within Cognitive and Systems Neuroscience.","high citation signal (4,038); open-access PDF metadata; human evidence signal","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1037/0033-295X.109.4.679,a497b6f27fa708805f5dab7b7470509e72deb8b2,https://doi.org/10.1037/0033-295X.109.4.679,http://brainvitge.org/papers/Holroyd_%26_Coles_2002.pdf,JournalArticle; ClinicalTrial,unknown,neural,
10,2002,Standardized low-resolution brain electromagnetic tomography (sLORETA): technical details.,R. Pascual-Marqui,Methods and Findings in Experimental and Clinical Pharmacology,2002,3638,264,156.79,Clinical Neurology and Neurodegeneration,human,Positions Standardized low-resolution brain electromagnetic tomography (sLORETA): technical details. within Clinical Neurology and Neurodegeneration.,"high citation signal (3,638); human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",,6908a6e13a1aff03007d8478129403dbcbd6f348,https://www.semanticscholar.org/paper/6908a6e13a1aff03007d8478129403dbcbd6f348,,paper,unknown,brain; brain in title,
