rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1985,Two receptor systems for corticosterone in rat brain: microdistribution and differential occupation.,"J. Reul, E. R. Kloet",Endocrinology,1985-12-01,2707,41,151.47,General Brain Science and Reviews,non-human,Positions Two receptor systems for corticosterone in rat brain: microdistribution and differential occupation. within General Brain Science and Reviews.,"high citation signal (2,707)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1210/ENDO-117-6-2505,81d9daa29cf3b7df606e9c293269d1c0e16b490f,https://doi.org/10.1210/ENDO-117-6-2505,,,JournalArticle,unknown,brain; brain in title,
2,1985,Epilepsy and the functional anatomy of the human brain,"W. Penfield, H. Jasper",Unknown venue,1985,2116,30,147.04,Clinical Neurology and Neurodegeneration,human,Positions Epilepsy and the functional anatomy of the human brain within Clinical Neurology and Neurodegeneration.,"high citation signal (2,116); human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",,70c53af9eae2eab8c60b70e42ca42aaa47bf5ff9,https://www.semanticscholar.org/paper/70c53af9eae2eab8c60b70e42ca42aaa47bf5ff9,,,paper,unknown,brain; brain in title,
3,1985,Quantitative autoradiographic mapping of serotonin receptors in the rat brain. I. Serotonin-1 receptors.,"Á. Pazos, J. Palacios",Brain Research,1985-11-04,1858,47,156.7,General Brain Science and Reviews,non-human,Positions Quantitative autoradiographic mapping of serotonin receptors in the rat brain. I. Serotonin-1 receptors. within General Brain Science and Reviews.,"high citation signal (1,858); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(85)90856-X,fdb8e682df2d6234c00041b60828de508bea4651,https://doi.org/10.1016/0006-8993(85)90856-X,,,JournalArticle,unknown,brain; brain in title,
4,1985,Graphical Evaluation of Blood-to-Brain Transfer Constants from Multiple-Time Uptake Data. Generalizations,"C. Patlak, R. Blasberg",Journal of Cerebral Blood Flow and Metabolism,1985-12-01,1772,54,145.65,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions Graphical Evaluation of Blood-to-Brain Transfer Constants from Multiple-Time Uptake Data. Generalizations within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (1,772); open-access PDF metadata","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/jcbfm.1985.87,d74c3d3f3ef3879f6ddc101ad790e5ae4732d399,https://doi.org/10.1038/jcbfm.1985.87,https://journals.sagepub.com/doi/pdf/10.1038/jcbfm.1985.87,,JournalArticle,unknown,brain; brain in title,
5,1985,Current source-density method and application in cat cerebral cortex: investigation of evoked potentials and EEG phenomena.,U. Mitzdorf,Physiological Reviews,1985,1752,140,147.64,"EEG, MEG, and Electrophysiology",EEG,"Positions Current source-density method and application in cat cerebral cortex: investigation of evoked potentials and EEG phenomena. within EEG, MEG, and Electrophysiology.","high citation signal (1,752)","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/PHYSREV.1985.65.1.37,fc3681ef39409c0a02be2b5729ed62a5d679a6b8,https://doi.org/10.1152/PHYSREV.1985.65.1.37,,,Review; JournalArticle,unknown,cerebral; cortex; eeg; neuroscience term,
6,1985,Limbic seizure and brain damage produced by kainic acid: mechanisms and relevance to human temporal lobe epilepsy.,Y. Ben-Ari,Neuroscience,1985-02-01,1742,59,155.54,General Brain Science and Reviews,human,Positions Limbic seizure and brain damage produced by kainic acid: mechanisms and relevance to human temporal lobe epilepsy. within General Brain Science and Reviews.,"high citation signal (1,742); recognized venue; human evidence signal","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0306-4522(85)90299-4,421aff7da83c500add85cab838e255a65b3b8534,https://doi.org/10.1016/0306-4522(85)90299-4,,,Review; JournalArticle; Study,unknown,brain; brain in title,
7,1985,The distribution of tau in the mammalian central nervous system,"L. Binder, A. Frankfurter, L. Rebhun",Journal of Cell Biology,1985-10-01,1525,36,160.15,"Cellular, Molecular, and Synaptic Neuroscience",non-human,We have determined the biochemical and immunocytochemical localization of the heterogeneous microtubule-associated protein tau using a monoclonal antibody that binds to all of the tau polypeptides in both bovine and rat brain.,"high citation signal (1,525); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1083/jcb.101.4.1371,a05fdf29472de7f028eb675e4cf3ffd71ec8b324,https://doi.org/10.1083/jcb.101.4.1371,https://rupress.org/jcb/article-pdf/101/4/1371/1052196/1371.pdf,,JournalArticle; Study,unknown,brain; neuron; glia; neuroscience term,"We have determined the biochemical and immunocytochemical localization of the heterogeneous microtubule-associated protein tau using a monoclonal antibody that binds to all of the tau polypeptides in both bovine and rat brain. Using immunoblot assays and competitive enzyme- linked immunosorbent assays, we have shown tau to be more abundant in bovine white matter extracts and microtubules than in extracts and microtubules from an enriched gray matter region of the brain. On a per mole basis, twice-cycled microtubules from white matter contained three times more tau than did twice-cycled microtubules from gray matter. Immunohistochemical studies that compared the localization of tau with that of MAP2 and tubulin demonstrated that tau was restricted to axons, extending the results of the biochemical studies. Tau localization was not observed in glia, which indicated that, at least in brain, tau is neuron specific. These observations indicate that tau may help define a subpopulation of microtubules that is restricted to axons. Furthermore, the monoclonal antibody described in this report should prove very useful to investigators studying axonal sprouting and growth because it is an exclusive axonal marker."
8,1985,"Amplification, enhanced expression and possible rearrangement of EGF receptor gene in primary human brain tumours of glial origin","T. Libermann, Harris R. Nusbaum, N. Razon, R. Kris, I. Lax, H. Soreq, et al.",Nature,1985-01-10,1524,32,155.14,"Cellular, Molecular, and Synaptic Neuroscience",human,"Positions Amplification, enhanced expression and possible rearrangement of EGF receptor gene in primary human brain tumours of glial origin within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,524); recognized venue; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1038/313144A0,80b86fc638a04c9d9d395f1674450bd19c3fd510,https://doi.org/10.1038/313144A0,,,JournalArticle,unknown,brain; glia; brain in title,
9,1985,Effect of anoxia on ion distribution in the brain.,A. Hansen,Physiological Reviews,1985,1376,87,141.1,General Brain Science and Reviews,,Positions Effect of anoxia on ion distribution in the brain. within General Brain Science and Reviews.,"high citation signal (1,376); open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/PHYSREV.1985.65.1.101,e56a4f89c6e95a6a647692ad07bbfcf4b8af955a,https://doi.org/10.1152/PHYSREV.1985.65.1.101,https://journals.physiology.org/doi/pdf/10.1152/physrev.1985.65.1.101,,Review; JournalArticle; Study,unknown,brain; brain in title,
10,1985,Developmental dyslexia: Four consecutive patients with cortical anomalies,"A. Galaburda, G. Sherman, G. Rosen, F. Aboitiz, N. Geschwind",Annals of Neurology,1985-08-01,1310,47,144.41,Clinical Neurology and Neurodegeneration,human,Positions Developmental dyslexia: Four consecutive patients with cortical anomalies within Clinical Neurology and Neurodegeneration.,"high citation signal (1,310); recognized venue; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1002/ANA.410180210,cdd2d044207d0d8c024f555ef07759049a566dbe,https://doi.org/10.1002/ANA.410180210,,,JournalArticle; CaseReport,unknown,cortical,
