rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,2007,The 2007 WHO Classification of Tumours of the Central Nervous System,"D. Louis, H. Ohgaki, O. Wiestler, W. Cavenee, P. Burger, A. Jouvet, et al.",Acta Neuropathologica,2007-07-06,12921,270,184.6,"Cellular, Molecular, and Synaptic Neuroscience",human,"The fourth edition of the World Health Organization (WHO) classification of tumours of the central nervous system, published in 2007, lists several new entities, including angiocentric glioma, papillary glioneuronal tumour, rosette-forming glioneuronal tumour of the fourth ventricle, papillary tumour of the pineal region, pituicytoma and spindle cell oncocytoma of the adenohypophysis.","high citation signal (12,921); open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1007/s00401-007-0243-4,85648eadb648f2f15adf2fe7cacf60101ec861cb,https://doi.org/10.1007/s00401-007-0243-4,https://link.springer.com/content/pdf/10.1007/s00401-007-0243-4.pdf,Review; JournalArticle,unknown,brain; neuron; neuroscience term,"The fourth edition of the World Health Organization (WHO) classification of tumours of the central nervous system, published in 2007, lists several new entities, including angiocentric glioma, papillary glioneuronal tumour, rosette-forming glioneuronal tumour of the fourth ventricle, papillary tumour of the pineal region, pituicytoma and spindle cell oncocytoma of the adenohypophysis. Histological variants were added if there was evidence of a different age distribution, location, genetic profile or clinical behaviour; these included pilomyxoid astrocytoma, anaplastic medulloblastoma and medulloblastoma with extensive nodularity. The WHO grading scheme and the sections on genetic profiles were updated and the rhabdoid tumour predisposition syndrome was added to the list of familial tumour syndromes typically involving the nervous system. As in the previous, 2000 edition of the WHO 'Blue Book', the classification is accompanied by a concise commentary on clinico-pathological characteristics of each tumour type. The 2007 WHO classification is based on the consensus of an international Working Group of 25 pathologists and geneticists, as well as contributions from more than 70 international experts overall, and is presented as the standard for the definition of brain tumours to the clinical oncology and cancer research communities world-wide."
2,2007,Sparse MRI: The application of compressed sensing for rapid MR imaging,"M. Lustig, D. Donoho, J. Pauly",Magnetic Resonance in Medicine,2007-12-01,7442,587,166.67,Neuroimaging and Brain Mapping,MRI,Positions Sparse MRI: The application of compressed sensing for rapid MR imaging within Neuroimaging and Brain Mapping.,"high citation signal (7,442); open-access PDF metadata","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/mrm.21391,ec6271dd0df8e9d22aaa96a0f6ec7482836786f2,https://doi.org/10.1002/mrm.21391,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/mrm.21391,JournalArticle,unknown,mri,
3,2007,Spontaneous fluctuations in brain activity observed with functional magnetic resonance imaging,"M. Fox, M. Raichle",Nature Reviews Neuroscience,2007-09-01,6721,490,181.04,General Brain Science and Reviews,MRI;fMRI,Positions Spontaneous fluctuations in brain activity observed with functional magnetic resonance imaging within General Brain Science and Reviews.,"high citation signal (6,721); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/nrn2201,641fbec56ec55c19e724aff4ebf55af864b3c656,https://doi.org/10.1038/nrn2201,,Review; JournalArticle,unknown,brain; brain in title,
4,2007,2013 ESH/ESC Guidelines for the management of arterial hypertension,"G. Mancia, R. Fagard, K. Narkiewicz, J. Redón, A. Zanchetti, M. Böhm, et al.",Blood Pressure,2007-06-01,6176,231,164.51,Clinical Neurology and Neurodegeneration,human;non-human,"Because of new evidence on several diagnostic and therapeutic aspects of hypertension, the present guidelines differ in many respects from the previous ones.","high citation signal (6,176); open-access PDF metadata; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.3109/08037051.2013.812549,e1224b5e049bb20854838b8b4f39c34ed0062f5a,https://doi.org/10.3109/08037051.2013.812549,https://russjcardiol.elpub.ru/jour/article/download/3/5,JournalArticle,unknown,brain,"Because of new evidence on several diagnostic and therapeutic aspects of hypertension, the present guidelines differ in many respects from the previous ones. Some of the most important differences are listed below: 1. Epidemiological data on hypertension and BP control in Europe. 2. Strengthening of the prognostic value of home blood pressure monitoring (HBPM) and of its role for diagnosis and management of hypertension, next to ambulatory blood pressure monitoring (ABPM). 3. Update of the prognostic significance of night-time BP, white-coat hypertension and masked hypertension. 4. Re-emphasis on integration of BP, cardiovascular (CV) risk factors, asymptomatic organ damage (OD) and clinical complications for total CV risk assessment. 5. Update of the prognostic significance of asymptomatic OD, including heart, blood vessels, kidney, eye and brain. 6. Reconsideration of the risk of overweight and target body mass index (BMI) in hypertension. 7. Hypertension in young people. 8. Initiation of antihypertensive treatment. More evidence-based criteria and no drug treatment of high normal BP. 9. Target BP for treatment. More evidence-based criteria and unified target systolic blood pressure (SBP) (<140 mmHg) in both higher and lower CV risk patients. 10. Liberal approach to initial monotherapy, without any all-ranking purpose. 11. Revised schema for priorital two-drug combinations. 12. New therapeutic algorithms for achieving target BP. 13. Extended section on therapeutic strategies inspecial conditions. 14. Revised recommendations on treatment of hypertensionin the elderly. 15. Drug treatment of octogenarians. 16. Special attention to resistant hypertension and newtreatment approaches. 17. Increased attention to OD-guided therapy. 18. New approaches to chronic management of hypertensive disease."
5,2007,Genome-wide atlas of gene expression in the adult mouse brain,"E. Lein, M. Hawrylycz, Nancy Ao, M. Ayres, Amy Bensinger, Amy Bernard, et al.",Nature,2007-01-11,5532,364,178.73,General Brain Science and Reviews,human;non-human;connectome,Positions Genome-wide atlas of gene expression in the adult mouse brain within General Brain Science and Reviews.,"high citation signal (5,532); recognized venue; human evidence signal","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/nature05453,62dbf5e9afe7ce59f0898f8aa61b1a38c057e7e9,https://doi.org/10.1038/nature05453,,JournalArticle,unknown,brain; brain in title,
6,2007,A report: the definition and classification of cerebral palsy April 2006,"P. Rosenbaum, N. Paneth, A. Leviton, M. Goldstein, M. Bax, D. Damiano, et al.",Developmental medicine and child neurology. Supplement,2007-02-01,5181,162,170.95,"Brain Development, Plasticity, and Connectomics",,"Positions A report: the definition and classification of cerebral palsy April 2006 within Brain Development, Plasticity, and Connectomics.","high citation signal (5,181); recognized venue; open-access PDF metadata","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1469-8749.2007.tb12610.x,29253eb1c09c2c21dfbd7420250dbf0d37749028,https://doi.org/10.1111/j.1469-8749.2007.tb12610.x,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/j.1469-8749.2007.tb12610.x,JournalArticle; Review,unknown,cerebral,
7,2007,Physiology and neurobiology of stress and adaptation: central role of the brain.,B. McEwen,Physiological Reviews,2007-07-01,4559,272,159.65,General Brain Science and Reviews,,Positions Physiology and neurobiology of stress and adaptation: central role of the brain. within General Brain Science and Reviews.,"high citation signal (4,559)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/PHYSREV.00041.2006,08291bb09f696ef20e69633918870c602c2f4f34,https://doi.org/10.1152/PHYSREV.00041.2006,,Review; JournalArticle,unknown,brain; brain in title,
8,2007,Persuasion with case studies,Nicolaj Siggelkow,Unknown venue,2007-02-01,4369,129,164.29,Clinical Neurology and Neurodegeneration,human;non-human,The goal of every author is to write a paper that readers (and reviewers) find convincing.,"high citation signal (4,369); open-access PDF metadata; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.19177/REEN.V1E120081-9,539c062b9872bc808de9023bb88ab7b685f70e75,https://doi.org/10.19177/REEN.V1E120081-9,https://portaldeperiodicos.animaeducacao.com.br/index.php/EeN/article/download/37/30,Review,unknown,brain; neuroscience term,"The goal of every author is to write a paper that readers (and reviewers) find convincing. Since writers of papers based on case research do not have recourse to the canonical statement ""results are significant at p 0.05"" that helps assuage readers' skepticism of empirical papers, researchers using case research often feel they are fighting an uphill battle to persuade their readers. In this short essay, I provide some thoughts guided by my experience of reading, reviewing, and writing papers based on case-based research over the last decade. These are clearly only the views of this particular writer and thus should be taken with a considerable grain of salt. I am seeking here more to provoke thought than to provide answers. What makes a case study persuasive? The first big obstacle that many writers feel they face is the charge of having too small a sample. Yet, imagine the following scenario, adapted from Ramachandran (1998): You cart a pig into my living room and tell me that it can talk. I say, ""Oh really? Show me."" You snap with your fingers and the pig starts talking. I say, ""Wow, you should write a paper about this."" You write up your case report and send it to a journal. What will the reviewers say? Will the reviewers respond with ""Interesting, but that's just one pig. Show me a few more and then I might believe you""? I think we would agree that that would be a silly response. A single case can be a very powerful example. Perhaps not surprisingly, the management field is not alone in its debate about the value of smallversus large-sample research. In neurology, where a lot of knowledge has been gleaned from case studies of individual patients with particular brain injuries (lesions), a similar debate is underway. Ramachandran, a prominent neurologist, uses the example above to make his case for case research. So should we now rejoice and simply cite Ramachandran to motivate and justify our case-based research? Well, we had better not forget that the above scenario involved a talking pig. That was quite a deal. Thus, my first main point is that if you want to write a case study that derives its excitement and justification through little more than the description of a particular phenomenon, make sure you have a talking pig. If not, a purely descriptive study will be a hard sell. The second charge that case-based researchers often feel obliged to defend themselves against is that of nonrepresentativeness. ""You have a biased sample,"" reviewers might say. Let us again have a quick look at the field of neurology. One of the most celebrated case studies in that field is of a man named Phineas Gage. Living in the second half of the 19th century, Gage was the foreman of a construction crew preparing the bed for a new railroad line. Part of his job was to fill holes, first with gunpowder and then with sand, which was then packed in with a large tamping iron. Unfortunately, at one hole Gage forgot the sand, created a spark with his tamping iron, and ignited the charge. The tamping iron, weighing thirteen and a half pounds, shot through his head, landing 30 yards behind him. Remarkably, Gage survived and continued to live for 12 more years, despite the large hole in his head and major destruction to his brain's frontal lobes. However, both psychologically and behaviorally, he was a changed man. For example, while he had previously been considered a smart man who energetically executed his plans, he now was capricious and vacillating, devising many plans but not following through with any of them. Similarly, whereas before he had been described as having a temperate personality, he was now impatient and profane, particularly when advice given to him conflicted with his desires. These psychological and behavioral changes led observers to draw inferences about what functions might be performed by the frontal lobes."
9,2007,Microglia: active sensor and versatile effector cells in the normal and pathologic brain,"U. Hanisch, H. Kettenmann",Nature Neuroscience,2007-11-01,3610,180,171.45,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Microglia: active sensor and versatile effector cells in the normal and pathologic brain within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (3,610); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nn1997,ad826b79880c3bdff76ce4addae289ea88ba1e16,https://doi.org/10.1038/nn1997,,Review; JournalArticle,unknown,brain; glia; microglia; brain in title,
10,2007,The neural basis of decision making.,"J. Gold, M. Shadlen",Annual Review of Neuroscience,2007-06-28,3597,268,161.39,Cognitive and Systems Neuroscience,,Positions The neural basis of decision making. within Cognitive and Systems Neuroscience.,"high citation signal (3,597); recognized venue","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1146/ANNUREV.NEURO.29.051605.113038,68922506a267e6ffe51d63289934a50fcb6709bb,https://doi.org/10.1146/ANNUREV.NEURO.29.051605.113038,,Review; JournalArticle,unknown,neural,
