year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
1913,A DEMONSTRATION OF TREPONEMA PALLIDUM IN THE BRAIN IN CASES OF GENERAL PARALYSIS,"H. Noguchi, J. W. Moore",Journal of Experimental Medicine,1913-02-01,121,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,10.1084/jem.17.2.232,9ce3d26cfd0e36d6201b5a0a239e1c955d744068,https://doi.org/10.1084/jem.17.2.232,JournalArticle,unknown,11,brain; cortex; cortical; cerebellum; glia; brain in title; neuroscience term,"s of the case records follow. J. C. ( Io3) , age fifty years ; durat ion of disease unknown."
1913,AIR IN THE VENTRICLES OF THE BRAIN FOLLOWING A FRACTURE OF THE SKULL,W. H. Luckett,Unknown venue,1913-05-01,75,General Brain Science and Reviews,,10.1097/00005053-191305000-00010,d570835f1b149fbcf08f4680913b80b565c2501d,https://doi.org/10.1097/00005053-191305000-00010,paper,unknown,4,brain; brain in title,
1913,Nervus terminalis in reptiles and mammals,J. Johnston,Unknown venue,1913-04-01,69,General Brain Science and Reviews,human;non-human,10.1002/cne.900230202,cdb494bd934adf01533902df7f4885571b6c19d3,https://doi.org/10.1002/cne.900230202,paper,unknown,1,brain,The table on the following pages will show in the briefest form the occurrence and relations of the nervus terminalis in various vertebrates.
1913,"XXV.-Further notes on the skull, brain, and organs of special sense of Diademodon",D. Watson,Unknown venue,1913-08-01,54,General Brain Science and Reviews,,10.1080/00222931308693389,eaa4876cfe27d229a519257e207a7a1d4d62aea5,https://doi.org/10.1080/00222931308693389,paper,unknown,4,brain; brain in title,
1913,On Postural and Non-Postural Activities of the Mid-Brain,"B. T. G. Brown, C. Sherrington, G. R. Brown",Unknown venue,1913-10-16,23,General Brain Science and Reviews,,10.1098/RSPB.1913.0067,0fe94c4daefabf0171ddc3d165a3a24319840656,https://doi.org/10.1098/RSPB.1913.0067,paper,unknown,4,brain; brain in title,
1913,"Recognition of members of the somatic motor chain of nerve cells by means of a fundamental type of cell structure, and the distribution of such cells in certain regions of the mammalian brain",E. Malone,Unknown venue,1913-03-01,21,"Cellular, Molecular, and Synaptic Neuroscience",ECoG;single-cell;human;non-human,10.1002/ar.1090070302,5c9f431e43a805822fc3adec2c05d9d124f81616,https://doi.org/10.1002/ar.1090070302,paper,unknown,9,brain; neuron; ecog; brain in title; neuroscience term,While studying the nuclei of the human diencephalon my attention was attracted to certain cells in the hypothalamus which could scarcely be distinguished from the typical cells of the peripheral somatic motor neurones.
1913,The eye-muscle nerves in necturus,P. S. McKibben,Unknown venue,1913-06-01,17,"EEG, MEG, and Electrophysiology",EEG;human,10.1002/cne.900230301,f3adef294375e97bc70b8485cd6b7833fab70a5c,https://doi.org/10.1002/cne.900230301,paper,unknown,1,brain,Information concerning the eye-muscle nerves in Amphibia seems abundant.
1913,I. THE DIRECT APPLICATION OF DRUGS TO THE TEMPERATURE CENTERS,"H. Barbour, E. Wing",Journal of Pharmacology and Experimental Therapeutics,1913-11-01,16,"EEG, MEG, and Electrophysiology",EEG;non-human,10.1016/s0022-3565(25)08221-7,957441afcbbe0dc37a1b1eeb3a178e7ca9ca2234,https://doi.org/10.1016/s0022-3565(25)08221-7,JournalArticle,unknown,2,brain; cerebral,Physiological 1. Puncture with an instrument sterilized only by boiling causes marked hyperpyrexia when a proper region of the brain is reached.
1913,CONTRIBUTION TO THE CULTIVATION OF THE PARASITE OF RABIES,H. Noguchi,Journal of Experimental Medicine,1913-09-01,15,General Brain Science and Reviews,non-human,10.1084/jem.18.3.314,7b3f311cd2e67783d59b44a69f707d7438a56e17,https://doi.org/10.1084/jem.18.3.314,JournalArticle,unknown,1,brain,Galtier 1 and Pasteur 2 demonstrated the infectiousness of rabies.
1913,The Galactosides of the Brain. I.,O. Rosenheim,Biochemical Journal,1913-12-01,12,General Brain Science and Reviews,,10.1042/BJ0070604,ef5a2d26b1a78dea7bf3dfc43707a416b39c977f,https://doi.org/10.1042/BJ0070604,JournalArticle,unknown,4,brain; brain in title,
1913,PAROTITIS COMPLICATED WITH MENINGITIS,G. Acker,Unknown venue,1913-12-01,10,Cognitive and Systems Neuroscience,,10.1001/ARCHPEDI.1913.04100360020003,21f010523f36d62800ecba1fe35058eccd108df6,https://doi.org/10.1001/ARCHPEDI.1913.04100360020003,paper,unknown,2,brain; cerebral,The appearance of nervous troubles in the course of parotitis did not escape the attention of the older observers.
1913,The effects of formaldehyde on the brain of the albino rat,H. D. King,Unknown venue,1913-08-01,8,General Brain Science and Reviews,non-human,10.1002/CNE.900230402,32c532c9a8619a451c5a731911ac47c07283fb57,https://doi.org/10.1002/CNE.900230402,paper,unknown,4,brain; brain in title,
1913,"Klinik der serösen und eitrigen Labyrinth-Entzündungen . Dr Erich Von Ruttin, Assistant an Universitäts-Ohrenklinik in Wien. 23 figures and 196 Pages. Vienna and Leipzig: Josef Safar.",A. R. Tweedie,The Journal of Laryngology Rhinology and Otology,1913-07-01,7,"EEG, MEG, and Electrophysiology",EEG;non-human;stimulation,10.1017/S1755146300190213,7386c3f6609232eb206d4a635fca93414abdd7aa,https://doi.org/10.1017/S1755146300190213,paper,unknown,6,brain; cerebral; cortex; neuroscience term,(1) Sellar decompression suffices for (a) persistent pituitary head ache; (6) to guide a growing tumour away from the brain.
1913,Cerebrospinal Fluid in Brain Tumors,M. J. Karpas,Unknown venue,1913-08-30,6,Cognitive and Systems Neuroscience,,10.1001/jama.1913.04350090071025,369411ca660ecca023532a5bdc0f25a247783b75,https://doi.org/10.1001/jama.1913.04350090071025,paper,unknown,4,brain; brain in title,[The foregoing letter was referred to Dr.
1913,CONTRIBUTIONS TO THE CHEMICAL DIFFERENTIATION OF THE CENTRAL NERVOUS SYSTEM I. A COMPARISON OF THE BRAIN OF THE ALBINO RAT AT BIRTH WITH THAT OF THE FETAL PIG,M. L. Koch,Unknown venue,1913-05-01,6,General Brain Science and Reviews,non-human,10.1016/s0021-9258(18)88507-6,dba09e13f6a85d7ade759c7a22dfb0457bccd3b6,https://doi.org/10.1016/s0021-9258(18)88507-6,paper,unknown,4,brain; brain in title,"A comparison of the chemical composition of the nerve fibers from the corpus callosum and from the lumbosacral intradural nerve roots in man and in the dog was undertaken in order to determine whether in these two mammals the relative amount of sheathing substance is the same in t,he two divisions of the nervous system, the cal!osum representing the central and the nerve roots the peripheral system."
1913,The study of an atypical cerebral cortex,D. Black,Unknown venue,1913-10-01,6,General Brain Science and Reviews,,10.1002/cne.900230501,86ab5f55217d311c9c82195fd4803632158b70e7,https://doi.org/10.1002/cne.900230501,paper,unknown,5,cerebral; cortex; neuroscience term,"and usually centrally placed, and shows as a rule a well developed eosino-phile karyosome."
1913,The Surgery of the Skull and Brain,L. Bathe,Bristol medico-chirurgical journal (1883),1913-03-01,6,General Brain Science and Reviews,non-human,10.1001/jama.1913.04340240066035,0d2a6e51243567b7adfc3821cb954789e0068609,https://doi.org/10.1001/jama.1913.04340240066035,paper,unknown,4,brain; brain in title,"This work is one by an author who has devoted himself for many years to the study of a special subject, and to its practical exposition."
1913,POSITIVE RESULTS FOLLOWING THE INOCULATION OF THE RABBIT WITH PARETIC BRAIN SUBSTANCE: A PRELIMINARY NOTE,"H. J. Nichols, W. Hough",Unknown venue,1913-07-12,5,General Brain Science and Reviews,,10.1001/JAMA.1913.04350020046020,5aa1e5f869088e98906512dd4f3b4ef638306f5b,https://doi.org/10.1001/JAMA.1913.04350020046020,paper,unknown,4,brain; brain in title,
1913,The Effect of Quinine on Rabies in Dogs,V. Moon,Unknown venue,1913-07-01,5,Cognitive and Systems Neuroscience,human;non-human,10.1093/INFDIS/13.1.165,40ddd0505ee1c6eec89eb756c159bbcb1bde4539,https://doi.org/10.1093/INFDIS/13.1.165,paper,unknown,7,brain; cerebral; cortex; hippocampus; neuroscience term,"The preventive treatment of rabies as devised by Pasteur is efficient only during the interval preceding the development of active symptoms, and as is well known, this treatment offers no hope after those symptoms become manifest."
1913,ON THE CEREBROSIDES OF THE BRAIN TISSUE SECOND PAPER,P. Levene,Unknown venue,1913-08-01,4,General Brain Science and Reviews,,,7a7b21c6907f391cc329c2c12132bcaef80ab32d,https://www.semanticscholar.org/paper/7a7b21c6907f391cc329c2c12132bcaef80ab32d,paper,unknown,4,brain; brain in title,
1913,THE BRAIN OF A MACROCEPHALIC EPILEPTIC,"J. Wiglesworth, G. Watson",Unknown venue,1913-07-01,4,General Brain Science and Reviews,,10.1093/BRAIN/36.1.31,04374f196568db3967a41005fe7d2c36098fa065,https://doi.org/10.1093/BRAIN/36.1.31,paper,unknown,4,brain; brain in title,
1913,The cephalic nerves: Suggestions,R. Bean,Unknown venue,1913-07-01,4,General Brain Science and Reviews,non-human,10.1002/ar.1090070702,424f91b03a57f47cf7f236bcce20c4c0ce5dfe00,https://doi.org/10.1002/ar.1090070702,paper,unknown,6,brain; cerebral; cortex; neuroscience term,The BNA term 'cerebral' as applied to the nerves of the head is a misnomer.
1913,The influence of the central nervous system in regeneration of an annelid worm,A. Goldfarb,Unknown venue,1913-02-01,4,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human;stimulation,10.3181/00379727-10-59,a460a25dec53b425ce5e354cdb9bc7a5d3d9cbbf,https://doi.org/10.3181/00379727-10-59,JournalArticle,unknown,2,brain; glia,"In a previous investigation, it was found that the Morgan and Nussbaum methods of operating worms resulted in a large mortality, excessive injury, retarded healing and little regeneration."
