rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1918,DISTURBANCES OF VISION BY CEREBRAL LESIONS,G. Holmes,British Journal of Ophthalmology,1918-04-01,538,21,118.21,General Brain Science and Reviews,,Positions DISTURBANCES OF VISION BY CEREBRAL LESIONS within General Brain Science and Reviews.,high citation signal (538); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1136/bjo.2.7.353,203e8f2e58ef47adca3df65f71fd1f4d30514a1d,https://doi.org/10.1136/bjo.2.7.353,http://bjo.bmj.com/content/2/7/353.full.pdf,JournalArticle,unknown,cerebral,
2,1918,VENTRICULOGRAPHY FOLLOWING THE INJECTION OF AIR INTO THE CEREBRAL VENTRICLES,W. Dandy,Annals of Surgery,1918-07-01,423,7,113.9,General Brain Science and Reviews,,Positions VENTRICULOGRAPHY FOLLOWING THE INJECTION OF AIR INTO THE CEREBRAL VENTRICLES within General Brain Science and Reviews.,high citation signal (423); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00000658-191807000-00002,cf534493e3dfc660b8a3bfc539c24b96630d2d27,https://doi.org/10.1097/00000658-191807000-00002,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1426769,JournalArticle,unknown,cerebral,
3,1918,NOTES ON PENETRATING WOUNDS OF THE BRAIN,H. Cushing,British medical journal,1918-02-23,117,3,98.07,General Brain Science and Reviews,non-human,Positions NOTES ON PENETRATING WOUNDS OF THE BRAIN within General Brain Science and Reviews.,high citation signal (117); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1136/bmj.1.2982.221,08352fd9c068b4411879234fdf6be5b40cc11d2c,https://doi.org/10.1136/bmj.1.2982.221,https://europepmc.org/articles/pmc2340105?pdf=render,JournalArticle,unknown,brain; brain in title,
4,1918,SENSATION AND THE CEREBRAL CORTEX,H. Head,Unknown venue,1918-09-01,82,0,89.54,General Brain Science and Reviews,,Positions SENSATION AND THE CEREBRAL CORTEX within General Brain Science and Reviews.,high citation signal (82),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/BRAIN/41.2.57,333570eec4c4465a1d19581c372bfc238cb24158,https://doi.org/10.1093/BRAIN/41.2.57,,paper,unknown,cerebral; cortex; neuroscience term,
5,1918,Comparative studies on the growth of the cerebral cortex. VII. On the influence of starvation at an early age upon the development of the cerebral cortex. Albino rat,Naoki Sugita,Unknown venue,1918-06-01,47,0,80.88,"Brain Development, Plasticity, and Connectomics",non-human,"Positions Comparative studies on the growth of the cerebral cortex. VII. On the influence of starvation at an early age upon the development of the cerebral cortex. Albino rat within Brain Development, Plasticity, and Connectomics.",high citation signal (47),"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.900290302,2d41e6f64b9acb7adec40b28811f13983877eb04,https://doi.org/10.1002/cne.900290302,,paper,unknown,cerebral; cortex; neuroscience term,
6,1918,Croonian Lecture: The Physiological Basis of Thirst,W. Cannon,Unknown venue,1918-10-17,42,0,84.3,"EEG, MEG, and Electrophysiology",EEG;human;non-human,A custom which has usually been respected by investigators who in years past have had the high honour of delivering the Croonian Lecture is that of reporting and interpreting a group of related researches upon which they have been engaged and which they have already made public.,high citation signal (42); open-access PDF metadata; human evidence signal,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1098/RSPB.1918.0017,0ce38f634a1d1fa9b6465e16b65ad26de2970f6a,https://doi.org/10.1098/RSPB.1918.0017,https://doi.org/10.1098/rspb.1918.0017,paper,unknown,cerebral; cortex; neuroscience term,"A custom which has usually been respected by investigators who in years past have had the high honour of delivering the Croonian Lecture is that of reporting and interpreting a group of related researches upon which they have been engaged and which they have already made public. That is a custom which I should have been happy to follow on the present occasion if military service had not sharply broken in on my studies months ago and made them seem now very remote and the summarising of them a difficult occupation. And, after all, is it not natural for us as investigators to hold the forward look, to consider the problems before us rather than those that have been solved? May 1, therefore, be permitted to bring to your attention some ideas and observations which have not yet been published and which, though incomplete, may prove interesting and suggestive. In regarding the human body as a self-regulating organisation we observe that, so far as mere existence is concerned, it depends on three necessary supplies from the outer world, -on food, to provide for growth and repair and to yield energy for internal activities and the maintenance of body heat; on oxygen, to serve the oxidative processes essential to life; and on water, as the medium in which occur all the chemical changes of the body. These three supplies are of different orders of urgency. Thus a man may live for 30 or 40 days without taking food, as professional fasters have demonstrated, and suffer no apparent permanent injury to his bodily structure or functions. On the other hand, lack of oxygen for only a brief period may result in unconsciousness and death. Indeed, certain nerve cells in the cerebral cortex cannot withstand total deprivation of oxygen for more than 8 or 9 minutes without undergoing such fundamental changes that they do not again become normal when they receive their proper supply. Intermediate between the long survival without food and the very brief survival without oxygen is the period of existence which is possible without water. Records of men who have missed their way in desert regions and who, with no water to drink, have wandered in the scorching heat have proved that they rarely live under these circumstances of struggle and torrid atmosphere for more than three days, and many die within 36 hours. An exceptional instance has been reported, of a Mexican, who, lost in the dry plains of the south-western part of the United States, walked, or crept on his hands and knees, between 100 and 150 miles, repeatedly drinking his own excretions, and succeeded, after nearly 7 days wholly without water, in reaching a habitation. This is a record which, for its conditions, has no parallel. If the thirsting man is not subjected to heat or exertion his life may continue much longer than 7 days. Viterbi, an Italian political prisoner, who committed suicide by refusing food and drink, died on the eighteenth day of his voluntary privation. After the third day the pangs of hunger ceased, but, until almost the last, thirst was always more insistent and tormenting. He records again and again his parched mouth and throat, his burning thirst, his ardent and continual thirst, his thirst constant and ever more intolerable. Thus though the period of survival varies, death is sure to come whether food, or oxygen, or water is withheld."
7,1918,Collected Papers on Analytical Psychology,C. Jung,The Indian medical gazette,1918-02-01,40,1,72.04,"EEG, MEG, and Electrophysiology",ECoG,"as opposed to the teaching of the Viennese School, led by Freud.",high citation signal (40),"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,8cb22a8e39b76d9e584890a5fc214bce100ab2a6,https://www.semanticscholar.org/paper/8cb22a8e39b76d9e584890a5fc214bce100ab2a6,,paper,unknown,brain; ecog,"as opposed to the teaching of the Viennese School, led by Freud. The latter maintains that neuroses are the result of repression and that the origin of repression lies in sexuality. Jung agrees that neuroses arise from repression but denies their origin in sexuality, and in this connection develops his ideas of introversion and extroversion. As the author points out, it is a relief to any one who is acquainted with Freud's Sexual Theory to find that he need not necessarily look upon his brain as an appendage of his genital glands. At the same time the great importance of sexuality is recognised and freely admitted. The book is essentially one for the earnest student of Psychology ; in it he will find much food for reflection and"
8,1918,BRAIN CHANGES ASSOCIATED WITH PERNICIOUS ANEMIA,H. W. Woltman,Unknown venue,1918-06-01,38,0,76.94,General Brain Science and Reviews,,Positions BRAIN CHANGES ASSOCIATED WITH PERNICIOUS ANEMIA within General Brain Science and Reviews.,high citation signal (38); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHINTE.1918.00090110088005,c1a7633699544c292e21256a9623896021f0eebb,https://doi.org/10.1001/ARCHINTE.1918.00090110088005,https://conservancy.umn.edu/bitstreams/acaa5c63-a838-40d1-9658-41214b941bca/download,paper,unknown,brain; brain in title,
9,1918,Weights of various parts of the brain in normal and underfed albino rats at different ages,C. A. Stewart,Unknown venue,1918-10-01,26,1,68.53,General Brain Science and Reviews,non-human,Positions Weights of various parts of the brain in normal and underfed albino rats at different ages within General Brain Science and Reviews.,high citation signal (26),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/CNE.900290504,95df93d5f3c3c4c72be585e96cf94e18fa3fbaa9,https://doi.org/10.1002/CNE.900290504,,paper,unknown,brain; brain in title,
10,1918,"TRICHINOSIS: A REPORT OF THREE CASES SIMULATING MENINGITIS, WITH THE FINDINGS OF TRICHINA LARVAE IN SPINAL FLUID",Jacob Meyer,Unknown venue,1918-03-02,21,1,61.84,General Brain Science and Reviews,non-human,"Since Van Cott and Lintz 1 first reported the findings of trichinae in the spinal fluid, there have been reports by Bloch, 2 Elliott, 3 Lintz, 4 Cummins and Carson, 5 and Salzer 6 confirming the observation.",high citation signal (21); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1918.02600090008003,a6629c47d1ea706bee208afcdda22fa1845c1621,https://doi.org/10.1001/JAMA.1918.02600090008003,https://zenodo.org/records/2322283/files/article.pdf,paper,unknown,brain,"Since Van Cott and Lintz 1 first reported the findings of trichinae in the spinal fluid, there have been reports by Bloch, 2 Elliott, 3 Lintz, 4 Cummins and Carson, 5 and Salzer 6 confirming the observation. These reports do not emphasize the occurrence of meningeal symptoms. Bloch particularly emphasizes the presence of trichinae in the spinal fluid without any symptoms referable to the brain and cord. He says, however, that ""the presence of a positive Nonne and Noguchi would indicate meningeal irritation."" Elliott mentions a positive Kernig sign, but asserts it is a false Kernig and one due to pain. Bloch and Hassin 7 report a case of trichinosis in a young man, who developed a left-sided hemiparesis, and showed exaggerated knee jerks, a bilateral Babinski reflex, and left-sided ankle clonics. No trichinae were found in the spinal fluid. The following cases are reported because of the definite meningeal"
