rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,2005,Radiotherapy plus concomitant and adjuvant temozolomide for glioblastoma.,"R. Stupp, W. Mason, M. V. D. Bent, M. Weller, Barbara Fisher, M. Taphoorn, et al.",New England Journal of Medicine,2005-03-10,19960,1415,185.63,Clinical Neurology and Neurodegeneration,human;non-human,"BACKGROUND Glioblastoma, the most common primary brain tumor in adults, is usually rapidly fatal.","high citation signal (19,960); open-access PDF metadata; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1093/NEUROSURGERY/57.1.N7A,e4b17209bfffb5809810c87fbb2079cb9263f7d0,https://doi.org/10.1093/NEUROSURGERY/57.1.N7A,https://serval.unil.ch/resource/serval:BIB_DEA725BDEE44.P001/REF.pdf,Study; JournalArticle; ClinicalTrial,unknown,brain,"BACKGROUND Glioblastoma, the most common primary brain tumor in adults, is usually rapidly fatal. The current standard of care for newly diagnosed glioblastoma is surgical resection to the extent feasible, followed by adjuvant radiotherapy. In this trial we compared radiotherapy alone with radiotherapy plus temozolomide, given concomitantly with and after radiotherapy, in terms of efficacy and safety. METHODS Patients with newly diagnosed, histologically confirmed glioblastoma were randomly assigned to receive radiotherapy alone (fractionated focal irradiation in daily fractions of 2 Gy given 5 days per week for 6 weeks, for a total of 60 Gy) or radiotherapy plus continuous daily temozolomide (75 mg per square meter of body-surface area per day, 7 days per week from the first to the last day of radiotherapy), followed by six cycles of adjuvant temozolomide (150 to 200 mg per square meter for 5 days during each 28-day cycle). The primary end point was overall survival. RESULTS A total of 573 patients from 85 centers underwent randomization. The median age was 56 years, and 84 percent of patients had undergone debulking surgery. At a median follow-up of 28 months, the median survival was 14.6 months with radiotherapy plus temozolomide and 12.1 months with radiotherapy alone. The unadjusted hazard ratio for death in the radiotherapy-plus-temozolomide group was 0.63 (95 percent confidence interval, 0.52 to 0.75; P<0.001 by the log-rank test). The two-year survival rate was 26.5 percent with radiotherapy plus temozolomide and 10.4 percent with radiotherapy alone. Concomitant treatment with radiotherapy plus temozolomide resulted in grade 3 or 4 hematologic toxic effects in 7 percent of patients. CONCLUSIONS The addition of temozolomide to radiotherapy for newly diagnosed glioblastoma resulted in a clinically meaningful and statistically significant survival benefit with minimal additional toxicity."
2,2005,Cognitive radio: brain-empowered wireless communications,S. Haykin,IEEE Journal on Selected Areas in Communications,2005-02-07,12609,509,177.96,General Brain Science and Reviews,,Positions Cognitive radio: brain-empowered wireless communications within General Brain Science and Reviews.,"high citation signal (12,609)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1109/JSAC.2004.839380,70d078021682bdeb2efa4515f819b4b8661edd61,https://doi.org/10.1109/JSAC.2004.839380,,JournalArticle,unknown,brain; brain in title,
3,2005,"The human brain is intrinsically organized into dynamic, anticorrelated functional networks.","Michael D Fox, Abraham Z Snyder, Justin L. Vincent, M. Corbetta, David C van Essen, Marc Raichle",Proceedings of the National Academy of Sciences of the United States of America,2005-07-05,8392,966,188.03,"Brain Development, Plasticity, and Connectomics",human;connectome,"Positions The human brain is intrinsically organized into dynamic, anticorrelated functional networks. within Brain Development, Plasticity, and Connectomics.","high citation signal (8,392); recognized venue; open-access PDF metadata; human evidence signal","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1073/PNAS.0504136102,8c28caad5c4286e4cde8a73703ad5bc00c199d84,https://doi.org/10.1073/PNAS.0504136102,https://europepmc.org/articles/pmc1157105?pdf=render,JournalArticle; Study,unknown,brain; brain in title,
4,2005,Resting Microglial Cells Are Highly Dynamic Surveillants of Brain Parenchyma in Vivo,"A. Nimmerjahn, F. Kirchhoff, F. Helmchen",Science,2005-05-27,5617,263,182.41,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Resting Microglial Cells Are Highly Dynamic Surveillants of Brain Parenchyma in Vivo within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (5,617); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.1110647,99f1cc3b9f1d05faa60bdfa6a414ad270e0c6c9c,https://doi.org/10.1126/SCIENCE.1110647,http://www.degruyter.com/downloadpdf/j/nf.2005.11.issue-3/nf-2005-0304/nf-2005-0304.xml,JournalArticle; Review,unknown,brain; glia; microglia; brain in title,
5,2005,Stress and the brain: from adaptation to disease,"E. D. de Kloet, M. Joëls, F. Holsboer",Nature Reviews Neuroscience,2005-06-01,4620,187,171.89,General Brain Science and Reviews,,Positions Stress and the brain: from adaptation to disease within General Brain Science and Reviews.,"high citation signal (4,620); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nrn1683,44aaa42a4f84c18d8bf5656020dddac23f951b34,https://doi.org/10.1038/nrn1683,,Review; JournalArticle,unknown,brain; brain in title,
6,2005,A theory of cortical responses,Karl J. Friston,Philosophical Transactions of the Royal Society B: Biological Sciences,2005-04-29,4400,482,168.01,General Brain Science and Reviews,,Positions A theory of cortical responses within General Brain Science and Reviews.,"high citation signal (4,400); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1098/rstb.2005.1622,8fcbc38e7196b0dc8748f04cd6101e71f92c158e,https://doi.org/10.1098/rstb.2005.1622,https://europepmc.org/articles/pmc1569488?pdf=render,Review; JournalArticle,unknown,cortical,
7,2005,A mechanism for cognitive dynamics: neuronal communication through neuronal coherence.,P. Fries,Trends in Cognitive Sciences,2005-10-01,4256,278,170.41,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions A mechanism for cognitive dynamics: neuronal communication through neuronal coherence. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (4,256); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.TICS.2005.08.011,14d58fe1c827caa717fdc34b0428aaaedc07573e,https://doi.org/10.1016/J.TICS.2005.08.011,,Review; JournalArticle,unknown,neuron; neuroscience term,
8,2005,Deep brain stimulation for treatment-resistant depression.,"H. Mayberg, A. Lozano, V. Voon, H. McNeely, D. Seminowicz, C. Hamani, et al.",Neuron,2005-03-03,3898,183,173.03,"Brain Stimulation, Neurotechnology, and BCI",stimulation,"Positions Deep brain stimulation for treatment-resistant depression. within Brain Stimulation, Neurotechnology, and BCI.","high citation signal (3,898); recognized venue; open-access PDF metadata","Small cohorts, invasive risk, device maintenance, and long-term stability remain major translation barriers.; Closed-loop effects are hard to separate from placebo, training, medication, and disease fluctuation.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/J.NEURON.2005.02.014,b2e6b69c8ddef3617ab94586005faf04674d8aec,https://doi.org/10.1016/J.NEURON.2005.02.014,http://www.cell.com/article/S089662730500156X/pdf,JournalArticle; Study,unknown,brain; brain in title,
9,2005,ATP mediates rapid microglial response to local brain injury in vivo,"Dimitrios Davalos, J. Grutzendler, Guang Yang, Jiyun V. Kim, Yi Zuo, Steffen Jung, et al.",Nature Neuroscience,2005-06-01,3738,250,172.08,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions ATP mediates rapid microglial response to local brain injury in vivo within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (3,738); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/nn1472,224652d920e232f794db9357f359886cb5d52a28,https://doi.org/10.1038/nn1472,,JournalArticle,unknown,brain; glia; microglia; brain in title,
10,2005,N-back working memory paradigm: A meta-analysis of normative functional neuroimaging studies,"A. Owen, Kathryn M. McMillan, A. Laird, E. Bullmore",Human Brain Mapping,2005-05-01,3456,233,164.87,Neuroimaging and Brain Mapping,human,Positions N-back working memory paradigm: A meta-analysis of normative functional neuroimaging studies within Neuroimaging and Brain Mapping.,"high citation signal (3,456); recognized venue; open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1002/hbm.20131,4f4dfabdbc913dd7a4539d6fea3ecbb123b350fb,https://doi.org/10.1002/hbm.20131,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/hbm.20131?download=true,JournalArticle,unknown,neuroimaging,
