rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1919,"DISTURBANCES OF SPATIAL ORIENTATION AND VISUAL ATTENTION, WITH LOSS OF STEREOSCOPIC VISION","G. Holmes, G. Horrax",Unknown venue,1919-04-01,293,10,117.7,Cognitive and Systems Neuroscience,human;non-human,"The following case is placed on record as it is an excellent example of a type of special disturbances of vision which claim our interest, not only on account of their relative rarity, but chiefly because they throw considerable light on the functions and modes of activity of the cerebral cortex, and particularly on those processes which are concerned in the integration and association of sensations.",high citation signal (293); open-access PDF metadata; human evidence signal,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/ARCHNEURPSYC.1919.02180040002001,e9ef9a5b3c49561c7e247b015096d10488075738,https://doi.org/10.1001/ARCHNEURPSYC.1919.02180040002001,https://zenodo.org/record/1499108/files/article.pdf,paper,unknown,cerebral; cortex; neuroscience term,"The following case is placed on record as it is an excellent example of a type of special disturbances of vision which claim our interest, not only on account of their relative rarity, but chiefly because they throw considerable light on the functions and modes of activity of the cerebral cortex, and particularly on those processes which are concerned in the integration and association of sensations. The case is described at length as the patient exhibited many symptoms which could be fully understood only when carefully studied and analyzed. We were particularly fortunate in that he was an intelligent, willing and objective witness, and had no disturbances of speech, or motor or sensory symptoms that could complicate our observations. On the other hand, we have made our discussion of his condition as concise as possible with due regard to clearness, more especially as one of us has recently recorded six"
2,1919,RÖNTGENOGRAPHY OF THE BRAIN AFTER THE INJECTION OF AIR INTO THE SPINAL CANAL,W. Dandy,Annals of Surgery,1919-10-01,284,3,112.74,General Brain Science and Reviews,,Positions RÖNTGENOGRAPHY OF THE BRAIN AFTER THE INJECTION OF AIR INTO THE SPINAL CANAL within General Brain Science and Reviews.,high citation signal (284); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00000658-191910000-00004,f2ad336253634966c0c473d44674182897e77a08,https://doi.org/10.1097/00000658-191910000-00004,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1410386,JournalArticle,unknown,brain; brain in title,
3,1919,EXPERIMENTAL ALTERATION OF BRAIN BULK,"L. H. Weed, P. S. McKibben",Unknown venue,1919-05-01,267,6,109.84,General Brain Science and Reviews,non-human,Positions EXPERIMENTAL ALTERATION OF BRAIN BULK within General Brain Science and Reviews.,high citation signal (267),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1152/AJPLEGACY.1919.48.4.531,86ff7e322a9ff00d745f058139bd006e41a2b906,https://doi.org/10.1152/AJPLEGACY.1919.48.4.531,,paper,unknown,brain; brain in title,
4,1919,Poliomyelitis,F. R. Smith,Glasgow medical journal,1919-12-01,202,7,105.24,Clinical Neurology and Neurodegeneration,human;non-human;stimulation,"OSE OF THE most disturbing complications of bulbar poliomyelitis is the sudden appearance of pulmonary edema, which often resists all forms of treatment and frequently produces the death of the patient.",high citation signal (202); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1177/000992286500400122,1b654d153a017cac54c01f0d015e23cb536713b0,https://doi.org/10.1177/000992286500400122,,paper,unknown,brain; cerebral; neural,"OSE OF THE most disturbing complications of bulbar poliomyelitis is the sudden appearance of pulmonary edema, which often resists all forms of treatment and frequently produces the death of the patient. This complication often occurs suddenly, even in the presence of an illness that appears to be controlled or even subsiding. To date, the exact etiology of such pulmonary edema has escaped all forms of investigation. The fact that neural mechanisms are implicated cannot be avoided, since a similar complication has been observed in many other disturbances involving the central nervous system, such as brain tumors,' epilepsy,' cerebral hemorrhage, embolism, and thrombosis,'.3 head injury, 4-0 and encephalitis.' In view of the importance of this complication to the welfare of the patient, it is not surprising that a great deal of investigative work has been undertaken in an attempt to elucidate the neural factors involved. Since the vagus nerves were known to play an important role in both pulmonary vascular tone and cardiac function, it is not surprising that the earlier studies centered around the effects of bilateral vagotomy. Vieussenss appnrently was the first to report lung changes after vagotomy. LegalloisH in 1812 suggested that laryngeal denervation was the causative factor in lung edema and not the central impairment of nulmonary and cardiac function. There soon developed two distinct schools of thought. The one considered that bilateral \,agotomy produced a primary disturbance in function of the pulmonary vessels and in cardiac function, thus resulting in pulmonary edema.l')-'' Farber"" in a series of investigations showed that bilateral section of the recurrent laryngeal nerves alone did not result in pulmonary edema, in spite of possible obstruction, providing the airway was kept clean. However, bilateral cervical vagotomy often did result in pulmonary changes, particularly if the animal was given large amounts of fluid. Farber felt that the pulmonary changes were due to 1) loss of parasympathetic vasoconstrictors which deprives the pulmonary vessels of mechanisms necessary in adjustment of pulmonary vascular dynamics, and 2 ) changes in control of heart function due to its parasympathetic denervation. The second school, which is most popular today, felt that all pulmonary changes which follow bilateral vagotomy may be due to a primary disturbance of laryngeal function with obstruction.13-15 At the present time, it is felt that the major factor in vagotomy lung edema is airway obstruction and, if the airway can be kept clean and open, edema will not result.16 A number of investigators have attempted to produce pulmonary edema by direct irritation of the medullary centers. Jarish and his associates,l? as well as Horst and his co-worken,'* produced pulmonary changes in dogs, rabbits, and guinea pigs by injecting an imtant, Veratrin, into the cisterna magna. These investigators believed that Veratrin caused a sympathetic stimulation and, therefore, a vasopressor effect, thus forcing blood from the greater to the lesser circulation. This is accompanied by a concomitant loss of tone and an overdistention of the small pulmonary vessels. Cameron and Dele produced massive lethal pulmonary edema in rabbits by injecting a combination of fibrin and fibrinogen into the cistema magna. They felt that the pulmonary"
5,1919,HISTOPATHOLOGY OF CARCINOMA OF THE CEREBRAL MENINGES,G. B. Hassin,Unknown venue,1919-06-01,34,0,72.2,General Brain Science and Reviews,non-human,"It is generally admitted that carcinoma of the nervous system is always a secondary process, spreading either from neighboring affected regions, or reaching the brain and its meninges by way of metastases.",high citation signal (34); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/ARCHNEURPSYC.1919.02180060042002,61a9bad2ca332fa3e7a6c55bc84e7de6134d0f51,https://doi.org/10.1001/ARCHNEURPSYC.1919.02180060042002,https://zenodo.org/record/1499144/files/article.pdf,paper,unknown,brain; cerebral,"It is generally admitted that carcinoma of the nervous system is always a secondary process, spreading either from neighboring affected regions, or reaching the brain and its meninges by way of metastases. There have been recorded a few cases of so-called primary carcinoma of the brain (Gedge-Latham, 1 Rustizky, 2 Russel, 3 and Coats 4 ), but these cases proved to be, on closer examination, some other varieties of tumors, like glioma, endothelioma or sarcoma. The statistics by Buchholz, 5 Gallawardin and Varay, 6 Kaufman, 7 Krasting, 8 Fischer and De Foy 9 not only demonstrate the relative frequency of metastatic growth of cancer in the brain, but also that it may originate from any organ in the body, no matter how remote. Thus, it may come even from the prostate, rectum or ovaries, and make its first appearance long after the original growth has been removed. In Guttman's 10 case"
6,1919,THERAPEUTIC APPLICATION OF THE ALTERATION OF BRAIN VOLUME: BY THE INTRAVENOUS INJECTION OF GLUCOSE,R. Haden,Unknown venue,1919-09-27,28,0,69.81,General Brain Science and Reviews,non-human,Positions THERAPEUTIC APPLICATION OF THE ALTERATION OF BRAIN VOLUME: BY THE INTRAVENOUS INJECTION OF GLUCOSE within General Brain Science and Reviews.,high citation signal (28),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1919.02610390035011,ba3dad9ebdb00f63f246e2403eb9bcb0d6c509c5,https://doi.org/10.1001/JAMA.1919.02610390035011,,paper,unknown,brain; brain in title,
7,1919,STUDIES ON THE BRAIN STEM: I. Regulation of Body Temperature in the Pigeon and its Relation to Certain Cerebral Lesions,F. Rogers,Unknown venue,1919-07-01,27,0,74.18,General Brain Science and Reviews,non-human,Positions STUDIES ON THE BRAIN STEM: I. Regulation of Body Temperature in the Pigeon and its Relation to Certain Cerebral Lesions within General Brain Science and Reviews.,high citation signal (27); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1152/ajplegacy.1919.49.2.271,1b5436e974e6b9c89ac1b86934480824865aa19e,https://doi.org/10.1152/ajplegacy.1919.49.2.271,https://www.physiology.org/pb-assets/PDFs/2017-Legacy-1516816496183.pdf,paper,unknown,brain; cerebral; brain in title,
8,1919,"The Comparative Anatomy of the Nucleus Amygdalae, the Claustrum and the Insular Cortex.",E. Landau,Journal of Anatomy,1919-07-01,27,0,71.18,General Brain Science and Reviews,non-human,"Positions The Comparative Anatomy of the Nucleus Amygdalae, the Claustrum and the Insular Cortex. within General Brain Science and Reviews.",high citation signal (27),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,7a5b5c29532a049c8426d8ba424a99b58bf960ef,https://www.semanticscholar.org/paper/7a5b5c29532a049c8426d8ba424a99b58bf960ef,,JournalArticle,unknown,cortex; amygdala; neuroscience term,
9,1919,The Nervous Heart,Unknown authors,Glasgow medical journal,1919-10-01,26,1,61.33,General Brain Science and Reviews,,"the muscles. The venous "" lakes,"" in the abdomen, the lungs and the skin, are more than sufficient to contain the whole of the blood, and the mechanism for supplying blood in sufficient quantity to the brain and the muscles, as occasion demands, is partly cardiac and partly extra-cardiac, and under the control of the nervous system.",high citation signal (26),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,f0311556657c61c23fdcdaee5d91bdc22b26afcd,https://www.semanticscholar.org/paper/f0311556657c61c23fdcdaee5d91bdc22b26afcd,,paper,unknown,brain,"the muscles. The venous "" lakes,"" in the abdomen, the lungs and the skin, are more than sufficient to contain the whole of the blood, and the mechanism for supplying blood in sufficient quantity to the brain and the muscles, as occasion demands, is partly cardiac and partly extra-cardiac, and under the control of the nervous system. This control is exercised through the vagus and the sympathetic nerves, the action of the two being antagonistic, and one or other dominant from time to time according to the demands of the organism. If one or other"
10,1919,STUDIES IN THE ELIMINATION OF CERTAIN OF THE DIGITALIS BODIES FROM THE ANIMAL ORGANISM,"R. Hatcher, C. Eggleston",Journal of Pharmacology and Experimental Therapeutics,1919-03-01,22,0,59.64,Neuroimaging and Brain Mapping,non-human,"The fatal intravenous dose of ouabain for the rat depends somewhat on the rate of injection, but with the rapid injection of a solution of one part in two hundred parts of normal saline the average is approximately equal to 12 mgm.",high citation signal (22),"Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)04339-3,b62d3838ca8876d8058564d6b28ec0fb12f73df4,https://doi.org/10.1016/s0022-3565(25)04339-3,,JournalArticle,unknown,brain,"The fatal intravenous dose of ouabain for the rat depends somewhat on the rate of injection, but with the rapid injection of a solution of one part in two hundred parts of normal saline the average is approximately equal to 12 mgm. per kilogram of weight. Ouabain leaves the blood stream rapidly, and after a few minutes not more than a trace-too small to be detected by our method-is present in the blood of the rat. Much the larger proportion of an intravenous dose is fixed in the liver at once, or very shortly after the injection, and a smaller part is fixed in the kidney. It is loosely bound in the vessels of the liver at first (and probably in those of the kidney) and then it may be removed by simple perfusion with normal saline; it appears to pass from the vessels into a more stable combination presumably in the cells of the liver (and in those of the kidney), it passes fairly rapidly from the cells of the liver into the bile ducts and thence into the duodenum; it is extracted easily after it passes into the bile ducts. After ouabain passes into the duodenum of the rat a variable amount is destroyed in the large intestine, but a part of even so little as may be injected intravenously without causing death, may traverse the intestine and appear in the feces, while equal percentages of many times larger amounts may be destroyed, after the oral administration, in similar periods of time. When the bile duct is tied, preventing the ouabain from passing from the liver into the duodenum, it is reabsorbed from the liver into the blood, carried to the kidney and excreted quantitatively, or to a very great extent, in the urine. We have some evidence that a part of the poison injected intravenously is destroyed in the body, probably in the liver. The behavior of amorphous strophanthin and that of ouabain in the rat present many points of similarity. Both are absorbed very slowly and only to a slight extent from the gastro-intestinal tract, and the portions so absorbed are excreted in the urine in part, and in part by the liver presumably. They resist the action of the digestive ferments in the stomach and duodenum, but much the larger part of an oral dose is destroyed in the large intestine. Amorphous strophanthin is much the more toxic by intravenous than by subcutaneous injection in the rat; this difference is apparently due mainly to the slower fixation and excretion by the liver. A large part of an intravenous dose of amorphous strophanthin is fixed in the liver and excreted into the intestine; the kidneys probably excrete a larger percentage of a subcutaneous, than of an intravenous, dose, and as much as 65 per cent of a subcutaneous dose may appear in the urine. It is possible that a larger number of experiments might show that there is less difference in this respect than we have found. Tying the common bile duct increases the activity of amorphous strophanthin for the rat, probably because of the reabsorption into the circulation of a part of that which has been fixed in the liver, and which is then prevented from passing into the intestine. We have been unable to determine with certainty whether any part of an intravenous dose of amorphous strophanthin is destroyed in the liver or other organs of the rat, but such destruction seems probable. The close similarity in the behavior of ouabain and amorphous strophanthin in the body of the rat renders a more detailed consideration of our experiments with the latter drug unnecessary, because it would be mainly a repetition of what was said concerning the experiments with ouabain. The following refers only to the behavior of digitoxin in the rat. Digitoxin is absorbed from the gastro-intestinal tract far more readily than ouabain or amorphous strophanthin, though it is practically insoluble in water. The proportion of an oral dose of digitoxin that escapes destruction and appears in the feces varies widely in different experiments. Nearly all is destroyed in some, very little in others. This destruction is probably greater when loss of appetite prevents active intestinal peristalsis permitting a longer sojourn of the poison in the intestine. Much the larger part of an intravenous dose of digitoxin-90 per cent or more-leaves the blood within a period of five minutes. Part of the digitoxin injected intravenously is fixed in the liver, at least a part reaches the intestine, and a part may even appear in the feces. Much the larger part of a severely toxic intravenous dose is destroyed in the body. Digitoxin is not excreted by the kidneys of the normal rat except possibly in traces, and it is possible that somewhat larger amounts may appear in the urine after the bile duct is tied, but this remains to be determined. The action of a single toxic oral, subcutaneous, or intravenous dose of digitoxin is far more lasting than that of ouabain, but a very large amount of digitoxin may be survived following its subcutaneous injection in two doses administered within a short time. The toxicity of digitoxin for the rat is about the same as that of amorphous strophanthin by intravenous injection, it is far the more toxic with oral administration; far less with subcutaneous injection. These differences in the toxicity of the two poisons by different modes of administration depend on differences in their rates of absorption (except after intravenous injection) and elimination. The fatal intravenous dose of the most active available commercial digitalein for the rat is roughly 75 mgm. per kilogram; that by oral or subcutaneous injection is nearly ten times as much. Those constituents of digitalein that exert a true digitalis action leave the blood of the rat promptly, the digitonin constituent probably disappears much more slowly. We have no evidence that the constituents of digitalein having a true digitalis action are fixed in the liver of the rat, but the question remains open. Not more than traces of the true digitalis bodies of digitalein appear in the urine or feces after oral, intravenous, or intramuscular administration, hence they must be destroyed in the body. We have not determined the seat of this destruction in the normal animal, but since it occurs after the bile duct has been tied, it seems probable that the liver is the chief organ concerned in the destruction of that portion which enters the circulation; the large intestine is probably concerned with the destruction of the greater part of an oral dose. Ouabain disappears rapidly from the circulation of the cat and dog, less than 50 per cent of a massive intravenous dose being present in the blood at death, which occurs within two to three minutes. Small amounts of ouabain can be detected in the nearly bloodless liver after the administration of such doses, and after perfusion with diluted, defibrinated blood to which ouabain has been added. The participation of the liver is not essential for the rapid removal of ouabain from the blood, for it disappears almost as rapidly when the circulation is restricted to certain small areas, but not when it is limited to the heart and lungs. It is probable that small amounts of ouabain are excreted by the kidneys, but it cannot be detected in the urine of the cat or dog after the administration of sub-lethal doses, except possibly after copious diuresis. Ouabain cannot be detected in the bloodless voluntary muscle or brain after the intravenous injection of massive doses, or in those structures after perfusion with it. We can offer no other explanation of the rapid disappearance of large amounts from the blood than that the normal liver decomposes the poison more rapidly than the perfused liver, or, that the ouabain is widely distributed in various tissues of the body. If that part of the ouabain which leaves the blood before death were distributed nearly uniformly throughout the body, the amount present in any one tissue would be insufficient to permit of its extraction and estimation (owing to its dilution in the extract) with a sufficient degree of precision to permit of our determining whether it was present in the blood of the tissues or in the tissues themselves. Our inability to detect such amounts in extracts of the tissues will be understood when it is remembered that the fatal intravenous dose of ouabain for the cat is only equal to one-ten-millionth of the body weight."
