rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1960,INTRACAROTID INJECTION OF SODIUM AMYTAL FOR THE LATERALIZATION OF CEREBRAL SPEECH DOMINANCE EXPERIMENTAL AND CLINICAL OBSERVATIONS,"J. Wada, T. Rasmussen",Unknown venue,1960-03-01,1554,20,135.49,Clinical Neurology and Neurodegeneration,human,Positions INTRACAROTID INJECTION OF SODIUM AMYTAL FOR THE LATERALIZATION OF CEREBRAL SPEECH DOMINANCE EXPERIMENTAL AND CLINICAL OBSERVATIONS within Clinical Neurology and Neurodegeneration.,"high citation signal (1,554); human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.3171/JNS.1960.17.2.0266,1576362f6f51dba7f552a1c69814599e5974e849,https://doi.org/10.3171/jns.1960.17.2.0266,https://www.semanticscholar.org/paper/1576362f6f51dba7f552a1c69814599e5974e849,,,paper,unknown,cerebral,
2,1960,Speech and Brain-Mechanisms.,S. Cobb,Unknown venue,1960-03-01,1134,34,134.62,General Brain Science and Reviews,,Positions Speech and Brain-Mechanisms. within General Brain Science and Reviews.,"high citation signal (1,134)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEUR.1960.03840090121017,59536db032b3b87882c8a1e3ca9906e9a4901b4d,https://doi.org/10.1001/archneur.1960.03840090121017,https://www.semanticscholar.org/paper/59536db032b3b87882c8a1e3ca9906e9a4901b4d,,,paper,unknown,brain; brain in title,
3,1960,Speech and Brain-Mechanisms,Unknown authors,Unknown venue,1960-04-01,1033,6,132.94,General Brain Science and Reviews,,Positions Speech and Brain-Mechanisms within General Brain Science and Reviews.,"high citation signal (1,033)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.5694/j.1326-5377.1960.tb76238.x,e7764e21ec6ffd44bdaf2463bb0003bb7083b7ba,https://doi.org/10.5694/j.1326-5377.1960.tb76238.x,https://www.semanticscholar.org/paper/e7764e21ec6ffd44bdaf2463bb0003bb7083b7ba,,,paper,unknown,brain; brain in title,
4,1960,Distribution of noradrenaline and dopamine (3-hydroxytyramine) in the human brain and their behavior in diseases of the extrapyramidal system.,"H. Ehringer, O. Hornykiewicz",Parkinsonism & Related Disorders,1960-12-15,780,7,129.09,Cognitive and Systems Neuroscience,human,Positions Distribution of noradrenaline and dopamine (3-hydroxytyramine) in the human brain and their behavior in diseases of the extrapyramidal system. within Cognitive and Systems Neuroscience.,high citation signal (780); human evidence signal,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1007/BF01485901,34946fa51438e6f1798566c01bcf4412f5f68cf1,https://doi.org/10.1007/bf01485901,https://www.semanticscholar.org/paper/34946fa51438e6f1798566c01bcf4412f5f68cf1,,,JournalArticle,unknown,brain; brain in title,
5,1960,Effects of environmental complexity and training on brain chemistry.,"D. Krech, M. Rosenzweig, E. Bennett",Journal of Comparative and Physiological Psychology,1960-12-01,586,9,123.95,General Brain Science and Reviews,non-human,Positions Effects of environmental complexity and training on brain chemistry. within General Brain Science and Reviews.,high citation signal (586),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1037/H0045402,d66dd8928a47e5d12c7d158887eadd64f5827e92,https://doi.org/10.1037/h0045402,https://www.semanticscholar.org/paper/d66dd8928a47e5d12c7d158887eadd64f5827e92,,,JournalArticle,unknown,brain; brain in title,
6,1960,Active muscle vasodilatation produced by stimulation of the brain stem: its significance in the defence reaction,"V. C. Abrahams, S. Hilton, A. Zbrożyna",Journal of Physiology,1960-12-01,472,3,123.06,General Brain Science and Reviews,stimulation,Positions Active muscle vasodilatation produced by stimulation of the brain stem: its significance in the defence reaction within General Brain Science and Reviews.,high citation signal (472); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1960.sp006593,83c73e000a065a853574d2952b4ee8b0d9dda43a,https://doi.org/10.1113/jphysiol.1960.sp006593,https://www.semanticscholar.org/paper/83c73e000a065a853574d2952b4ee8b0d9dda43a,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1359817,,JournalArticle,unknown,brain; brain in title,
7,1960,Artificial embolization of cerebral arteries. Report of use in a case of arteriovenous malformation.,"A. Luessenhop, W. T. Spence",Journal of the American Medical Association,1960-03-12,375,3,108.73,General Brain Science and Reviews,,Positions Artificial embolization of cerebral arteries. Report of use in a case of arteriovenous malformation. within General Brain Science and Reviews.,high citation signal (375),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/JAMA.1960.63020110001009,b0dca145a407dcee1a22e9a9c0914aae7b1b7f99,https://doi.org/10.1001/jama.1960.63020110001009,https://www.semanticscholar.org/paper/b0dca145a407dcee1a22e9a9c0914aae7b1b7f99,,,JournalArticle,unknown,cerebral,
8,1960,The connections of the amygdala and of the anterior temporal cortex in the human brain,"J. Klingler, P. Gloor",The Journal of comparative neurology,1960-12-01,349,19,137.84,Clinical Neurology and Neurodegeneration,human;non-human,Positions The connections of the amygdala and of the anterior temporal cortex in the human brain within Clinical Neurology and Neurodegeneration.,high citation signal (349); recognized venue; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901150305,77691a65e0042ea081b7ec1a89ce396b3f7905a1,https://doi.org/10.1002/cne.901150305,https://www.semanticscholar.org/paper/77691a65e0042ea081b7ec1a89ce396b3f7905a1,,,JournalArticle,unknown,brain; cortex; amygdala; brain in title; neuroscience term,
9,1960,Electron microscopic studies of brain tumors,S. Luse,Neurology,1960-10-01,336,1,124.76,Clinical Neurology and Neurodegeneration,,Positions Electron microscopic studies of brain tumors within Clinical Neurology and Neurodegeneration.,high citation signal (336); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1212/WNL.10.10.881,026ce5bee542e5dbc9306da120b1bcffdd17548d,https://doi.org/10.1212/wnl.10.10.881,https://www.semanticscholar.org/paper/026ce5bee542e5dbc9306da120b1bcffdd17548d,,,JournalArticle,unknown,brain; brain in title,
10,1960,The raphe nuclei of the brain stem in the cat. I. Normal topography and cytoarchitecture and general discussion,"E. Taber, A. Brodal, F. Walberg",The Journal of comparative neurology,1960-04-01,327,6,125.47,Clinical Neurology and Neurodegeneration,non-human,Positions The raphe nuclei of the brain stem in the cat. I. Normal topography and cytoarchitecture and general discussion within Clinical Neurology and Neurodegeneration.,high citation signal (327); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.901140205,43a3332d59f696ac1f074935a7d0a836a68a8014,https://doi.org/10.1002/cne.901140205,https://www.semanticscholar.org/paper/43a3332d59f696ac1f074935a7d0a836a68a8014,,,JournalArticle,unknown,brain; brain in title,
11,1960,The intracellular distribution of glycolytic and other enzymes in rat-brain homogenates and mitochondrial preparations.,M. Johnson,Biochemical Journal,1960-12-01,320,9,116.09,General Brain Science and Reviews,non-human,Positions The intracellular distribution of glycolytic and other enzymes in rat-brain homogenates and mitochondrial preparations. within General Brain Science and Reviews.,high citation signal (320); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1042/BJ0770610,9dbf59f91e57630defc6eb6950db8b8093132257,https://doi.org/10.1042/bj0770610,https://www.semanticscholar.org/paper/9dbf59f91e57630defc6eb6950db8b8093132257,,,JournalArticle,unknown,brain; brain in title,
