year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
1909,ON THE RELATION OF TETANY TO THE PARATHYROID GLANDS AND TO CALCIUM METABOLISM,"Roid Glands, C. Voegtlin, C. Voegtlin",Journal of Experimental Medicine,1909-01-09,172,"Cerebrovascular, Metabolism, and Brain Injury",human;non-human,10.1084/jem.11.1.118,87ffa1a54332f909d25dbd451cee9365fd17f46c,https://doi.org/10.1084/jem.11.1.118,JournalArticle,unknown,1,brain,1. Tetany occurs spontaneously in many forms and may also be produced by the destruction of the parathyroid glands.
1909,The Linacre Lecture ON THE FUNCTION OF THE SO-CALLED MOTOR AREA OF THE BRAIN,V. Horsley,British medical journal,1909-07-17,147,General Brain Science and Reviews,,10.1136/bmj.2.2533.121,a1be401b61059ba52f1b840ff6520460ad2f8253,https://doi.org/10.1136/bmj.2.2533.121,JournalArticle,unknown,4,brain; brain in title,
1909,A new association fiber tract in the cerebrum with remarks on the fiber tract dissection method of studying the brain,E. J. Curran,Unknown venue,1909-12-01,79,General Brain Science and Reviews,,10.1002/CNE.920190603,ddfe53816473220f1c43e591e239b57c41043199,https://doi.org/10.1002/CNE.920190603,paper,unknown,4,brain; brain in title,
1909,The Intracranial Vascular System of Sphenodon,A. Dendy,Unknown venue,1909-07-08,46,"Brain Development, Plasticity, and Connectomics",ECoG;human;non-human,10.1098/RSPB.1909.0025,2af3918565fb5fffce88331415fc285ba32618e0,https://doi.org/10.1098/RSPB.1909.0025,paper,unknown,2,brain; cerebral,"This memoir contains a detailed description, with illustrations, of the intracranial blood-vessels of the Tuatara, of which no account has hitherto been published."
1909,A constant bursa in relation with the bundle of His; with studies of the auricular connections of the bundle,E. J. Curran,Unknown venue,1909-12-01,44,General Brain Science and Reviews,human;non-human,10.1002/ar.1090031203,e563977b3221817078169c927a5ae6881c0b12a8,https://doi.org/10.1002/ar.1090031203,paper,unknown,1,brain,"At the suggestion of Professor Dwight, I undertook an investigation of the anatomy of the auriculo-ventricular bundle of His."
1909,EFFECT OF THE INJECTION OF BILE ON THE CIRCULATION,"J. H. King, H. A. Stewart",Journal of Experimental Medicine,1909-09-02,34,General Brain Science and Reviews,non-human,10.1084/jem.11.5.673,1a06fb199eee6b32bd00e043d02c7489a6fcbe47,https://doi.org/10.1084/jem.11.5.673,JournalArticle,unknown,1,brain,"1. We have confirmed previous work which shows that the injection of bile increases the tone of the vagus nerve, and that this action can be abolished after the administration of atropine."
1909,Transplantation of the spinal ganglion into the brain,S. W. Ranson,Unknown venue,1909-12-01,24,General Brain Science and Reviews,,,92286bece56745db165585820e9b57364d73b707,https://www.semanticscholar.org/paper/92286bece56745db165585820e9b57364d73b707,paper,unknown,4,brain; brain in title,
1909,STUDIES ON INTRACRANIAL PRESSURE,"J. Eyster, M. T. Burrows, C. Essick",Journal of Experimental Medicine,1909-05-01,21,General Brain Science and Reviews,non-human,10.1084/jem.11.3.489,3f5e228f7230486467f96e14e4166080b692759d,https://doi.org/10.1084/jem.11.3.489,JournalArticle,unknown,2,brain; cerebral,1. The results of this work form a confirmation of the earlier work of Cushing in all details investigated.
1909,"Contribution to the Pathological Anatomy of Multiple Sclerosis, with Particular Regard to the Cerebral Cortex [Zur pathologischen Anatomie der multiplen Sklerose mit besonderer Berucksichtigung der Hirnrindenherde]. (Neur. Cbl., Nr. 19, 1908.) Oppenheim, G.",Hamilton C. Marr,Unknown venue,1909-04-01,14,Clinical Neurology and Neurodegeneration,,10.1192/BJP.55.229.377-A,d760bc84deadc1f60f85ff68b71e36d16e451190,https://doi.org/10.1192/BJP.55.229.377-A,paper,unknown,5,cerebral; cortex; neuroscience term,
1909,THE EXCRETION OF CALCIUM AND MAGNESIUM AFTER PARATHYROIDECTOMY,J. V. Cooke,Journal of Experimental Medicine,1909-10-01,12,General Brain Science and Reviews,non-human,10.3181/00379727-7-9,168cb553632db757c993b68e8e7809d6ffa35e3b,https://doi.org/10.3181/00379727-7-9,JournalArticle,unknown,1,brain,"The brains of dogs dying with parathyroid tetany contain a slightly greater amount of calcium than do those of normal dogs, which would indicate that a decreased calcium content of the brain is not constant in tetany."
1909,"The Means of Displaying, by Ordinary Dissection, the Larger Tracts of White Matter of the Brain in their Continuity.",E. B. Jamieson,Journal of anatomy and physiology,1909-04-01,11,General Brain Science and Reviews,,,29011a7955b2d92735a7bb68ed8faa3206d4a492,https://www.semanticscholar.org/paper/29011a7955b2d92735a7bb68ed8faa3206d4a492,JournalArticle,unknown,4,brain; brain in title,
1909,On the relation of the body length to the body weight and to the weight of the brain and of the spinal cord in the albino rat (mus norvegicus Var. albus),H. H. Donaldson,Unknown venue,1909-05-01,8,General Brain Science and Reviews,non-human,10.1002/CNE.920190202,e0d3a6bdfeaa144c846de2d8544760df755472c1,https://doi.org/10.1002/CNE.920190202,paper,unknown,4,brain; brain in title,
1909,ABSCESS OF THE BRAIN IN ASSOCIATION WITH PULMONARY DISEASE.,L. Lindop,Unknown venue,1909-10-02,7,General Brain Science and Reviews,,10.1016/S0140-6736(01)21636-5,700cf8fa355c744ca5adf71841d2da118d2672bf,https://doi.org/10.1016/S0140-6736(01)21636-5,paper,unknown,4,brain; brain in title,
1909,OBSERVATIONS ON CHOKED DISC: WITH ESPECIAL REFERENCE TO DECOMPRESSIVE CRANIAL OPERATIONS,"J. Bordley, H. Gushing",Unknown venue,1909-01-30,7,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1909.25420310013001C,77a46b611c84b6408c2900f85f5dbd5052168dad,https://doi.org/10.1001/JAMA.1909.25420310013001C,paper,unknown,2,brain; cerebral,During the past four years we have been occupied with some experimental and clinical studies on the relationship between various intracranial processes and choked disc.
1909,A Post-Graduate Lecture ON INTERMITTENT CLOSING OF CEREBRAL ARTERIES,W. Russell,British medical journal,1909-10-16,5,General Brain Science and Reviews,,10.1136/BMJ.2.2546.1109,121bbb3e816e73ae6f5314139fddcecea7d5da44,https://doi.org/10.1136/BMJ.2.2546.1109,JournalArticle,unknown,1,cerebral,
1909,Diseases of Children,B. Fordyce,Edinburgh medical journal,1909-08-01,5,Cognitive and Systems Neuroscience,human;non-human,10.1016/s0140-6736(01)34246-0,b3290b4b792ab8f1f826d3b1ba309195ff68b553,https://doi.org/10.1016/s0140-6736(01)34246-0,paper,unknown,1,brain,"A most interesting article on ""Amyotonia Congenita,"" by Dr."
1909,BLASTOMYCOTIC LESIONS OF THE BRAIN,E. Lecount,Unknown venue,1909-03-01,4,General Brain Science and Reviews,,10.1097/00005053-190903000-00002,4e57358b693d17e1796e98fcda8d1821639ef321,https://doi.org/10.1097/00005053-190903000-00002,paper,unknown,4,brain; brain in title,
1909,Note on the formulas used for calculating the weight of the brain in the albino rats,S. Hatai,Unknown venue,1909-05-01,4,General Brain Science and Reviews,non-human,10.1002/CNE.920190203,c69dfeae6ea975a88c48f467c6e3b8914dcf8fde,https://doi.org/10.1002/CNE.920190203,paper,unknown,4,brain; brain in title,
1909,OTOLOGIC AND RHINOLOGIC COMPLICATIONS OF SKULL FRACTURE,C. R. C. Borden,Unknown venue,1909-08-07,4,General Brain Science and Reviews,,10.1001/JAMA.1909.92550060002002A,c7f667544131fd1ce32fdfdd4d47243075286f05,https://doi.org/10.1001/JAMA.1909.92550060002002A,paper,unknown,1,brain,Fractures of the base of the skull are interesting to the aurist and rhinologist for several reasons.
