rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1903,"X. On the Morphology of the Brain in the Mammalia, with Special Reference to that of the Lemurs, Recent and Extinct.",G. E. Smith,Unknown venue,1903-02-01,43,2,79.12,General Brain Science and Reviews,,"Positions X. On the Morphology of the Brain in the Mammalia, with Special Reference to that of the Lemurs, Recent and Extinct. within General Brain Science and Reviews.",high citation signal (43); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/J.1096-3642.1903.TB00497.X,78e9eb81ed09f670dcd00cfd85555849835a9b83,https://doi.org/10.1111/J.1096-3642.1903.TB00497.X,https://zenodo.org/records/1447576/files/article.pdf,paper,unknown,brain; brain in title,
2,1903,On the medullated nerve fibers crossing the site of lesions in the brain of the white rat,S. W. Ranson,Unknown venue,1903-10-01,25,0,67.85,General Brain Science and Reviews,non-human,Positions On the medullated nerve fibers crossing the site of lesions in the brain of the white rat within General Brain Science and Reviews.,high citation signal (25),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.910130304,bc9e339cab8969a93388139627f877970b55c719,https://doi.org/10.1002/cne.910130304,,Review,unknown,brain; brain in title,
3,1903,Brain-weights of animals with special reference to the weight of the brain in the Macaque monkey,E. A. Spitzka,Unknown venue,1903-04-01,12,1,58.37,General Brain Science and Reviews,non-human,Positions Brain-weights of animals with special reference to the weight of the brain in the Macaque monkey within General Brain Science and Reviews.,high citation signal (12); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/CNE.910130103,6a26c4682aa1f0fe032fdd5c1a3f6ae0a2f59c10,https://doi.org/10.1002/CNE.910130103,https://zenodo.org/record/1426759/files/article.pdf,paper,unknown,brain; brain in title,
4,1903,Surgery of the Brain and Spinal Cord,Unknown authors,The Hospital,1903-05-09,10,0,51.16,General Brain Science and Reviews,,Positions Surgery of the Brain and Spinal Cord within General Brain Science and Reviews.,high citation signal (10),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,f4fec884282ffd4885e885a9ad6a53c2e62b3fbb,https://www.semanticscholar.org/paper/f4fec884282ffd4885e885a9ad6a53c2e62b3fbb,,JournalArticle,unknown,brain; brain in title,
5,1903,Cortex cerebri and iris,N. Mislawsky,Journal of Physiology,1903-02-23,8,0,50.55,General Brain Science and Reviews,,Positions Cortex cerebri and iris within General Brain Science and Reviews.,high citation signal (8); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1903.sp000943,1596ae4a8e54f4301768bbc5d56d7d851420984f,https://doi.org/10.1113/jphysiol.1903.sp000943,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1540611,JournalArticle,unknown,cortex; neuroscience term,
6,1903,The brain of the Archæoceti,G. E. Smith,Proceedings of the Royal Society of London,1903-04-01,6,0,46.03,General Brain Science and Reviews,,"So far as I have been able to ascertain, nothing whatever is known of the form of the brain or, more strictly, of the cranial cavity in the Archæoceti.",high citation signal (6); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1098/rspl.1902.0101,01785ec8ea23072e8ac669e5c9e90170bc42ec01,https://doi.org/10.1098/rspl.1902.0101,https://zenodo.org/records/2215974/files/article.pdf,paper,unknown,brain; brain in title,"So far as I have been able to ascertain, nothing whatever is known of the form of the brain or, more strictly, of the cranial cavity in the Archæoceti. Hence no apology is needed for presenting even this imperfect account of two cranial casts representative of this sub-order, which have come into my hands. Among the Eocene remains found in the Fayûm region of the Egyptian desert by Mr. H. J. L. Beadnell and Dr. Charles W. Andrews, in 1901, there was a broken skull of Zeuglodon, from which it was possible to obtain a mould, representing the form of the greater part of the dorsal and lateral aspects of the brain. A plaster cast was made in the British Museum at the instance of Dr. Andrews, who kindly placed it at my disposal for description."
7,1903,A CASE OF LARGE BLOOD CYST IN THE ARACHNOID SPACE SIMULATING BRAIN TUMOUR; OPERATION; RECOVERY.,"James Taylor, C. Ballance",Unknown venue,1903-08-29,4,0,41.17,General Brain Science and Reviews,non-human,Positions A CASE OF LARGE BLOOD CYST IN THE ARACHNOID SPACE SIMULATING BRAIN TUMOUR; OPERATION; RECOVERY. within General Brain Science and Reviews.,high citation signal (4); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/S0140-6736(01)50561-9,c091eeacd2f9b1dd94798996db87cb61e35d71dc,https://doi.org/10.1016/S0140-6736(01)50561-9,https://zenodo.org/record/1715307/files/article.pdf,paper,unknown,brain; brain in title,
8,1903,A STUDY OF THE BRAIN OF THE LATE MAJOR J. W. POWELL,E. A. Spitzka,Unknown venue,1903-10-12,3,0,32.95,General Brain Science and Reviews,,Positions A STUDY OF THE BRAIN OF THE LATE MAJOR J. W. POWELL within General Brain Science and Reviews.,high citation signal (3),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1525/AA.1903.5.4.02A00020,055618a7558d3f3f6e256457dd876ca3b73a402a,https://doi.org/10.1525/AA.1903.5.4.02A00020,,paper,unknown,brain; brain in title,
9,1903,"Further Notes on the Lemurs, with especial Reference to the Brain",G. E. Smith,Unknown venue,1903-10-01,3,0,35.95,General Brain Science and Reviews,,"Positions Further Notes on the Lemurs, with especial Reference to the Brain within General Brain Science and Reviews.",high citation signal (3); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/J.1096-3642.1903.TB00427.X,107b7ef8831c527d9e4d5e4668e8e080ab84af8b,https://doi.org/10.1111/J.1096-3642.1903.TB00427.X,https://www.biodiversitylibrary.org/partpdf/376604,paper,unknown,brain; brain in title,
10,1903,THE RESULTS OF SURGICAL TREATMENT OF BRAIN TUMORS,M. Starr,Unknown venue,1903-07-01,3,0,35.95,Clinical Neurology and Neurodegeneration,,Positions THE RESULTS OF SURGICAL TREATMENT OF BRAIN TUMORS within Clinical Neurology and Neurodegeneration.,high citation signal (3); open-access PDF metadata,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00005053-190307000-00002,4c71621615acdba44b408cdbf759b17e601957af,https://doi.org/10.1097/00005053-190307000-00002,https://zenodo.org/record/2191335/files/article.pdf,paper,unknown,brain; brain in title,
11,1903,DETERMINATE FACTORS IN THE CAUSE OF INSANITY.,E. Carpenter,Unknown venue,1903-01-24,3,0,31.15,Clinical Neurology and Neurodegeneration,human,It is questionable if there is any problem which has occupied the thought of medical men so diligently as that of the etiology of disease.,high citation signal (3); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/JAMA.1903.92490040036001H,dea47c91b9da3cf34db48d776c6e182e12e5f164,https://doi.org/10.1001/JAMA.1903.92490040036001H,https://zenodo.org/record/1781155/files/article.pdf,paper,unknown,brain,"It is questionable if there is any problem which has occupied the thought of medical men so diligently as that of the etiology of disease. It is one of the fundamental principles of our cult to determine the cause by the employment of every possible known means of diagnosis before applying our therapeutics or means of cure. A half century of time has been lost in the effort of medicine to make the etiology of general disease apply to or explain the clinical appearances as found in the insane condition. (I speak of insanity thus, for it is but an evidence of an abnormal brain state.) After a decade's experience the thought has constantly forced itself upon the writer that, in our endeavor to explain cause, too great stress has been placed on some so-called causes and too little on others. If the ordinary principles of etiology applied to the"
12,1903,ON CHOREA IN PREGNANCY. *,"C. Wall, H. Russell Andrews",Unknown venue,1903-06-01,2,0,35.18,"Brain Development, Plasticity, and Connectomics",human;non-human,IT is our object to-night to invite discussion upon a few problems which arise from a consideration of a series of cases of chorea occurring in association with pregnancy.,high citation signal (2); open-access PDF metadata; human evidence signal,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-0528.1903.tb06927.x,36333225079427d3f4f4374003371510cd9fbe69,https://doi.org/10.1111/j.1471-0528.1903.tb06927.x,https://zenodo.org/records/1626940/files/article.pdf,paper,unknown,cerebral; cortex; neuroscience term,"IT is our object to-night to invite discussion upon a few problems which arise from a consideration of a series of cases of chorea occurring in association with pregnancy. It is impossible in the time at our disposal to deal with the subject at all fully; we propose therefore merely to raise certain points which still seem to require elucidation. All but one of the cases were patients a t the London Hospital; many of them were seen by one or both of us in our capacity as registrars to the Hospital. We have to thank the physicians who had charge of the cases for their kind permission to use the notes. It has often been observed that the movements of a choreic patient are closely akin to those normally employed in the expression of the emotions. In a young child, before the highest centres have developed co-ordinating control, such movements are alone present ; it is only by a process of education that the spontaneous movements of early infancy become co-ordinated, and thus enable voluntary purposive action. Whatever view be taken of the etiology of the chorea of childhood, it must be admitted that there are strong grounds for the supposition that as Dr. Warner holds, the spontaneous movements represent a reversion to an antecedent stage in the development of the functions of the nervous system, such retrogression being due to the impairment or removal of the more recently developed controlling and co-ordinating mechanism. It is not necessary here to discuss the remons for localising the lesion associated with chorea in the cerebral cortex ; such a localisation is now almost universally admitted. I t is not, however, so clear whether this lesion is irritative or paralytic. An irritative lesion of the motor cortex is conceivable, but it is difficult to explain in this way either the type o r the chronicity of the movements met with in chorea. On the other hand a paralytic lesion affecting in the first instance the highest and most recently developed centres, is not only conceivable but also offers an easier explanation of many of the phenomena. The removal of the co-ordinating and controlling mechanism permits the spontaneous activity of the lower centres,"
13,1903,"Brain-Weight, Cranial Capacity and the Form of the Head, and Their Relations to the Mental Powers of Man(",E. A. Spitzka,Science,1903-05-08,2,0,39.78,General Brain Science and Reviews,,"Positions Brain-Weight, Cranial Capacity and the Form of the Head, and Their Relations to the Mental Powers of Man( within General Brain Science and Reviews.",high citation signal (2); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/science.17.436.753.b,3cdd7f19e6cc3a4f4aeae83a883fc77882dcdbd6,https://doi.org/10.1126/science.17.436.753.b,,paper,unknown,brain; brain in title,
14,1903,Observations on the Relations of the Deeper Parts of the Brain to the Surface.,J. Symington,Journal of anatomy and physiology,1903-04-01,2,0,27.78,General Brain Science and Reviews,,Positions Observations on the Relations of the Deeper Parts of the Brain to the Surface. within General Brain Science and Reviews.,high citation signal (2),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,6f20488c8fbf7f1b8aa56934406c4bda37e864c9,https://www.semanticscholar.org/paper/6f20488c8fbf7f1b8aa56934406c4bda37e864c9,,JournalArticle,unknown,brain; brain in title,
15,1903,RESULTS OF BRAIN SURGERY IN EPILEPSY AND CONGENITAL MENTAL DEFECT,W. Spratling,Unknown venue,1903-07-01,2,0,31.98,Clinical Neurology and Neurodegeneration,non-human,"Used without qualification, the word ""epilepsy"" carries little meaning to the analytical student of the disease.",high citation signal (2); open-access PDF metadata,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1176/AJP.60.1.27,8b396e91cdc1ba759f4b148485c9f94bf7b8eebc,https://doi.org/10.1176/AJP.60.1.27,https://zenodo.org/records/2508200/files/article.pdf,paper,unknown,brain; brain in title,"Used without qualification, the word ""epilepsy"" carries little meaning to the analytical student of the disease. So varied is its etiology, and so numerous are its types, that the synthetical designation of ""epilepsy"" only has but little value. In some epilepsies medical treatment promises most; in others, surgical; and it is well to differentiate the cases of each at the outset, doing this broadly if not specifically, always reserving, however, specific distinctions before undertaking the surgical treatment of any particular case. We may first lay down this general rule: The epilepsies that most seriously impair the conscious operations of the mind are less amenable to treatment by the surgeon than the epilepsies that leave the mind most largely unaffected."
16,1903,The Brain-Weight of the Japanese,E. A. Spitzka,Science,1903-09-18,2,0,42.78,General Brain Science and Reviews,,"a large and comfortable tug makes regular trips twice a week to and fro between the Tortugas and Key West, leaving at 8 AM.",high citation signal (2); recognized venue; open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/science.18.455.371,d1461fe27a64ab140489734c37c27fe5704b710e,https://doi.org/10.1126/science.18.455.371,https://zenodo.org/records/1447898/files/article.pdf,JournalArticle,unknown,brain; brain in title,"a large and comfortable tug makes regular trips twice a week to and fro between the Tortugas and Key West, leaving at 8 AM. and arriving at about 2 P.M. Even during the writer's earliest visits to the region it was neever necessary to charter a vessel in order to proceed from Key West to the Tortugas, as has beeln implied by one of the correspondents. The climnate of the Tortugas is cooler than that of the Bahamas, owing to their smaller land mass and the refreshing influence of the"
17,1903,The fore-brain of Macacus,W. W. Lesem,Unknown venue,1903-04-01,2,0,30.78,General Brain Science and Reviews,,Positions The fore-brain of Macacus within General Brain Science and Reviews.,high citation signal (2); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/CNE.910130102,06cd8ae6d6fe9a4da63c76736ec912543bbf1035,https://doi.org/10.1002/CNE.910130102,https://zenodo.org/records/2388993/files/article.pdf,paper,unknown,brain; brain in title,
18,1903,The Cortical Localization of the Auditory Area,A. Campbell,The Journal of Laryngology Rhinology and Otology,1903-07-01,2,0,29.18,General Brain Science and Reviews,human;non-human,and it affords me great pleasure to now place before the Otological Society a brief outline of the results of my researches in so far as the auditory centre is concerned.,high citation signal (2); open-access PDF metadata; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1017/S1755146300173172,49125021257df232426e9887a62caf1747895921,https://doi.org/10.1017/S1755146300173172,https://zenodo.org/record/1943506/files/article.pdf,paper,unknown,brain; cortical,"and it affords me great pleasure to now place before the Otological Society a brief outline of the results of my researches in so far as the auditory centre is concerned. These results have been obtained ;; from an examination in strict serial section of several human and % three anthropoid brains, and the amount of labour involved in the research may be gauged from the fact that the examination of one ' brain occupies at least six months. *"" To illustrate the method of procedure, I may say that if a « section taken from the middle of the temporal lobe be stained for nerve fibres or nerve cells and examined, three types of cortical structure may be observed-one special type, characterized by an :: abundance of large medullated nerve fibres and large nerve cells, coats the Sylvian side of the superior temporal gyrus; a second q special type covers the crown and lower side of the same gyrus; :j and a third type, which we may call a general one, is found over .'• V the remaining convolutions. Now, on analyzing the distribution of these types of structure in a successive series of sections, it becomes possible to define with absolute exactitude two definite areas. The extent of these areas is indicated in the diagrams and casts shown, and I need only say here that one covers the transverse temporal gyri of Heschl, and is almost concealed within the Sylvian fissure, while the other occupies the posterior three-fifths of the superior temporal convolution. It is impossible for me to discuss fully the functions of these areas, but I would mention that the conclusions which I have arrived at, after a careful consideration of most of the anatomical, embryological, experimental, and clinico-pathological data which have been adduced on this subject, are that the first area represents the exact limits of the field which we are to regard as the arrival"
19,1903,Abscess of the Spleen,Walter M. Spear,Unknown venue,1903-08-01,2,0,27.18,Clinical Neurology and Neurodegeneration,human;non-human,"Abscess of the spleen is rare, and when a case falls into our hands and is operated on successfully, it is worthy of record.",high citation signal (2); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1903.04480020012004,6f1a795ee10b46564a53040bb2a29b8c275908a7,https://doi.org/10.1001/JAMA.1903.04480020012004,https://zenodo.org/records/2472144/files/article.pdf,paper,unknown,brain,"Abscess of the spleen is rare, and when a case falls into our hands and is operated on successfully, it is worthy of record. About the middle of May, 1901, I was called to see Mr. A., and obtained the following history: History .-American, age 74 years, weight 211 lbs. Family history: Mother and one sister died of consumption. Father died of some brain trouble. Previous history: Has had two severe falls, the last one two years ago, from which he never fully recovered. Jan. 10, 1901, was seized with a severe attack of influenza, which completely prostrated him. At the end of three weeks the temperature and pulse were normal. He has never lived in a malarial district and has never suffered from typhoid or malarial fever. Since the beginning of his sickness he has constantly lost in weight. Present Illness .-Patient in bed, anemic, covered with a cold"
20,1903,SPONTANEOUS HEMORRHAGES IN NEWBORN CHILDREN.,I. A. Abt,Unknown venue,1903-01-31,2,0,25.98,"Brain Development, Plasticity, and Connectomics",human,Hemorrhages into various tissues and organs and from mucous surfaces are observed in newborn children.,high citation signal (2); open-access PDF metadata; human evidence signal,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/JAMA.1903.92490050006001B,b0b874c56eaab24efd247b10267a0a22244c2ce2,https://doi.org/10.1001/JAMA.1903.92490050006001B,https://zenodo.org/record/1572740/files/article.pdf,paper,unknown,brain,"Hemorrhages into various tissues and organs and from mucous surfaces are observed in newborn children. Two varieties occur: 1, Traumatic or accidental hemorrhage; 2, spontaneous hemorrhage. The traumatic or accidental hemorrhages are due to external causes. The pressure exerted on the head during a long sojourn in the narrow birth channel is one of the most frequent causes. The trauma thus incurred may give rise to hemorrhage between the pericranium and the cranial bones, causing cephalohematoma, or the hemorrhage may occur within the cranial cavity into the brain or meninges. The application of forceps is not an infrequent cause of intracranial hemorrhage. Spencer,1who had an opportunity to study 130 cases at autopsy, concluded that this was one of the most common causes of this deplorable accident. Nevertheless, the asphyxia which results during the birth of a child and the congenital weakness of the vessel walls"
