rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1951,The stereotaxic method and radiosurgery of the brain.,L. Leksell,Acta chirurgica Scandinavica,1951-12-13,1549,27,140.23,General Brain Science and Reviews,,Positions The stereotaxic method and radiosurgery of the brain. within General Brain Science and Reviews.,"high citation signal (1,549)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,472926026ffb6b6fe878c4349ea9f1e2520f3bf6,https://www.semanticscholar.org/paper/472926026ffb6b6fe878c4349ea9f1e2520f3bf6,,,,JournalArticle,unknown,brain; brain in title,
2,1951,Preparation of lipide extracts from brain tissue.,"J. Folch, I. Ascoli, M. Lees, J. A. Meath, F. Lebaron",Journal of Biological Chemistry,1951-08-01,1165,7,139.3,Neuroimaging and Brain Mapping,non-human,"For the preparation of lipide extracts from tissues, the method of Bloor (I), either in its original form or with slight modifications, has been a standard procedure.","high citation signal (1,165); open-access PDF metadata","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)55987-1,1786d7579f5a66e2a7c4b4e0d2e81a0059d6fa3f,https://doi.org/10.1016/s0021-9258(18)55987-1,,https://doi.org/10.1016/s0021-9258(18)55987-1,,JournalArticle,unknown,brain; brain in title,"For the preparation of lipide extracts from tissues, the method of Bloor (I), either in its original form or with slight modifications, has been a standard procedure. This method consists in extracting the tissue with a mixture of ethyl alcohol and ether. Since the extract obtained is known to contain non-lipide contaminants, it is usually taken to dryness and the residue extracted with a solvent, such as chloroform or petroleum ether, which exhibits a highly specific solvent power for lipides. However, the secondary extracts obtained have been shown to contain substances other than lipides (2, 3). In the case of nervous tissue, it has been common experience that all of the lipides present in tissue are not extracted by Bloor's procedure (4, 5). Thus, different workers have found it necessary to introduce a subsequent extraction of the tissue with another solvent of higher solvent power for lipides than Bloor's mixture. This second solvent has usually been chloroform (4, 5). The methods thus developed are time-consuming, complicated, and, owing to the fact that they involve protracted treatment of the tissue with boiling solvents, they are open to the general objection that the procedure followed results in changing the chemical nature of some of the lipides. Furthermore, the extracts thus obtained are known to contain non-lipide contaminants (4, 5). This paper describes a simple method for the preparation of extracts of total pure lipides from brain tissue. The method consists of homogenizing the tissue with a chloroform-methanol mixture. The clear lipide extract thus obtained is then washed free of non-lipide contaminants by being placed in contact with a large amount of water. The whole procedure can be run at 0"" and thus any danger of chemical changes in lipides is reasonably excluded."
3,1951,The supplementary motor area of the cerebral cortex; a clinical and experimental study.,"W. Penfield, K. Welch",A M A Archives of Neurology & Psychiatry,1951-09-01,743,12,142.22,Clinical Neurology and Neurodegeneration,human,Positions The supplementary motor area of the cerebral cortex; a clinical and experimental study. within Clinical Neurology and Neurodegeneration.,high citation signal (743); recognized venue; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/ARCHNEURPSYC.1951.02320090038004,883cc534e814cc08316259207d0ae9e55bbe9297,https://doi.org/10.1001/ARCHNEURPSYC.1951.02320090038004,,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
4,1951,"Proteolipides, a new type of tissue lipoproteins; their isolation from brain.","J. Folch, M. Lees",Journal of Biological Chemistry,1951-08-01,655,2,124.75,General Brain Science and Reviews,,"Positions Proteolipides, a new type of tissue lipoproteins; their isolation from brain. within General Brain Science and Reviews.",high citation signal (655),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,9b12b6e4f7da5eb88b955b38c41b41831a1eb4b7,https://www.semanticscholar.org/paper/9b12b6e4f7da5eb88b955b38c41b41831a1eb4b7,,,,JournalArticle,unknown,brain; brain in title,
5,1951,The Cerebral Cortex of Man,G. Beard,Unknown venue,1951-03-01,565,31,124.09,General Brain Science and Reviews,,Positions The Cerebral Cortex of Man within General Brain Science and Reviews.,high citation signal (565),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/PTJ/31.3.116C,0f4521bd2f4da3aaefddda58b0bb69e04b1af4bc,https://doi.org/10.1093/PTJ/31.3.116C,,,,paper,unknown,cerebral; cortex; neuroscience term,
6,1951,Cerebral angiography,R. Nandhagopal,Neurology,1951-01-01,272,15,118.17,Clinical Neurology and Neurodegeneration,non-human,"Cerebral angiography uses a catheter, x-ray imaging guidance and an injection of contrast material to examine blood vessels in the brain for abnormalities such as aneurysms and disease such as atherosclerosis (plaque).",high citation signal (272); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1212/WNL.1.1.95,ec6acfc36699bb37d79ceba897c53b38baf420f4,https://doi.org/10.1212/WNL.1.1.95,,,,JournalArticle,unknown,brain; cerebral,"Cerebral angiography uses a catheter, x-ray imaging guidance and an injection of contrast material to examine blood vessels in the brain for abnormalities such as aneurysms and disease such as atherosclerosis (plaque). The use of a catheter makes it possible to combine diagnosis and treatment in a single procedure. Cerebral angiography produces very detailed, clear and accurate pictures of blood vessels in the brain and may eliminate the need for surgery."
7,1951,The Cerebral Cortex of Man: A Clinical Study of Localization of Function,I. Kaufman,Unknown venue,1951-08-01,259,20,111.29,Clinical Neurology and Neurodegeneration,human,Positions The Cerebral Cortex of Man: A Clinical Study of Localization of Function within Clinical Neurology and Neurodegeneration.,high citation signal (259); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1176/AJP.108.2.153,ff5c565f1ad3926a903d904bb289c43e6250d75a,https://doi.org/10.1176/AJP.108.2.153,,,,paper,unknown,cerebral; cortex; neuroscience term,
8,1951,Interpretation of action potentials evoked in the cerebral cortex.,John C. Eccles,Electroencephalography and Clinical Neurophysiology,1951-11-01,258,2,112.42,"EEG, MEG, and Electrophysiology",EEG;human,"Positions Interpretation of action potentials evoked in the cerebral cortex. within EEG, MEG, and Electrophysiology.",high citation signal (258); human evidence signal,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0013-4694(51)90033-8,43e55ba9a7c0238f968f52d4ac54f4ecbafafe6a,https://doi.org/10.1016/0013-4694(51)90033-8,,,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
9,1951,The use of positron-emitting radioisotopes for the localization of brain tumors.,"F. Wrenn, M. Good, P. Handler",Science,1951-05-04,232,2,118.12,Clinical Neurology and Neurodegeneration,,Positions The use of positron-emitting radioisotopes for the localization of brain tumors. within Clinical Neurology and Neurodegeneration.,high citation signal (232); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.113.2940.525,e87a7ea5e39fc97abd02d99e87386c6faab76ee0,https://doi.org/10.1126/SCIENCE.113.2940.525,,,,JournalArticle,unknown,brain; brain in title,
10,1951,Observations on brain embolism with special reference to the mechanism of hemorrhagic infarction.,"M. Fisher, Adams Rd",Journal of Neuropathology and Experimental Neurology,1951,219,0,117.09,Clinical Neurology and Neurodegeneration,,Positions Observations on brain embolism with special reference to the mechanism of hemorrhagic infarction. within Clinical Neurology and Neurodegeneration.,high citation signal (219); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,090e559b741b61c583c6c4df6fb7a57be34f2fe9,https://www.semanticscholar.org/paper/090e559b741b61c583c6c4df6fb7a57be34f2fe9,,,,JournalArticle,unknown,brain; brain in title,
