rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,2001,Brave New Brain: Conquering Mental Illness in the Era of the Genome,S. Spence,British medical journal,2001-11-17,13415,79,182.08,General Brain Science and Reviews,,Positions Brave New Brain: Conquering Mental Illness in the Era of the Genome within General Brain Science and Reviews.,"high citation signal (13,415); open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1136/BMJ.323.7322.1192A,cfc908cceb0f40ccaf46d049844852780a08f68e,https://doi.org/10.1136/BMJ.323.7322.1192A,http://europepmc.org/articles/pmc1121666?pdf=render,paper,unknown,brain; brain in title,
2,2001,An integrative theory of prefrontal cortex function.,"E. Miller, J. Cohen",Annual Review of Neuroscience,2001,12649,664,193.22,Cognitive and Systems Neuroscience,non-human,Positions An integrative theory of prefrontal cortex function. within Cognitive and Systems Neuroscience.,"high citation signal (12,649); recognized venue","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1146/ANNUREV.NEURO.24.1.167,29c7b2ff6c728034fc444df24da39ffebf35ea9e,https://doi.org/10.1146/ANNUREV.NEURO.24.1.167,,Review; JournalArticle,unknown,cortex; prefrontal; neuroscience term,
3,2001,Inaugural Article: A default mode of brain function,"M. Raichle, A. Macleod, A. Snyder, W. Powers, D. Gusnard, G. Shulman",Unknown venue,2001-01-16,9702,692,176.24,General Brain Science and Reviews,,Positions Inaugural Article: A default mode of brain function within General Brain Science and Reviews.,"high citation signal (9,702); open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.98.2.676,6965d50107b56ea51731535ad2837b880b83ab56,https://doi.org/10.1073/PNAS.98.2.676,https://europepmc.org/articles/pmc14647?pdf=render,paper,unknown,brain; brain in title,
4,2001,Segmentation of brain MR images through a hidden Markov random field model and the expectation-maximization algorithm,"Yongyue Zhang, M. Brady, Stephen M. Smith",IEEE Transactions on Medical Imaging,2001,7350,739,173.65,Neuroimaging and Brain Mapping,MRI;non-human,The finite mixture (FM) model is the most commonly used model for statistical segmentation of brain magnetic resonance (MR) images because of its simple mathematical form and the piecewise constant nature of ideal brain MR images.,"high citation signal (7,350); open-access PDF metadata","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1109/42.906424,7d5aedecdfc4e8f83638bac47eb7cf2f860ec51c,https://doi.org/10.1109/42.906424,https://repositorio.unal.edu.co/bitstream/unal/80526/2/1030638756.2021.pdf,JournalArticle,unknown,brain; brain in title,"The finite mixture (FM) model is the most commonly used model for statistical segmentation of brain magnetic resonance (MR) images because of its simple mathematical form and the piecewise constant nature of ideal brain MR images. However, being a histogram-based model, the FM has an intrinsic limitation-no spatial information is taken into account. This causes the FM model to work only on well-defined images with low levels of noise; unfortunately, this is often not the the case due to artifacts such as partial volume effect and bias field distortion. Under these conditions, FM model-based methods produce unreliable results. Here, the authors propose a novel hidden Markov random field (HMRF) model, which is a stochastic process generated by a MRF whose state sequence cannot be observed directly but which can be indirectly estimated through observations. Mathematically, it can be shown that the FM model is a degenerate version of the HMRF model. The advantage of the HMRF model derives from the way in which the spatial information is encoded through the mutual influences of neighboring sites. Although MRF modeling has been employed in MR image segmentation by other researchers, most reported methods are limited to using MRF as a general prior in an FM model-based approach. To fit the HMRF model, an EM algorithm is used. The authors show that by incorporating both the HMRF model and the EM algorithm into a HMRF-EM framework, an accurate and robust segmentation can be achieved. More importantly, the HMRF-EM framework can easily be combined with other techniques. As an example, the authors show how the bias field correction algorithm of Guillemaud and Brady (1997) can be incorporated into this framework to achieve a three-dimensional fully automated approach for brain MR image segmentation."
5,2001,A global optimisation method for robust affine registration of brain images,"M. Jenkinson, Stephen M. Smith",Medical Image Anal.,2001-06-01,7162,672,168.98,General Brain Science and Reviews,non-human,Positions A global optimisation method for robust affine registration of brain images within General Brain Science and Reviews.,"high citation signal (7,162)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/S1361-8415(01)00036-6,7d6365839a069042c79f1cb6471045c61566eaa0,https://doi.org/10.1016/S1361-8415(01)00036-6,,JournalArticle; Study,unknown,brain; brain in title,
6,2001,Neurophysiological investigation of the basis of the fMRI signal,"N. Logothetis, J. Pauls, M. Augath, T. Trinath, A. Oeltermann",Nature,2001-07-12,6588,274,175.48,Neuroimaging and Brain Mapping,fMRI,Positions Neurophysiological investigation of the basis of the fMRI signal within Neuroimaging and Brain Mapping.,"high citation signal (6,588); recognized venue","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1038/35084005,6365c98fbfae5ec996b634831bff5ee3bf902a0d,https://doi.org/10.1038/35084005,,JournalArticle,unknown,fmri; mri,
7,2001,A voxel-based morphometric study of ageing in 465 normal adult human brains,"C. Good, I. Johnsrude, J. Ashburner, R. Henson, Karl J. Friston, Richard S. J. Frackowiak","5th IEEE EMBS International Summer School on Biomedical Imaging, 2002.",2001-07-01,4772,405,161.67,"Brain Development, Plasticity, and Connectomics",human,"Positions A voxel-based morphometric study of ageing in 465 normal adult human brains within Brain Development, Plasticity, and Connectomics.","high citation signal (4,772); human evidence signal","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1109/SSBI.2002.1233974,8f25482d438cf561345d67e29fcc61b16d8257b6,https://doi.org/10.1109/SSBI.2002.1233974,,JournalArticle,unknown,brain; brain in title,
8,2001,The brainweb: Phase synchronization and large-scale integration,"F. Varela, J. Lachaux, E. Rodríguez, J. Martinerie",Nature Reviews Neuroscience,2001-04-01,4750,208,173.59,General Brain Science and Reviews,non-human,Positions The brainweb: Phase synchronization and large-scale integration within General Brain Science and Reviews.,"high citation signal (4,750); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/35067550,95fe18cb21b5f380bb3ee341ee6d5008d869fef0,https://doi.org/10.1038/35067550,,Review; JournalArticle,unknown,brain; brain in title,
9,2001,Medial prefrontal cortex and self-referential mental activity: Relation to a default mode of brain function,"D. Gusnard, E. Akbudak, G. Shulman, M. Raichle",Proceedings of the National Academy of Sciences of the United States of America,2001-03-20,4540,310,184.58,Cognitive and Systems Neuroscience,,Positions Medial prefrontal cortex and self-referential mental activity: Relation to a default mode of brain function within Cognitive and Systems Neuroscience.,"high citation signal (4,540); recognized venue; open-access PDF metadata","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/pnas.071043098,da30e48c527a831c46b9766f6016ccd7ace883fe,https://doi.org/10.1073/pnas.071043098,https://doi.org/10.1073/pnas.071043098,JournalArticle,unknown,brain; cortex; prefrontal; brain in title; neuroscience term,
10,2001,Distributed and Overlapping Representations of Faces and Objects in Ventral Temporal Cortex,"J. Haxby, M. Gobbini, M. Furey, A. Ishai, J. L. Schouten, P. Pietrini",Science,2001-09-28,4056,363,172.55,General Brain Science and Reviews,,Positions Distributed and Overlapping Representations of Faces and Objects in Ventral Temporal Cortex within General Brain Science and Reviews.,"high citation signal (4,056); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.1063736,7549e383e527ebcebb131edd57fcb08874d5d77a,https://doi.org/10.1126/SCIENCE.1063736,https://www.zora.uzh.ch/id/eprint/3224/9/haxby_science2001V.pdf,JournalArticle,unknown,cortex; neuroscience term,
