rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1966,REGIONAL STUDIES OF CATECHOLAMINES IN THE RAT BRAIN-I,"J. Glowinski, L. Iversen",Journal of Neurochemistry,1966-08-01,5345,45,163.71,General Brain Science and Reviews,non-human,Positions REGIONAL STUDIES OF CATECHOLAMINES IN THE RAT BRAIN-I within General Brain Science and Reviews.,"high citation signal (5,345)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1966.tb09873.x,3b744ad10df3e91d641715d0b1aa028a838165f7,https://doi.org/10.1111/j.1471-4159.1966.tb09873.x,,JournalArticle,unknown,brain; brain in title,
2,1966,p-Chlorophenylalanine: a specific depletor of brain serotonin.,"B. Koe, A. Weissman",Journal of Pharmacology and Experimental Therapeutics,1966-12-01,1765,22,144.98,"EEG, MEG, and Electrophysiology",EEG;non-human,"p -Chlorophenylalanine has been found to be a potent and selective depletor of brain serotonin (5HT) in mice, rats and dogs.","high citation signal (1,765)","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)27497-3,bdd34a03362b4e60b4b8be54d3833f8549fcbee1,https://doi.org/10.1016/s0022-3565(25)27497-3,,JournalArticle,unknown,brain; brain in title,"p -Chlorophenylalanine has been found to be a potent and selective depletor of brain serotonin (5HT) in mice, rats and dogs. Brain 5-hydroxy-3-indolylacetic acid (5HIAA) content was also depleted by the drug, but catecholamine concentrations were only slightly decreased. Peripheral stores of 5HT were also lowered. In rats, p -chlorophenylalanine reduced the normal increase in brain 5-hydroxyl-3-indolyl compounds following L-tryptophan loading (without apparently affecting tryptophan uptake into brain), completely prevented the increase in brain 5HT accompanying inhibition of monoamine oxidase by pargyline and blocked the increase in brain 5HIAA usually observed after reserpine treatment. p -Chlorophenylalanine slightly diminished the usual increase in brain 5HT in rats following 5-hydroxytryptophan (5HTP) administration, but decreased the rate of disappearance of excess 5HT and antagonized the increase in brain 5HIAA. p -Chlorophenylalanine did not inhibit monoamine oxidase or 5HTP-decarboxylase in vitro and exerted no effect on monoamine oxidase or 5HTP decarboxylase activity of rat tissues in vivo. In contrast, p -chlorophenylalanine inhibited liver tryptophan hydroxylase in vitro and strongly suppressed the tryptophan- and phenylalanine-hydroxylating capabilities of livers of rats treated with it. These results suggest that p -chlorophenylalanine may effect 5HT depletion by inhibiting the biosynthesis of this monoamine, possibly by blocking tryptophan hydroxylation. A blockade of uptake of amino acid precursor might also contribute to the effect of decreasing 5HT biosynthesis. The slow depletion (2-3 days) of brain 5HT induced by p -chlorophenylalanine suggests that an active metabolite might be formed. p -Chlorophenylpyruvic acid exerted essentially the same pharmacologic effects as the amino acid, but it cannot be ascertained at present whether it is the active metabolite because of the interconversion of α-amino acids and α-keto acids in vivo. p -Chlorophenethylamine may be excluded as the metabolite responsible for the action of p -chlorophenylalanine because of the brief duration of the amine in brain and the short lasting, nonselective decrease of both 5HT and norepinephrine produced by the amine. A study of structural variation in the phenylalanine series indicated a specific requirement of a single chlorine substituent in the para position for potent in vivo activity. Rats treated with p -chlorophenylalanine displayed few apparent signs, and certainly not sedation. p -Chlorophenylalanine did not block characteristic signs elicited by reserpine or tetrabenazine in rats. Accordingly, the central actions of reserpine and reserpine-like drugs may possibly be dissociated from both 5HT concentrations and the formation of new 5HT in brain."
3,1966,Dopamine (3-hydroxytyramine) and brain function.,O. Hornykiewicz,Pharmacological Reviews,1966-06-01,1376,16,150.5,"Cellular, Molecular, and Synaptic Neuroscience",non-human;stimulation,"The whole body of evidence discussed in this article shows that brain dopamine can be regarded as a strong candidate for a physiologically active substance, regulating the functioning of some extrapyramidal centers, especially substantia nigra, striatum and pallidum.","high citation signal (1,376)","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0031-6997(25)07154-6,66b5edacee9f6654c7ec8e139db31c65d8a14925,https://doi.org/10.1016/s0031-6997(25)07154-6,,Review; JournalArticle,unknown,brain; neuron; synapse; brain in title; neuroscience term,"The whole body of evidence discussed in this article shows that brain dopamine can be regarded as a strong candidate for a physiologically active substance, regulating the functioning of some extrapyramidal centers, especially substantia nigra, striatum and pallidum. The following findings provide strong support for this view: The dopamine is mainly confined to the extrapyramidal regions mentioned; in these regions, the amine is localized in specific neurons and nerve terminals; its rate of turnover is of a high order of magnitude; is there a correlation between itsconcentration in the brain and the functional state of the extrapyramidal centers following administration of certain drugs; there is a striking relationship between some extrapyramidal disorders (drug-induced and genuine parkinsonism) and the lack of the amine in the substantia nigra, the striatum and the pallidum; and, finally, that substantia nigra exerts a direct influence on the concentration of the amine in the striatum by virtue of the nigro-striatal dopamine-containing fibers. In the extrapyramidal centers, dopamine may have either inhibitory or excitatory activity. Neurophysiological evidence obtained in different species points to a predominantly inhibitory activity of dopamine on single neurons of the brain. Evidence showing that in the retina and in the median eminence (including the pituitary stalk) dopamine may be the predominant catecholamine argues in favor of a specific function of the amine in these brain structures, although there are at present no direct findings to prove this suggestion. From the evidence discussed in this article a good case can be made for the concept that the physiological activity of the brain dopamine is quite different from that of brain norepinephrine. There are as yet., however, no experiments to positively show that dopamine is a true neuro-transmitter substance in the brain. All central dopamine effects could equally well be explained by assuming that the amine is a modifier of synaptic transmission. Therefore, in order to establish dopamine unequivocally as a central neurotransmitter substance, there is still one crucial experiment to be done: to demonstrate that upon stimulation of the relevant parts of the brain, dopamine is in fact released at synapses to exert by itself an effect on the neurons standing in synaptic relationship with the stimulated dopamine-containing terminals. It is to be hoped that we shall not have to wait too long for this experiment to be performed."
4,1966,Ascending Monoamine Neurons to the Telencephalon and Diencephalon,"N. Andén, A. Dahlström, K. Fuxe, Kjell Larsson, L. Olson, U. Ungerstedt",Unknown venue,1966-08-01,1209,4,135.77,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Ascending Monoamine Neurons to the Telencephalon and Diencephalon within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,209)","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/J.1748-1716.1966.TB03318.X,02adcc5b089c71e7e77f6df77d8ba3cd6a65a265,https://doi.org/10.1111/J.1748-1716.1966.TB03318.X,,paper,unknown,neuron; neuroscience term,
5,1966,"Epilepsy and the temporal lobes. A clinical, electroencephalographic and neuropathological study of the brain in epilepsy, with particular reference to the temporal lobes.","J. Margerison, J. Corsellis",Brain : a journal of neurology,1966-09-01,1183,19,149.78,Clinical Neurology and Neurodegeneration,EEG;human,"Positions Epilepsy and the temporal lobes. A clinical, electroencephalographic and neuropathological study of the brain in epilepsy, with particular reference to the temporal lobes. within Clinical Neurology and Neurodegeneration.","high citation signal (1,183); recognized venue; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1093/BRAIN/89.3.499,dd224f43ee3ea3b080dca9aee639501ad48682ca,https://doi.org/10.1093/BRAIN/89.3.499,,JournalArticle,unknown,brain; brain in title,
6,1966,Eye and Brain: The Psychology of Seeing,R. Gregory,Unknown venue,1966,1050,34,133.23,General Brain Science and Reviews,,Positions Eye and Brain: The Psychology of Seeing within General Brain Science and Reviews.,"high citation signal (1,050)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.2307/1420564,e1647b9e2759b81f527675fdee30cea8cb7b1f87,https://doi.org/10.2307/1420564,,paper,unknown,brain; brain in title,
7,1966,The luxury-perfusion syndrome and its possible relation to acute metabolic acidosis localised within the brain.,N. Lassen,The Lancet,1966-11-19,976,15,143.92,General Brain Science and Reviews,,Positions The luxury-perfusion syndrome and its possible relation to acute metabolic acidosis localised within the brain. within General Brain Science and Reviews.,high citation signal (976); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0140-6736(66)92199-4,a87cf3f6a395d5e01ab44c08a94d1815fd2045c4,https://doi.org/10.1016/S0140-6736(66)92199-4,,JournalArticle,unknown,brain; brain in title,
8,1966,"Autoradiographic and histological studies of postnatal neurogenesis. I. A longitudinal investigation of the kinetics, migration and transformation of cells incoorporating tritiated thymidine in neonate rats, with special reference to postnatal neurogenesis in some brain regions","J. Altman, G. D. Das",The Journal of comparative neurology,1966-03-01,948,15,144.6,Clinical Neurology and Neurodegeneration,non-human,"Positions Autoradiographic and histological studies of postnatal neurogenesis. I. A longitudinal investigation of the kinetics, migration and transformation of cells incoorporating tritiated thymidine in neonate rats, with special reference to postnatal neurogenesis in some brain regions within Clinical Neurology and Neurodegeneration.",high citation signal (948); recognized venue,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/CNE.901260302,5b5818c32b62a4199631352b97cf3131c217d930,https://doi.org/10.1002/CNE.901260302,,JournalArticle,unknown,brain; brain in title,
9,1966,"'Nude', a new hairless gene with pleiotropic effects in the mouse.",S. Flanagan,Genetical research,1966-12-01,845,16,127.53,"Cerebrovascular, Metabolism, and Brain Injury",non-human,1. Nude is a new recessive gene causing hairlessness in the mouse.,high citation signal (845); open-access PDF metadata,"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1017/S0016672300010168,612591c41ebd5a65e220b77369afdbf64e638d49,https://doi.org/10.1017/S0016672300010168,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/75A3458AF0D712F5475631A4784D2ED9/S0016672300010168a.pdf/div-class-title-nude-a-new-hairless-gene-with-pleiotropic-effects-in-the-mouse-div.pdf,JournalArticle,unknown,brain,"1. Nude is a new recessive gene causing hairlessness in the mouse. It is linked to rex and trembler in linkage group VII. The order of the three loci and the recombination frequencies are as follows: 2. In addition to hairlessness the new gene causes reduced body growth rate, very low fertility and a liver disease causing death. Nude mice may be classified at birth by the absence of vibrissae. 3. The hairlessness is due to abnormal keratinization of hair in the follicles. The skin histology resembles that of naked mice. The hair follicles were found to be deficient in free sulphydryl groups. 4. The majority of nude mice die of general body weakness within 2 weeks of birth. The survivors grow slowly and may live for a considerable period. But all nude mice eventually die, usually between 3 and 14 weeks of age. 5. The livers of dead or moribund nude mice are covered with lesions and scars. The defect has been traced histologically to its initial stage, namely, necrosis of small areas of tissue. 6. Attempts to relate the deficiency of sulphydryl groups in the hair follicles to abnormal sulphur metabolism in the liver were unsuccessful. 7. Pseudo-cysts of a parasitic protozoan, Toxoplasma gondii , were identified in the liver and brain of nude mice. In one case the free form of the organism was found. 8. The possible relationship between the liver disease and the pathogenic organism is discussed."
10,1966,Application of steady state kinetics to the estimation of synthesis rate and turnover time of tissue catecholamines.,"B. Brodie, E. Costa, A. Dlabač, N. Neff, H. Smookler",Journal of Pharmacology and Experimental Therapeutics,1966-12-01,727,13,131.83,"Cellular, Molecular, and Synaptic Neuroscience",non-human,A method of measuring the rate of synthesis of catecholamines in various tissues takes advantage of the steady state relationship in which the rate of catecholamine formation is equal to the rate of efflux.,high citation signal (727),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)27496-1,f06f83f1e4470143066561456fb50af9f5ab4c7b,https://doi.org/10.1016/s0022-3565(25)27496-1,,JournalArticle,unknown,brain; neuron; glia; neuroscience term,"A method of measuring the rate of synthesis of catecholamines in various tissues takes advantage of the steady state relationship in which the rate of catecholamine formation is equal to the rate of efflux. After tyrosine hydroxylase is blocked with α-methyltyrosine, the brain levels of norepinephrine (NE) and dopamine and the NE levels in various peripheral tissues of rats and rabbits decline exponentially. The rate of synthesis of the catecholamines is calculated from the product of the rate constant of amine decline and the normal catecholamine level. The value for heart NE yielded by this method is almost identical with that obtained from the decline in radioactivity after labeling with dl -H3-NE. The application of this method to studies in the rat shows that the turnover time for NE in heart, salivary gland and iris is about 12 hr, compared to 6 hr for brain NE, 3 hr for brain dopamine and 2 hr for NE in the cervical sympathetic ganglia. In the rabbit hypothalamus, NE is formed five times more rapidly than in the midbrain, though the turnover times are almost identical. This suggests that the rate of synthesis might be similar in each adrenergic unit and that variations in rates of synthesis in different brain areas are a function of the number of neurons per gram of tissue."
