rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1989,Optimal Brain Damage,"Yann LeCun, J. Denker, S. Solla",Neural Information Processing Systems,1989,5313,281,162.41,General Brain Science and Reviews,,Positions Optimal Brain Damage within General Brain Science and Reviews.,"high citation signal (5,313)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,e7297db245c3feb1897720b173a59fe7e36babb7,https://www.semanticscholar.org/paper/e7297db245c3feb1897720b173a59fe7e36babb7,,JournalArticle; Conference,unknown,brain; brain in title,
2,1989,Theory of the backpropagation neural network,R. Hecht-Nielsen,International 1989 Joint Conference on Neural Networks,1989,3322,85,149.16,"Brain Development, Plasticity, and Connectomics",connectome,"Positions Theory of the backpropagation neural network within Brain Development, Plasticity, and Connectomics.","high citation signal (3,322)","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0893-6080(88)90469-8,f4457792a247c0eb6c6fb11a1d92f6f45b82acc1,https://doi.org/10.1016/0893-6080(88)90469-8,,JournalArticle; Conference; Review,unknown,neural,
3,1989,Brain dopamine and reward.,"R. Wise, P. Rompré",Annual Review of Psychology,1989,2002,34,144.84,General Brain Science and Reviews,,Positions Brain dopamine and reward. within General Brain Science and Reviews.,"high citation signal (2,002)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1146/ANNUREV.PS.40.020189.001203,010ae6c12192ee3443a040b19f38a72044032be3,https://doi.org/10.1146/ANNUREV.PS.40.020189.001203,,Review; JournalArticle,unknown,brain; brain in title,
4,1989,Nitric oxide mediates glutamate-linked enhancement of cGMP levels in the cerebellum.,"D. Bredt, S. Snyder",Proceedings of the National Academy of Sciences of the United States of America,1989-11-01,1853,45,152.45,General Brain Science and Reviews,,Positions Nitric oxide mediates glutamate-linked enhancement of cGMP levels in the cerebellum. within General Brain Science and Reviews.,"high citation signal (1,853); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.86.22.9030,c18d07e480381c610cbbc66455a40ab79c2b6982,https://doi.org/10.1073/PNAS.86.22.9030,https://europepmc.org/articles/pmc298426?pdf=render,JournalArticle,unknown,cerebellum,
5,1989,Human brain electrophysiology: Evoked potentials and evoked magnetic fields in science and medicine,D. Regan,Unknown venue,1989,1805,155,144.18,"EEG, MEG, and Electrophysiology",human,"Positions Human brain electrophysiology: Evoked potentials and evoked magnetic fields in science and medicine within EEG, MEG, and Electrophysiology.","high citation signal (1,805); human evidence signal","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",,f62ea12874e8b67d4641b7bc345e86e3f919b4a3,https://www.semanticscholar.org/paper/f62ea12874e8b67d4641b7bc345e86e3f919b4a3,,paper,unknown,brain; brain in title,
6,1989,Brain interleukin 1 and S-100 immunoreactivity are elevated in Down syndrome and Alzheimer disease.,"W. Sue, T. Griffin, Laura C Stanleyt, Chen Ling, Lanya White, Veronica Macleod, et al.",Proceedings of the National Academy of Sciences of the United States of America,1989-10-01,1804,60,157.97,Clinical Neurology and Neurodegeneration,,Positions Brain interleukin 1 and S-100 immunoreactivity are elevated in Down syndrome and Alzheimer disease. within Clinical Neurology and Neurodegeneration.,"high citation signal (1,804); recognized venue; open-access PDF metadata","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.86.19.7611,0883296f40fcc9a63b144b1e97ea563367910faa,https://doi.org/10.1073/PNAS.86.19.7611,https://europepmc.org/articles/pmc298116?pdf=render,JournalArticle,unknown,brain; brain in title,
7,1989,Multidrug-resistance gene (P-glycoprotein) is expressed by endothelial cells at blood-brain barrier sites.,"C. Cordon-Cardo, J. O'brien, D. Casals, Lana Rittman-Grauer, J. L. Biedler, M. Melamed, et al.",Proceedings of the National Academy of Sciences of the United States of America,1989,1780,36,157.73,General Brain Science and Reviews,,Positions Multidrug-resistance gene (P-glycoprotein) is expressed by endothelial cells at blood-brain barrier sites. within General Brain Science and Reviews.,"high citation signal (1,780); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.86.2.695,dc941be774c7e3c072a95149a2b9354bbf7a8c2a,https://doi.org/10.1073/PNAS.86.2.695,https://europepmc.org/articles/pmc286540?pdf=render,JournalArticle,unknown,brain; brain in title,
8,1989,Neural Computation,Mark J van Rossum,Artificial Intelligence,1989,1710,188,136.01,Computational Neuroscience and AI,,Positions Neural Computation within Computational Neuroscience and AI.,"high citation signal (1,710)","Predictive performance does not necessarily identify causal neural mechanisms.; Models can inherit dataset bias, preprocessing artifacts, and task constraints.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1007/978-3-540-29678-2_3780,e1082fee59f00b1096b2206f3dc434e68f7ffac6,https://doi.org/10.1007/978-3-540-29678-2_3780,,paper,unknown,neural,
9,1989,"Two-stage model of memory trace formation: a role for ""noisy"" brain states.",G. Buzsáki,Neuroscience,1989,1707,118,153.98,General Brain Science and Reviews,,"Positions Two-stage model of memory trace formation: a role for ""noisy"" brain states. within General Brain Science and Reviews.","high citation signal (1,707); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0306-4522(89)90423-5,7c5adf9c6c0fe10b080233ec57b8b92df1e5577c,https://doi.org/10.1016/0306-4522(89)90423-5,,Review; JournalArticle,unknown,brain; brain in title,
10,1989,The role of excitatory amino acids and NMDA receptors in traumatic brain injury.,"A. Faden, P. Demediuk, S. Panter, R. Vink",Science,1989-05-19,1527,63,151.97,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions The role of excitatory amino acids and NMDA receptors in traumatic brain injury. within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (1,527); recognized venue","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.2567056,fd1a40152b4e962782c796eebb7e31f8842242fc,https://doi.org/10.1126/SCIENCE.2567056,,JournalArticle,unknown,brain; brain in title,
11,1989,The use of c-fos as a metabolic marker in neuronal pathway tracing.,"M. Dragunow, R. Faull",Journal of Neuroscience Methods,1989-09-01,1439,31,150.9,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions The use of c-fos as a metabolic marker in neuronal pathway tracing. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,439); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0165-0270(89)90150-7,b6eeac1f460045c14414aae6169d710a8fae41f2,https://doi.org/10.1016/0165-0270(89)90150-7,,Review; JournalArticle,unknown,neuron; neuroscience term,
12,1989,"Transition Metals, Ferritin, Glutathione, and Ascorbic Acid in Parkinsonian Brains","P. Riederer, E. Sofić, W. Rausch, B. Schmidt, G. Reynolds, K. Jellinger, et al.",Journal of Neurochemistry,1989-02-01,1430,40,138.79,Clinical Neurology and Neurodegeneration,,"Positions Transition Metals, Ferritin, Glutathione, and Ascorbic Acid in Parkinsonian Brains within Clinical Neurology and Neurodegeneration.","high citation signal (1,430)","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1471-4159.1989.tb09150.x,3793149a5a94482bc07d9f9c24ef16a0fd7ae6d7,https://doi.org/10.1111/j.1471-4159.1989.tb09150.x,,JournalArticle,unknown,brain; brain in title,
13,1989,Molecular cloning and expression of brain-derived neurotrophic factor,"J. Leibrock, F. Lottspeich, A. Hohn, M. Hofer, B. Hengerer, P. Masiakowski, et al.",Nature,1989-09-14,1426,49,150.74,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Molecular cloning and expression of brain-derived neurotrophic factor within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,426); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/341149A0,2a5751d7e49ba416ecf8803e259756d0f8a2e9a1,https://doi.org/10.1038/341149A0,,JournalArticle; Study,unknown,brain; brain in title,
14,1989,The organization of the projection from the cerebral cortex to the striatum in the rat.,"A. Mcgeorge, R. Faull",Neuroscience,1989,1384,68,153.4,General Brain Science and Reviews,non-human,Positions The organization of the projection from the cerebral cortex to the striatum in the rat. within General Brain Science and Reviews.,"high citation signal (1,384); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0306-4522(89)90128-0,e488ce31b7533689cc3cf2cb4b833307a478bad0,https://doi.org/10.1016/0306-4522(89)90128-0,,JournalArticle,unknown,cerebral; cortex; neuroscience term,
15,1989,Reduction of prefrontal cortex glucose metabolism common to three types of depression.,"L. Baxter, Jeffrey M. Schwartz, M. Phelps, J. Mazziotta, B. Guze, C. Selin, et al.",Archives of General Psychiatry,1989-03-01,1351,26,139.77,Cognitive and Systems Neuroscience,,Positions Reduction of prefrontal cortex glucose metabolism common to three types of depression. within Cognitive and Systems Neuroscience.,"high citation signal (1,351)","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHPSYC.1989.01810030049007,10e265b1803cc32e990a3c91a1b3d9458998d1a1,https://doi.org/10.1001/ARCHPSYC.1989.01810030049007,,JournalArticle,unknown,cortex; prefrontal; neuroscience term,
16,1989,"Modeling brain function: the world of attractor neural networks, 1st Edition",D. Amit,Unknown venue,1989-07-24,1320,118,140.55,Computational Neuroscience and AI,connectome,"Positions Modeling brain function: the world of attractor neural networks, 1st Edition within Computational Neuroscience and AI.","high citation signal (1,320)","Predictive performance does not necessarily identify causal neural mechanisms.; Models can inherit dataset bias, preprocessing artifacts, and task constraints.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1017/CBO9780511623257,1a442ed03ed8c6bc79272d1be1fd8bc3f0afe73a,https://doi.org/10.1017/CBO9780511623257,,paper,unknown,brain; neural; brain in title,
17,1989,"Accurate Three-Dimensional Registration of CT, PET, and/or MR Images of the Brain","C. Pelizzari, George T. Y. Chen, D. Spelbring, R. Weichselbaum, Chin-Tu Chen",Journal of computer assisted tomography,1989-01-01,1268,20,137.83,Neuroimaging and Brain Mapping,non-human,"Positions Accurate Three-Dimensional Registration of CT, PET, and/or MR Images of the Brain within Neuroimaging and Brain Mapping.","high citation signal (1,268)","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1097/00004728-198901000-00004,8585092dea62ec0d1944d883f554cc473b9afcd0,https://doi.org/10.1097/00004728-198901000-00004,,JournalArticle,unknown,brain; brain in title,
18,1989,Cytochrome oxidase: an endogenous metabolic marker for neuronal activity.,M. Wong-Riley,Trends in Neurosciences,1989-03-01,1263,43,148.56,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Cytochrome oxidase: an endogenous metabolic marker for neuronal activity. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,263); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0166-2236(89)90165-3,ac7381d27d970f9fb40c04d47b82e965deec3c88,https://doi.org/10.1016/0166-2236(89)90165-3,,Review; JournalArticle,unknown,neuron; neuroscience term,
19,1989,"Calcium Fluxes, Calcium Antagonists, and Calcium-Related Pathology in Brain Ischemia, Hypoglycemia, and Spreading Depression: A Unifying Hypothesis","B. Siesjö, F. Bengtsson",Journal of Cerebral Blood Flow and Metabolism,1989-04-01,1238,13,139.2,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions Calcium Fluxes, Calcium Antagonists, and Calcium-Related Pathology in Brain Ischemia, Hypoglycemia, and Spreading Depression: A Unifying Hypothesis within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (1,238); open-access PDF metadata","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/jcbfm.1989.20,4aa075db8b867ad736fc94a711b27c7381c9f935,https://doi.org/10.1038/jcbfm.1989.20,https://journals.sagepub.com/doi/pdf/10.1038/jcbfm.1989.20,Review; JournalArticle,unknown,brain; brain in title,
20,1989,Pathological changes induced in cerebrocortical neurons by phencyclidine and related drugs.,"J. Olney, J. Labruyere, M. Price",Science,1989-06-16,1233,35,150.12,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Pathological changes induced in cerebrocortical neurons by phencyclidine and related drugs. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,233); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.2660263,6a25e7019fb4eec76937c9795b5752e98a316d3c,https://doi.org/10.1126/SCIENCE.2660263,,JournalArticle,unknown,cortical; neuron; neuroscience term,
21,1989,Increased Nigral Iron Content and Alterations in Other Metal Ions Occurring in Brain in Parkinson's Disease,"D. Dexter, F. R. Wells, A. J. Lees, F. Agid, Y. Agid, P. Jenner, et al.",Journal of Neurochemistry,1989-06-01,1169,34,136.37,Clinical Neurology and Neurodegeneration,non-human,Positions Increased Nigral Iron Content and Alterations in Other Metal Ions Occurring in Brain in Parkinson's Disease within Clinical Neurology and Neurodegeneration.,"high citation signal (1,169)","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/j.1471-4159.1989.tb07264.x,46e06918c11b6f5d46392aadc82ee0d04b529523,https://doi.org/10.1111/j.1471-4159.1989.tb07264.x,,JournalArticle,unknown,brain; brain in title,
22,1989,Traumatic brain injury in the rat: characterization of a lateral fluid-percussion model.,"T. Mcintosh, R. Vink, L. Noble, I. Yamakami, S. Fernyak, H. Soares, et al.",Neuroscience,1989,1141,66,147.93,"Cerebrovascular, Metabolism, and Brain Injury",non-human,"Positions Traumatic brain injury in the rat: characterization of a lateral fluid-percussion model. within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (1,141); recognized venue","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0306-4522(89)90247-9,13380607be12b8a5721f0acef4d9731fee39698c,https://doi.org/10.1016/0306-4522(89)90247-9,,JournalArticle,unknown,brain; brain in title,
23,1989,Effect of mild hypothermia on ischemia-induced release of neurotransmitters and free fatty acids in rat brain.,"R. Busto, M. Globus, W. Dietrich, E. Martinez, I. Valdés, M. Ginsberg",Stroke,1989-07-01,1129,17,138.74,"Cerebrovascular, Metabolism, and Brain Injury",non-human,"Positions Effect of mild hypothermia on ischemia-induced release of neurotransmitters and free fatty acids in rat brain. within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (1,129); open-access PDF metadata","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1161/01.STR.20.7.904,eb896d13f5047f638f8b76e8bd6ef275b365de12,https://doi.org/10.1161/01.STR.20.7.904,https://www.ahajournals.org/doi/pdf/10.1161/01.STR.20.7.904,JournalArticle,unknown,brain; brain in title,
24,1989,Neurobiology of zinc and zinc-containing neurons.,C. Frederickson,International review of neurobiology,1989,1068,46,133.54,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Neurobiology of zinc and zinc-containing neurons. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,068)","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0074-7742(08)60279-2,adb2298962e41d805e6bbe8d0b06bd923135f854,https://doi.org/10.1016/S0074-7742(08)60279-2,,Review; JournalArticle,unknown,neuron; neuroscience term,
25,1989,Rapid increase of an immediate early gene messenger RNA in hippocampal neurons by synaptic NMDA receptor activation,"A. Cole, D. Saffen, J. Baraban, P. Worley",Nature,1989-08-10,1043,50,145.11,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Rapid increase of an immediate early gene messenger RNA in hippocampal neurons by synaptic NMDA receptor activation within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,043); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/340474A0,3660ae50dbe4cf42def8a791963c1909945b1731,https://doi.org/10.1038/340474A0,,JournalArticle,unknown,neuron; neuroscience term,
