year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
1900,Some recent researches on the topography of the convolutions and fissures of the brain,"E. H. Taylor, W. Haughton",Unknown venue,1900-12-01,33,General Brain Science and Reviews,,10.1007/BF03045171,a1655c41b66c7da2c85d48ba53d81517c29ce7c7,https://doi.org/10.1007/BF03045171,paper,unknown,4,brain; brain in title,
1900,The Anatomy of the Brain,F. Davis,Buffalo Medical Journal,1900-09-01,21,General Brain Science and Reviews,,,704cf702361ce92ac07db18e62ba5a4c9fe10a17,https://www.semanticscholar.org/paper/704cf702361ce92ac07db18e62ba5a4c9fe10a17,paper,unknown,4,brain; brain in title,
1900,"General Physiology, an Outline of the Science of Life","Max Verworn, F. S. Lee",The Indian medical gazette,1900-06-01,9,General Brain Science and Reviews,non-human,10.5962/BHL.TITLE.24720,a5d6f983a53c4a5d18fb7ab75052e2fe25267410,https://doi.org/10.5962/BHL.TITLE.24720,paper,unknown,1,brain,"is as good as the translation, it is very good indeed."
1900,A new brain microtome,H. Goddard,Unknown venue,1900-05-01,5,General Brain Science and Reviews,,10.1002/CNE.910100205,e73bb973be3bdefb890aedb939eeefec710e396f,https://doi.org/10.1002/CNE.910100205,paper,unknown,4,brain; brain in title,
1900,140 Ueber das Gewicht des schwersten bis jetzt beschriebenen Gehirns (The Weight of the Heaviest Brain Yet Described),Bonar,Unknown venue,1900-12-01,4,General Brain Science and Reviews,,10.1097/00005053-190012000-00006,64a4090e4da9052628ee1679ba38b638b027e297,https://doi.org/10.1097/00005053-190012000-00006,paper,unknown,4,brain; brain in title,
1900,Preliminary List of the Mammals of New York,Unknown authors,American Naturalist,1900-04-01,4,General Brain Science and Reviews,non-human,10.1086/277625,8a588845da4a7938c9795378e21c76dd56c1e4b5,https://doi.org/10.1086/277625,paper,unknown,1,brain,Reissner's Fibre. This fibre has been found by Sargent 1 to extend from the posterior end of the spinal cord anteriorly through the central canal and the ventricles of the brain to the anterior end of the optic lobes.
1900,THYROID EXTRACT IN JUVENILE OBESITY: A CLINICAL NOTE.,I. Love,Unknown venue,1900-04-21,3,"Cerebrovascular, Metabolism, and Brain Injury",human;non-human,10.1001/JAMA.1900.24610160017001E,4f1b59d2dc20f0b52760d8a63789e358c205634c,https://doi.org/10.1001/JAMA.1900.24610160017001E,paper,unknown,1,brain,"Animal therapy is at this time an alluring subject, being unquestionably all in all the most revolutionary made in years toward the physiologic cure of disease."
1900,A CASE OF TUMOR AT THE BASE OF THE BRAIN IN THE PONTINE REGION,J. Lloyd,Unknown venue,1900-02-01,2,General Brain Science and Reviews,,10.1097/00005053-190002000-00006,40a3df385ac8788396faf5ce4b1be150f86efde1,https://doi.org/10.1097/00005053-190002000-00006,paper,unknown,4,brain; brain in title,
1900,"Brain Weight and the Peripheral Nerve-fibres v. Bodily Size [Das Hirngewicht und die Zahl der peripherischen Nervenfasern in ihrer Beziehung zur Körpergrösse]. (Biol. Cbl., No. 13, 1899, reported in Zeit. für Psych., B. xx, H. 5.) Brandt",W. W. Ireland,Unknown venue,1900-04-01,2,General Brain Science and Reviews,,10.1192/BJP.46.193.349,6b79159ddd57c8a157f072617ed75d6e42b0e8f9,https://doi.org/10.1192/BJP.46.193.349,paper,unknown,4,brain; brain in title,
1900,NEW SOURCES OF DANGER IN THE USE OF OPIUM.,T. D. Crothers,Unknown venue,1900-08-11,2,General Brain Science and Reviews,human;non-human,10.1001/JAMA.1900.24620320008002A,319c6bf8a8348dbcfbe96de475340d9c5d4d9021,https://doi.org/10.1001/JAMA.1900.24620320008002A,paper,unknown,1,brain,"In a paper read last year at Columbus, on the use of opium in infancy and the effects in adult life, some serious injuries following its use were pointed out."
1900,"RADIOGRAPHIC RESEARCHES ON THE TOPOGRAPHICAL RELATIONS OF THE BRAIN, THE FRONTAL AND MAXILLARY SINUSES, AND THE VENOUS SINUSES OF THE DURA MATER TO THE WALLS OF THE SKULL.","P. Régnier, J. Glover",Unknown venue,1900-02-24,2,General Brain Science and Reviews,,10.1016/S0140-6736(01)96781-9,a5f40d89484d5ddebe3858951506728eb41281b3,https://doi.org/10.1016/S0140-6736(01)96781-9,paper,unknown,4,brain; brain in title,
1900,"A Case of Diffuse Sarcoma of the Whole of the Pia Mater of the Brain and Cord [Ein Fall von diffuser Sarkomatose der gesamten Pia Mater des Gehirns und Rükenmarks]. (Monats. f. Psych. u. Neur., Nov., 1899.) Schroder",W. Penfold,Unknown venue,1900-04-01,1,General Brain Science and Reviews,,10.1192/BJP.46.193.351-A,e868ca3da827f56c0f99ff15bb14653b1c16c1f9,https://doi.org/10.1192/BJP.46.193.351-A,paper,unknown,4,brain; brain in title,
1900,"A CASE OF GENERAL GASEOUS EMPHYSEMA WITH GAS CYSTS IN THE BRAIN FORMED AFTER DEATH AND DUE TO BACILLUS MUCOSUS CAPSULATUS, WITH A CONSIDERATION OF THE GAS-PRODUCING PROPERTIES OF CERTAIN MEMBERS OF THIS GROUP IN THE CADAVERS OF ANIMALS",W. T. Howard,Journal of Experimental Medicine,1900-10-25,1,General Brain Science and Reviews,non-human,10.1084/jem.5.2.139,05fce1212e8307e78b387b5b464bcfec0a55a50a,https://doi.org/10.1084/jem.5.2.139,JournalArticle,unknown,4,brain; brain in title,"In the case reported in this article there was septicæmia with special localization of the microorganisms in the brain, with gas cysts of the brain and general gaseous emphysema due to Bacillus mucosus capsulatus (aërogenes group)."
1900,A STUDY OF THE NEUROFIBRILS IS THE GANGLION CELLS OF THE CEREBRAL CORTEX,S. Paton,Journal of Experimental Medicine,1900-10-01,1,General Brain Science and Reviews,,10.1084/jem.5.1.21,dade66a1f5aff88b5ef02ac147d53dee0627ab45,https://doi.org/10.1084/jem.5.1.21,JournalArticle,unknown,5,cerebral; cortex; neuroscience term,"As has often been pointed out, the use of the terms chromatic and achromatic to distinguish certain characteristics ef the ganglion cell is misleading."
1900,"On Loss of the Knee-jerks in Gross Lesions of the Præfrontal Region of the Brain. (Glas. Med. Journ., Nov., 1899.) Williamson, R. T.",W. J. Penfold,Unknown venue,1900-07-01,1,General Brain Science and Reviews,,10.1192/BJP.46.194.581-B,fc3eac0c5407c41c1faf75bd1df4c262688e753f,https://doi.org/10.1192/BJP.46.194.581-B,paper,unknown,4,brain; brain in title,
1900,Revised Interpretation of the Central Fissures of the Educated Suicides Brain Exhibited to the Association in 1894,B. G. Wilder,Unknown venue,1900-10-01,1,"EEG, MEG, and Electrophysiology",EEG,10.1097/00005053-190010000-00005,3dea2da09b1786a3a57d6f69d6cc45c650a395a2,https://doi.org/10.1097/00005053-190010000-00005,paper,unknown,4,brain; brain in title,
1900,The action of ether and chloroform on the neurons of rabbits and dogs,H. Wright,Journal of Physiology,1900-12-31,1,"Cellular, Molecular, and Synaptic Neuroscience",,10.1113/jphysiol.1900.sp000819,f30342cfa0087b38519cb48e7e85fd738c88c356,https://doi.org/10.1113/jphysiol.1900.sp000819,JournalArticle,unknown,4,neuron; neuroscience term,
1900,"The Brain of Hermann von Helmholtz [Ueber das Gehirn von Helmholtz]. (Ophth. Klin., Stuttg., 1899, iii, 43-45. Zeits. f. Psych., 1899.) Hansemann",W. W. Ireland,Unknown venue,1900-07-01,1,General Brain Science and Reviews,,10.1192/BJP.46.194.559,2cdf4cea83fc54b3d9561047fcf5ad577bf3615d,https://doi.org/10.1192/BJP.46.194.559,paper,unknown,4,brain; brain in title,
1900,135 Ueber einen Fall von Commotio cerebri mct bemerkenswerthen Veränderungen im Gehirn. (A Case of Cerebral Commotion with Remarkable Alterations in the Brain),Sailer,Unknown venue,1900-12-01,0,General Brain Science and Reviews,non-human,10.1097/00005053-190012000-00028,6ad189b40a10208f94e0122801321069dd7ffac7,https://doi.org/10.1097/00005053-190012000-00028,paper,unknown,5,brain; cerebral; brain in title,
