rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,2017,"Ferroptosis: A Regulated Cell Death Nexus Linking Metabolism, Redox Biology, and Disease.","B. Stockwell, J. Angeli, H. Bayır, A. Bush, M. Conrad, S. Dixon, et al.",Cell,2017-10-05,6521,203,178.29,"Cerebrovascular, Metabolism, and Brain Injury",non-human,Ferroptosis is a form of regulated cell death characterized by the iron-dependent accumulation of lipid hydroperoxides to lethal levels.,"high citation signal (6,521); recognized venue; open-access PDF metadata","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/j.cell.2017.09.021,e9863dfb275e1c322b9004bb6e4e6793a31bcbd2,https://doi.org/10.1016/j.cell.2017.09.021,https://digital.csic.es/bitstream/10261/346444/1/1-s2.0-S009286741731070X-main.pdf,,Review; JournalArticle,unknown,brain; cerebral,"Ferroptosis is a form of regulated cell death characterized by the iron-dependent accumulation of lipid hydroperoxides to lethal levels. Emerging evidence suggests that ferroptosis represents an ancient vulnerability caused by the incorporation of polyunsaturated fatty acids into cellular membranes, and cells have developed complex systems that exploit and defend against this vulnerability in different contexts. The sensitivity to ferroptosis is tightly linked to numerous biological processes, including amino acid, iron, and polyunsaturated fatty acid metabolism, and the biosynthesis of glutathione, phospholipids, NADPH, and coenzyme Q10. Ferroptosis has been implicated in the pathological cell death associated with degenerative diseases (i.e., Alzheimer's, Huntington's, and Parkinson's diseases), carcinogenesis, stroke, intracerebral hemorrhage, traumatic brain injury, ischemia-reperfusion injury, and kidney degeneration in mammals and is also implicated in heat stress in plants. Ferroptosis may also have a tumor-suppressor function that could be harnessed for cancer therapy. This Primer reviews the mechanisms underlying ferroptosis, highlights connections to other areas of biology and medicine, and recommends tools and guidelines for studying this emerging form of regulated cell death."
2,2017,SCENIC: Single-cell regulatory network inference and clustering,"S. Aibar, C. González-Blas, Thomas Moerman, V. A. Huynh-Thu, Hana Imrichová, Gert J. Hulselmans, et al.",Nature Methods,2017-05-31,5024,767,174.0,"Cellular, Molecular, and Synaptic Neuroscience",single-cell;non-human;connectome,"We present SCENIC, a computational method for simultaneous gene regulatory network reconstruction and cell-state identification from single-cell RNA-seq data (http://scenic.aertslab.org).","high citation signal (5,024); recognized venue; open-access PDF metadata; cell-resolution signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/nmeth.4463,469203c63af18c9c25789e4aa127132c2caa99e4,https://doi.org/10.1038/nmeth.4463,https://lirias.kuleuven.be/bitstream/123456789/588424/1/Aibar%20BioRXIV%202017.pdf,,JournalArticle,unknown,brain,"We present SCENIC, a computational method for simultaneous gene regulatory network reconstruction and cell-state identification from single-cell RNA-seq data (http://scenic.aertslab.org). On a compendium of single-cell data from tumors and brain, we demonstrate that cis-regulatory analysis can be exploited to guide the identification of transcription factors and cell states. SCENIC provides critical biological insights into the mechanisms driving cellular heterogeneity."
3,2017,A Unique Microglia Type Associated with Restricting Development of Alzheimer's Disease.,"Hadas Keren-Shaul, A. Spinrad, A. Weiner, Orit Matcovitch-Natan, Raz Dvir-Szternfeld, Tyler K. Ulland, et al.",Cell,2017-06-15,4566,449,170.68,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions A Unique Microglia Type Associated with Restricting Development of Alzheimer's Disease. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (4,566); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/j.cell.2017.05.018,212eb732533a5fd49e8706b1400b83aa51ea9f89,https://doi.org/10.1016/j.cell.2017.05.018,http://www.cell.com/article/S0092867417305780/pdf,,JournalArticle,unknown,glia; microglia,
4,2017,Local-Global Parcellation of the Human Cerebral Cortex From Intrinsic Functional Connectivity MRI,"Alexander Schaefer, Ru Kong, Evan M. Gordon, Timothy O. Laumann, X. Zuo, A. Holmes, et al.",bioRxiv,2017-06-06,3587,313,167.14,Neuroimaging and Brain Mapping,MRI;fMRI;human;connectome,Positions Local-Global Parcellation of the Human Cerebral Cortex From Intrinsic Functional Connectivity MRI within Neuroimaging and Brain Mapping.,"high citation signal (3,587); open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1093/cercor/bhx179,c3f634afff84fc0dc1b82d049eabf4d7c236d67e,https://doi.org/10.1093/cercor/bhx179,https://academic.oup.com/cercor/article-pdf/28/9/3095/25696343/bhx179.pdf,,JournalArticle,unknown,cerebral; cortex; mri; neuroscience term,
5,2017,Supplementary for: Deep learning with convolutional neural networks for EEG decoding and visualization,"R. Schirrmeister, Jost Tobias Springenberg, L. Fiederer, M. Glasstetter, Katharina Eggensperger, M. Tangermann, et al.",Unknown venue,2017,3333,447,152.41,Computational Neuroscience and AI,EEG;connectome,Positions Supplementary for: Deep learning with convolutional neural networks for EEG decoding and visualization within Computational Neuroscience and AI.,"high citation signal (3,333)","Predictive performance does not necessarily identify causal neural mechanisms.; Models can inherit dataset bias, preprocessing artifacts, and task constraints.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,3fea7ba9490c306484a8fdfe94323ff4e009e1c7,https://www.semanticscholar.org/paper/3fea7ba9490c306484a8fdfe94323ff4e009e1c7,,,paper,unknown,neural; eeg,
6,2017,"Global, regional, and national burden of neurological disorders, 1990-2016: a systematic analysis for the Global Burden of Disease Study 2016","V. Feigin, A. Abajobir, K. H. Abate, F. Abd-Allah, A. Abdulle, S. Abera, et al.",Lancet Neurology,2017-11-01,3166,128,175.69,Clinical Neurology and Neurodegeneration,EEG;ECoG;non-human,Summary Background Neurological disorders are increasingly recognised as major causes of death and disability worldwide.,"high citation signal (3,166); recognized venue; open-access PDF metadata","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/S1474-4422(18)30499-X,a353027fba97e4757fec788a0b63cfc02f716e87,https://doi.org/10.1016/S1474-4422(18)30499-X,http://www.thelancet.com/article/S147444221830499X/pdf,,JournalArticle,unknown,brain; neuron; ecog; neuroscience term,"Summary Background Neurological disorders are increasingly recognised as major causes of death and disability worldwide. The aim of this analysis from the Global Burden of Diseases, Injuries, and Risk Factors Study (GBD) 2016 is to provide the most comprehensive and up-to-date estimates of the global, regional, and national burden from neurological disorders. Methods We estimated prevalence, incidence, deaths, and disability-adjusted life-years (DALYs; the sum of years of life lost [YLLs] and years lived with disability [YLDs]) by age and sex for 15 neurological disorder categories (tetanus, meningitis, encephalitis, stroke, brain and other CNS cancers, traumatic brain injury, spinal cord injury, Alzheimer's disease and other dementias, Parkinson's disease, multiple sclerosis, motor neuron diseases, idiopathic epilepsy, migraine, tension-type headache, and a residual category for other less common neurological disorders) in 195 countries from 1990 to 2016. DisMod-MR 2.1, a Bayesian meta-regression tool, was the main method of estimation of prevalence and incidence, and the Cause of Death Ensemble model (CODEm) was used for mortality estimation. We quantified the contribution of 84 risks and combinations of risk to the disease estimates for the 15 neurological disorder categories using the GBD comparative risk assessment approach. Findings Globally, in 2016, neurological disorders were the leading cause of DALYs (276 million [95% UI 247-308]) and second leading cause of deaths (9·0 million [8·8-9·4]). The absolute number of deaths and DALYs from all neurological disorders combined increased (deaths by 39% [34-44] and DALYs by 15% [9-21]) whereas their age-standardised rates decreased (deaths by 28% [26-30] and DALYs by 27% [24-31]) between 1990 and 2016. The only neurological disorders that had a decrease in rates and absolute numbers of deaths and DALYs were tetanus, meningitis, and encephalitis. The four largest contributors of neurological DALYs were stroke (42·2% [38·6-46·1]), migraine (16·3% [11·7-20·8]), Alzheimer's and other dementias (10·4% [9·0-12·1]), and meningitis (7·9% [6·6-10·4]). For the combined neurological disorders, age-standardised DALY rates were significantly higher in males than in females (male-to-female ratio 1·12 [1·05-1·20]), but migraine, multiple sclerosis, and tension-type headache were more common and caused more burden in females, with male-to-female ratios of less than 0·7. The 84 risks quantified in GBD explain less than 10% of neurological disorder DALY burdens, except stroke, for which 88·8% (86·5-90·9) of DALYs are attributable to risk factors, and to a lesser extent Alzheimer's disease and other dementias (22·3% [11·8-35·1] of DALYs are risk attributable) and idiopathic epilepsy (14·1% [10·8-17·5] of DALYs are risk attributable). Interpretation Globally, the burden of neurological disorders, as measured by the absolute number of DALYs, continues to increase. As populations are growing and ageing, and the prevalence of major disabling neurological disorders steeply increases with age, governments will face increasing demand for treatment, rehabilitation, and support services for neurological disorders. The scarcity of established modifiable risks for most of the neurological burden demonstrates that new knowledge is required to develop effective prevention and treatment strategies. Funding Bill & Melinda Gates Foundation."
7,2017,Genome-wide association analyses identify 44 risk variants and refine the genetic architecture of major depression,"N. Wray, S. Ripke, M. Mattheisen, M. Trzaskowski, E. Byrne, A. Abdellaoui, et al.",Nature Genetics,2017-07-24,2716,140,160.53,Clinical Neurology and Neurodegeneration,human,"Major depressive disorder (MDD) is a common illness accompanied by considerable morbidity, mortality, costs, and heightened risk of suicide.","high citation signal (2,716); recognized venue; open-access PDF metadata; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1038/s41588-018-0090-3,6a21df1eb42ae8a2015928a418a6e0649eb36613,https://doi.org/10.1038/s41588-018-0090-3,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5934326,,paper,unknown,brain,"Major depressive disorder (MDD) is a common illness accompanied by considerable morbidity, mortality, costs, and heightened risk of suicide. We conducted a genome-wide association meta-analysis based in 135,458 cases and 344,901 controls and identified 44 independent and significant loci. The genetic findings were associated with clinical features of major depression and implicated brain regions exhibiting anatomical differences in cases. Targets of antidepressant medications and genes involved in gene splicing were enriched for smaller association signal. We found important relationships of genetic risk for major depression with educational attainment, body mass, and schizophrenia: lower educational attainment and higher body mass were putatively causal, whereas major depression and schizophrenia reflected a partly shared biological etiology. All humans carry lesser or greater numbers of genetic risk factors for major depression. These findings help refine the basis of major depression and imply that a continuous measure of risk underlies the clinical phenotype. A genome-wide association meta-analysis of individuals with clinically assessed or self-reported depression identifies 44 independent risk loci. Comparisons with other psychiatric disorders and candidate gene analyses provide new insights into major depressive disorder."
8,2017,Deep Learning for Medical Image Analysis,"Mina Rezaei, Haojin Yang, C. Meinel",arXiv.org,2017-08-17,2625,52,146.92,Cognitive and Systems Neuroscience,ECoG,This report describes my research activities in the Hasso Plattner Institute and summarizes my Ph.D.,"high citation signal (2,625)","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,0ae5b99f09b7ebacc4aeaed7644aff90534a3aaa,https://www.semanticscholar.org/paper/0ae5b99f09b7ebacc4aeaed7644aff90534a3aaa,,,JournalArticle,unknown,brain; ecog,"This report describes my research activities in the Hasso Plattner Institute and summarizes my Ph.D. plan and several novels, end-to-end trainable approaches for analyzing medical images using deep learning algorithm. In this report, as an example, we explore different novel methods based on deep learning for brain abnormality detection, recognition, and segmentation. This report prepared for the doctoral consortium in the AIME-2017 conference."
9,2017,Continual Learning with Deep Generative Replay,"Hanul Shin, Jung Kwon Lee, Jaehong Kim, Jiwon Kim",Neural Information Processing Systems,2017-05-01,2499,170,152.03,Cognitive and Systems Neuroscience,non-human,Attempts to train a comprehensive artificial intelligence capable of solving multiple tasks have been impeded by a chronic problem called catastrophic forgetting.,"high citation signal (2,499)","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,59a922212153d3407e658109f36c11a34ee7d283,https://www.semanticscholar.org/paper/59a922212153d3407e658109f36c11a34ee7d283,,https://github.com/geox-lab/cmn,JournalArticle; Conference,unknown,brain; hippocampus; neuroscience term,"Attempts to train a comprehensive artificial intelligence capable of solving multiple tasks have been impeded by a chronic problem called catastrophic forgetting. Although simply replaying all previous data alleviates the problem, it requires large memory and even worse, often infeasible in real world applications where the access to past data is limited. Inspired by the generative nature of hippocampus as a short-term memory system in primate brain, we propose the Deep Generative Replay, a novel framework with a cooperative dual model architecture consisting of a deep generative model (""generator"") and a task solving model (""solver""). With only these two models, training data for previous tasks can easily be sampled and interleaved with those for a new task. We test our methods in several sequential learning settings involving image classification tasks."
10,2017,The TREM2-APOE pathway drives the transcriptional phenotype of dysfunctional microglia in neurodegenerative diseases,"S. Krasemann, C. Madore, R. Cialic, Caroline Baufeld, Narghes Calcagno, Rachid El Fatimy, et al.",Immunity,2017-09-19,2409,190,159.57,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,"SUMMARY Microglia play a pivotal role in maintenance of brain homeostasis, but lose homeostatic function during neurodegenerative disorders.","high citation signal (2,409); open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/j.immuni.2017.08.008,1785de4a79cd2110e10fb8f2b479aef720550d2c,https://doi.org/10.1016/j.immuni.2017.08.008,http://www.cell.com/article/S1074761317303667/pdf,,JournalArticle,unknown,brain; neuron; glia; microglia; neuroscience term,"SUMMARY Microglia play a pivotal role in maintenance of brain homeostasis, but lose homeostatic function during neurodegenerative disorders. We identified a specific apolipoprotein E (APOE)-dependent molecular signature in microglia from models of amyotrophic lateral sclerosis (ALS), multiple sclerosis (MS) and Alzheimer's disease (AD) and in microglia surrounding neuritic β-amyloid (Aβ) -plaques in human AD brains. The APOE pathway mediated a switch from a homeostatic to neurodegenerative microglia phenotype following phagocytosis of apoptotic neurons. Triggering receptor expressed on myeloid cells 2 (TREM2) induced APOE signaling, and targeting the TREM2-APOE pathway restored the homeostatic signature of microglia in ALS and AD mouse models and prevented neuronal loss in an acute model of neurodegeneration. APOE-mediated neurodegenerative microglia led to a loss in their tolerogenic function. Taken together, our work identifies the TREM2-APOE pathway as a major regulator of microglial functional phenotype in neurodegenerative diseases and serves as a novel target to restore homeostatic microglia."
