rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1967,A stereotaxic atlas of the rat brain,"L. Pellegrino, A. Cushman",Unknown venue,1967,4522,217,161.9,General Brain Science and Reviews,non-human;connectome,Positions A stereotaxic atlas of the rat brain within General Brain Science and Reviews.,"high citation signal (4,522)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,76eecb53893a641b63791d4f5295f861d6e4dde4,https://www.semanticscholar.org/paper/76eecb53893a641b63791d4f5295f861d6e4dde4,,,,paper,unknown,brain; brain in title,
2,1967,FINE STRUCTURAL LOCALIZATION OF A BLOOD-BRAIN BARRIER TO EXOGENOUS PEROXIDASE,"Th. Reese, M. Karnovsky",Journal of Cell Biology,1967-07-01,2576,53,175.58,General Brain Science and Reviews,non-human,"Horseradish peroxidase was administered to mice by intravenous injection, and its distribution in cerebral cortex studied with a recently available technique for localizing peroxidase with the electron microscope.","high citation signal (2,576); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1083/jcb.34.1.207,98af64718571b862800732115a82c552a7b74437,https://doi.org/10.1083/jcb.34.1.207,,https://rupress.org/jcb/article-pdf/34/1/207/1068281/207.pdf,,JournalArticle,unknown,brain; cerebral; cortex; brain in title; neuroscience term,"Horseradish peroxidase was administered to mice by intravenous injection, and its distribution in cerebral cortex studied with a recently available technique for localizing peroxidase with the electron microscope. Brains were fixed by either immersion or vascular perfusion 10-60 min after administration of various doses of peroxidase. Exogenous peroxidase was localized in the lumina of blood vessels and in some micropinocytotic vesicles within endothelial cells; none was found beyond the vascular endothelium. Micropinocytotic vesicles were few in number and did not appear to transport peroxidase while tight junctions between endothelial cells were probably responsible for preventing its intercellular passage. Our findings therefore localize, at a fine structural level, a ""barrier"" to the passage of peroxidase at the endothelium of vessels in the cerebral cortex. The significance of these findings is discussed, particularly with reference to a recent study in which similar techniques were applied to capillaries in heart and skeletal muscle."
3,1967,The myelogenetic cycles of regional maturation of the brain,"P. Yakovlev, A. Lecours",Unknown venue,1967-12-16,2403,59,149.33,General Brain Science and Reviews,non-human,Positions The myelogenetic cycles of regional maturation of the brain within General Brain Science and Reviews.,"high citation signal (2,403)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,ae1b5cb44581d479695c9263f37aa04ea570c322,https://www.semanticscholar.org/paper/ae1b5cb44581d479695c9263f37aa04ea570c322,,,,paper,unknown,brain; brain in title,
4,1967,Brain metabolism during fasting.,"O. Owen, A. Morgan, H. Kemp, J. M. Sullivan, M. Herrera, G. Cahill",Journal of Clinical Investigation,1967-10-01,1592,38,144.92,Clinical Neurology and Neurodegeneration,human,Positions Brain metabolism during fasting. within Clinical Neurology and Neurodegeneration.,"high citation signal (1,592); open-access PDF metadata; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1172/JCI105650,e7d9aeb1995f0720976cd95e3d0d7b90ffab9b75,https://doi.org/10.1172/JCI105650,,http://www.jci.org/articles/view/105650/files/pdf,,JournalArticle,unknown,brain; brain in title,
5,1967,Functional Asymmetry of the Brain in Dichotic Listening,D. Kimura,Unknown venue,1967-06-01,1572,67,143.49,General Brain Science and Reviews,,Positions Functional Asymmetry of the Brain in Dichotic Listening within General Brain Science and Reviews.,"high citation signal (1,572); open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0010-9452(67)80010-8,c5000de14f9b80bb0ea12e4c70262a84e0cc2843,https://doi.org/10.1016/S0010-9452(67)80010-8,,https://doi.org/10.1016/s0010-9452(67)80010-8,,Review,unknown,brain; brain in title,
6,1967,A stereotaxic atlas of the brain of the pigeon (Columba livia),"H. Karten, W. Hodos",Unknown venue,1967-08-01,1380,127,139.35,General Brain Science and Reviews,connectome,Positions A stereotaxic atlas of the brain of the pigeon (Columba livia) within General Brain Science and Reviews.,"high citation signal (1,380)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.2307/1421283,60def1ae44797f601b3466788e6891d006bf3728,https://doi.org/10.2307/1421283,,,,paper,unknown,brain; brain in title,
7,1967,Word fluency and brain damage,"J. Borkowski, A. Benton, O. Spreen",Unknown venue,1967-05-01,1288,31,136.91,General Brain Science and Reviews,,Positions Word fluency and brain damage within General Brain Science and Reviews.,"high citation signal (1,288)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0028-3932(67)90015-2,0b1899654d3fe7f6d22c2f82274d434698a30769,https://doi.org/10.1016/0028-3932(67)90015-2,,,,paper,unknown,brain; brain in title,
8,1967,Presidental address. Neuropathological aspects of brain edema.,I. Klatzo,Journal of Neuropathology and Experimental Neurology,1967,1152,13,146.9,Clinical Neurology and Neurodegeneration,,Positions Presidental address. Neuropathological aspects of brain edema. within Clinical Neurology and Neurodegeneration.,"high citation signal (1,152); recognized venue","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00005072-196701000-00001,d267854d9d12193469f1decbc5185afdf3fad844,https://doi.org/10.1097/00005072-196701000-00001,,,,Review; JournalArticle,unknown,brain; brain in title,
9,1967,THE MECHANISM OF ACTION OF COLCHICINE,"G. Borisy, E. Taylor",Journal of Cell Biology,1967-08-01,936,7,141.37,Cognitive and Systems Neuroscience,non-human,The majority of the colchicine-3H bound by tissue culture cells (KB or Hela) was found to be present as a noncovalent complex with a macromolecule which appears in the soluble fraction after homogenization.,high citation signal (936); recognized venue; open-access PDF metadata,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1083/jcb.34.2.525,7efbdf29c1b60dd42a07c56990dd7dbc5e23743f,https://doi.org/10.1083/jcb.34.2.525,,http://jcb.rupress.org/content/34/2/525.full.pdf,,JournalArticle,unknown,brain,"The majority of the colchicine-3H bound by tissue culture cells (KB or Hela) was found to be present as a noncovalent complex with a macromolecule which appears in the soluble fraction after homogenization. Similar binding was demonstrated in vitro and was confined to a component of the soluble fraction. The binding-equilibrium constant and the kinetic constants were essentially the same in vivo and in vitro. Bound radioactivity was reisolated and shown to be present in a molecule with the same chromatographic behavior and specific antimitotic activity as colchicine. In vitro assay of binding activity of a variety of cells and tissues showed a correlation with the presence of microtubules. High binding activity was given by dividing cells, mitotic apparatus, cilia, sperm tails, and brain tissue. Binding to extracts of slime mold or to purified muscle proteins was very low or undetectable. The binding site had a sedimentation constant of 6S and it is suggested that the protein is a subunit of microtubules."
10,1967,Integrative activity of the brain,J. Konorski,Unknown venue,1967,865,16,130.95,General Brain Science and Reviews,non-human,Positions Integrative activity of the brain within General Brain Science and Reviews.,high citation signal (865),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,ea439df2688bba07538c820595962d7e7db75a99,https://www.semanticscholar.org/paper/ea439df2688bba07538c820595962d7e7db75a99,,,,paper,unknown,brain; brain in title,
