rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1912,The development of the cerebral cortex,E. Mellus,Unknown venue,1912-11-01,155,8,103.9,"Brain Development, Plasticity, and Connectomics",,"Positions The development of the cerebral cortex within Brain Development, Plasticity, and Connectomics.",high citation signal (155); open-access PDF metadata,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/AJA.1000140106,5c29234b3ec01a2f2518417550fe3283b75084f3,https://doi.org/10.1002/aja.1000140106,https://www.semanticscholar.org/paper/5c29234b3ec01a2f2518417550fe3283b75084f3,http://europepmc.org/articles/pmc2091450?pdf=render,,Review,unknown,cerebral; cortex; neuroscience term,
2,1912,On the Instability of a Cortical Point,"T. Brown, C. Sherrington",Unknown venue,1912-07-25,118,4,91.02,General Brain Science and Reviews,,Positions On the Instability of a Cortical Point within General Brain Science and Reviews.,high citation signal (118); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1098/RSPB.1912.0050,4e18696d724afe5d7f3e081bb730305f0ed8af31,https://doi.org/10.1098/rspb.1912.0050,https://www.semanticscholar.org/paper/4e18696d724afe5d7f3e081bb730305f0ed8af31,,,paper,unknown,cortical,
3,1912,"On the relative growth of the component parts (head, trunk and extremities) and systems (skin, skeleton, musculature and viscera) of the albino rat","C. M. Jackson, L. Lowrey",Unknown venue,1912-12-01,49,0,76.62,General Brain Science and Reviews,non-human,"To comprehend fully the growth of the body, the following data are required: (1) the growth of the body as a whole; then an analysis to determine (2) the growth of the principal parts; (3) the growth of the various systems; (4) the growth of the individual organs; and finally (5) the growth of the ultimate constituent tissues and cells.",high citation signal (49); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/ar.1090061202,2e40227689a9488a5afb74a347228c816dd68341,https://doi.org/10.1002/ar.1090061202,https://www.semanticscholar.org/paper/2e40227689a9488a5afb74a347228c816dd68341,https://zenodo.org/records/2457912/files/article.pdf,,paper,unknown,central nervous system,"To comprehend fully the growth of the body, the following data are required: (1) the growth of the body as a whole; then an analysis to determine (2) the growth of the principal parts; (3) the growth of the various systems; (4) the growth of the individual organs; and finally (5) the growth of the ultimate constituent tissues and cells. Observations upon these various phases of growth in different animals are scattered through the literature, but in no case are they sufficiently complete to afford a comprehensive view of the process of growth in any individual species. In the case of the albino rat, the growth of the body as a whole and of the central nervous system has been carefully studied by Donaldson and his associates. The present paper will give a partial analysis of the growth process in this animal, including the relative growth from birth to maturity in the various constituent parts and systems of the body. A more extensive study of the growth and variation in the individual viscera will be published soon in a separate paper."
4,1912,ON THE FUNCTION OF THE CIRCLE OF WILLIS,S. Kramer,Journal of Experimental Medicine,1912-04-01,48,0,76.25,General Brain Science and Reviews,non-human,"published his ""Cerebri Anatome,"" in which he described, at the base of the brain, the arterial anastomosis which since then has borne his name.",high citation signal (48); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.15.4.348,c8bdea96f4e863b5ca6bbb9abac7f99cc9b03606,https://doi.org/10.1084/jem.15.4.348,https://www.semanticscholar.org/paper/c8bdea96f4e863b5ca6bbb9abac7f99cc9b03606,,,JournalArticle,unknown,brain,"published his ""Cerebri Anatome,"" in which he described, at the base of the brain, the arterial anastomosis which since then has borne his name. In this book, there is a very interesting description of an experiment? Carotidiek Arteries be laid bare on either side of the Cervix or the hinder part of the Head, so that their little Tubes' or Pipes, about half an inch long, may be exhibited together to the sight; then let a dyed liquor, and contained in a large Squirt or Pipe, be injected upwards in the trunk of one side, after once or twice injecting, you shall see the tincture or dyed liquor to descend from, the other side by the trunk of the opposite Artery: yea, if the same be more copiously injected towards the Hea& from thence returning through the Artery of the opposite side, it will go thorow below the Praecordia, even to the lower Region of the Body; when in the meantime, little or nothing of the same tincture is carried thorow the outward and greater Jugular Veins. Then the Head being opened, all the Arteries, before the entrance of the Head, and the Veins of the same band with them~ will be imbued with the color of the same injected liquor. Further, in the Vessels which constitute the wonderful Net, and which cover the Basis of the Brain, some footsteps of the same tincture will appear. But that this liquor doth descend so plenfiful,ly by the opposite Artery, and not by the Jugular Vein, either associate or opposite, the reason is, because it cannot enter those Veins, unless the region of the whole Brain, being first passed thorow, it had entered the bosom; but the liquor being plentifully injected, could not so suddenly pass thorow the very small Vessels covering the Brain: wherefore rather than the force should be carried to the Brain by the violent impulse of the liquor, it returning from the injection, and otherwise threatening a flood to the Brain, finds the way of receding also by the opposite Arteries, for that end, both before they enter the Brain, and after they have entered it, eommunicating among themselves. ""And here we cannot sufficiently ad~nire so provident (and to be equalled by no mechanical Art) a dispensation of the blood within the confines of the Brain. 348"
5,1912,Root Habits of Desert Plants,G. D. Fuller,Botanical Gazette,1912-08-01,45,2,75.12,"Brain Development, Plasticity, and Connectomics",non-human,"BUTLERI2 rejects the earlier view of BEIJERINCK and RANT, that gummosis is due to a cytase which, unable to attack the wall of a living cell does so as soon as the cell is injured from any cause.",high citation signal (45); open-access PDF metadata,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1086/330893,d8c8a3dbd04b4dd1d2d37de12621326458aab737,https://doi.org/10.1086/330893,https://www.semanticscholar.org/paper/d8c8a3dbd04b4dd1d2d37de12621326458aab737,,,paper,unknown,cortical,"BUTLERI2 rejects the earlier view of BEIJERINCK and RANT, that gummosis is due to a cytase which, unable to attack the wall of a living cell does so as soon as the cell is injured from any cause. He also rejects RUHLAND'S view that the gum is an oxidation product of carbohydrates and that gummosis is caused by admission of air through wounds. BUTLER considers that ""gummosis is due to hydrolysis of the walls of the embryonic wood cells, which develop into a susceptible tissue."" The form of development of a spot of gummosis hows, however, that it is correlated with release of pressure of the cortical tissues. Gummosis does not occur unless the cambium is growing actively and there is an abundant supply of water available to the roots; when these two conditions are present gummosis may develop ""autogenously"" or be induced by any sort of injury that stimulates growth of the cambium. Contrary to previous investigators, BUTLER states that starch and other cell contents play no part in gum formation. ""Gummosis of Prunus and gummosis of Citrus are indistinguishable maladies."" Both squamosis and exanthema are considered to be forms of gummosis. An excellent bibliography is appended.HAVEN METCALF."
6,1912,The telencephalon in cyclostomes,J. Johnston,Unknown venue,1912-08-01,34,0,75.4,Neuroimaging and Brain Mapping,EEG;non-human,The telencephalon of cyclostomes presents in many ways more primitive conditions than are known in other vertebrates.,high citation signal (34); open-access PDF metadata,"Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.900220401,2f472726f2a6338430020df8a5a44a09197d91bd,https://doi.org/10.1002/cne.900220401,https://www.semanticscholar.org/paper/2f472726f2a6338430020df8a5a44a09197d91bd,https://zenodo.org/record/2169986/files/article.pdf,,paper,unknown,cerebral; diencephalon; encephalon,"The telencephalon of cyclostomes presents in many ways more primitive conditions than are known in other vertebrates. Cyclostomes are therfore important in the effort to trace the phylogeny of various structures in the cerebral hemispheres. The discussions regarding the interpretation of the lateral lobes, the pallium and the ventricles (Ahlborn, Rabl-Ruckhard, Studnicka, Edinger) together with the contributions by Sterzi ('09) and the writer ('02a), have made clear the significance of most parts of the telencephalon at least in Petromyzonts. The lateral lobes are true hemispheres,2 containing lateral ventricles connected with the third ventricle by wide interventricular foramina. The hemispheres are pushed back against the sides of the diencephalon by pressure from the buccal apparatus. The bulbar formation occupies the broad rostra1 wall of the hemisphere and does not project forward as a bulbus olfactorius. In addition to this bulbar formation the hemisphere walls include secondary olfactory centers and a 'basal-central area heretofore known as corpus striatum. The bulbar formation and secondary olfactory centers are separated by a groove which represents the olfactory peduncle. The anterior portion of the third ventricle is closed above and rostrally by a membrane which is thickened in two places by commissures (figs. 5. 6). Rostra1 to the extraordinarily thick"
7,1912,The epibranchial placodes of lepidosteus osseus and their relation to the cerebral ganglia,F. L. Landacre,Unknown venue,1912-02-01,33,2,67.47,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions The epibranchial placodes of lepidosteus osseus and their relation to the cerebral ganglia within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (33),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/cne.900220101,00ebeaa5adaaf42372b6e7110e321c9371eb690e,https://doi.org/10.1002/cne.900220101,https://www.semanticscholar.org/paper/00ebeaa5adaaf42372b6e7110e321c9371eb690e,,,paper,unknown,cerebral; glia,
8,1912,Aids to Diagnosis,J. Fothergill,The Indian medical gazette,1912-12-01,29,2,63.22,General Brain Science and Reviews,,"have been entirely rewritten. Much new matter has been included and such important subjects as epidemic cerebro-spinal meningitis, mental deficiency, cerebral diplyia, infantile semiplyia and the myopathies, night terrors, and status lymphalicus, now find a place.",high citation signal (29),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.5694/j.1326-5377.1921.tb47842.x,900c9a30a64c865b94dcd6ce35a3aa5172960532,https://doi.org/10.5694/j.1326-5377.1921.tb47842.x,https://www.semanticscholar.org/paper/900c9a30a64c865b94dcd6ce35a3aa5172960532,,,paper,unknown,cerebral,"have been entirely rewritten. Much new matter has been included and such important subjects as epidemic cerebro-spinal meningitis, mental deficiency, cerebral diplyia, infantile semiplyia and the myopathies, night terrors, and status lymphalicus, now find a place. These additions greatly enhance the value of the book, and we have no doubt it will be found a very valuable ""aid"" to the student in acquiring a knowledge of the diagnosis and treatment of diseases of"
9,1912,Researches INTO SENSORY DISTURBANCES FROM CEREBRAL LESIONS.,"H. Head, G. Holmes",Unknown venue,1912-01-13,22,0,61.44,General Brain Science and Reviews,,Positions Researches INTO SENSORY DISTURBANCES FROM CEREBRAL LESIONS. within General Brain Science and Reviews.,high citation signal (22); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0140-6736(01)64640-3,03449442b30c0aecdfc0ff339871cbc8258bfbeb,https://doi.org/10.1016/s0140-6736(01)64640-3,https://www.semanticscholar.org/paper/03449442b30c0aecdfc0ff339871cbc8258bfbeb,https://zenodo.org/record/1557068/files/article.pdf,,paper,unknown,cerebral,
10,1912,The cerebral ganglia of the embryo of rana pipiens,"F. L. Landacre, Marie F. McLellan",Unknown venue,1912-10-01,19,1,62.12,"Cellular, Molecular, and Synaptic Neuroscience",non-human,Introduction . . . . . . . . . . . Material.,high citation signal (19); open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.900220503,301cfb4dbb6417e875203e29f0816a2d7a8019fc,https://doi.org/10.1002/cne.900220503,https://www.semanticscholar.org/paper/301cfb4dbb6417e875203e29f0816a2d7a8019fc,https://zenodo.org/records/1533326/files/article.pdf,,paper,unknown,cerebral; glia,"Introduction . . . . . . . . . . . Material. . . . . . . . . . . . . . . . The trigemino-facial complex. . . . . . . . . . . . . . . . . . . . . . . . . . . The glossopharyngeal ganglion.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 464 The lateralis IX ganglion.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 466 The vagus ganglia.. . . . . . 467 The dorsal 1atera.lis X. ... ..... 468 The ventral lateralis X.. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . 470 The general somatic X (jugular). 472 The second visceralis X.. ...... . . . . . . . . . 473 Branchialis X, or first vise Summary and discussion.. Literature cited.. .......................................................... 481 . . . ."
