rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1988,Talking off the top of your head: toward a mental prosthesis utilizing event-related brain potentials.,"L. Farwell, E. Donchin",Electroencephalography and Clinical Neurophysiology,1988-12-01,3444,334,157.0,"EEG, MEG, and Electrophysiology",EEG;human,"Positions Talking off the top of your head: toward a mental prosthesis utilizing event-related brain potentials. within EEG, MEG, and Electrophysiology.","high citation signal (3,444); human evidence signal","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0013-4694(88)90149-6,d25aa6ddf4e743f0eaa2a6811909b28527597c89,https://doi.org/10.1016/0013-4694(88)90149-6,,JournalArticle,unknown,brain; brain in title,
2,1988,Co-Planar Stereotaxic Atlas of the Human Brain: 3-Dimensional Proportional System: An Approach to Cerebral Imaging,"J. Talairach, P. Tournoux, Mark Rayport",Unknown venue,1988-11-03,3320,256,158.34,"Brain Development, Plasticity, and Connectomics",human;connectome,"Positions Co-Planar Stereotaxic Atlas of the Human Brain: 3-Dimensional Proportional System: An Approach to Cerebral Imaging within Brain Development, Plasticity, and Connectomics.","high citation signal (3,320); human evidence signal","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",,f2c1ddf5c34a5899c5cbee5b5dc469f39ff9c21e,https://www.semanticscholar.org/paper/f2c1ddf5c34a5899c5cbee5b5dc469f39ff9c21e,,paper,unknown,brain; cerebral; brain in title,
3,1988,Specification of cerebral cortical areas.,P. Rakic,Science,1988-07-08,3086,181,160.63,General Brain Science and Reviews,,Positions Specification of cerebral cortical areas. within General Brain Science and Reviews.,"high citation signal (3,086); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.3291116,071f78c3ef90ce92371b9576b5faba9d3efacba4,https://doi.org/10.1126/SCIENCE.3291116,,Review; JournalArticle,unknown,cerebral; cortical,
4,1988,Endothelium-derived relaxing factor release on activation of NMDA receptors suggests role as intercellular messenger in the brain,"J. Garthwaite, S. Charles, R. Chess-Williams",Nature,1988-11-24,2580,61,161.41,General Brain Science and Reviews,,Positions Endothelium-derived relaxing factor release on activation of NMDA receptors suggests role as intercellular messenger in the brain within General Brain Science and Reviews.,"high citation signal (2,580); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/336385A0,f31c919d1c07b67ca1420dd3941133bf40b0feca,https://doi.org/10.1038/336385A0,,JournalArticle,unknown,brain; brain in title,
5,1988,Determination and characterization of a cannabinoid receptor in rat brain.,"W. Devane, F. A. Dysarz, M. Johnson, L. Melvin, A. C. Howlett",Molecular Pharmacology,1988-11-01,2359,65,151.0,"Cellular, Molecular, and Synaptic Neuroscience",non-human,The determination and characterization of a cannabinoid receptor from brain are reported.,"high citation signal (2,359)","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0026-895x(25)09876-1,23090686cd5cd00d1280aea6b333f1006cef07c7,https://doi.org/10.1016/s0026-895x(25)09876-1,,JournalArticle,unknown,brain; cortical; brain in title,"The determination and characterization of a cannabinoid receptor from brain are reported. A biologically active bicyclic cannabinoid analgetic CP-55,940 was tritium-labeled to high specific activity. Conditions for binding to rat brain P2 membranes and synaptosomes were established. The pH optimum was between 7 and 8, and specific binding could be eliminated by heating the membranes to 60 degrees. Binding to the P2 membranes was linear within the range of 10 to 50 micrograms of protein/ml. Specific binding (defined as total binding displaced by 1 microM delta 9-tetrahydrocannabinol (delta 9-THC) or 100 nM desacetyllevonantradol) was saturable. The Kd determined from Scatchard analysis was 133 pM, and the Bmax for rat cortical P2 membranes was 1.85 pmol/mg of protein. The Hill coefficient for [3H]CP-55,940 approximated 1, indicating that, under the conditions of assay, a single class of binding sites was determined that did not exhibit cooperativity. The binding was rapid (kon approximately 2.6 x 10(-4) pM-1 min-1) and reversible (Koff approximately 0.016 min-1) and (koff' greater than 0.06 min-1). The two Kd values estimated from the kinetic constants approximately 55 pM and exceeded 200 pM, respectively. The binding of the agonist ligand [3H]CP-55,940 was decreased by the nonhydrolyzable GTP analog guanylylimidodiphosphate. The guanine nucleotide induced a more rapid dissociation of the ligand from the binding site, consistent with an allosteric regulation of the putative receptor by a G protein. The binding was also sensitive to MgCl2 and CaCl2. Binding of [3H]CP-55,940 was displaced by cannabinoid drugs in the following order of potency: CP-55,940 greater than or equal to desacetyllevonantradol greater than 11-OH-delta 9-THC = delta 9-THC greater than cannabinol. Cannabidiol and cannabigerol displaced [3H]CP-55,940 by less than 50% at 1 microM concentrations. The (-)-isomer of CP-55,940 displaced with 50-fold greater potency than the (+)-isomer. This pharmacology is comparable to both the inhibition of adenylate cyclase in vitro and the analgetic activity of these compounds in vivo. The criteria for a high affinity, stereoselective, pharmacologically distinct cannabinoid receptor in brain tissue have been fulfilled."
6,1988,Expression of c-fos protein in brain: metabolic mapping at the cellular level.,"S. Sagar, F. Sharp, T. Curran",Science,1988-06-03,1991,40,156.74,General Brain Science and Reviews,,Positions Expression of c-fos protein in brain: metabolic mapping at the cellular level. within General Brain Science and Reviews.,"high citation signal (1,991); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.3131879,a23e327cc1e9a4f5db0b9c471cf6da285af7d993,https://doi.org/10.1126/SCIENCE.3131879,,JournalArticle,unknown,brain; brain in title,
7,1988,A new natriuretic peptide in porcine brain,"T. Sudoh, K. Kangawa, N. Minamino, H. Matsuo",Nature,1988-03-03,1888,60,155.79,General Brain Science and Reviews,,Positions A new natriuretic peptide in porcine brain within General Brain Science and Reviews.,"high citation signal (1,888); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/332078A0,ca942b8a52ca3a990245628c5788df7f2d3fa356,https://doi.org/10.1038/332078A0,,JournalArticle; Study,unknown,brain; brain in title,
8,1988,Nonoxidative glucose consumption during focal physiologic neural activity.,"P. T. Fox, M. Raichle, M. Mintun, C. Dence",Science,1988-07-22,1802,97,148.95,General Brain Science and Reviews,,Positions Nonoxidative glucose consumption during focal physiologic neural activity. within General Brain Science and Reviews.,"high citation signal (1,802); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.3260686,09b918bdf94e57aef9e70bf203ad34b56919d5a7,https://doi.org/10.1126/SCIENCE.3260686,,JournalArticle,unknown,neural,
9,1988,"Nonlinear neural networks: Principles, mechanisms, and architectures",S. Grossberg,Neural Networks,1988,1704,80,140.14,"Brain Development, Plasticity, and Connectomics",connectome,"Positions Nonlinear neural networks: Principles, mechanisms, and architectures within Brain Development, Plasticity, and Connectomics.","high citation signal (1,704); open-access PDF metadata","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0893-6080(88)90021-4,4577bcd4792cbdea9875988989b00335dae54595,https://doi.org/10.1016/0893-6080(88)90021-4,http://techlab.bu.edu/files/resources/articles_cns/grossberg1988.pdf,JournalArticle,unknown,neural,
10,1988,Topography of cognition: parallel distributed networks in primate association cortex.,P. Goldman-Rakic,Annual Review of Neuroscience,1988,1681,44,156.1,Cognitive and Systems Neuroscience,non-human;connectome,Positions Topography of cognition: parallel distributed networks in primate association cortex. within Cognitive and Systems Neuroscience.,"high citation signal (1,681); recognized venue","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1146/ANNUREV.NE.11.030188.001033,337e4a4e368bb552efa1932f55c8cadc24e156fa,https://doi.org/10.1146/ANNUREV.NE.11.030188.001033,,Review; JournalArticle,unknown,cortex; neuroscience term,
