rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1917,Primary and secondary findings in a series of attempts to transplant cerebral cortex in the albino rat,E. H. Dunn,Unknown venue,1917-06-01,168,2,109.74,Neuroimaging and Brain Mapping,EEG;non-human,This paper is to report the findings of a somewhat extended attempt to transplant cerebral cortex.,high citation signal (168); open-access PDF metadata,"Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.900270403,c5c1ec559651a904956e348f7579cd099422ec0b,https://doi.org/10.1002/cne.900270403,https://zenodo.org/record/2467765/files/article.pdf,paper,unknown,cerebral; cortex; neuron; neuroscience term,"This paper is to report the findings of a somewhat extended attempt to transplant cerebral cortex. In two instances, a t least, the attempt to keep alive the neurons within the tissue seemed to meet with success, although not in the manner desired, since the tissue transferred from one animal to a second animal became adherent in a position such that the extending axons could not grow into adjacent nervous tissue. The secondary findings have some interest also, and the entire problem has a value because of its bearing on the question of the vitality of nervous tissues. Continuation of the life and growth of nervous tissue in vitro has been accomplished successfully, Harrison, '07, Burrows, '1 1, Lewis, '12, but the perpetuation of the vitality of n~rvous tissue transferred from one region of the nervous system to another region has met with greater difficulties. In the earlier attempts at transplantation it was found that the transplanted mass did not disintegrate entirely and disappear, but that the neurons died, leaving the supporting structures to represent the original transplanted portion. Of the earlier attempts at transplantation those of W. Gilman Thompson, '90, of Saltykow, '05, and of Del Conte, '07, may be cited. In"
2,1917,On cerebral motor control: The recovery from experimentally produced hemiplegia.,"Robert Ogden, S. Franz",Unknown venue,1917-07-01,99,6,84.89,General Brain Science and Reviews,,Positions On cerebral motor control: The recovery from experimentally produced hemiplegia. within General Brain Science and Reviews.,high citation signal (99),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1037/H0074814,f0df04eaf2fd759d0cc1acec1eaf3456f48ce8c6,https://doi.org/10.1037/H0074814,,paper,unknown,cerebral,
3,1917,Comparative studies on the growth of the cerebral cortex. I. On the changes in the size and shape of the cerebrum during the postnatal growth of the brain. Albino rat,Naoki Sugita,Unknown venue,1917-12-01,98,0,108.11,General Brain Science and Reviews,human;non-human,"The present study is preliminary to an investigation on the postnatal growth of the cerebral cortex in thickness, in the case of the albino rat.",high citation signal (98); open-access PDF metadata; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.900280303,5fa25b604ef38f1df098a81cba80526dfb4eaadd,https://doi.org/10.1002/cne.900280303,https://zenodo.org/record/2422607/files/article.pdf,paper,unknown,brain; cerebral; cortex; cerebellum; brain in title; neuroscience term,"The present study is preliminary to an investigation on the postnatal growth of the cerebral cortex in thickness, in the case of the albino rat. For this purpose it was necessary to learn the changes in shape and size of brain-represented by the cerebrum -which occur during postnatal growth and to record these changes in terms of linear measurements. The growth of the brain, as represented by increase in weight, is tabulated in ""The Rat"" (Donaldson, '15). As yet however we have no records concerning the shape and dimensions of the brain-or cerebrum-in relation to increasing weight or age. Hatai ('07) has given detailed measurements on the skull of matuie albino rats, from which we can infer approximately the shape and size.of the adult albino rat brain, but measurements for the younger stages were not included. As a first step in this study, I had to ascertain the relation existing between the weight of the entire brain and of the cerebrum during growth. For the purpose of a more detailed study, Donaldson has divided the entire brain into four parts, i.e., the cerebrum, the stem, the cerebellum and the olfactory bulbs, and investigated the increase in weight of each of these parts and the changes in the weight relations among them, during postnatal growth (unpublished observations, partly presented in a Harvey Lecture, December, 1916). From a like investigation on my part,"
4,1917,Comparative studies on the growth of the cerebral cortex. II. On the increase in the thickness of the cerebral cortex during the postnatal growth of the brain. Albino rat,Naoki Sugita,Unknown venue,1917-12-01,45,2,94.32,"Brain Development, Plasticity, and Connectomics",human;non-human,The object of this paper is to present the data collected upon the increase in the thickness of the cerebral cortex of the albino rat from birth to maturity and so to give an insight into the postnatal growth of one important portion of the cerebrum.,high citation signal (45); open-access PDF metadata; human evidence signal,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.900280304,aeb963ccdc7ca71f90b3e4d88a55523558a1e411,https://doi.org/10.1002/cne.900280304,https://zenodo.org/records/2332694/files/article.pdf,paper,unknown,brain; cerebral; cortex; cortical; brain in title; neuroscience term,"The object of this paper is to present the data collected upon the increase in the thickness of the cerebral cortex of the albino rat from birth to maturity and so to give an insight into the postnatal growth of one important portion of the cerebrum. A study of this kind may be of value in several ways: It should be of fundamental biological interest, it should be useful for reference in experimental work on the central nervous system and in connection with extensive data on the rat collected by Donaldson ('15), and finally it should shed some light on comparative psychology. Papers on the thickness of the cerebral cortex of the mature human brain have been published by several anatomists, for example, Schwalbe ('81)' Donaldson ('91), Hammarberg ('95), Kaes ('05, '07)' Brodmann ('09), etc. His ('04) has also carefully described the developmental changes of the cerebral cortex in the early fetal period of the human brain, including the cortical thickness. Furthermore, there has been only one study on the development of the human cortex after birth, a paper by Kaes ('07) which, however, is unfortunately open to very serious criticism. Brodmann ('09) has made an extensive collection of results obtained .by comparative anatomists on the cerebral cortex in several orders of the mammals. It is not possible, however,"
5,1917,THE PATHOLOGIC EFFECTS OF STREPTOCOCCI FROM CASES OF POLIOMYELITIS AND OTHER SOURCES,C. G. Bull,Journal of Experimental Medicine,1917-04-01,25,0,66.05,Clinical Neurology and Neurodegeneration,human;non-human,Streptococci cultivated from the tonsils of thirty-two cases of poliomyelitis were used to inoculate various laboratory animals.,high citation signal (25); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.25.4.557,f58497bef31861e168f36ec22f142c75e246b72a,https://doi.org/10.1084/jem.25.4.557,https://rupress.org/jem/article-pdf/25/4/557/1174411/557.pdf,JournalArticle,unknown,brain,"Streptococci cultivated from the tonsils of thirty-two cases of poliomyelitis were used to inoculate various laboratory animals. In no case was a condition induced resembling poliomyelitis clinically or pathologically in guinea pigs, dogs, cats, rabbits, or monkeys. On the other hand, a considerable percentage of the rabbits and a smaller percentage of some of the other animals developed lesions due to streptococci. These lesions consisted of meningitis, meningo-encephalitis, abscess of the brain, arthritis, tenosynovitis, myositis, abscess of the kidney, endocarditis, pericarditis, and neuritis. No distinction in the character or frequency of the lesions could be determined between the streptococci derived from poliomyelitic patients and from other sources. Streptococci isolated from the poliomyelitic brain and spinal cord of monkeys which succumbed to inoculation with the filtered virus failed to induce in monkeys any paralysis or the characteristic histological changes of poliomyelitis. These streptococci are regarded as secondary bacterial invaders of the nervous organs. Monkeys which have recovered from infection with streptococci derived from cases of poliomyelitis are not protected from infection with the filtered virus, and their blood does not neutralize the filtered virus in vitro. We have failed to detect any etiologic or pathologic relationship between streptococci and epidemic poliomyelitis in man or true experimental poliomyelitis in the monkey."
6,1917,The skull of Acanthias vulgaris,G. Wells,Unknown venue,1917-03-01,16,2,58.4,"Brain Development, Plasticity, and Connectomics",human;non-human,"The studies for the following description of the skull of the spiny dogfish of the Atlantic coast were carried on at the University of Illinois and at the Harpswell Laboratory, South Harpswell, Maine, during the year 1913-1914, under the direction of Dr.",high citation signal (16); open-access PDF metadata; human evidence signal,"Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/jmor.1050280204,b3d8b6eb9a0acaae382f2d71140ce4505000a52c,https://doi.org/10.1002/jmor.1050280204,https://zenodo.org/records/2384975/files/article.pdf,paper,unknown,brain,"The studies for the following description of the skull of the spiny dogfish of the Atlantic coast were carried on at the University of Illinois and at the Harpswell Laboratory, South Harpswell, Maine, during the year 1913-1914, under the direction of Dr. J. S. Kingsley. ,Although the dogfish Acanthias vulgaris (often, but needlessly called Squalus acanthias) has been the subject of many st,udies, there is as yet no adequate account of its skeleton. The skull has been described in a very imperfect manner by Gegenbaur ('72), but his figures are very incorrect. The development of the cranium is given with some detail by Sewertzow ('99). Besides, there are the laboratory directions for the study of the skeleton in the publications of Pratt ('05) and Ringsley ('07). -hide from these I have not found any description of the skull in the literature. The skull of ,Icanthias, like that of all Selachii, is made up of two distinct parts, a cranium (chondrocranium) and a visceral skeleton. The chondrocranium is composed of a median brain case and three lateral pairs of sense capsules, two of which-the otic and the nasal-are fused with thc brain ease, while the third, t8he optic or sklera of the eye, is free. The visceral skeleton consists of a series of seven arches loosely connected with the cranium and surrounding the buccal and pharyngeal regions. The adult cranium is without sutures or separate cartilage. It can be treated as exhibiting four surfaces4orsa1, ventral, lateral and basal, the latter being the face which articulates with the vertebral column."
7,1917,The Microscopic Examination of the Brains of Two Men Dead of Commotio Cerebri (Shell Shook) Without Visible External Injury,F. Mott,Journal of the Royal Army Medical Corps,1917-12-01,13,0,56.7,Clinical Neurology and Neurodegeneration,human,THE:eKamination of the brains of two cases-of death from shell shock without visible injury ~nd witho~t punctate haml0rrhages indicative of gas poisonillg is of interest for several reasons.,high citation signal (13); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1136/jramc-29-06-02,1928cda487a0463195e51bc94c29758a1776073e,https://doi.org/10.1136/jramc-29-06-02,,JournalArticle,unknown,brain; brain in title,"THE:eKamination of the brains of two cases-of death from shell shock without visible injury ~nd witho~t punctate haml0rrhages indicative of gas poisonillg is of interest for several reasons. So' far ~s I know, it is the first description that has been given which serve.s to explain . (1) sudden. death in shell, sj;lO,ck,and (:?) the clinical symptoms which persist for sO¥le time after the commotion of the brain in non-fatal cases. . .' I am indebted to LIeutenant-Colonel T. R. EUiott and Professor Arthur Keith for sending me the' brains, and to the officers whose -names are mentioned ,'for the clinical notes 'and the notes of. the post-mortem', examina tioll. I' .',"
8,1917,SOME FACTORS INFLUENCING THE RESPIRATION OF GROUND NERVOUS TISSUE,"C. Macarthur, O. Jones",Unknown venue,1917-11-01,10,0,49.36,General Brain Science and Reviews,non-human,WC have undcrtakcn to make a systemAc study of respiration of the cscntral nervous system.,high citation signal (10); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)86649-2,22df4005adb8cccfb02b8330fb04e617b62447a8,https://doi.org/10.1016/s0021-9258(18)86649-2,https://doi.org/10.1016/s0021-9258(18)86649-2,paper,unknown,brain,"WC have undcrtakcn to make a systemAc study of respiration of the cscntral nervous system. Distilled water, in spite of several disndvantagcs, was chosen as the medium, because by its use the smallest, number of unknown influences are introduced. Physiological salt, solutions did not give larger values than water. 1 per cent glucose, 1 per (sent lq)tonc, or 1 per cent lecithin Solutions each gave less respiration than w-:lter. Blood as a medium for brain gives larger v:Jucs t,han water or physiological salt solutioris. But these largc>r values arc partly due to t.hc respiration of thr blood itself, probably partly also to the catalytic action of the hemoglobin. The amount of osiclntion in a slightly alkaline solution! is considerably larger than in wnlcr; but it is well known that dilute alkali is favorable for the osidation of many tissue subst:inctxs not necessarily relutcd to respiration. This report, attempts to a.n~wcr the following questions: Can a satisfactory extract of rospirin, 0' substances be obtained? Does carbon dioxide or oxygen storage affect values obtained? Were the results nltcred by bacterial action? \Vhat is the temperature coefficient of that. part of the respirat,ion thst is comparatively stable in water medium? Do blood consbituents materially alter the amount of respiration obtained? IIow soon afOcr the death of ;m animal does the rate become constant? How does brain respiration compare with that of other more carefully studied tissues in the same animal? Are tht>rc differcnccs in the rate df oxidation in various divisions of the central nervous system? Are"
9,1917,"Part V. The Pathology of Congenital Syphilitic Disease, of the Ear","A. Turner, J. Fraser, R. Muir",The Journal of Laryngology Rhinology and Otology,1917-01-01,6,0,42.43,Clinical Neurology and Neurodegeneration,human;non-human,on showeil emaciated. The incisor teeth were notched and the corneae cloudy.,high citation signal (6); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1017/S1755146300016838,c70184a0842b0281b1584e76fc0554a9f9a8ffff,https://doi.org/10.1017/S1755146300016838,https://zenodo.org/records/2253874/files/article.pdf,paper,unknown,brain,"on showeil emaciated. The incisor teeth were notched and the corneae cloudy. Syphilitic scars were noted round the knees. Wassermann reaction was negative. The patient's was so noisy as to keep the other patients awak« at Only fluid food could be swallowed. The patient was sent over to the Ear and one of the for examination of the pharynx and larynx. (It that functional examination the carried out.) Examination showed that the naso- pharynx was shut off from the and oropharynx by scar tissue. Suspension laryngoscopy was carried out under chloroform anaesthesia and revealed marked cicatricial narrowing of the upper aperture of the larynx-the epiglottis being adherent to the posterior wall of the pharynx. The patient became comatose and died suddenly in the afternoon following this examination. The autopsy showed syphilitic changes in the skull-cap, brain membranes, lungs, heart, aorta, and liver. The brain was markedly redematous, but has not yet been microscopically examined. cochleariformis, antrum, promontory, cochlea. hsematoxylin. the bits of deeply staining bone are embedded in the osteoclastic marrow. These changes are most marked in the region of the canals, less marked around the capsule of the vestibule and cochlea. The marrow spaces around the canals show marked vascular dilatation. The marrow are well in the lymph or marrow space which separates the lamellar bone from the cartilage bone of the cochlear capsule, and into the area between the cochlea and the carotid canal."
10,1917,DILATATION OF THE LATERAL VENTRICLES AS A COMMON BRAIN LESION IN EPILEPSY,D. Thom,Unknown venue,1917-11-01,5,0,40.25,Clinical Neurology and Neurodegeneration,,Positions DILATATION OF THE LATERAL VENTRICLES AS A COMMON BRAIN LESION IN EPILEPSY within Clinical Neurology and Neurodegeneration.,high citation signal (5),"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00005053-191711000-00004,a787f27bdc422a1965510a816b63c3923e9f2d45,https://doi.org/10.1097/00005053-191711000-00004,,paper,unknown,brain; brain in title,
