year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
1916,Amino acids,"Francesco Sciacca, Daniel Bell",Botanical Gazette,1916-04-01,1232,"Cellular, Molecular, and Synaptic Neuroscience",,10.1007/978-94-011-2262-7,5e5f9824fe9634d5ca1e400a3db14947d18fcfb9,https://doi.org/10.1007/978-94-011-2262-7,paper,unknown,5,brain; neuron; neuroscience term,Amino acids are the basic structural building units of protein and other biomolecules; they are also utilized as an energy source.
1916,"Disturbances of Vision from Cerebral Lesions, with Special Reference to the Cortical Representation of the Macula","W. Lister, G. Holmes",Proceedings of the Royal Society of Medicine,1916-06-01,233,General Brain Science and Reviews,,10.1177/003591571600901711,3bfc1c43b85d46b869eb13cb0b02339be9f26ff2,https://doi.org/10.1177/003591571600901711,JournalArticle,unknown,2,cerebral; cortical,
1916,"A NEW FAMILIAL, INFANTILE FORM OF DIFFUSE BRAIN-SCLEROSIS",K. Krabbe,Unknown venue,1916-06-01,220,General Brain Science and Reviews,,10.1093/BRAIN/39.1-2.74,afab640c3b23e557b21c9d3808003fc0ae95669f,https://doi.org/10.1093/BRAIN/39.1-2.74,paper,unknown,4,brain; brain in title,
1916,The effect of hypophysectomy in the early embryo upon the rowth and development of the frog,Philip E. M. Smith,Unknown venue,1916-10-01,98,"Brain Development, Plasticity, and Connectomics",human;non-human,10.1002/ar.1090110302,bd1fe632148357edb1055245784d396f997d44b6,https://doi.org/10.1002/ar.1090110302,paper,unknown,1,brain,The extirpation of the hypophysjs in the adult frog has not given uniform results.
1916,Regeneration in the brain of amblystoma. I. The regeneration of the forebrain,H. Burr,Unknown venue,1916-04-01,49,General Brain Science and Reviews,non-human,10.1002/cne.900260203,63f4d4f9b2a7a26516204649eddac1c4650b036c,https://doi.org/10.1002/cne.900260203,paper,unknown,5,brain; cerebral; brain in title,Up to the present time the data dealing with regeneration in the central nervous system have been exceedingly conflicting.
1916,EXPERIMENTAL RESEARCHES ON SENSORY LOCALISATIONS IN THE CEREBRAL CORTEX,J. G. D. de Barenne,Unknown venue,1916-04-26,46,General Brain Science and Reviews,,10.1113/EXPPHYSIOL.1916.SP000214,cbb9d89a28b5c30f57e0c5b817e5d6839a7861e0,https://doi.org/10.1113/EXPPHYSIOL.1916.SP000214,paper,unknown,5,cerebral; cortex; neuroscience term,
1916,"Studies on cell division in the albino rat (Mus norvegicus, var. alba). II. Experiments on technique, with description of a method for demonstrating the cytological details of dividing cells in brain and testis",E. Allen,Unknown venue,1916-07-01,43,General Brain Science and Reviews,non-human,10.1002/AR.1090100903,3107bf97b9b21f39f7974da887d4c9a93d50d2d4,https://doi.org/10.1002/AR.1090100903,paper,unknown,4,brain; brain in title,
1916,Movements of Foreign Bodies in the Brain,"G. Vilvandré, J. D. Morgan",Unknown venue,1916-06-01,35,General Brain Science and Reviews,,10.1259/ARE.1916.0003,2e8c7f88b2924750d011d93cbcc63cf9871f18fd,https://doi.org/10.1259/ARE.1916.0003,paper,unknown,4,brain; brain in title,
1916,STUDIES ON THE PINEAL GLAND: I. EXPERIMENTAL OBSERVATIONS,G. Horrax,Unknown venue,1916-05-01,22,General Brain Science and Reviews,,10.1001/ARCHINTE.1916.00080110020002,97bd526e7b9599393b13b55d8d163d655a69b69d,https://doi.org/10.1001/ARCHINTE.1916.00080110020002,paper,unknown,1,brain,"Introductory The ancients believed that the pineal body or cornarium, as it was called, regulated the flow of vital spirits from the brain to the spinal cord, acting in this capacity in a manner similar to the pylorus of the stomach."
1916,NEW EVIDENCE IN FAVOR OF A CHIEF VASOCONSTRICTOR CENTER IN THE BRAIN: Studies in Vasomotor Reflex Arcs. IV,S. W. Ranson,Unknown venue,1916-12-01,17,General Brain Science and Reviews,,10.1152/AJPLEGACY.1916.42.1.1,f5512b67df84c1f111c8d73d27cf6f2256b688f0,https://doi.org/10.1152/AJPLEGACY.1916.42.1.1,paper,unknown,4,brain; brain in title,
1916,EXPERIMENTAL SYPHILIS IN THE RABBIT PRODUCED BY THE BRAIN SUBSTANCE OF THE LIVING PARETIC,U. Wile,Journal of Experimental Medicine,1916-02-01,15,General Brain Science and Reviews,,10.1084/jem.23.2.199,a475caa45fb5b0489b2f39d7dca3051b95b023be,https://doi.org/10.1084/jem.23.2.199,JournalArticle,unknown,4,brain; brain in title,1. Spirochætes from the living paretic brain easily infect rabbits with experimental syphilis.
1916,THE RELATION OF CHOKED DISK TO THE TENSION OF THE EYEBALL: AN EXPERIMENTAL STUDY,W. R. Parker,Unknown venue,1916-10-07,14,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1916.02590150001001,29656a2d69b44d17a47eb0151e125e2835825336,https://doi.org/10.1001/JAMA.1916.02590150001001,paper,unknown,1,brain,"In presenting the subject which I have chosen for your consideration today, I shall depart somewhat from the traditions of the section, and invite your attention to a purely medical topic."
1916,OBSERVATIONS IN THE DIAGNOSIS AND TREATMENT OF BRAIN INJURIES IN ADULTS,W. Sharpe,Unknown venue,1916-05-13,12,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1916.02580460012005,1d4bda0eb93106b6a06eb81278e26ea3dcbb99f5,https://doi.org/10.1001/JAMA.1916.02580460012005,paper,unknown,4,brain; brain in title,The mortality resulting from brain injuries is very high.
1916,The Galactosides of the Brain IV. The Constitution of Phrenosin and Kerasin.,O. Rosenheim,Biochemical Journal,1916-03-01,10,General Brain Science and Reviews,,10.1042/BJ0100142,7cecfa208ea92c33fdea0981c244fd4ab6bd6362,https://doi.org/10.1042/BJ0100142,JournalArticle,unknown,4,brain; brain in title,
1916,ABNORMAL RELATION BETWEEN LIVER AND BRAIN WEIGHTS IN FORTY-TWO CASES OF EPILEPSY,D. Thom,Unknown venue,1916-05-01,9,Clinical Neurology and Neurodegeneration,,10.1097/00005053-191605000-00003,72a8a96c7584402f7090492c8b03110337e4355a,https://doi.org/10.1097/00005053-191605000-00003,paper,unknown,4,brain; brain in title,
1916,"The brain and the frontal gland of the castes of the 'White Ant,' leucotermes flavipes, kollar",C. Thompson,Unknown venue,1916-10-01,8,General Brain Science and Reviews,,10.1002/CNE.900260507,8f9158fec18d8cf20745021b6ef6c8693688734c,https://doi.org/10.1002/CNE.900260507,paper,unknown,4,brain; brain in title,
1916,A revision of the percentage of water in the brain and in the spinal cord of the albino rat,H. H. Donaldson,Unknown venue,1916-12-01,7,General Brain Science and Reviews,non-human,10.1002/cne.900270106,7da97ec0d5b07e648f666f843a01aeceb217e3bd,https://doi.org/10.1002/cne.900270106,paper,unknown,4,brain; brain in title,"In four studies previously published (Donaldson '10, '11, '11 a and '11 b), the percentage of water in the central nervous system of the albino rat has been considered."
1916,THE FACTORS WHICH GOVERN THE PENETRATION OF ARSENIC (SALVARSAN) AND ANILINE DYES INTO THE BRAIN AND THEIR BEARING UPON THE TREATMENT OF CEREBRAL SYPHILIS,"J. Mcintosh, P. Fildes",Unknown venue,1916-10-01,7,General Brain Science and Reviews,non-human,10.1093/BRAIN/39.3-4.478,44037294ab66c8f25fb27c083f90e956f92b9ff8,https://doi.org/10.1093/BRAIN/39.3-4.478,paper,unknown,5,brain; cerebral; brain in title,
1916,A Case of Prolonged Hyperpyrexia in a Child with a Mid-brain Tumor,Turner,Unknown venue,1916-12-01,6,"EEG, MEG, and Electrophysiology",EEG,10.1097/00000441-191612000-00037,b3b4f8f19c8d80b09357452266b6af3160e52b21,https://doi.org/10.1097/00000441-191612000-00037,paper,unknown,4,brain; brain in title,
1916,BRAIN CEPHALIN. II. FATTY ACIDS.,"C. Macarthur, L. V. Burton",Unknown venue,1916-07-01,5,General Brain Science and Reviews,,10.1021/JA02264A017,8756831d27aa0bff9deda0eb084c7b1ec2070ef5,https://doi.org/10.1021/JA02264A017,paper,unknown,4,brain; brain in title,
1916,On the Inositol of Brain and its Preparation.,G. Momose,Biochemical Journal,1916-03-01,5,General Brain Science and Reviews,non-human,10.1042/BJ0100120,a0f63730b3870bd1d0ac0809fce919768aefb910,https://doi.org/10.1042/BJ0100120,JournalArticle,unknown,4,brain; brain in title,
1916,TUMORS OF THE THIRD AND FOURTH VENTRICLES,P. Bassoe,Unknown venue,1916-11-11,5,"EEG, MEG, and Electrophysiology",EEG;non-human,10.1001/JAMA.1916.02590200017006,25d9837c6d7732df18adbf5ace86671b156bf089,https://doi.org/10.1001/JAMA.1916.02590200017006,paper,unknown,1,brain,I. TUMORS OF THE THIRD VENTRICLE In 1910 T.
1916,A COMPARISON OF THE MENTAL SYMPTOMS FOUND IN CASES OF GENERAL PARESIS WITH AND WITHOUT COARSE BRAIN ATROPHY,E. Southard,Unknown venue,1916-03-01,4,General Brain Science and Reviews,,10.1097/00005053-191603000-00002,714bad02eba9e802f14c6bef3d3a3a78cc4a8fa2,https://doi.org/10.1097/00005053-191603000-00002,paper,unknown,4,brain; brain in title,
1916,A study of a plains Indian brain,J. J. Keegan,Unknown venue,1916-08-01,4,General Brain Science and Reviews,,10.1002/cne.900260404,c079de773af614f543aad11939c2c9d0bd327748,https://doi.org/10.1002/cne.900260404,paper,unknown,4,brain; brain in title,
1916,NITROGENOUS CONSTITUENTS OF BRAIN LECITHIN.,"J. Darrah, C. Macarthur",Unknown venue,1916-04-01,4,General Brain Science and Reviews,,10.1021/JA02261A023,9f9bde1f91176ce6980f942db47a0c2872c7709f,https://doi.org/10.1021/JA02261A023,paper,unknown,4,brain; brain in title,
1916,The Backward Baby,B. Kirman,Journal of Mental Science,1916-10-15,4,"Brain Development, Plasticity, and Connectomics",human;non-human,10.1192/BJP.99.416.531,6546a6c17c9fb0170f4c3465222e9ee8f2654f3a,https://doi.org/10.1192/BJP.99.416.531,JournalArticle; Review,unknown,2,brain; cerebral,"The Backward Baby. By Herman B. Sheffield, M.D."
1916,WARFARE ON THE BRAIN.,E. F. Buzzard,Unknown venue,1916-12-30,4,General Brain Science and Reviews,,10.1016/S0140-6736(00)58708-X,ab8c47dba3b08c91c1251a633ad676c0e23a4eb6,https://doi.org/10.1016/S0140-6736(00)58708-X,paper,unknown,4,brain; brain in title,
1916,ARTIFICIAL CEREBRAL CIRCULATION AFTER CIRCULATORY ISOLATION OF THE MAMMALIAN BRAIN,E. D. Brown,Journal of Pharmacology and Experimental Therapeutics,1916-04-01,3,General Brain Science and Reviews,,10.1016/s0022-3565(25)08397-1,e615ab3609d9af08f5a90d2162112acf6c046435,https://doi.org/10.1016/s0022-3565(25)08397-1,JournalArticle,unknown,5,brain; cerebral; brain in title,
1916,CULTURAL EXPERIMENTS WITH THE SPIROCHAETA PALLIDA DERIVED FROM THE PARETIC BRAIN,"U. Wile, P. D. Kruif",Unknown venue,1916-02-26,3,"Brain Stimulation, Neurotechnology, and BCI",non-human;stimulation,10.1001/JAMA.1916.02580350034013,b412e8acb6498a31a7984c64ed4a464351e2131e,https://doi.org/10.1001/JAMA.1916.02580350034013,paper,unknown,4,brain; brain in title,"Recently, 1 one of us described the successful implantation of spirochetes and the transmission of experimental syphilis to rabbits from the living paretic brain."
1916,MULTIPLE ABSCESSES OF THE BRAIN IN INFANCY,J. Holmes,Unknown venue,1916-05-01,3,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/ARCHINTE.1916.00080110002001,25eaadb3d7d0a10757269ede075e45cecd7f8b98,https://doi.org/10.1001/ARCHINTE.1916.00080110002001,paper,unknown,4,brain; brain in title,"During the past year the following case, that proved to be multiple abscesses of the brain, and that, clinically, was practically undifferentiable from chronic internal hypdrocephalus, came under observation."
1916,THE ABILITY OF BRAIN TISSUE TO TAKE UP WATER IN DELIRIUM TREMENS AND OTHER CONDITIONS: A STUDY OF CEREBRAL EDEMA,"F. Nuzum, E. R. L. Count",Unknown venue,1916-12-16,3,"Cerebrovascular, Metabolism, and Brain Injury",,10.1001/JAMA.1916.02590250024008,2154fffe121841e187dcbd8a74a3021cf0a06b6c,https://doi.org/10.1001/JAMA.1916.02590250024008,paper,unknown,5,brain; cerebral; brain in title,
1916,Is uterine activity subject to cerebral control?,"H. Barbour, N. H. Copenhaver",Unknown venue,1916-05-01,2,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,10.3181/00379727-13-88,7234cb2f0e309347de3563b04bdeb197acd10119,https://doi.org/10.3181/00379727-13-88,JournalArticle,unknown,8,brain; cerebral; cortex; basal ganglia; glia; neuroscience term,Although morphin is known to delay the progress of labor we have hitherto been unable to detect any inhibitory influence of this drug upon the tone or activity of the uterus in animals.
1916,Lipase studies: IV. On regional Lipolytic Activity in the Normal Human Brain.,C. Quinan,The Journal of medical research,1916-09-01,2,General Brain Science and Reviews,human,,e603dac1ef2b33cd8123a4d3144549e258fccb90,https://www.semanticscholar.org/paper/e603dac1ef2b33cd8123a4d3144549e258fccb90,JournalArticle,unknown,4,brain; brain in title,
1916,Brain abscess from chronic suppuration in the frontal sinus. Case report,T. P. Berens,Unknown venue,1916-08-01,1,General Brain Science and Reviews,non-human,10.1288/00005537-191608000-00003,e68e104047eaaab880b69544a3c63c543e2c3c6c,https://doi.org/10.1288/00005537-191608000-00003,paper,unknown,4,brain; brain in title,
