rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1979,Synaptic density in human frontal cortex - developmental changes and effects of aging.,P. Huttenlocher,Brain Research,1979-03-16,2643,88,163.04,"Brain Development, Plasticity, and Connectomics",human,"Positions Synaptic density in human frontal cortex - developmental changes and effects of aging. within Brain Development, Plasticity, and Connectomics.","high citation signal (2,643); recognized venue; human evidence signal","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/0006-8993(79)90349-4,d753094372f1b27015c7109ccfc265e4815e405d,https://doi.org/10.1016/0006-8993(79)90349-4,https://www.semanticscholar.org/paper/d753094372f1b27015c7109ccfc265e4815e405d,,,JournalArticle,unknown,cortex; neuroscience term,
2,1979,"QUANTITATIVE GENETIC ANALYSIS OF MULTIVARIATE EVOLUTION, APPLIED TO BRAIN:BODY SIZE ALLOMETRY",R. Lande,Evolution; international journal of organic evolution,1979-03-01,2572,249,149.35,General Brain Science and Reviews,,"Positions QUANTITATIVE GENETIC ANALYSIS OF MULTIVARIATE EVOLUTION, APPLIED TO BRAIN:BODY SIZE ALLOMETRY within General Brain Science and Reviews.","high citation signal (2,572)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1558-5646.1979.tb04694.x,44eb8a7821f408b8bb4766c0c0a22a79d6360e96,https://doi.org/10.1111/j.1558-5646.1979.tb04694.x,https://www.semanticscholar.org/paper/44eb8a7821f408b8bb4766c0c0a22a79d6360e96,,,JournalArticle,unknown,brain; brain in title,
3,1979,Comparative aspects of the brain growth spurt.,"J. Dobbing, J. Sands",Early Human Development,1979-03-01,2565,74,151.7,"Brain Development, Plasticity, and Connectomics",human;non-human,"Positions Comparative aspects of the brain growth spurt. within Brain Development, Plasticity, and Connectomics.","high citation signal (2,565); human evidence signal","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0378-3782(79)90022-7,8148a782579c2394bd8d08d07be8dcb417cd1b74,https://doi.org/10.1016/0378-3782(79)90022-7,https://www.semanticscholar.org/paper/8148a782579c2394bd8d08d07be8dcb417cd1b74,,,JournalArticle,unknown,brain; brain in title,
4,1979,Fine structural localization of glutamine synthetase in astrocytes of rat brain.,"M. Norenberg, A. Martinez-Hernandez",Brain Research,1979-02-02,1369,31,151.21,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Fine structural localization of glutamine synthetase in astrocytes of rat brain. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,369); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-8993(79)90071-4,e3b2d4c6032cad772aad8207f308c6c38f9504b3,https://doi.org/10.1016/0006-8993(79)90071-4,https://www.semanticscholar.org/paper/e3b2d4c6032cad772aad8207f308c6c38f9504b3,,,JournalArticle,unknown,brain; brain in title,
5,1979,"Multiple serotonin receptors: differential binding of [3H]5-hydroxytryptamine, [3H]lysergic acid diethylamide and [3H]spiroperidol.","S. Peroutka, S. Snyder",Molecular Pharmacology,1979-11-01,1359,13,143.07,Neuroimaging and Brain Mapping,non-human,"[3H]5-Hydroxytryptamine (5-HT), [3H]lysergic acid diethylamide (LSD) and [3H]spiroperidol bind to membranes from the rat frontal cerebral cortex in a manner indicating a selective interaction with serotonin receptors.","high citation signal (1,359)","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0026-895x(25)13812-1,d0bc143814c18f4de5a1cbfbcd9423cbf4d0168c,https://doi.org/10.1016/s0026-895x(25)13812-1,https://www.semanticscholar.org/paper/d0bc143814c18f4de5a1cbfbcd9423cbf4d0168c,,,JournalArticle,unknown,brain; cerebral; cortex; neuroscience term,"[3H]5-Hydroxytryptamine (5-HT), [3H]lysergic acid diethylamide (LSD) and [3H]spiroperidol bind to membranes from the rat frontal cerebral cortex in a manner indicating a selective interaction with serotonin receptors. Differential drug potencies in competing for [3H]5-HT and [3H]spiroperidol binding sites suggest that these two [3H]ligands respectively label two distinct populations of receptors, while [3H]LSD labels both the [3H]5-HT and [3H]spiroperidol sites. After incubation of brain membranes with 30 nM spiroperidol, drug specificity of the residual [3H]LSD binding resembles that of receptors labeled by [3H]5-HT. Conversely, drug effects on [3H]LSD binding in the presence of 300 nM 5-HT resemble effects with [3H]spiroperidol. We propose that [3H]5-HT and [3H]-spiroperidol label distinct populations of serotonin receptors in rat brain, designated 5-HT1 and 5-HT2 receptors, respectively. [3H]LSD appears to bind to both receptors to a similar extent. ACKNOWLEDGMENTS We thank Richard M. Lebovitz for his skillful technical assistance and Pamela Morgan for manuscript preparation."
6,1979,"ADENOSINE REGULATES VIA TWO DIFFERENT TYPES OF RECEPTORS, THE ACCUMULATION OF CYCLIC AMP IN CULTURED BRAIN CELLS","D. Calker, Margarete Müller, B. Hamprecht",Journal of Neurochemistry,1979-11-01,1355,16,137.82,General Brain Science and Reviews,,"Positions ADENOSINE REGULATES VIA TWO DIFFERENT TYPES OF RECEPTORS, THE ACCUMULATION OF CYCLIC AMP IN CULTURED BRAIN CELLS within General Brain Science and Reviews.","high citation signal (1,355)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1471-4159.1979.tb05236.x,a84ee5f42302c2a47421588bee33a1d608363c75,https://doi.org/10.1111/j.1471-4159.1979.tb05236.x,https://www.semanticscholar.org/paper/a84ee5f42302c2a47421588bee33a1d608363c75,,,JournalArticle,unknown,brain; brain in title,
7,1979,The [18F]Fluorodeoxyglucose Method for the Measurement of Local Cerebral Glucose Utilization in Mane,"M. Reivich, D. Kuhl, A. Wolf, J. Greenberg, M. Phelps, T. Ido, et al.",Circulation Research,1979-01-01,1157,20,133.18,Clinical Neurology and Neurodegeneration,human,Positions The [18F]Fluorodeoxyglucose Method for the Measurement of Local Cerebral Glucose Utilization in Mane within Clinical Neurology and Neurodegeneration.,"high citation signal (1,157); open-access PDF metadata; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1161/01.RES.44.1.127,31736e8a51ac294e3a58ea6a1186db5f1711ad28,https://doi.org/10.1161/01.res.44.1.127,https://www.semanticscholar.org/paper/31736e8a51ac294e3a58ea6a1186db5f1711ad28,,,JournalArticle; ClinicalTrial,unknown,cerebral,
8,1979,Calcium-dependent activation of a multifunctional protein kinase by membrane phospholipids.,"Y. Takai, A. Kishimoto, Y. Iwasa, Y. Kawahara, T. Mori, Y. Nishizuka",Journal of Biological Chemistry,1979-05-25,964,14,128.7,General Brain Science and Reviews,,"The proenzyme of a Ca2+-dependent protease-activated protein kinase previously obtained from mammalian tissues (Inoue, M., Kishimoto, A., Takai, Y., and Nishizuka, Y.",high citation signal (964); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/s0021-9258(18)50638-4,4eede78e3256f4098a957d0f1129e98f30ab510d,https://doi.org/10.1016/s0021-9258(18)50638-4,https://www.semanticscholar.org/paper/4eede78e3256f4098a957d0f1129e98f30ab510d,,,JournalArticle,unknown,brain,"The proenzyme of a Ca2+-dependent protease-activated protein kinase previously obtained from mammalian tissues (Inoue, M., Kishimoto, A., Takai, Y., and Nishizuka, Y. (1977) J. Biol. Chem. 252, 7610-7616) was enzymatically fully active without limited proteolysis when Ca2+ and a membrane-associated factor were simultaneously present in the reaction mixture. The activation process was reversed by removing Ca2+ with ethylene glycol bis(beta-aminoethyl ether)N,N,N',N'-tetraacetic acid. An apparent Ka value for Ca2+ was less than 5 x 10(-5) M. Other divalent cations were inactive except for Sr2+, which was 5% as active as Ca2+. The factor was almost exclusively localized in membrane fractions of various tissues including brain, liver, kidney, skeletal muscle, blood cells, and adipose tissue. It was easily extractable with chloroform/methanol (2:1), and was recovered in the phospholipid fraction. In fact, this membrane factor could be replaced by chromatographically pure phosphatidylinositol, phosphatidylserine, phosphatidic acid, or diphosphatidylglycerol. Phosphatidylethanolamine, phosphatidylcholine, and sphingomyelin were far less effective under the comparable conditions. Ca2+-dependent modulator protein was unable to support enzymatic activity. The enzyme thus activated showed an ability to phosphorylate five histone fractions and muscle phosphorylase kinase, and appeared to possess multifunctional catalytic activities."
9,1979,Brain grafts reduce motor abnormalities produced by destruction of nigrostriatal dopamine system.,"M. Perlow, W. Freed, B. Hoffer, A. Seiger, L. Olson, R. Wyatt",Science,1979-05-11,963,8,143.68,General Brain Science and Reviews,,Positions Brain grafts reduce motor abnormalities produced by destruction of nigrostriatal dopamine system. within General Brain Science and Reviews.,high citation signal (963); recognized venue,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.571147,8c67d639b0952bd2ae4eb51904b549df0fb99d20,https://doi.org/10.1126/science.571147,https://www.semanticscholar.org/paper/8c67d639b0952bd2ae4eb51904b549df0fb99d20,,,JournalArticle,unknown,brain; brain in title,
10,1979,Monoclonal antibody to a plasma membrane antigen of neurons.,"G. Eisenbarth, F. Walsh, M. Nirenberg",Proceedings of the National Academy of Sciences of the United States of America,1979-10-01,951,50,146.45,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Monoclonal antibody to a plasma membrane antigen of neurons. within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (951); recognized venue; open-access PDF metadata,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.76.10.4913,db17b5f57625e94fa0733152719e5ccb7ff5ff7a,https://doi.org/10.1073/pnas.76.10.4913,https://www.semanticscholar.org/paper/db17b5f57625e94fa0733152719e5ccb7ff5ff7a,,,JournalArticle,unknown,neuron; neuroscience term,
