rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1999,"How people learn: Brain, mind, experience, and school.","J. Bransford, Ann L. Brown, R. Cocking",Unknown venue,1999,13342,423,178.98,General Brain Science and Reviews,,"Positions How people learn: Brain, mind, experience, and school. within General Brain Science and Reviews.","high citation signal (13,342)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,76131d9fce0ba4a45733117bfd8e8577c9658f29,https://www.semanticscholar.org/paper/76131d9fce0ba4a45733117bfd8e8577c9658f29,,,,Review,unknown,brain; brain in title,
2,1999,Cortical surface-based analysis. I. Segmentation and surface reconstruction.,"A. Dale, B. Fischl, M. Sereno",NeuroImage,1999-02-01,10901,1250,181.34,General Brain Science and Reviews,,Positions Cortical surface-based analysis. I. Segmentation and surface reconstruction. within General Brain Science and Reviews.,"high citation signal (10,901); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1006/NIMG.1998.0395,055411f28a5e28c46c3f0079d397783afc721021,https://doi.org/10.1006/NIMG.1998.0395,,,,JournalArticle,unknown,cortical,
3,1999,Event-related EEG/MEG synchronization and desynchronization: basic principles.,"G. Pfurtscheller, F. H. L. Silva",Clinical Neurophysiology,1999-11-01,7119,371,167.27,"EEG, MEG, and Electrophysiology",EEG;MEG;human,"Positions Event-related EEG/MEG synchronization and desynchronization: basic principles. within EEG, MEG, and Electrophysiology.","high citation signal (7,119); human evidence signal","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/S1388-2457(99)00141-8,0e66a378a2414ea4602d1aabda55302496485b1b,https://doi.org/10.1016/S1388-2457(99)00141-8,,,,Review; JournalArticle,unknown,eeg; meg,
4,1999,EEG alpha and theta oscillations reflect cognitive and memory performance: a review and analysis.,W. Klimesch,Brain research. Brain research reviews,1999-04-01,6692,685,181.76,"EEG, MEG, and Electrophysiology",EEG,"Positions EEG alpha and theta oscillations reflect cognitive and memory performance: a review and analysis. within EEG, MEG, and Electrophysiology.","high citation signal (6,692); recognized venue; synthesis or review value","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0165-0173(98)00056-3,7f7b5836329c8f9643c3c9f23661569bfeafa316,https://doi.org/10.1016/S0165-0173(98)00056-3,,,,Review; JournalArticle,unknown,eeg,
5,1999,"Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system.","B. Fischl, M. Sereno, A. Dale",NeuroImage,1999-02-01,6321,632,171.53,General Brain Science and Reviews,,"Positions Cortical surface-based analysis. II: Inflation, flattening, and a surface-based coordinate system. within General Brain Science and Reviews.","high citation signal (6,321); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1006/NIMG.1998.0396,c8644971594953ba8ab6d0092fa906e0d96fb122,https://doi.org/10.1006/NIMG.1998.0396,,,,JournalArticle,unknown,cortical,
6,1999,SENSE: Sensitivity encoding for fast MRI,"K. Pruessmann, M. Weiger, M. Scheidegger, P. Boesiger",Magnetic Resonance in Medicine,1999-11-01,6182,705,163.33,Neuroimaging and Brain Mapping,MRI,Positions SENSE: Sensitivity encoding for fast MRI within Neuroimaging and Brain Mapping.,"high citation signal (6,182); open-access PDF metadata","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1002/(SICI)1522-2594(199911)42:5<952::AID-MRM16>3.0.CO;2-S,21676bb8111e74f05732de20a3bcc1284793417b,https://doi.org/10.1002/(SICI)1522-2594(199911)42:5<952::AID-MRM16>3.0.CO;2-S,,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/%28SICI%291522-2594%28199911%2942%3A5%3C952%3A%3AAID-MRM16%3E3.0.CO%3B2-S,,JournalArticle; Study,unknown,mri,
7,1999,Brain development during childhood and adolescence: a longitudinal MRI study,"J. Giedd, J. Blumenthal, N. Jeffries, F. Castellanos, H. Liu, A. Zijdenbos, et al.",Nature Neuroscience,1999-10-01,5522,290,179.5,"Brain Development, Plasticity, and Connectomics",MRI;human,"Positions Brain development during childhood and adolescence: a longitudinal MRI study within Brain Development, Plasticity, and Connectomics.","high citation signal (5,522); recognized venue; human evidence signal","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1038/13158,538578f986cf3a5d888b4a1d650f875d4710b0a7,https://doi.org/10.1038/13158,,,,LettersAndComments; ClinicalTrial,unknown,brain; mri; brain in title,
8,1999,The glutamate receptor ion channels.,"R. Dingledine, K. Borges, D. Bowie, S. Traynelis",Pharmacological Reviews,1999-03-01,4283,328,152.53,General Brain Science and Reviews,,The ionotropic glutamate receptors are ligand-gated ion channels that mediate the vast majority of excitatory neurotransmission in the brain.,"high citation signal (4,283)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/s0031-6997(24)01394-2,6bd529395e1b3ce5590bc34f7f5a2ec800e1f738,https://doi.org/10.1016/s0031-6997(24)01394-2,,,,Review; JournalArticle,unknown,brain,"The ionotropic glutamate receptors are ligand-gated ion channels that mediate the vast majority of excitatory neurotransmission in the brain. The cloning of cDNAs encoding glutamate receptor subunits, which occurred mainly between 1989 and 1992 ([Hollmann and Heinemann, 1994][1]), stimulated this"
9,1999,Subventricular zone astrocytes are neural stem cells in the adult mammalian brain.,"F. Doetsch, I. Caillé, D. Lim, J. García-Verdugo, A. Álvarez-Buylla",Cell,1999-06-11,4054,276,175.74,"Cellular, Molecular, and Synaptic Neuroscience",human,"Positions Subventricular zone astrocytes are neural stem cells in the adult mammalian brain. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (4,054); recognized venue; open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1016/S0092-8674(00)80783-7,cdf21b4608be43ac8f5b9c1e25b7f22e80e40edf,https://doi.org/10.1016/S0092-8674(00)80783-7,,https://doi.org/10.1016/s0092-8674(00)80783-7,,JournalArticle,unknown,brain; neural; brain in title,
10,1999,Measuring phase synchrony in brain signals,"J. Lachaux, E. Rodríguez, J. Martinerie, F. Varela",Human Brain Mapping,1999,3822,316,172.68,Neuroimaging and Brain Mapping,human,Positions Measuring phase synchrony in brain signals within Neuroimaging and Brain Mapping.,"high citation signal (3,822); recognized venue; open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1002/(SICI)1097-0193(1999)8:4<194::AID-HBM4>3.0.CO;2-C,a509f68bf686d9a058285c2967db13970f662937,https://doi.org/10.1002/(SICI)1097-0193(1999)8:4<194::AID-HBM4>3.0.CO;2-C,,https://europepmc.org/articles/pmc6873296?pdf=render,,JournalArticle,unknown,brain; brain in title,
