rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1962,"Receptive fields, binocular interaction and functional architecture in the cat's visual cortex","D. Hubel, T. Wiesel",Journal of Physiology,1962,13787,546,182.57,Cognitive and Systems Neuroscience,,"Positions Receptive fields, binocular interaction and functional architecture in the cat's visual cortex within Cognitive and Systems Neuroscience.","high citation signal (13,787); open-access PDF metadata","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1962.sp006837,6b4fe4aa4d66fecc7b2869569002714d91d0b3f7,https://doi.org/10.1113/jphysiol.1962.sp006837,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1359523,,JournalArticle,unknown,cortex; neuroscience term,
2,1962,The isolation of nerve endings from brain: an electron-microscopic study of cell fragments derived by homogenization and centrifugation.,"E. Gray, V. P. Whittaker",Journal of Anatomy,1962,2484,42,148.72,General Brain Science and Reviews,,Positions The isolation of nerve endings from brain: an electron-microscopic study of cell fragments derived by homogenization and centrifugation. within General Brain Science and Reviews.,"high citation signal (2,484)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,49f77f6999107c07a4dbc9fb65092de9e8677a7f,https://www.semanticscholar.org/paper/49f77f6999107c07a4dbc9fb65092de9e8677a7f,,,,JournalArticle,unknown,brain; brain in title,
3,1962,Cellular localization of brain monoamines.,"A. Carlsson, B. Falck, N. Hillarp",Acta Physiologica Scandinavica Supplementum,1962,1136,6,134.65,General Brain Science and Reviews,,Positions Cellular localization of brain monoamines. within General Brain Science and Reviews.,"high citation signal (1,136)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,2d74c0cddf395beb86d64371cef6432de845c22a,https://www.semanticscholar.org/paper/2d74c0cddf395beb86d64371cef6432de845c22a,,,,JournalArticle,unknown,brain; brain in title,
4,1962,Are New Neurons Formed in the Brains of Adult Mammals?,J. Altman,Science,1962-03-30,1023,25,153.97,"Cellular, Molecular, and Synaptic Neuroscience",human,"Positions Are New Neurons Formed in the Brains of Adult Mammals? within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,023); recognized venue; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1126/science.135.3509.1127,0c6739d333e338c310ee58528bfab9e6ea2a0d4f,https://doi.org/10.1126/science.135.3509.1127,,,,JournalArticle,unknown,brain; neuron; brain in title; neuroscience term,
5,1962,"A sex-linked recessive disorder with retardation of growth, peculiar hair, and focal cerebral and cerebellar degeneration.","John H Menkes, M. Alter, G. K. Steigleder, D. Weakley, J. Sung",Pediatrics,1962-05-01,875,10,134.36,Clinical Neurology and Neurodegeneration,human;non-human,"In two generations of the G. family, five males suffered from a cerebral degenerative disorder characterized by (1) peculiar stubby white hair with the microscopic picture of pili torti, monilethrix, and trichorrexis nodosa; (2) early and severe retardation; and (3) severe neurological impairment beginning within the first month or two of life and rapidly progressing to decerebration.",high citation signal (875); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1542/peds.29.5.764,c2a026ba9bb731fec3fcc014f521e6be1961c585,https://doi.org/10.1542/peds.29.5.764,,,,JournalArticle; CaseReport,unknown,cerebral; cortex; neuroscience term,"In two generations of the G. family, five males suffered from a cerebral degenerative disorder characterized by (1) peculiar stubby white hair with the microscopic picture of pili torti, monilethrix, and trichorrexis nodosa; (2) early and severe retardation; and (3) severe neurological impairment beginning within the first month or two of life and rapidly progressing to decerebration. A sex-linked recessive trait has been implicated. Postmortem examination in two cases revealed a widespread degeneration of the cerebral grey matter, secondary degeneration of the cerebral white matter, and a diffuse atrophy of the cerebellar cortex. Plasma amino acid chromatography showed consistently elevated glutamic acid. The significance of this finding is unknown. Other biochemical investigations were found to be within normal limits. The suggestion is offered that the condition described represents a new clinical syndrome due to an inherited error in metabolism."
6,1962,THE STRUCTURE OF THE LIQUID-CRYSTALLINE PHASES OF LIPID-WATER SYSTEMS,"V. Luzzati, F. Husson",Journal of Cell Biology,1962-02-01,801,13,140.97,"EEG, MEG, and Electrophysiology",EEG;human;non-human,"Some simple lipid-water systems have been studied by x-ray scattering techniques, as a function of lipid concentration and temperature.",high citation signal (801); recognized venue; open-access PDF metadata; human evidence signal,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1083/jcb.12.2.207,d296079b39745d1acb712a3c1ef20ab9620176b1,https://doi.org/10.1083/jcb.12.2.207,,http://jcb.rupress.org/content/12/2/207.full.pdf,,JournalArticle,unknown,brain,"Some simple lipid-water systems have been studied by x-ray scattering techniques, as a function of lipid concentration and temperature. Several liquid-crystalline phases have been found, and their structure has been determined: only one of these is lamellar. In all these phases the hydrocarbon part of the lipid molecules has a disordered, liquid-like structure. One biological phospholipid, a human brain extract, has been studied by the same technique, and two liquid-crystalline phases have been found: a lamellar phase, built up by an ordered sequence of lipid and water planar sheets, and a hexagonal phase, which is a hexagonal array of circular cylinders, each cylinder being a thin water channel covered by the hydrophilic groups of the lipid molecules, the hydrocarbon chains filling the gap between the cylinders. The interpretation of the electron microscope observations of the structure of lipoprotein membranes is discussed, and some possible biological implications are suggested."
7,1962,CHOLINERGIC AND NON-CHOLINERGIC NERVE ENDINGS IN RAT BRAIN-I,"E. D. Robertis, A. Iraldi, G. R. D. Lores, Arnaiz, L. Salganicoff",Journal of Neurochemistry,1962-01-01,720,4,127.65,General Brain Science and Reviews,non-human,Positions CHOLINERGIC AND NON-CHOLINERGIC NERVE ENDINGS IN RAT BRAIN-I within General Brain Science and Reviews.,high citation signal (720),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/J.1471-4159.1962.TB07489.X,3371c5c0ab2ee6786c4e03ce5f9c1ba6af354214,https://doi.org/10.1111/J.1471-4159.1962.TB07489.X,,,,JournalArticle,unknown,brain; brain in title,
8,1962,The perceptron: a model for brain functioning. I,H. D. Block,Unknown venue,1962,394,25,115.62,Computational Neuroscience and AI,,Positions The perceptron: a model for brain functioning. I within Computational Neuroscience and AI.,high citation signal (394),"Predictive performance does not necessarily identify causal neural mechanisms.; Models can inherit dataset bias, preprocessing artifacts, and task constraints.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1103/REVMODPHYS.34.123,eddfd0b187a06c1742932a63d002ea767ce1cdbf,https://doi.org/10.1103/REVMODPHYS.34.123,,,,paper,unknown,brain; brain in title,
9,1962,Principles of Neurodynamics. Perceptrons and the Theory of Brain Mechanisms.,J. Orbach,Unknown venue,1962-09-01,388,31,115.34,General Brain Science and Reviews,,Positions Principles of Neurodynamics. Perceptrons and the Theory of Brain Mechanisms. within General Brain Science and Reviews.,high citation signal (388),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHPSYC.1962.01720030064010,bf07f78601c6447bd115195a012a1315609ea8a1,https://doi.org/10.1001/ARCHPSYC.1962.01720030064010,,,,paper,unknown,brain; brain in title,
10,1962,Preparation from mammallian brain and kidney of the enzyme system involved in active transport of Na+ and K+,J. Skou,Unknown venue,1962-04-09,378,0,116.08,General Brain Science and Reviews,non-human,Positions Preparation from mammallian brain and kidney of the enzyme system involved in active transport of Na+ and K+ within General Brain Science and Reviews.,high citation signal (378),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0006-3002(62)91015-6,79354a5edc0367f4654ddeef2e68d9123b4a83eb,https://doi.org/10.1016/0006-3002(62)91015-6,,,,paper,unknown,brain; brain in title,
