rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1921,THE RELATION OF THE HIND-BRAIN TO MICTURITION,F. Barrington,Unknown venue,1921-04-01,181,0,101.67,General Brain Science and Reviews,,Positions THE RELATION OF THE HIND-BRAIN TO MICTURITION within General Brain Science and Reviews.,high citation signal (181),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/BRAIN/44.1.23,e51b564072984c0832b130df31248b95e6ab1d59,https://doi.org/10.1093/BRAIN/44.1.23,,paper,unknown,brain; brain in title,
2,1921,The vascularity of the cerebral cortex of the albino rat,E. Craigie,Unknown venue,1921-08-01,73,2,95.67,General Brain Science and Reviews,non-human,The work upon which the present paper is based is an extension of that previously reported by the writer ('20).,high citation signal (73); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/CNE.900330302,cebdb25d471640985163ed7f67869d28a66f0f08,https://doi.org/10.1002/CNE.900330302,https://zenodo.org/records/2377050/files/article.pdf,paper,unknown,brain; cerebral; cortex; cerebellum; neuroscience term,"The work upon which the present paper is based is an extension of that previously reported by the writer ('20). In the former publication an account was given of the relative vascularity of various parts of the spinal cord, brain stem, and cerebellum of the albino rat"
3,1921,THE ACTION OF TISSUE EXTRACTS IN THE COAGULATION OF BLOOD,C. A. Mills,Unknown venue,1921-03-01,31,1,68.58,General Brain Science and Reviews,non-human,"It has often been demonstrated that blood drawn from a vessel without contact with any injured tissue surface and kept in such a manner as to prevent destruction of the blood corpuscles, exhibits a considerable delay in its coagulation.",high citation signal (31); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/S0021-9258(18)86168-3,e12f359ea1e0e580d70af2371803731debad2e44,https://doi.org/10.1016/S0021-9258(18)86168-3,https://doi.org/10.1016/s0021-9258(18)86168-3,paper,unknown,brain,"It has often been demonstrated that blood drawn from a vessel without contact with any injured tissue surface and kept in such a manner as to prevent destruction of the blood corpuscles, exhibits a considerable delay in its coagulation. Bird blood especially will remain fluid almost indefinitely when drawn and kept under such conditions. If, however, the escaping blood flows over an injured tissue surface, or the corpuscles are broken up as by whipping, it is found that the blood exhibits a much more prompt coagulation. The addition of saline extracts of tissues, especially such tissues as the lungs and brain, accelerates the clotting still further, it being possible thus to shorten the coagulation time to a small fraction of a minute. There is evidently then in tissues and cells in general a substance which possesses the property of quickening the clotting of the blood. This substance has been variously named. Wooldridge (l), who was the first to study the nature and action of it, held that it was a protein-phospholipin compound and that in the process of coagulation it reacted with the fibrinogen to form fibrin, an actual union occurring between the two substances with a loss of phospholipin. Since the tissue material entered into the formation of the fibrin, he termed it tissue fibrinogen. He also showed that there was a substance in the blood itself which was: practically identical with the tissue fibrinogen, and this he termed! A-fibrinogen. The reaction of this with the ordinary fibrinogen of the blood which he termed B-fibrinogen, resulted in the forma-"
4,1921,THE ZINC AND COPPER CONTENT OF THE HUMAN BRAIN,M. Bodansky,Unknown venue,1921-10-01,25,0,72.05,General Brain Science and Reviews,human;non-human,The presence of traces 'of copper in the human brain was first reported by Thudichum (1).,high citation signal (25); open-access PDF metadata; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)86016-1,1749e0335b1f6f7c117c4136a203438e510a0e71,https://doi.org/10.1016/s0021-9258(18)86016-1,https://doi.org/10.1016/s0021-9258(18)86016-1,paper,unknown,brain; brain in title,"The presence of traces 'of copper in the human brain was first reported by Thudichum (1). In commenting on Thudichum's work Mathews (2) suggests that this point should be reinvestigated to see whether copper is in reality a normal constituent of all brains. He considers the possibility that the human brains which Thudichum examined might have come from brass-workers or others exposed to copper poisoning. Despite the stat,ement of Palet (3) who was unable to detect copper in 54 normal human livers there is general agreement among investigators that copper as well as zinc are normal constituents of plant and animal tissues. At the time the analyses recorded in this paper were begun no data concerning the occurrence of zinc in the human brain had appeared in the literature. Recently Rost (4) reported an analysis of a human brain containing 11 mg. of zinc per kilo. Copper and zinc have been shown to be widely distributed in foods. The continuous ingestion of these metals raises the question as to the extent of their storage in various organs. The relative tolerance of zinc and copper by the animal organism, especially when introduced with foods has been noted by a number of observers. In a brief study of the fate of zinc in the animal organism, Salant, Rieger, and Treuthardt (5) found that after intravenous injection of zinc malate in cats the metal was stored in considerable amounts in the liver, that it was almost always found in the skin and muscles but that none was present in the brain. Giaya (6), on the' other hand, finds that the partition of zinc per organ occurs in the following decreasing order: brain, lungs, stomach, liver, kidneys, intestines, heart, spleen."
5,1921,THE CONTRAST BETWEEN THE BRAIN LESIONS PRODUCED BY LEAD AND OTHER INORGANIC POISONS AND THOSE CAUSED BY EPIDEMIC ENCEPHALITIS,G. B. Hassin,Unknown venue,1921-09-01,24,2,74.14,Clinical Neurology and Neurodegeneration,non-human,"Brain lesions caused by inorganic poisons, such as lead, are collectively designated encephalitis.",high citation signal (24); open-access PDF metadata,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/ARCHNEURPSYC.1921.02190030015003,5c915972faf72550e24bfb21c6c730a9eb3dfe32,https://doi.org/10.1001/ARCHNEURPSYC.1921.02190030015003,https://zenodo.org/record/1499508/files/article.pdf,paper,unknown,brain; cerebral; cortical; brain in title,"Brain lesions caused by inorganic poisons, such as lead, are collectively designated encephalitis. The latter term is also used for cerebral lesions caused by infection, such as general paralysis, trypanosomiasis, epidemic encephalitis, Heine-Medin's disease and the so-called enzootic encephalomyelitis of horses (Borna disease 1 ). Best studied are the cases belonging to the infectious group chiefly represented by paralytic dementia and epidemic encephalitis. These two morbid entities exhibit such typical interstitial and parenchymatous changes that they deserve to be dignified by the term encephalitis, that is to say, inflammation of the brain tissues. Being essentially alike in their histologic changes, they differ principally in the localization of the lesions which are mainly cortical in general paralysis and mesencephalic in epidemic encephalitis. The nonsuppurative cerebral lesions caused by organic or inorganic poisons are somewhat different from the foregoing group, the difference being, in some respects, striking enough to permit a differential diagnosis"
6,1921,AN ANATOMIC STUDY OF THE INFERIOR LONGITUDINAL FASCICULUS,L. Davis,Unknown venue,1921-04-01,23,0,71.4,General Brain Science and Reviews,non-human,In the majority of anatomic textbooks the inferior longitudinal fasciculus is described as one of the cerebral association tracts.,high citation signal (23); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/ARCHNEURPSYC.1921.02180280011002,5cceee175d8b56b8839a8dcdb78a2243b9acaeaa,https://doi.org/10.1001/ARCHNEURPSYC.1921.02180280011002,https://zenodo.org/record/1499432/files/article.pdf,paper,unknown,cerebral; cortex; neuroscience term,"In the majority of anatomic textbooks the inferior longitudinal fasciculus is described as one of the cerebral association tracts. Its course is spoken of as extending between the poles of the occipital and temporal lobes. The exact anatomic relations of this bundle and the possibility that it represents projection fibers joining the thalamus with the cortex of the occipital and temporal lobes have caused a great difference of opinion among anatomists and neurologists. All observers to date are agreed that it consists of a well defined aggregation of nerve fibers. With two exceptions, all of the recent work on this subject has been done by examinations of serial sections, obtained from cases of cerebral softening or tumors, showing degenerative changes. It should be comparatively easy, however, to show by gross dissections of well hardened specimens, a bundle such as the fasciculus longitudinalis inferior. In this work we have undertaken to"
7,1921,OBSERVATIONS ON PARATHYROIDECTOMIZED DOGS,"A. B. Hastings, H. A. Murray",Unknown venue,1921-03-01,18,0,67.2,"Cerebrovascular, Metabolism, and Brain Injury",non-human,"Recent researches have resulted in the formulation of three independent, but not necessarily contradictory, theories concerning the blood changes that follow parathyroidectomy, and the relationship of these changes to the symptoms.",high citation signal (18); open-access PDF metadata,"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)86172-5,cd5e62c48517ea530d233802db8a7f34752a234a,https://doi.org/10.1016/s0021-9258(18)86172-5,https://doi.org/10.1016/s0021-9258(18)86172-5,paper,unknown,cerebral; cortex; neuroscience term,"Recent researches have resulted in the formulation of three independent, but not necessarily contradictory, theories concerning the blood changes that follow parathyroidectomy, and the relationship of these changes to the symptoms. The first of these holds that the symptoms following the removal of the parathyroids are due to a disturbance of salt metabolism, particularly that of calcium. This hypothesis is based essentially upon the fundamental studies of Loeb (1902, a) and of J.. B. MacCallum relating to the effect of various ions on nerve excitability, upon the suggestive experiments of Sabbatani on the opposing effects of applying calcium chloride solutions and calciumprecipitating solutions to the cerebral cortex, and finally upon"
8,1921,A CONTRIBUTION TO THE HISTOPATHOLOGY OF PORENCEPHALUS,J. Globus,Unknown venue,1921-12-01,17,0,59.03,General Brain Science and Reviews,,"Porencephalus is always of interest, partly because of the striking disproportion between the great loss of brain substance and the mild degree of functional disturbance.",high citation signal (17); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEURPSYC.1921.02190060059005,7e1b183363f76e66db4c92b1d13536172aecd6af,https://doi.org/10.1001/ARCHNEURPSYC.1921.02190060059005,https://zenodo.org/record/1499532/files/article.pdf,paper,unknown,brain; cerebral,"Porencephalus is always of interest, partly because of the striking disproportion between the great loss of brain substance and the mild degree of functional disturbance. Unfortunately, however, almost all studies of such brain lesions have been limited to gross anatomic observations. It is hoped that this study adds a few facts to our knowledge of the histopathology of porencephalus. Incidentally it emphasizes the close relationship of such defects to the inflammatory encephalitides. The term porencephalus was first adopted by Heschl,1in 1859, to designate such defects in the brain substance as are characterized by cavity formation in the cerebral hemispheres. Such cavities, to be within the limits of his definition, must communicate either with the subarachnoid or ventricular space. Moreover, the defect might be so pronounced as to lead to intercommunication between the subarachnoid space and the ventricular cavity. Heschl assumed that this loss of brain substance was the"
9,1921,LUMINAL THERAPY IN THE CONTROL OF EPILEPTIC SEIZURES,I. J. Sands,Unknown venue,1921-03-01,15,0,64.11,Clinical Neurology and Neurodegeneration,human,"Notwithstanding the many ingenious hypotheses advanced to explain epilepsy, it still must be assumed that it is a disease of unexplained etiology.",high citation signal (15); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/ARCHNEURPSYC.1921.02180270081005,310befc038fa0211d5258ebbe1ff2919f2e91b70,https://doi.org/10.1001/ARCHNEURPSYC.1921.02180270081005,https://zenodo.org/record/1499442/files/article.pdf,paper,unknown,cerebral; cortex; neuroscience term,"Notwithstanding the many ingenious hypotheses advanced to explain epilepsy, it still must be assumed that it is a disease of unexplained etiology. In the present state of information, it might be best regarded as the result of an increased irritability of the cerebral cortex, occurring as an expression of organ inferiority, with the seizures as responses of this cortex to stimuli of exogenous or endogenous origin. The fact that most patients at first have nocturnal fits, then nocturnal and diurnal ones, and that there is a tendency toward an increase in the number of seizures, might best be explained on the principle that every nervous activity is enhanced by each preceding one; in other words, each epileptic seizure predisposes to the following one. While it takes considerable time for the highly irritable cortex to respond to the stimuli, when once it has responded, it is much easier for the following"
10,1921,STUDIES OF AUTOLYSIS VII. AUTOLYSIS OF BRAIN,"Charles A. Gibson, Freda Umbreit, H. Bradley",Unknown venue,1921-07-01,15,0,57.91,General Brain Science and Reviews,,Positions STUDIES OF AUTOLYSIS VII. AUTOLYSIS OF BRAIN within General Brain Science and Reviews.,high citation signal (15),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,2811bfc3b2fa7482fb596020a6bb872d5b673238,https://www.semanticscholar.org/paper/2811bfc3b2fa7482fb596020a6bb872d5b673238,,paper,unknown,brain; brain in title,
11,1921,THE ACHIEVEMENTS AND LIMITATIONS OF NEUROLOGIC SURGERY,C. H. Frazier,Unknown venue,1921-11-01,11,0,52.13,Clinical Neurology and Neurodegeneration,human;non-human,"In my lifetime, the history of neurologic surgery has been written, and the most important events have occurred in half that time.",high citation signal (11); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/ARCHSURG.1921.01110090102002,ce2f67b16e3742f7ba45134efaed85af4bc5731c,https://doi.org/10.1001/ARCHSURG.1921.01110090102002,https://zenodo.org/record/1501775/files/article.pdf,paper,unknown,brain,"In my lifetime, the history of neurologic surgery has been written, and the most important events have occurred in half that time. In limiting the development of this special field to this period, I am not unfamiliar with the fact that trephination was an accepted surgical procedure years before the days of Hippocrates, the Father of Medicine, when the Egyptians trephined the skull for migraine and epilepsy, and that in the second century, Galen, whose favorite field of investigation was the nervous system, advocated sundry operations for injuries to the brain. He was familiar with the clinical picture of cord compression and recommended operation for its relief. While from Galen's time to the days of modern medicine, there have been isolated instances of operation, dealing with the nervous system, mostly for the relief of traumatic lesions, the growth and development of neurosurgery along broad lines and in an ever-widening zone"
12,1921,CALCIFICATION OF THE CEREBRAL VESSELS WITH A CLINICAL PICTURE SIMULATING BRAIN TUMOR,"P. Bassoe, G. B. Hassin",Unknown venue,1921-10-01,10,0,58.56,Clinical Neurology and Neurodegeneration,human;non-human,"INTRODUCTION In this paper we offer a somewhat detailed clinical and histologic report of a case which is interesting in three respects: First, a diagnosis of brain tumor was clinically justifiable and several operations were performed in the hope of removing the supposed tumor.",high citation signal (10); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/ARCHNEURPSYC.1921.02190040002001,a38e143575f45d407ee91413c64f1a2d6d02a44c,https://doi.org/10.1001/ARCHNEURPSYC.1921.02190040002001,https://zenodo.org/record/1499524/files/article.pdf,paper,unknown,brain; cerebral; brain in title,"INTRODUCTION In this paper we offer a somewhat detailed clinical and histologic report of a case which is interesting in three respects: First, a diagnosis of brain tumor was clinically justifiable and several operations were performed in the hope of removing the supposed tumor. In other words, it was an example of so-called pseudotumor cerebri. Second, epileptiform attacks of petit mal and grand mal types were the principal symptoms, so the case shows what kind of changes occasionally may cause such attacks. Third, and chiefly, the case is of interest on account of the most unusual pathologic condition presented; namely, a large indurated area in the interior of the left hemisphere in which the capillaries were infiltrated with a hyaline, or colloid material and also calcified to such an extent that decalcification was necessary for the preparation of suitable microscopic specimens. While calcification of large sclerotic vessels is extremely common"
