year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
1904,THE EFFECT OF PARTIAL STARVATION ON THE BRAIN OF THE WHITE RAT,S. Hatai,Unknown venue,1904-09-01,24,General Brain Science and Reviews,non-human,10.1152/AJPLEGACY.1904.12.1.116,7cff5ae2a7e3aa10e1dfffc9d4f5941aa6bb7920,https://doi.org/10.1152/AJPLEGACY.1904.12.1.116,paper,unknown,4,brain; brain in title,
1904,THE USE OF SILVER FOIL TO PREVENT ADHESIONS IN BRAIN SURGERY.,M. Harris,Unknown venue,1904-03-19,16,General Brain Science and Reviews,,10.1001/JAMA.1904.92490570017001D,e053fd8954acc0c8e381b257ddd4b4954b4cc66f,https://doi.org/10.1001/JAMA.1904.92490570017001D,paper,unknown,4,brain; brain in title,
1904,THE PRODUCTION OF CHOLIN FROM LECITHIN AND BRAIN-TISSUE,I. H. Coriat,Unknown venue,1904-12-01,10,General Brain Science and Reviews,,10.1152/AJPLEGACY.1904.12.4.353,39e3fada3eefb4be4b0ac28d7a394ec91257c7df,https://doi.org/10.1152/AJPLEGACY.1904.12.4.353,paper,unknown,4,brain; brain in title,
1904,METHODS FOR THE QUANTITATIVE CHEMICAL ANALYSIS OF THE BRAIN AND CORD,W. Koch,Unknown venue,1904-06-01,8,General Brain Science and Reviews,,10.1152/AJPLEGACY.1904.11.3.303,0f543af9f9ac35ca78104f528e9ea24e6d31997e,https://doi.org/10.1152/AJPLEGACY.1904.11.3.303,paper,unknown,4,brain; brain in title,
1904,ENORMOUS MIXED TUMOR OF THE PAROTID REGIONREACHING TO THE CLAVICLE AND WEIGHING ABOUT SEVEN POUNDS; OPERATION; RECOVERY.,W. Keen,Unknown venue,1904-04-30,5,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1904.92490630024001H,644cd82ed1dd9c5709887c0e3241ec3da9814b13,https://doi.org/10.1001/JAMA.1904.92490630024001H,paper,unknown,2,brain; neural,"The Patient. -E. M. B., aged 65, was admitted to the Jefferson Medical College Hospital, Jan."
1904,A CASE OF CORTICAL HEMORRHAGES FOLLOWING SCARLET FEVER.,"E. Southard, F. Sims",Unknown venue,1904-09-17,3,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1904.92500120002F,92121793de18debe5fffa5175862d40aebff4244,https://doi.org/10.1001/JAMA.1904.92500120002F,paper,unknown,3,brain; cerebral; cortical,The following case of hemiplegia developed in a boy during convalescence from scarlet fever.
1904,"A Study of the Brain-Weights of Men Notable in the Professions, Arts, and Sciences. (Philadelphia Med. Journ., May 2nd, 1903.) Spitzka, E. A.",H. Ellis,Unknown venue,1904-04-01,3,General Brain Science and Reviews,,10.1192/BJP.50.209.329,303cad2d5495b85eb6ecef119b770a467e9a8aa6,https://doi.org/10.1192/BJP.50.209.329,paper,unknown,4,brain; brain in title,
1904,The Oxford Meeting,"S. Beck, Lenka Kostovičová, Hanka Harencarova, G. Villejoubert, V. Simms",British medical journal,1904-09-01,3,Cognitive and Systems Neuroscience,fMRI;EEG;human;non-human,10.1136/bmj.2.5351.191,021946d7d960e22baabad0bc546acf66525d5add,https://doi.org/10.1136/bmj.2.5351.191,JournalArticle; Review,unknown,10,brain; cortex; neuron; neural; prefrontal; fmri; mri; neuroscience term,"behavioural rules are often considered as existing independent of sensory or motor representations in a manner similar to linguistic and semantic information, but how such supra-modal rules might be represented in the human brain is not clear."
1904,"""The toxicity of indol""","A. N. Richards, J. Howland",Unknown venue,1904-09-01,2,General Brain Science and Reviews,non-human,10.3181/00379727-3-44,265ade5d7c82f2598dd50f968d6e49504b54dce9,https://doi.org/10.3181/00379727-3-44,JournalArticle,unknown,1,brain,"Previous observers have shown the comparatively slight toxicity of indol, large amounts having been given to dogs with no resulting symptoms."
1904,"A Study of the Brain of the Late Major J. W. Powell. (Amer. Anthropologist, Oct.-Dec. 1903.) Spitzka, E. A.",H. Ellis,Unknown venue,1904-04-01,2,General Brain Science and Reviews,,10.1192/bjp.50.209.330,45dfefacc00e4d182f0e471ce4ad42d8dc1bf252,https://doi.org/10.1192/bjp.50.209.330,paper,unknown,4,brain; brain in title,
1904,BULLET WOUNDS OF THE BRAIN.,W. Sheen,Unknown venue,1904-09-24,2,General Brain Science and Reviews,,10.1016/S0140-6736(01)02260-7,2be954e6c942afcf52852e0b8d7e7fb6a9f7fbc8,https://doi.org/10.1016/S0140-6736(01)02260-7,paper,unknown,4,brain; brain in title,
1904,"UREMIC HEMIPLEGIA, WITH CHANGES IN THE NERVE CELLS OF THE BRAIN AND CORD, AND RECENT PRIMARY DEGENERATION OF ONE CENTRAL MOTOR TRACT",T. H. Weisenburg,Unknown venue,1904-07-01,2,General Brain Science and Reviews,non-human,10.1097/00005053-190407000-00003,6d72415812b1994c9fe05ef77d08611593c4488c,https://doi.org/10.1097/00005053-190407000-00003,paper,unknown,4,brain; brain in title,
1904,"A Brain Tumor Involving The Superior Parietal Convolution; Two Operations For Its Removal; Partial Success, With Some Relief Of Symptoms; Death Two Years Later; Autopsy",T. Diller,Unknown venue,1904-03-01,1,Clinical Neurology and Neurodegeneration,non-human,10.1097/00000441-190403000-00010,6058fdaa30cd84c983685b84e3a3f2c2efecdf76,https://doi.org/10.1097/00000441-190403000-00010,paper,unknown,4,brain; brain in title,
1904,"A DISCUSSION OF THE SURGERY OF TUMORS OF THE BRAIN, WITH A RESUME OF THE OPERATIVE RECORDS OF FOUR CRANIOTOMIES",C. H. Frazier,Unknown venue,1904-02-01,1,General Brain Science and Reviews,non-human,10.1097/00000441-190402000-00015,f3f5cee6e6f5e6aa03a47bc9d9b9cb8c3c79da75,https://doi.org/10.1097/00000441-190402000-00015,paper,unknown,4,brain; brain in title,
1904,"A REPORT OF FIVE CASES OF TUMOR OF THE BRAIN, WITH OPERATION.1",W. G. Spiller,Unknown venue,1904-02-01,1,General Brain Science and Reviews,non-human,10.1097/00000441-190402000-00014,03df82c9e0a2be009b376c676acbe3cf7ffd2255,https://doi.org/10.1097/00000441-190402000-00014,paper,unknown,4,brain; brain in title,
1904,From the Concrete to the Abstract,P. Stern,Science,1904-03-01,1,Cognitive and Systems Neuroscience,non-human,10.1126/science.361.6403.658-a,776fa48cc39a90c2c5b7c86860becd66dcdd9874,https://doi.org/10.1126/science.361.6403.658-a,JournalArticle,unknown,8,brain; cortex; cortical; neuroscience; prefrontal; neuroscience term,"Neuroscience![Figure][1] Monkeys use sophisticated categorization strategies-for example, while selecting what to eat."
1904,"GREAT NORTHERN CENTRAL HOSPITAL.: A CASE OF SARCOMA OF THE PLEURA AND LUNG WITH CONSECUTIVE PERICARDITIS AND GROWTH IN BRAIN AND PANCREAS, PRESENTING UNUSUAL CLINICAL FEATURES",H. W. Syers,Unknown venue,1904-06-11,1,Clinical Neurology and Neurodegeneration,human,10.1016/S0140-6736(01)77159-0,927ba3ddf52b75d474081eb2522229c4b1f4be66,https://doi.org/10.1016/S0140-6736(01)77159-0,paper,unknown,4,brain; brain in title,
1904,Hygiene of Young Girls,Unknown authors,Atlanta journal-record of medicine,1904-11-01,1,Cognitive and Systems Neuroscience,,,0fe003221ad6dd5ed181a62a0f71868b09a4b470,https://www.semanticscholar.org/paper/0fe003221ad6dd5ed181a62a0f71868b09a4b470,JournalArticle,unknown,1,brain,"By the expression "" young girls "" is meant those approaching puberty."
1904,"Old and New Investigations upon the Brain [Alte und neue Untersuchungen über das Gehirn]. (Arch. f. Psychiat., B. 37, H. 2 and 3.) Hitzig, E.",W. W. Ireland,Unknown venue,1904-07-01,1,General Brain Science and Reviews,,10.1192/BJP.50.210.546,9bbf66e0fde3df3a3bfe44562e6e37eea7ac0ae4,https://doi.org/10.1192/BJP.50.210.546,paper,unknown,4,brain; brain in title,
1904,THE CUTANEOUS MANIFESTATIONS IN DIABETES INSIPIDUS.REPORTS OF THREE CASES.,A. W. Brayton,Unknown venue,1904-08-06,1,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1904.92500060001C,905561646c71aaf6bba4f1726a1d683b0f825013,https://doi.org/10.1001/JAMA.1904.92500060001C,paper,unknown,1,brain,Diabetes insipidus is a chronic disease characterized by the passage of large quantities of normal urine of low specific gravity.
1904,XXIII. A Study of the Development of the Nose and its Accessory Cavities,J. M. Ingersoll,Unknown venue,1904-06-01,1,"Brain Development, Plasticity, and Connectomics",,10.1177/000348940401300201,30790ec86bf864f9e0c76a6261e612291e63d729,https://doi.org/10.1177/000348940401300201,JournalArticle,unknown,1,brain,"This paper must be considered as only a preliminary one, for the field is so broad that the author has been unable to cover it exhaustively."
1904,"""Analogies between the phosphorized fats obtained from the brain and kidney,"" with exhibition of products",E. Dunham,Unknown venue,1904-09-01,0,"Cellular, Molecular, and Synaptic Neuroscience",non-human,10.3181/00379727-3-43,0acc7fac0f056bd9200b64a9ca5058660d0c2144,https://doi.org/10.3181/00379727-3-43,JournalArticle,unknown,4,brain; brain in title,So much attention has been directed to the protein constituents of protoplasm that it has become usual to regard proteins as the physical basis of life.
1904,"""Some facts showing that the brain educts termed phrenosin (1874) and cerebron (1900) were practically the same""",W. Gies,Unknown venue,1904-09-01,0,General Brain Science and Reviews,non-human,10.3181/00379727-3-49,5183aa92285f7b0d75fc7b07188039ae6394274e,https://doi.org/10.3181/00379727-3-49,JournalArticle,unknown,4,brain; brain in title,"of protagon, the author previously alluded to the probability that phrenosin and cerebron were identical.1 Thierfelder recently published in rejoinder some opinions to the contrary.2 Reëxamination of the facts in the case have convinced the writer that Thudichum's phrenosin, Gamgee's pseudocerebrin, Parcus's cerebrin, Kossel and Freytag's cerebrin, Thierfelder's cerebron and Koch's cerebrin were practically the same."
1904,"""The reactions of amphioxus to light""",G. Parker,Unknown venue,1904-09-01,0,General Brain Science and Reviews,non-human;stimulation,10.3181/00379727-3-36,dd57f314c002a8b8668f0d4193a6b33697cc1f08,https://doi.org/10.3181/00379727-3-36,JournalArticle,unknown,1,brain,"When strong light was thrown into a basin of sea-water containing many amphioxus, the whole assembly swam about in wild confusion."
1904,A case of brain abscess,L. O. Stratievskiy,Kazan medical journal,1904-07-11,0,General Brain Science and Reviews,non-human,10.17816/kazmj48344,f565ff2c65bb596c838cfce27ac5b20f715cb2f7,https://doi.org/10.17816/kazmj48344,paper,unknown,4,brain; brain in title,Abstracts. Surgery.A brain abscess is a disease.
1904,A CASE OF BULLET WOUND OF THE BRAIN,W. Sheen,Unknown venue,1904-09-17,0,General Brain Science and Reviews,,10.1016/S0140-6736(01)31884-6,48656799354412d131009822a342a7ca2a26c7db,https://doi.org/10.1016/S0140-6736(01)31884-6,paper,unknown,4,brain; brain in title,
1904,"A CASE OF CIKCULAB INSANITY STUDIED FROM CLINICAL, DIFFERENTIAL AND FORENSIC STANDPOINTS.",R. Dewey,Unknown venue,1904-04-30,0,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1904.92490630013001E,912716b8684ad916f63cd509b117c20eb05a5344,https://doi.org/10.1001/JAMA.1904.92490630013001E,paper,unknown,1,brain,"UCTION. The case of X. merits study from several points of view: First, with reference to diagnosis owing to the conflicting opinions expressed by experts during the patient's lifetime, as to the form of mental disease; also in a medicolegal sense, on account of the great number and variety of legal contests growing out of the patient's mental condition, in which he himself actively and often brilliantly participated."
1904,A CASE OF EPILEPSY WITH NECROTIC SOFTENING OF THE BRAIN DUE TO INJURY.,H. Abbott,Unknown venue,1904-11-01,0,Clinical Neurology and Neurodegeneration,,10.1016/S0140-6736(01)34678-0,368bc9130465bb142df85588be76b1b3b9f0a69f,https://doi.org/10.1016/S0140-6736(01)34678-0,paper,unknown,4,brain; brain in title,
