rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1925,THE EFFECT OF LESIONS OF THE HIND- AND MID-BRAIN ON MICTURITION IN THE CAT,F. Barrington,Unknown venue,1925-03-15,385,7,118.21,General Brain Science and Reviews,,Positions THE EFFECT OF LESIONS OF THE HIND- AND MID-BRAIN ON MICTURITION IN THE CAT within General Brain Science and Reviews.,high citation signal (385); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/EXPPHYSIOL.1925.SP000345,9b0d62064bc54a861b55b65a3883d725547f5f8a,https://doi.org/10.1113/EXPPHYSIOL.1925.SP000345,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1113/expphysiol.1925.sp000345,paper,unknown,brain; brain in title,
2,1925,MICROSCOPICAL OBSERVATIONS ON THE CIRCULATION OF THE BLOOD IN THE CEREBRAL CORTEX,H. Florey,Unknown venue,1925-03-01,163,2,101.8,General Brain Science and Reviews,,Positions MICROSCOPICAL OBSERVATIONS ON THE CIRCULATION OF THE BLOOD IN THE CEREBRAL CORTEX within General Brain Science and Reviews.,high citation signal (163),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/BRAIN/48.1.43,7618f12ead9aa27cd1cb574b86e5b6d955d894ef,https://doi.org/10.1093/BRAIN/48.1.43,,paper,unknown,cerebral; cortex; neuroscience term,
3,1925,POINTS OF VIEW CONCERNING FORE-BRAIN MORPHOLOGY IN HIGHER VERTEBRATES,Nils Holmgren,Unknown venue,1925-09-01,112,5,94.29,General Brain Science and Reviews,non-human,Positions POINTS OF VIEW CONCERNING FORE-BRAIN MORPHOLOGY IN HIGHER VERTEBRATES within General Brain Science and Reviews.,high citation signal (112),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/J.1463-6395.1925.TB00271.X,b1ef3ee5a6db0c82f3a002b0a500c5becc5b2be1,https://doi.org/10.1111/J.1463-6395.1925.TB00271.X,,paper,unknown,brain; brain in title,
4,1925,CONTRIBUTION TO THE MORPHOLOGY OF THE BRAIN OF CERATODUS,"Nils Holmgren, C. Horst",Unknown venue,1925-06-01,94,3,91.17,General Brain Science and Reviews,non-human,Positions CONTRIBUTION TO THE MORPHOLOGY OF THE BRAIN OF CERATODUS within General Brain Science and Reviews.,high citation signal (94),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1111/J.1463-6395.1925.TB00262.X,e027fb221aef6fe353e825cef437f1de587b1525,https://doi.org/10.1111/J.1463-6395.1925.TB00262.X,,paper,unknown,brain; brain in title,
5,1925,STUDIES ON THE ETIOLOGY OF HEARTWATER,E. V. Cowdry,Journal of Experimental Medicine,1925-07-31,88,4,95.0,General Brain Science and Reviews,non-human,"A Gram-negative, intracellular, coccus-like microorganism was found in cases of heartwater in the three species which are susceptible to the disease; namely, goats, sheep, and cattle.",high citation signal (88); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.42.2.231,6bbe0a2c28eb567e2d6a63fc0c53da4b84dd5bfd,https://doi.org/10.1084/jem.42.2.231,https://rupress.org/jem/article-pdf/42/2/231/1139703/231.pdf,JournalArticle,unknown,cerebral; cortex; neuroscience term,"A Gram-negative, intracellular, coccus-like microorganism was found in cases of heartwater in the three species which are susceptible to the disease; namely, goats, sheep, and cattle. It was absent in the case of control animals, both normal ones and those dying of some. other diseases. The presence of this microorganism was definitely related to the febrile reaction. It was most easily detected in the renal glomeruli and in the small capillaries of the cerebral cortex but probably occurred throughout the body. The microorganism was a typical endothelial parasite, being restricted in distribution to the endothelial cells of the smaller blood vessels and to portions of such elements which had broken off into the blood stream. It was never observed to cause injury to the cells other than those incident to mechanical distention through accumulation within them of many individuals in large densely packed masses which were characteristically spherical. A typical attribute was the presence of several of these masses within the cytoplasm of a single endothelial cell. In view of the association of this microorganism with heartwater, a disease of ruminants, and thus far the only one in which microorganisms resembling Rickettsiœ have been reported, the designation Rickettsia ruminantium is proposed."
6,1925,CLINICAL AND ANATOMICAL CONTRIBUTIONS ON BRAIN PATHOLOGY,"S. Henschen, W. F. Schaller",Unknown venue,1925-02-01,81,1,88.52,Clinical Neurology and Neurodegeneration,human,Positions CLINICAL AND ANATOMICAL CONTRIBUTIONS ON BRAIN PATHOLOGY within Clinical Neurology and Neurodegeneration.,high citation signal (81); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/ARCHNEURPSYC.1925.02200080073006,9dfd977127ec02b612ca288335ddec230252f804,https://doi.org/10.1001/ARCHNEURPSYC.1925.02200080073006,,Review,unknown,brain; brain in title,
7,1925,SPONGIOBLASTOMA MULTIFORME: A PRIMARY MALIGNANT FORM OF BRAIN NEOPLASM: ITS CLINICAL AND ANATOMIC FEATURES,"J. Globus, I. Strauss",Unknown venue,1925-08-01,78,1,87.85,Clinical Neurology and Neurodegeneration,human,Positions SPONGIOBLASTOMA MULTIFORME: A PRIMARY MALIGNANT FORM OF BRAIN NEOPLASM: ITS CLINICAL AND ANATOMIC FEATURES within Clinical Neurology and Neurodegeneration.,high citation signal (78); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/ARCHNEURPSYC.1925.02200140002001,9cf5e29d6b25bfd162f59149c90ed688a98e0829,https://doi.org/10.1001/ARCHNEURPSYC.1925.02200140002001,,paper,unknown,brain; brain in title,
8,1925,THE ANTIRACHITIC VALUE OF IRRADIATED PHYTOSTEROL AND CHOLESTEROL. I,"A. Hess, M. Weinstock, F. Helman",Unknown venue,1925-03-01,65,1,81.61,General Brain Science and Reviews,non-human,"getable oils acquire antirachitic potency by means of irradiation with the quartz mercury vapor lamp and, furthermore, that this quality is present in the non-saponifiable fraction and lacking in the saponifiable fracti0n.l As the main constituent of the nonsaponifiable fraction consists of phytosterol, the next step in this investigation was to ascertain whether phytosterol could be activated by means of irradiation.",high citation signal (65); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0021-9258(18)84999-7,2a266d16a717e4cc955c2ed1687497a9d5a6e0b5,https://doi.org/10.1016/s0021-9258(18)84999-7,https://doi.org/10.1016/s0021-9258(18)84999-7,paper,unknown,brain,"In previous communications it has been shown that vegetable oils acquire antirachitic potency by means of irradiation with the quartz mercury vapor lamp and, furthermore, that this quality is present in the non-saponifiable fraction and lacking in the saponifiable fracti0n.l As the main constituent of the nonsaponifiable fraction consists of phytosterol, the next step in this investigation was to ascertain whether phytosterol could be activated by means of irradiation. Accordingly, phytosterol was prepared from cottonseed oil. The unsaponifiable matter from 1 liter of oil was obtained by repeated saponification and dissolving with acetone. This product was then extracted with 95 per cent hot alcohol and the phytosterol repeatedly recrystallized in order to render it as pure as possible. In spite of numerous recrystallizations it could not be rendered absolutely pure. A 1 per cent suspension of this phytosterol in water was irradiated for a hour at a distance of 1 foot. It was then fed in 0.25 cc. per capita amounts to rats which were receiving the standard low phosphorus diet. As will be seen from Table I the irradiated preparation conferred protection, whereas the nonirradiated phytosterol did not protect against rickets. In the same way, experiments were carried out with cholesterol. The cholesterol was a crystalline preparation extracted from brain tissue. It had been repeatedly recrystallized; its crystals were sharply outlined and its melting point was about 147.5""C. These"
9,1925,Observations on the Specific Part of the Heterogenetic Antigen,"K. Landsteiner, P. Levene",Journal of Immunology,1925-07-01,32,0,69.14,General Brain Science and Reviews,non-human,The following are some preliminary results of studies on the heterogenetic antigen.,high citation signal (32); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.4049/jimmunol.10.4.731,bf5059f05a70f08e400a65c03da1d38816551b51,https://doi.org/10.4049/jimmunol.10.4.731,https://journals.aai.org/jimmunol/article-pdf/10/4/731/985698/ji0100040731.pdf,paper,unknown,brain,"The following are some preliminary results of studies on the heterogenetic antigen. It is known that the specific part of the antigen can be extracted with alcohol from the organs of various animals. The chemical nature of this substance has been studied by Kurt Meyer (1), and by Wernicke and Sordelli (2). Kurt Meyer regarded the active substance as one of the group of unsaturated phosphatides (lecithin, cephalin), whereas Wernicke and Sordelli considered it a cerebroside. In a recent communication, however, Sordelli, Wernicke and Deulafeu (3) report that after purifications with pyridine and afterwards with diluted acetone, the fractions correponding to the cerebrosides-phrenosine and cerasine-were the less active ones. In connection with these contentions, two facts are of interest. These are: In the first place the generally weaker content in heterogenetic substance of the white substance of the brain, as compared with the content of several other organs (4, 5), and second, the failure of the pure cerobrosides phrenosine and cerasine and of pure sphyngomyelin to react with Forssman's heterogenetic antibodies in the same manner as the active extracts."
10,1925,Weight of the brain and of the internal organs in American monkeys. With data on brain weight in other apes,A. Hrdlička,Unknown venue,1925-04-01,29,1,70.42,General Brain Science and Reviews,non-human,Positions Weight of the brain and of the internal organs in American monkeys. With data on brain weight in other apes within General Brain Science and Reviews.,high citation signal (29),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/AJPA.1330080207,f04932db65acf1c36c93319bd2db9243fbdef166,https://doi.org/10.1002/AJPA.1330080207,,paper,unknown,brain; brain in title,
