rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1908,THE STRUCTURE AND FUNCTIONS OF THE CEREBELLUM EXAMINED BY A NEW METHOD.,"V. Horsley, R. H. Clarke",Unknown venue,1908-05-01,795,10,122.23,General Brain Science and Reviews,,Positions THE STRUCTURE AND FUNCTIONS OF THE CEREBELLUM EXAMINED BY A NEW METHOD. within General Brain Science and Reviews.,high citation signal (795),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/BRAIN/31.1.45,21de8b6bd10cb4feb6a5a49411b8342a433c3e84,https://doi.org/10.1093/brain/31.1.45,https://www.semanticscholar.org/paper/21de8b6bd10cb4feb6a5a49411b8342a433c3e84,,,paper,unknown,cerebellum,
2,1908,Hallucinations,Unknown authors,The Hospital,1908-05-16,127,14,91.74,"EEG, MEG, and Electrophysiology",EEG;stimulation,tract between the two: it is thus a morbid process.,high citation signal (127),"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,bf5f36f7db7956389fea61d21f87fb8d9e029931,https://www.semanticscholar.org/paper/bf5f36f7db7956389fea61d21f87fb8d9e029931,https://www.semanticscholar.org/paper/bf5f36f7db7956389fea61d21f87fb8d9e029931,,,JournalArticle,unknown,cerebral,"tract between the two: it is thus a morbid process. In an illusion a sense organ is stimulated in the ordinary way by an object outside the body, and the stimulus is carried to the cerebral centre; but the intellect wrongly interprets the sensation. Both, it must be noticed, arise from the stimulation of a special sense. As an example, if a person looking into an empty street actually sees a black object go past when there is no object there, that is a visual hallucination; but if a piece of black cloth blows past, and the person believes that what he sees is a black dog, that is an illusion of sight. Amongst sane people hallucinations (except of the simplest kind)"
3,1908,ON THE CONNECTION OF THE INFERIOR OLIVES WITH THE CEREBELLUM IN MAN.,"G. Holmes, T. Stewart",Unknown venue,1908-05-01,112,2,90.09,General Brain Science and Reviews,,Positions ON THE CONNECTION OF THE INFERIOR OLIVES WITH THE CEREBELLUM IN MAN. within General Brain Science and Reviews.,high citation signal (112); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/BRAIN/31.1.125,455e874a341a486a727f491bcf13fd094299c2e3,https://doi.org/10.1093/brain/31.1.125,https://www.semanticscholar.org/paper/455e874a341a486a727f491bcf13fd094299c2e3,,,paper,unknown,cerebellum,
4,1908,"Youth: Its Education, Regimen, and Hygiene","W. Monroe, G. S. Hall, Frantesek Cada",The Psychological Clinic,1908-01-15,99,2,90.29,Cognitive and Systems Neuroscience,human;non-human,"tions devised or guided by adults Astronomy Athletic festivals in Greece Athletics as a conversation topic dangers and defects of records in Attention fostered by commando exercises rhythm in spontaneous Authority and adolescence Autobiographies of boyhood Automatisms motor, causes and kinds of control and serialization of danger of premature control of desirable Youth: Its Education, Regimen, and Hygiene CHAPTER XII.",high citation signal (99); open-access PDF metadata; human evidence signal,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.2307/2012171,96df8f3301010459916e66c0264d06b1756a5d21,https://doi.org/10.2307/2012171,https://www.semanticscholar.org/paper/96df8f3301010459916e66c0264d06b1756a5d21,,,paper,unknown,brain,"words, need of Accessory and fundamental movement Accuracy of memory overdone Activity of children, motor Adolescence biography and literature of characterized Agriculture Alternations of physical and psychic states Altruism of country children of woman, cutlet for Amphimixis, psychic, basis of Anger Anthropometry and ideal of gymnastics Arboreal life and the hand Art study Arts and crafts movement Associations devised or guided by adults Astronomy Athletic festivals in Greece Athletics as a conversation topic dangers and defects of records in Attention fostered by commando exercises rhythm in spontaneous Authority and adolescence Autobiographies of boyhood Automatisms motor, causes and kinds of control and serialization of danger of premature control of desirable Youth: Its Education, Regimen, and Hygiene CHAPTER XII. MORAL AND RELIGIOUS TRAINING 156 Bachelor women Basal muscles, development of Basal powers, development of Bathing Beauty, age of feminine Belief, habit and muscle determining Bible, the influence of, in adolescence methods of teaching study of, for girls study of, in German method of will training study of, order in study of, postponed study of, preparation for Biography and adolescence Blood vessels, expansion at puberty Blushing, characteristic of puberty Body training, Greek Botany Boxing Boys age of little affection in dangers of coeducation for differences between, and girls latitude in conduct and studies of, before puberty puberty in, characteristics of Brain action, unity in Bullying Bushido Cakewalk Castration, functional in women Catharsis, Aristotle's theory of Character and muscles Children faults and crimes of motor activity of motor defects of selfishness of Chivalry, medieval Chorea Christianity, muscular Chums and cronies Church, feminity in the City children vs. country children Civilized men, savages physically superior to Climbing hill muscles, age for exercise of Coeducation, dangers in College coeducation in English requirements of woman's ideal school and Combat, personal, as exercise Commando exercises restricted for girls Concentration Concreteness in modern language study, criticized Conduct mechanized of Italian schoolboys tabulated weather and Confessionalism of young women passional inducement to Conflict, see Combat Control nervous, through dancing of anger of brute instincts of children's movements Conversation, athletics in degeneration in, causes of Conversion Cooerdination loosened at adolescence inherited tendencies of muscular Corporal punishment Country children vs. city children Crime, juvenile causes of education and reading and Cruelty, a juvenile fault Culture heroes Dancing Deadly sins, the seven, vs. modern juvenile faults Debate and will−training Doll curve Domesticity Dramatic instinct of puberty Drawing, curve of stages of Dueling Education art in crime and industrial intellectual Youth: Its Education, Regimen, and Hygiene CHAPTER XII. MORAL AND RELIGIOUS TRAINING 157 manual moral and religious of boys of girls physical Effort, as a developing force Emotions dancing completest language of the religion directed to Endurance Energy and laziness English language and literature, pedagogy of pedagogic degeneration in, causes of requirements of college sense language, dangers of Ennui Erect position and true life Ethics, study of, criticized Ethical judgments of children Euphoria and exercise Evolution, movement as a measure of Exercise health and measurements and music and nascent periods and rhythm and Farm work Fatigue at puberty chores and not a cause for punishment play and restlessness expressive of result of labor with defective psychic impulsion rhythm of activity and will−culture and Faults of children Favorite sounds and words Fecundity of college women Femininity in the church in the school and college Feminists Fighting Flogging Foreign languages, dangers of France, religious training in Friendships of adolescence Fundamental and accessory Future life, as a school teaching Games groups Panhellenic Gangs, organized juvenile Genius, early development of Germany, will−training in Girl graduates aversion to marriage of fecundity of sterility of Girls and boys, differences between coeducation for, dangers of education of education of, humanistic education of, manners in education of, more difficult than of boys education of, nature in education of, regularity in education of, religion in ideal school and curriculum for overdrawing their energy Grammar, place of Greece, athletic festivals in Greek body training Group games Growth at puberty Youth: Its Education, Regimen, and Hygiene CHAPTER XII. MORAL AND RELIGIOUS TRAINING 158 gymnastics and its effect on of muscle structure and function, measure of periods rhythmic Gymnastics effect on growth, its ideal of, and anthropometry ideals, its four unharmonized, and military ideals and nascent periods and patriotism and proportion and measurement for, criticized Swedish Habits and muscle Hand and arboreal life Health, exercise and of girls Heredity, a factor in development High School, the coeducation in language study and Hill−climbing Historic interest, growth of Home, restraint of, detrimental Honor, among hoodlums in sports Hoodlums Hysteria Imagination, at puberty of children play and Individuality, growth of, at puberty Industrial education Industry and movement Inhibition Intellect, adolescence in Intemperance Knightly ideas of youth Knowing and doing Language, concreteness in, degeneration through dangers of, through eye and hand precision curve of vs. literature Latin, danger of Laughter Laziness and energy Lies Literary men, youth of women, youth of Literature and adolescence language vs. Machinery and movement Mammae, loss of function of Manners in girls' education Manual training defects and criticisms of difficulties of Marriage, dangers in delay of influenced by coeducation influenced by college training Mastery in art−craft, equipment for Maternity, dangers of deferred Measurements and exercise Memory, accuracy, age, and kinds of sex curve of types of Military drill ideals and gymnastics Mind and motility Money sense Monthly period and Sabbath Motherhood, training for Motor, activity, primitive automatisms defects of children defects, general economies powers, general growth of precocity psychoses, muscles and recaptulation Youth: Its Education, Regimen, and Hygiene CHAPTER XII. MORAL AND RELIGIOUS TRAINING 159 regularity Movement and industry Movements, passive precocity of Muscle tension and thought Muscles, per cent by weight of body character and motor psychoses and small, and thought will and Muscular Christianity Music and exercise Myths, study of Nascent periods and exercises Nature in girls' education"
5,1908,On the distribution of the different arteries supplying the human brain,C. Beevor,Unknown venue,1908-02-04,89,3,93.2,General Brain Science and Reviews,human,Positions On the distribution of the different arteries supplying the human brain within General Brain Science and Reviews.,high citation signal (89); open-access PDF metadata; human evidence signal,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1098/RSPB.1908.0004,a50bafc5b886509fe7e03f94706a3b0b0b75ffb4,https://doi.org/10.1098/rspb.1908.0004,https://www.semanticscholar.org/paper/a50bafc5b886509fe7e03f94706a3b0b0b75ffb4,,,paper,unknown,brain; brain in title,
6,1908,"Report Of A Case Of Melanosis Of The Brain, Cord And Meninges",R. C. Hamill,Unknown venue,1908-09-01,79,3,89.88,General Brain Science and Reviews,,"Positions Report Of A Case Of Melanosis Of The Brain, Cord And Meninges within General Brain Science and Reviews.",high citation signal (79); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00005053-190809000-00027,ffb631f7d9dfa74dc5493a4d276765c7f422ac0c,https://doi.org/10.1097/00005053-190809000-00027,https://www.semanticscholar.org/paper/ffb631f7d9dfa74dc5493a4d276765c7f422ac0c,,,paper,unknown,brain; brain in title,
7,1908,A comparison of the albino rat with man in respect to the growth of the brain and of the spinal cord,H. H. Donaldson,Unknown venue,1908-10-01,38,0,78.14,General Brain Science and Reviews,non-human,Positions A comparison of the albino rat with man in respect to the growth of the brain and of the spinal cord within General Brain Science and Reviews.,high citation signal (38); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/CNE.920180402,bd801b0f32f4f3fcb48482dd8bf8ebe1c1dfd4ac,https://doi.org/10.1002/cne.920180402,https://www.semanticscholar.org/paper/bd801b0f32f4f3fcb48482dd8bf8ebe1c1dfd4ac,,,paper,unknown,brain; brain in title,
8,1908,ON THE EFFECT OF COMPLETE ANEMIA OF THE CENTRAL NERVOUS SYSTEM IN DOGS RESUSCITATED AFTER RELATIVE DEATH,"G. Crile, D. H. Dolley",Journal of Experimental Medicine,1908-11-01,26,1,73.53,General Brain Science and Reviews,non-human,"To determine the limits of recovery after a total anemia of the central nervous system, a series of thirty dogs was killed by chloroform and resuscitated after varying times from three to fourteen minutes.",high citation signal (26); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.10.6.782,c1dd27bd2c12a2e37a75ab5ecf397c64a0780e1f,https://doi.org/10.1084/jem.10.6.782,https://www.semanticscholar.org/paper/c1dd27bd2c12a2e37a75ab5ecf397c64a0780e1f,,,JournalArticle,unknown,cortex; central nervous system; neuroscience term,"To determine the limits of recovery after a total anemia of the central nervous system, a series of thirty dogs was killed by chloroform and resuscitated after varying times from three to fourteen minutes. Under five minutes the recovery of function was rapid and strikingly free from the after effects which characterized longer periods. Of seven animals between the periods of five and six and one-half minutes, only one died apparently as a direct result of the anemia, but of twelve between the periods of seven minutes and eight and one-half minutes, only one, after seven and one-half minutes recovered. The remaining dogs all died. Further corroborative data are drawn from the previously published paper on the technique of resuscitation. Histological examination both of presumptive recoveries and fatal cases was made by ordinary methods and those of Nissl and Marchi. The neurocytes of the fatal cases uniformly presented the greatest change, not merely chromolytic but here and there definitely indicative of cell death. Marchi's method further supported these findings by proving the existence of fiber degeneration. Finally, showing the narrowness of the escape, the animal with best result in recovery, seven and one-half minutes in time, which at the end of four weeks had apparently entirely returned to a normal state, by the Marchi method had a degeneration of a number of fibers localized in the pyramidal fasciculi which were traced from the cord to the cortex, and in Flechsig's fasciculus, as well as a more sparsely scattered degeneration of both ascending and descending fibers elsewhere."
9,1908,"HEMIANESTHESIA TO PAIN AND TEMPERATURE AND LOSS OF EMOTIONAL EXPRESION ON THE RIGHT SIDE, WITH ATAXIA OF THE UPPER LIMB ON THE LEFT. THE SYMPTOMS PROBABLY DUE TO A LESION OF THE THALAMUS OR SUPERIOR PEDUNCLES",C. K. Mills,Unknown venue,1908-05-01,26,0,62.53,General Brain Science and Reviews,non-human,"Positions HEMIANESTHESIA TO PAIN AND TEMPERATURE AND LOSS OF EMOTIONAL EXPRESION ON THE RIGHT SIDE, WITH ATAXIA OF THE UPPER LIMB ON THE LEFT. THE SYMPTOMS PROBABLY DUE TO A LESION OF THE THALAMUS OR SUPERIOR PEDUNCLES within General Brain Science and Reviews.",high citation signal (26),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1097/00005053-190805000-00009,fbfe77bb20b4f1c3d3b64ee5d66fcb208504514f,https://doi.org/10.1097/00005053-190805000-00009,https://www.semanticscholar.org/paper/fbfe77bb20b4f1c3d3b64ee5d66fcb208504514f,,,paper,unknown,thalamus,
10,1908,STUDIES IN RESUSCITATION: IV. THE RETURN OF FUNCTION IN THE CENTRAL NERVOUS SYSTEM AFTER TEMPORARY CEREBRAL ANÆMIA,"F. H. Pike, C. Guthrie, G. N. Stewart",Journal of Experimental Medicine,1908-07-08,20,0,72.2,"Cerebrovascular, Metabolism, and Brain Injury",non-human;stimulation,"The experiments on cerebral anæmia have enabled us to duplicate, by an entirely different method, many of the results obtained by anatomical division or removal of parts of the central nervous system.",high citation signal (20); open-access PDF metadata,"Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.10.4.490,1e67786c1b0f783d78485b126844ab440ca9206a,https://doi.org/10.1084/jem.10.4.490,https://www.semanticscholar.org/paper/1e67786c1b0f783d78485b126844ab440ca9206a,,,JournalArticle,unknown,cerebral; cortex; central nervous system; neuroscience term,"The experiments on cerebral anæmia have enabled us to duplicate, by an entirely different method, many of the results obtained by anatomical division or removal of parts of the central nervous system. In some respects the method of anæmia permits of greater precision than the method of division or excision, and avoids, in great measure, the disturbances due to the wound and to the hemorrhage caused by the latter method. The method of general anæmia, as Couty pointed out long ago, leaves something to be desired in the matter of exact localization, but this objection may be met, in some degree at least, by appropriate methods of investigation. It is desirable that the results obtained by the method of section should be duplicated by some other method in order to eliminate as much as possible the effects due to the irritation produced by the anatomical lesion. Our results show, as we believe, that, of the bulbar mechanisms studied, the respiratory is the most automatic, the vasomotor in part automatic, and the cardiac like the swallowing mechanism, almost wholly dependent upon afferent impulses for the arousal and discharge of its normal activity. The eye reflexes return during the resuscitation period in the animals in which the cerebral anæmia has not been too prolonged. The motor cortex loses its excitability during anæmia, but may regain it after the reëstablishment of the circulation. The pilomotor mechanism is disturbed during the spasms which occur at a certain stage in the resuscitation. The temperature falls during the occlusion period, but rises again, often to far above normal, in the days following the anæmia. So many disturbing factors, such as the violent muscular contractions during spasms, enter into the problem that it is impossible to say that there is an actual disturbance of the temperature regulating mechanism although we are inclined to believe that this is the case. All the senses return, following cerebral anæmia, but sight and hearing may afterwards fail without causing the death of the animal. The mental processes may return without any apparent deficiency, if the period of anæmia has been short. After longer occlusion, apparent insanity has been seen, and in one case, apparent total loss of mental processes occurred. The reflex excitability of the cord returns rather early in the resuscitation period. Reflexes from the anterior part of the cord first involve muscles on the same side as the stimulus, and later cross to involve muscles of the opposite side. The spinal cord sometimes falls into much the same condition as that following spinal transection, and the scratch reflex appears. Spinal transection, when these reflexes have appeared, does not produce shock. Practically all phenomena of spinal shock may be reproduced without section of the cord. We conclude, therefore, that spinal shock is due more to the cutting off of the reflex pathways through the higher centers of the nervous system than to the stimulation of inhibitory fibers by the anæmia."
