rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1923,CONDITIONS DETERMINING THE TRANSPLANTABILITY OF TISSUES IN THE BRAIN,"James B. Murphy, E. Sturm",Journal of Experimental Medicine,1923-07-31,254,3,113.14,"Brain Stimulation, Neurotechnology, and BCI",non-human;stimulation,"In confirmation of Shirai's observation, we find that transplantable mouse tumors grow actively when inoculated into the brains of rats, guinea pigs, and pigeons, whereas subcutaneous or intramuscular grafts in the same animals fail.",high citation signal (254); open-access PDF metadata,"Small cohorts, invasive risk, device maintenance, and long-term stability remain major translation barriers.; Closed-loop effects are hard to separate from placebo, training, medication, and disease fluctuation.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.38.2.183,23fec40d15745736fd9ac8523a24f321b6f17b06,https://doi.org/10.1084/jem.38.2.183,https://europepmc.org/articles/pmc2128434?pdf=render,JournalArticle,unknown,brain; brain in title,"In confirmation of Shirai's observation, we find that transplantable mouse tumors grow actively when inoculated into the brains of rats, guinea pigs, and pigeons, whereas subcutaneous or intramuscular grafts in the same animals fail. This growth of foreign tissue in the brain, however, takes place only when the grafted material lies entirely in the brain tissue; if it comes in contact with the ventricle a cellular reaction takes place with resultant destruction of the graft. The growth of foreign tissue in the brain may be completely inhibited by simultaneous inoculations of a small bit of autologous but not by a bit of homologous spleen tissue. Mice highly immune to subcutaneous transplants of mouse cancer show no resistance to such tumors when the inoculation is made into the brain. Although the brain is without obvious power of resistance to implants of transplantable heteroplastic mouse tumors, yet grafts of spontaneous tumors fail to grow there even, as a rule, when tumor implanted and animal host are of the same species."
2,1923,The cerebellum of the frog,O. Larsell,Unknown venue,1923-12-01,133,2,90.16,General Brain Science and Reviews,,Positions The cerebellum of the frog within General Brain Science and Reviews.,high citation signal (133),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/CNE.900360202,da315530b1badda6f0da7001e3034a906ce7b860,https://doi.org/10.1002/CNE.900360202,,Review,unknown,cerebellum,
3,1923,LOCALIZATION OF BRAIN TUMORS: BY DETERMINATION OF THE ELECTRICAL RESISTANCE OF THE GROWTH,F. Grant,Unknown venue,1923-12-29,46,1,77.3,Clinical Neurology and Neurodegeneration,,Positions LOCALIZATION OF BRAIN TUMORS: BY DETERMINATION OF THE ELECTRICAL RESISTANCE OF THE GROWTH within Clinical Neurology and Neurodegeneration.,high citation signal (46),"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/JAMA.1923.02650260011004,c17ba8d874c879d27c908a34aea73d7d79e98e91,https://doi.org/10.1001/JAMA.1923.02650260011004,,paper,unknown,brain; brain in title,
4,1923,STUDIES BASED ON A MALIGNANT TUMOR OF THE RABBIT,"L. Pearce, W. Brown",Journal of Experimental Medicine,1923-05-31,34,0,72.2,General Brain Science and Reviews,non-human,The results of seven methods of transplantation of a malignant tumor of the rabbit are reported and contrasted with results obtained by intratesticular inoculation.,high citation signal (34); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.37.6.811,79a49ab1a7a29806cf4118d7d560632bbb5a61e5,https://doi.org/10.1084/jem.37.6.811,https://rupress.org/jem/article-pdf/37/6/811/1176533/811.pdf,JournalArticle,unknown,brain; cerebral,"The results of seven methods of transplantation of a malignant tumor of the rabbit are reported and contrasted with results obtained by intratesticular inoculation. It was found that inoculations made into the brain, the anterior chamber of the eye, and the muscles gave an almost uniform series of takes with the production of comparatively large and vigorously growing tumors. Intracutaneous inoculations were less favorable, while with subcutaneous, intravenous, and intraperitoneal inoculations, a growth was obtained in only 20 to 25 per cent of the animals. In contrast with the malignant course of the disease produced by testicular transplantation, the tumors produced by methods other than intracerebral inoculation were relatively benign. In all cases, the growth was of a purely local character; in some instances, there was invasion of the surrounding tissues with local or regional extension of the growth, but no metastases developed in distant organs. Tumors in the brain soon caused death as a result of pressure, and the ultimate fate of tumors in the eye was not determined, but the growth produced by other methods of local inoculation was of relatively short duration and terminated with spontaneous resolution. It was found that while a good growth could be obtained with material which had been subjected to repeated freezing, thawing, and grinding, the use of cell-free filtrates or desiccated tumor tissue gave negative results. In discussing the experiments reported, it was pointed out that there were three groups of factors which had played important parts in determining the results of transplantation. These were the capacity for growth of the tumor cells, animal resistance, and the advantage given the tumor or the animal by the use of a particular method of inoculation. From an analysis of the results obtained with reference to the operation of these factors, the conclusion was reached that while the quality of malignancy displayed by the tumor was conditioned upon the capacity for growth of the tumor cells, the degree of malignancy exhibited in any given instance was a function of animal resistance which was not entirely specific but corresponded closely with the ability of the animal to meet excess demands arising from other causes and, to this extent, represented an expression of the functional capacity of a mechanism which is concerned primarily with the maintenance of the general animal economy."
5,1923,VISUAL HALLUCINATIONS AS A CEREBRAL LOCALIZING PHENOMENON: WITH ESPECIAL REFERENCE TO THEIR OCCURRENCE IN TUMORS OF THE TEMPORAL LOBES,G. Horrax,Unknown venue,1923-11-01,31,0,64.38,General Brain Science and Reviews,,Positions VISUAL HALLUCINATIONS AS A CEREBRAL LOCALIZING PHENOMENON: WITH ESPECIAL REFERENCE TO THEIR OCCURRENCE IN TUMORS OF THE TEMPORAL LOBES within General Brain Science and Reviews.,high citation signal (31),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEURPSYC.1923.02190290043005,4f4c770b773989cef29d42eca06d73d5a6617a47,https://doi.org/10.1001/ARCHNEURPSYC.1923.02190290043005,,paper,unknown,cerebral,
6,1923,BRAIN LESIONS OF THE DOMESTIC RABBIT,J. E. Mccartney,Journal of Experimental Medicine,1923-12-31,28,0,87.21,"EEG, MEG, and Electrophysiology",EEG;ECoG;non-human,"Lesions of meningoencephalitis were found in 55 per cent of 372 rabbits comprising the laboratory stock regarded as healthy, others with snuffles or dying from different affections while being kept under observation, and still others which were employed for experimental purposes, such as tumor transplantation and Treponema pallidum inoculation.",high citation signal (28); open-access PDF metadata,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.39.1.51,6c87df2ad3ad2b645c1027a15f85f3a4b4e322ff,https://doi.org/10.1084/jem.39.1.51,https://europepmc.org/articles/pmc2128458?pdf=render,JournalArticle,unknown,brain; cerebral; cortex; ecog; brain in title; neuroscience term,"Lesions of meningoencephalitis were found in 55 per cent of 372 rabbits comprising the laboratory stock regarded as healthy, others with snuffles or dying from different affections while being kept under observation, and still others which were employed for experimental purposes, such as tumor transplantation and Treponema pallidum inoculation. None was injected intracerebrally. The lesions consist in the main of infiltration with mononuclear cells occurring around the blood vessels, in the meninges, in the cortex, and under the ependyma of the lateral ventricles, together with particular focal necrotic areas in the cortex. The incidence of these histopathological changes varies in different series of animals; in those supposedly normal and in rabbits inoculated with a transplantable tumor or with Treponema pallidum material, the percentage of positives was from 40 to 60; in those suffering from miscellaneous diseases, such as pneumonia, septicemia, etc., the percentage was 70, and in rabbits ill with snuffles, as many as 76 per cent were affected. Marked lesions were observed in 47.5 per cent of the total. The histopathological picture observed in these rabbits corresponds to those offered by a number of investigators as evidence of the transmission of certain nervous diseases of man to this animal. The accidental cerebral lesions in the rabbit, of a wide variety, and of frequent occurrence, are to be regarded as existing before any experimental procedure is begun. Their recognition is of the utmost importance in the interpretation of experimental results based on the presence of similar changes in this animal."
7,1923,STUDIES OF THE BRAIN STEM,"F. Rogers, R. W. Lackey",Unknown venue,1923-11-01,24,0,65.94,General Brain Science and Reviews,,Positions STUDIES OF THE BRAIN STEM within General Brain Science and Reviews.,high citation signal (24),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/AJPLEGACY.1923.66.3.453,bef9c3ff374595a5cedd56c2df94039a875a7fd1,https://doi.org/10.1152/AJPLEGACY.1923.66.3.453,,paper,unknown,brain; brain in title,
8,1923,BRAIN TUMORS IN YOUNG CHILDREN: A CLINICAL AND PATHOLOGIC STUDY,"M. Wollstein, F. Bartlett",Unknown venue,1923-04-01,21,0,64.84,Clinical Neurology and Neurodegeneration,human,Positions BRAIN TUMORS IN YOUNG CHILDREN: A CLINICAL AND PATHOLOGIC STUDY within Clinical Neurology and Neurodegeneration.,high citation signal (21); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1001/ARCHPEDI.1923.01920040002001,da10dcaecf1c9697cae3445f6b840e950acab018,https://doi.org/10.1001/ARCHPEDI.1923.01920040002001,,paper,unknown,brain; brain in title,
9,1923,"A PHARMACODYNAMIC ANALYSIS OF THE CEREBRAL EFFECTS OF ATROPIN, HOMATROPIN, SCOPOLAMIN AND RELATED DRUGS",D. I. Macht,Journal of Pharmacology and Experimental Therapeutics,1923-08-01,20,0,61.2,Cognitive and Systems Neuroscience,non-human;stimulation,"A study of atropin, scopolamin, homatropin and related compounds on the behavior of albino rats in the circular maze yielded the following results: 1.",high citation signal (20),"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/s0022-3565(25)05702-7,a9dfee2090fa37fccfea170a943067b617e797d6,https://doi.org/10.1016/s0022-3565(25)05702-7,,JournalArticle,unknown,brain; cerebral,"A study of atropin, scopolamin, homatropin and related compounds on the behavior of albino rats in the circular maze yielded the following results: 1. Small doses of atropin produced stimulation, while large doses produced depression of the cerebral functions. 2. Small doses of scopolamin produced stimulation, and larger doses produced depression, but the relative dosage of scopolamin was much smaller than that of atropin so that in most experiments a depressant effect was predominating. 3. The tropin molecule in the form of tropin hydrochloride is in small doses inactive, but larger doses of this compound produce a depressant effect. 4. Tropic acid in the form of a sodium salt produces no effect even in relatively large doses. 5. It would seem that the depressant or narcotic effects of atropin and scopolamin are due to the tropin and scopolin components respectively, and that these components are very greatly potentiated in their pharmacological activity by the chemical combination with tropic acid. 6. The laevo-gyrous varieties of both hyoscyamin and hyoscin (scopolamin) were found to be more active than the racemic varieties as studied on the behavior of rats in the circular maze. 7. Homatropin was found to be less depressant than atropin and the lesser toxicity of the same is probably due to the presence of the mandelic acid radical. 8. While the killing dose of atropin for rats is very high, the present investigation shows that the same animal is very sensitive to even minute doses of the alkaloid as regards the effect on the brain."
10,1923,"TUMORS OF THE BRAIN SIMULATING EPIDEMIC ENCEPHALITIS AND INVOLVING THE THIRD VENTRICLE, THE FOURTH VENTRICLE, AND THE BASAL GANGLIA: REPORT OF THREE CASES",H. L. Parker,Unknown venue,1923-07-01,19,0,65.92,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions TUMORS OF THE BRAIN SIMULATING EPIDEMIC ENCEPHALITIS AND INVOLVING THE THIRD VENTRICLE, THE FOURTH VENTRICLE, AND THE BASAL GANGLIA: REPORT OF THREE CASES within Cellular, Molecular, and Synaptic Neuroscience.",high citation signal (19),"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00005053-192307000-00001,61171dd5bee5ad495f92f470221a64a26987aada,https://doi.org/10.1097/00005053-192307000-00001,,paper,unknown,brain; basal ganglia; glia; brain in title,
