rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1906,Some racial peculiarities of the Negro brain,R. Bean,Unknown venue,1906-09-01,111,11,95.93,General Brain Science and Reviews,,Positions Some racial peculiarities of the Negro brain within General Brain Science and Reviews.,high citation signal (111); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1002/AJA.1000050402,bfb09a45b0cc1341fe4127c4d5d99043b5b5f3d2,https://doi.org/10.1002/AJA.1000050402,https://zenodo.org/record/1423437/files/article.pdf,paper,unknown,brain; brain in title,
2,1906,THE RESUSCITATION OF THE CENTRAL NERVOUS SYSTEM OF MAMMALS,"G. N. Stewart, C. Guthrie, R. Burns, F. H. Pike",Journal of Experimental Medicine,1906-03-26,38,0,77.34,"EEG, MEG, and Electrophysiology",ECoG;non-human,"The cerebral circulation was interrupted for periods of three to eighty-one minutes by ligation of the innominate and left subclavian arteries proximal to the origin of the vertebral, in ninety-three cats.",high citation signal (38); open-access PDF metadata,"Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.8.2.289,a610895aa5d1dab3cc4693045b5dc45a24d3303c,https://doi.org/10.1084/jem.8.2.289,https://rupress.org/jem/article-pdf/8/2/289/1184088/289.pdf,JournalArticle,unknown,brain; cerebral; ecog,"The cerebral circulation was interrupted for periods of three to eighty-one minutes by ligation of the innominate and left subclavian arteries proximal to the origin of the vertebral, in ninety-three cats. Eleven dogs were used in the earlier experiments. The eye reflexes disappear very quickly and a period of high blood pressure follows the occlusion immediately; vagus inhibition causes cardiac slowing and a fall in blood pressure, followed by a second rise after the vagus center succumbs to anaemia. Respiration stops temporarily (twenty to sixty seconds) after the beginning of occlusion, and then follows a series of strong gasps of the Cheyne-Stokes type, after which it stops until some time after the restoration of the cerebral circulation. The respiratory and vagus centers lose their power of functioning at approximately the same time. Asphyxial slowing of the heart may occur without the agency of the vagus center. The blood pressure slowly falls to a level which is maintained throughout the remainder of the period of occlusion. The anterior part of the cord and the encephalon lose all function; no reflexes are obtainable. The reflexes of the posterior part of the cord persist; the intravenous injection of strychnine does not affect the anterior part of the cord during the period of occlusion; but does affect the posterior portion of the cord. There is no secretion of tears or saliva, and the intra-ocular pressure is reduced. The blood pressure falls still more after release of the cerebra arteries, but soon begins to rise. The respiration returns suddenly, two to sixty minutes after restoration of the cerebral circulation, the first gasp being a strong one. The rate gradually increases until rapid enough for natural respiration. The eye reflexes and intra-ocular tension return more gradually, ten minutes to three hours after restoration of the cerebral circulation. The anterior part of the cord recovers its functions gradually. The first reflexes occur only on the same side as the stimulus, crossing of reflexes, to involve the other side, not occurring till later. As a rule, all reflexes return, and a short period of quiet follows. The anterior part of the cord again becomes irritable to strychnine, but succumbs to its action before the normal part. Spasms, of tonic, clonic, or mixed type, then appear, terminating in (a) death, (b) partial or (c) complete recovery. In partial recovery, disturbances of locomotion, such as walking in a circle, paralysis, dementia, loss of sight, hearing, and general intelligence, characterize the post-convulsive period. After complete recovery, there is a return to normal deportment. No gross lesions of the nervous system, other than a congested appearance of the previously anæmic area, were observed. Transection of the spinal cord stops the spasms below the level of section. Hemisection of the cord stops the spasms on the same side, below the level of section. Death, without any return of the reflexes after release of the cerebral arteries, has followed an occlusion of seven and one-half minutes. Respiration has returned after an occlusion of one hour. Five animals have recovered completely after an occlusion of seven minutes or more. Only one animal has recovered completely after an occlusion of fifteen minutes. No animal has recovered completely after an occlusion of twenty minutes. In Herzen's 26 resuscitation of an animal after several hours of cerebral anæmia, there must have been some anastomotic channels to the brain. Mayer's 27 limit of ten to fifteen minutes of cerebral anæmia, beyond which resuscitation is not practicable, is close to the correct one. It appears to us that, in cases of resuscitation two hours after cessation of the heart-beat, (Prus., loc.cit.) the auricles must have kept up a slow but, in some degree, an efficient movement of the blood through the brain. The truth of this suggestion might be tested by introducing some easily recognized, non-diffusible substance into a vein after the heart-beat ceases to affect a manometer, and later searching for it in the brain and other parts of the body. But, whatever the reason, cerebral anaemia in these cases must have been less complete than in our experiments. The histological alterations of the cord and brain are now being studied. The results will be published later."
3,1906,"CEREBRAL DECOMPRESSION.: PALLIATIVE OPERATIONS IN THE TREATMENT OF TUMORS OF THE BRAIN, BASED ON THE OBSERVATION OF FOURTEEN CASES.","W. G. Spiller, C. H. Frazier",Unknown venue,1906-09-08,23,0,68.4,General Brain Science and Reviews,non-human,"Positions CEREBRAL DECOMPRESSION.: PALLIATIVE OPERATIONS IN THE TREATMENT OF TUMORS OF THE BRAIN, BASED ON THE OBSERVATION OF FOURTEEN CASES. within General Brain Science and Reviews.",high citation signal (23),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1906.25210100016002D,a5f61686e14f1e22c1198e3cbc1db368d773e510,https://doi.org/10.1001/JAMA.1906.25210100016002D,,paper,unknown,brain; cerebral; brain in title,
4,1906,TYPES OF CONGENITAL SYMBOL AMBLYOPIA.,J. Claiborne,Unknown venue,1906-12-01,19,0,66.92,Cognitive and Systems Neuroscience,,"W. Pringle Morgan, 1 of Seaford, Sussex, England, was the first to point out that, in addition to the word-blindness which is the result of acquired cerebral lesion, there is a word-blindness congenital in nature which he has suggested is due to defective development of the word memory centers of the cerebral cortex.",high citation signal (19); open-access PDF metadata,"Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/JAMA.1906.25210220039001J,af127c908149bae2ba4fc1d98d07a9c563a41126,https://doi.org/10.1001/JAMA.1906.25210220039001J,https://zenodo.org/record/1891664/files/article.pdf,paper,unknown,cerebral; cortex; neuroscience term,"W. Pringle Morgan, 1 of Seaford, Sussex, England, was the first to point out that, in addition to the word-blindness which is the result of acquired cerebral lesion, there is a word-blindness congenital in nature which he has suggested is due to defective development of the word memory centers of the cerebral cortex. This communication was followed by those of Hinshelwood 2 and Nettleship, 3 Wernicke, 4 of Buenos Ayres, and others 5 the experience of all who have observed and studied these cases simply justifies the initial and simple conclusions of Morgan. The first American observer who has recorded any observations on this subject is A. Schapringer, of New York, who read a paper on the subject before the Section of Ophthalmology of the New York Academy of Medicine, Feb. 19, 1906. His paper on that occasion was followed by one by myself in which I referred to two"
5,1906,A CASE OF ORBITAL ENCEPHALOCELE WITH UNIQUE MALFORMATIONS OF THE BRAIN AND EYE,"J. Parsons, G. Coats",Unknown venue,1906-06-01,14,0,59.74,General Brain Science and Reviews,,Positions A CASE OF ORBITAL ENCEPHALOCELE WITH UNIQUE MALFORMATIONS OF THE BRAIN AND EYE within General Brain Science and Reviews.,high citation signal (14); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/BRAIN/29.2.209,f333863f7164210f7078d20044f882af97d358a7,https://doi.org/10.1093/BRAIN/29.2.209,https://zenodo.org/records/2229366/files/article.pdf,paper,unknown,brain; brain in title,
6,1906,NOTE ON APPARENT RE-REPRESENTATION IN THE CEREBRAL CORTEX OF THE TYPE OF SENSORY REPRESENTATION AS IT EXISTS IN THE SPINAL CORD,"C. Russel, V. Horsley",Unknown venue,1906-04-01,13,0,57.5,General Brain Science and Reviews,,Positions NOTE ON APPARENT RE-REPRESENTATION IN THE CEREBRAL CORTEX OF THE TYPE OF SENSORY REPRESENTATION AS IT EXISTS IN THE SPINAL CORD within General Brain Science and Reviews.,high citation signal (13),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/BRAIN/29.1.137,c00e921adb3ad53d87ff1069774a3320b5d7c732,https://doi.org/10.1093/BRAIN/29.1.137,,paper,unknown,cerebral; cortex; neuroscience term,
7,1906,OBSERVATIONS ON THE FUNCTIONS OF THE ASSOCIATION AREAS (CEREBRUM) IN MONKEYS.,S. Franz,Unknown venue,1906-11-03,9,0,58.05,Clinical Neurology and Neurodegeneration,human;non-human;stimulation,Our knowledge of the functions of the cerebrum has been obtained from studies of the effects of stimulation and destruction of the various parts of the organ.,high citation signal (9); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1906.25210180040001J,cf14b7418f2b4aa795c01701f3df17a60478553b,https://doi.org/10.1001/JAMA.1906.25210180040001J,https://zenodo.org/records/1902473/files/article.pdf,paper,unknown,cerebral; cortex; neuroscience term,"Our knowledge of the functions of the cerebrum has been obtained from studies of the effects of stimulation and destruction of the various parts of the organ. In this study both physiologists and clinicians have been engaged. Physiologists have spent most time in determining the effects of lesions, experimentally produced, and the motor accompaniments of stimuli of different kinds. The clinicians, including surgeons, neurologists and pathologists, have been able to observe in man the effects of destructions from accidents, disturbances of functions from emboli, thrombi and hemorrhages, and in some cases it has been found practicable to stimulate the cerebral cortex in man after the fashion of the physiologic experiments and thus to map out the muscular reactions represented in the cortex. PHYSIOLOGIC AND CLINICAL METHODS. Both the physiologic and the clinical methods have advantages and disadvantages. On animals the physiologist is enabled to limit the lesion, to repeat his"
8,1906,On the preparation of cholesterin from brain,O. Rosenheim,Journal of Physiology,1906-03-13,8,0,51.75,General Brain Science and Reviews,non-human,Positions On the preparation of cholesterin from brain within General Brain Science and Reviews.,high citation signal (8); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1113/jphysiol.1906.sp001143,ae825d03531f36b4257b5f8d28c3b5dc67dc171a,https://doi.org/10.1113/jphysiol.1906.sp001143,https://physoc.onlinelibrary.wiley.com/doi/pdfdirect/10.1113/jphysiol.1906.sp001143,JournalArticle,unknown,brain; brain in title,
9,1906,THE DIAGNOSIS AND LOCALISATION OF TUMOURS OF THE FRONTAL REGIONS OF THE BRAIN.,T. Stewart,Unknown venue,1906-11-03,8,0,50.55,General Brain Science and Reviews,,Positions THE DIAGNOSIS AND LOCALISATION OF TUMOURS OF THE FRONTAL REGIONS OF THE BRAIN. within General Brain Science and Reviews.,high citation signal (8); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/S0140-6736(01)31435-6,fd70c93417f5cca969ba71221af11e187e3ef19b,https://doi.org/10.1016/S0140-6736(01)31435-6,https://zenodo.org/record/1672706/files/article.pdf,paper,unknown,brain; brain in title,
10,1906,THE RELATIVE BRAIN-WEIGHT OF MAN AND WOMAN,K. Pearson,Unknown venue,1906-03-17,8,0,50.55,General Brain Science and Reviews,,Positions THE RELATIVE BRAIN-WEIGHT OF MAN AND WOMAN within General Brain Science and Reviews.,high citation signal (8); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1136/bmj.1.2359.650-b,32200450b020d006e27bebfff17a8147a026bcde,https://doi.org/10.1136/bmj.1.2359.650-b,https://www.bmj.com/content/bmj/1/2359/650.3.full.pdf,paper,unknown,brain; brain in title,
