rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1987,Implications of normal brain development for the pathogenesis of schizophrenia.,D. Weinberger,Archives of General Psychiatry,1987-07-01,3648,98,155.64,"Brain Development, Plasticity, and Connectomics",,"Positions Implications of normal brain development for the pathogenesis of schizophrenia. within Brain Development, Plasticity, and Connectomics.","high citation signal (3,648)","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHPSYC.1987.01800190080012,9a8c43adb9c82e7fce041660150cd70260d268c6,https://doi.org/10.1001/archpsyc.1987.01800190080012,https://www.semanticscholar.org/paper/9a8c43adb9c82e7fce041660150cd70260d268c6,,,JournalArticle,unknown,brain; brain in title,
2,1987,Glycine potentiates the NMDA response in cultured mouse brain neurons,"J. Johnson, P. Ascher",Nature,1987-02-05,3075,52,173.76,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Glycine potentiates the NMDA response in cultured mouse brain neurons within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (3,075); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/325529A0,e75178b89125ca6e8c6a3c31928ac2fbb3e23e78,https://doi.org/10.1038/325529a0,https://www.semanticscholar.org/paper/e75178b89125ca6e8c6a3c31928ac2fbb3e23e78,,,JournalArticle,unknown,brain; neuron; brain in title; neuroscience term,
3,1987,How brains make chaos in order to make sense of the world,"Ronald Rosenfeld, D. Touretzky",Behavioral and Brain Sciences,1987-06-01,1986,54,156.7,Cognitive and Systems Neuroscience,,Positions How brains make chaos in order to make sense of the world within Cognitive and Systems Neuroscience.,"high citation signal (1,986); recognized venue","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1017/S0140525X00047336,fa18cf2efa4c454da93178180258524f9a0add17,https://doi.org/10.1017/s0140525x00047336,https://www.semanticscholar.org/paper/fa18cf2efa4c454da93178180258524f9a0add17,,,paper,unknown,brain; brain in title,
4,1987,Small Differences in Intraischemic Brain Temperature Critically Determine the Extent of Ischemic Neuronal Injury,"R. Busto, Dalton Dietrich, Mordecai, Globus, I. Valdés, P. Scheinberg, et al.",Journal of Cerebral Blood Flow and Metabolism,1987-12-01,1866,36,155.78,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Small Differences in Intraischemic Brain Temperature Critically Determine the Extent of Ischemic Neuronal Injury within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,866); open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1038/jcbfm.1987.127,d381f8b94822ef9300c40a32c65bd94529fa4e14,https://doi.org/10.1038/jcbfm.1987.127,https://www.semanticscholar.org/paper/d381f8b94822ef9300c40a32c65bd94529fa4e14,,,JournalArticle,unknown,brain; neuron; brain in title; neuroscience term,
5,1987,Astrocytes induce blood-brain barrier properties in endothelial cells,"R. Janzer, M. Raff",Nature,1987-01-15,1662,27,153.49,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Astrocytes induce blood-brain barrier properties in endothelial cells within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,662); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/325253A0,43c552a21a1b64c60f57ca312b3aee24f8caa22b,https://doi.org/10.1038/325253a0,https://www.semanticscholar.org/paper/43c552a21a1b64c60f57ca312b3aee24f8caa22b,,,JournalArticle,unknown,brain; brain in title,
6,1987,Positron emission tomography study of human brain functional development,"H. Chugani, M. Phelps, J. Mazziotta",Annals of Neurology,1987-10-01,1586,54,153.85,Clinical Neurology and Neurodegeneration,human,Positions Positron emission tomography study of human brain functional development within Clinical Neurology and Neurodegeneration.,"high citation signal (1,586); recognized venue; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1002/ana.410220408,d45a5043f9ef81c43d81038e56dc6d09d516248c,https://doi.org/10.1002/ana.410220408,https://www.semanticscholar.org/paper/d45a5043f9ef81c43d81038e56dc6d09d516248c,,,JournalArticle,unknown,brain; brain in title,
7,1987,Experience and brain development.,"W. Greenough, J. Black, C. S. Wallace",Child Development,1987-06-01,1422,31,138.69,"Brain Development, Plasticity, and Connectomics",,"Positions Experience and brain development. within Brain Development, Plasticity, and Connectomics.","high citation signal (1,422)","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.2307/1130197,77991efe4235377034d9c46a86305e2f4af2e703,https://doi.org/10.2307/1130197,https://www.semanticscholar.org/paper/77991efe4235377034d9c46a86305e2f4af2e703,,,JournalArticle,unknown,brain; brain in title,
8,1987,Monte Carlo-minimization approach to the multiple-minima problem in protein folding.,"Z. Li, H. Scheraga",Proceedings of the National Academy of Sciences of the United States of America,1987-10-01,1296,16,146.02,General Brain Science and Reviews,,A Monte Carlo-minimization method has been developed to overcome the multiple-minima problem.,"high citation signal (1,296); recognized venue; open-access PDF metadata","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1073/PNAS.84.19.6611,9eec3698f6515884fd274113b4613545ba3cad33,https://doi.org/10.1073/pnas.84.19.6611,https://www.semanticscholar.org/paper/9eec3698f6515884fd274113b4613545ba3cad33,,,JournalArticle,unknown,brain,"A Monte Carlo-minimization method has been developed to overcome the multiple-minima problem. The Metropolis Monte Carlo sampling, assisted by energy minimization, surmounts intervening barriers in moving through successive discrete local minima in the multidimensional energy surface. The method has located the lowest-energy minimum thus far reported for the brain pentapeptide [Met5]enkephalin in the absence of water. Presumably it is the global minimum-energy structure. This supports the concept that protein folding may be a Markov process. In the presence of water, the molecules appear to exist as an ensemble of different conformations."
9,1987,Characterization and chromosomal localization of a cDNA encoding brain amyloid of Alzheimer's disease.,"D. Goldgaber, M. Lerman, O. McBride, U. Saffiotti, D. C. Gajdusek",Science,1987-02-20,1265,19,148.59,Clinical Neurology and Neurodegeneration,,Positions Characterization and chromosomal localization of a cDNA encoding brain amyloid of Alzheimer's disease. within Clinical Neurology and Neurodegeneration.,"high citation signal (1,265); recognized venue","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.3810169,eda7bbd091660a2676011cf0972475530cd86a64,https://doi.org/10.1126/science.3810169,https://www.semanticscholar.org/paper/eda7bbd091660a2676011cf0972475530cd86a64,,,JournalArticle; Study,unknown,brain; brain in title,
10,1987,Corticotropin-releasing factor-producing neurons in the rat activated by interleukin-1.,"F. Berkenbosch, J. V. Oers, A. Rey, F. Tilders, H. Besedovsky",Science,1987-10-23,1129,15,147.74,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions Corticotropin-releasing factor-producing neurons in the rat activated by interleukin-1. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (1,129); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/SCIENCE.2443979,6726012f9ae961dbafa2e3b934a1bf648814d41b,https://doi.org/10.1126/science.2443979,https://www.semanticscholar.org/paper/6726012f9ae961dbafa2e3b934a1bf648814d41b,,,JournalArticle,unknown,neuron; neuroscience term,
