rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1984,The Neurology of Eye Movements,M. Sanders,Unknown venue,1984-05-01,2362,225,145.82,Clinical Neurology and Neurodegeneration,,Positions The Neurology of Eye Movements within Clinical Neurology and Neurodegeneration.,"high citation signal (2,362)","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1136/BJO.68.5.370-B,632d2bea8d40b5590481a0de16afeffc3d41f359,https://doi.org/10.1136/BJO.68.5.370-B,,,,Review,unknown,neuroscience term,
2,1984,Brain potentials during reading reflect word expectancy and semantic association,"M. Kutas, S. Hillyard",Nature,1984-01-12,2214,118,158.65,General Brain Science and Reviews,,Positions Brain potentials during reading reflect word expectancy and semantic association within General Brain Science and Reviews.,"high citation signal (2,214); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/307161A0,ed64018397ece7cd5978d1399cadcb499231c46b,https://doi.org/10.1038/307161A0,,,,JournalArticle,unknown,brain; brain in title,
3,1984,Effects of parietal injury on covert orienting of attention,"M. Posner, J. Walker, F. J. Friedrich, R. Rafal",Journal of Neuroscience,1984-07-01,2123,93,164.5,Clinical Neurology and Neurodegeneration,single-cell;human;non-human,The cognitive act of shifting attention from one place in the visual field to another can be accomplished covertly without muscular changes.,"high citation signal (2,123); recognized venue; open-access PDF metadata; human evidence signal","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.04-07-01863.1984,0e6e8b7eaa183eaa4c2e7ac00214ec05ed865415,https://doi.org/10.1523/JNEUROSCI.04-07-01863.1984,,https://www.jneurosci.org/content/jneuro/4/7/1863.full.pdf,,JournalArticle,unknown,brain; neuroscience term,"The cognitive act of shifting attention from one place in the visual field to another can be accomplished covertly without muscular changes. The act can be viewed in terms of three internal mental operations: disengagement of attention from its current focus, moving attention to the target, and engagement of the target. Our results show that damage to the parietal lobe produces a deficit in the disengage operation when the target is contralateral to the lesion. Effects may also be found on engagement with the target. The effects of brain injury on disengagement of attention seem to be unique to the parietal lobe and do not appear to occur with our frontal, midbrain, and temporal control series. These results confirm the close connection between parietal lobes and selective attention suggested by single cell recording. They indicate more specifically the role that parietal function has on attention and suggest one mechanism of the effects of parietal lesions reported in clinical neurology."
4,1984,Glutamate: A Neurotransmitter in Mammalian Brain,F. Fonnum,Journal of Neurochemistry,1984-01-01,2043,59,145.21,General Brain Science and Reviews,,Positions Glutamate: A Neurotransmitter in Mammalian Brain within General Brain Science and Reviews.,"high citation signal (2,043)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1111/j.1471-4159.1984.tb09689.x,9d677cb96ff094e3eef7108224b67e7f9b8b6be3,https://doi.org/10.1111/j.1471-4159.1984.tb09689.x,,,,Review; JournalArticle,unknown,brain; brain in title,
5,1984,The Basal Ganglia,"J. McKenzie, R. Kemm, Lynette N. Wilcock",Advances in behavioral biology,1984,2006,156,140.88,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions The Basal Ganglia within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (2,006)","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1007/978-1-4684-1212-3,5e87fd477b44e61ff6274296d9e775cb3bc0eb5c,https://doi.org/10.1007/978-1-4684-1212-3,,,,paper,unknown,basal ganglia; glia,
6,1984,The neurology of eye movements,"R. Leigh, David S. Zee",Unknown venue,1984-02-01,1810,91,141.03,Clinical Neurology and Neurodegeneration,,Positions The neurology of eye movements within Clinical Neurology and Neurodegeneration.,"high citation signal (1,810)","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00006324-198402000-00014,25a586b1e2896b9e0b8feadc600ba6ec8cf8598a,https://doi.org/10.1097/00006324-198402000-00014,,,,Review,unknown,neuroscience term,
7,1984,Blockade of N-methyl-D-aspartate receptors may protect against ischemic damage in the brain.,"R. Simon, J. H. Swan, T. Griffiths, B. Meldrum",Science,1984-11-16,1721,15,154.12,General Brain Science and Reviews,,Positions Blockade of N-methyl-D-aspartate receptors may protect against ischemic damage in the brain. within General Brain Science and Reviews.,"high citation signal (1,721); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.6093256,0af720345fe57b67717706d100b21d673b72de90,https://doi.org/10.1126/SCIENCE.6093256,,,,JournalArticle,unknown,brain; brain in title,
8,1984,Release of endogenous Zn2+ from brain tissue during activity,"S. Y. Assaf, Shin-Ho Chung",Nature,1984-04-19,1138,30,146.68,General Brain Science and Reviews,,Positions Release of endogenous Zn2+ from brain tissue during activity within General Brain Science and Reviews.,"high citation signal (1,138); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/308734A0,b40b1bcb9523ebc247d689f8ed2d6ae8fdd8c8dd,https://doi.org/10.1038/308734A0,,,,JournalArticle,unknown,brain; brain in title,
9,1984,"Metabolism of the neurotoxic tertiary amine, MPTP, by brain monoamine oxidase.","K. Chiba, A. Trevor, N. Castagnoli",Biochemical and Biophysical Research Communications - BBRC,1984-04-30,1110,39,134.23,"Cerebrovascular, Metabolism, and Brain Injury",,"Positions Metabolism of the neurotoxic tertiary amine, MPTP, by brain monoamine oxidase. within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (1,110)","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0006-291X(84)91293-2,b4a1d35fe5bb1d9190e7052ccd3df8f2c91b4958,https://doi.org/10.1016/0006-291X(84)91293-2,,,,JournalArticle,unknown,brain; brain in title,
10,1984,Transferrin receptor on endothelium of brain capillaries,"W. Jefferies, M. Brandon, S. Hunt, Alan F. Williams, K. Gatter, D. Mason",Nature,1984-11-08,1035,30,144.98,General Brain Science and Reviews,,Positions Transferrin receptor on endothelium of brain capillaries within General Brain Science and Reviews.,"high citation signal (1,035); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1038/312162A0,d69900aa6da35e99984f2898a60fb4455bbc0f87,https://doi.org/10.1038/312162A0,,,,JournalArticle,unknown,brain; brain in title,
