rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1996,AFNI: software for analysis and visualization of functional magnetic resonance neuroimages.,R. Cox,"Computers and biomedical research, an international journal",1996-06-01,11171,2182,179.18,Neuroimaging and Brain Mapping,MRI;fMRI,Positions AFNI: software for analysis and visualization of functional magnetic resonance neuroimages. within Neuroimaging and Brain Mapping.,"high citation signal (11,171); open-access PDF metadata","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1006/CBMR.1996.0014,7637851628f397557344ce701a0a44830921ee44,https://doi.org/10.1006/CBMR.1996.0014,http://afni.nimh.nih.gov/pub/dist/doc/papers/afni_paper1.pdf,JournalArticle,unknown,neuroscience term,
2,1996,Microglia: a sensor for pathological events in the CNS.,G. Kreutzberg,Trends in Neurosciences,1996-08-01,4582,262,167.74,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Microglia: a sensor for pathological events in the CNS. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (4,582); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0166-2236(96)10049-7,27cfb44cfb51bc398075b9406eb4546298ed0fe9,https://doi.org/10.1016/0166-2236(96)10049-7,,Review; JournalArticle,unknown,glia; microglia,
3,1996,"Being There: Putting Brain, Body, and World Together Again",A. Clark,Unknown venue,1996-12-01,4368,327,158.88,General Brain Science and Reviews,,"Positions Being There: Putting Brain, Body, and World Together Again within General Brain Science and Reviews.","high citation signal (4,368)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.7551/mitpress/1552.001.0001,3f3527ffc3de56afefb0747877ed0179986809a8,https://doi.org/10.7551/mitpress/1552.001.0001,,paper,unknown,brain; brain in title,
4,1996,The Emotional Brain: The Mysterious Underpinnings of Emotional Life,Joseph E LeDoux,Unknown venue,1996-11-12,4311,140,159.84,"EEG, MEG, and Electrophysiology",EEG,"Positions The Emotional Brain: The Mysterious Underpinnings of Emotional Life within EEG, MEG, and Electrophysiology.","high citation signal (4,311)","Low signal-to-noise ratio, artifacts, and source-localization uncertainty complicate interpretation.; Many studies rely on controlled tasks and may not generalize to everyday behavior or clinical monitoring.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,1d9c0d6f42a5b2398dbd8c7a49385afb4e465770,https://www.semanticscholar.org/paper/1d9c0d6f42a5b2398dbd8c7a49385afb4e465770,,paper,unknown,brain; brain in title,
5,1996,Microstructural and physiological features of tissues elucidated by quantitative-diffusion-tensor MRI.,"P. Basser, C. Pierpaoli",Journal of Magnetic Resonance - Series B,1996,3639,231,150.8,Neuroimaging and Brain Mapping,MRI,Positions Microstructural and physiological features of tissues elucidated by quantitative-diffusion-tensor MRI. within Neuroimaging and Brain Mapping.,"high citation signal (3,639)","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1006/jmrb.1996.0086,2bab19d59e953df2e28cd9d868e769dfc448cc7f,https://doi.org/10.1006/jmrb.1996.0086,,JournalArticle,unknown,mri,
6,1996,Neurogenesis in the dentate gyrus of the adult rat: age-related decrease of neuronal progenitor proliferation,"H. Georg, Kuhn, Heather, Dickinson-Anson, Fred, H. Gage",Journal of Neuroscience,1996-03-15,3307,150,177.27,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,The hippocampus is one of the few areas of the rodent brain that continues to produce neurons postnatally.,"high citation signal (3,307); recognized venue; open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.16-06-02027.1996,24858dbe8234645ff9b453afaf7335cf492ce4b5,https://doi.org/10.1523/JNEUROSCI.16-06-02027.1996,https://www.jneurosci.org/content/jneuro/16/6/2027.full.pdf,JournalArticle; Study,unknown,brain; neuron; neural; hippocampus; neuroscience term,"The hippocampus is one of the few areas of the rodent brain that continues to produce neurons postnatally. Neurogenesis reportedly persists in rats up to 11 months of age. Using bromodeoxyuridine (BrdU) labeling, the present study confirms that in the adult rat brain, neuronal progenitor cells divide at the border between the hilus and the granule cell layer (GCL). In adult rats, the progeny of these cells migrate into the GCL and express the neuronal markers NeuN and calbindin-D28k. However, neurogenesis was drastically reduced in aged rats. Six-to 27-month-old Fischer rats were injected intraperitoneally with BrdU to detect newborn cells in vivo and to follow their fate in the dentate gyrus. When killed 4-6 weeks after BrdU labeling, 12- to 27- month-old rats exhibited a significant decline in the density of BrdU- positive cells in the granule cell layer compared with 6-month-old controls. Decreased neurogenesis in aging rats was accompanied by reduced immunoreactivity for poly-sialylated neural cell adhesion molecule, a molecule that is involved in migration and process elongation of developing neurons. When animals were killed immediately (12 hr) after BrdU injection, significantly fewer labeled cells were observed in the GCL and adjacent subgranular zone of aged rats, indicative of a decrease in mitotic activity of neuronal precursor cells. The reduced proliferation was not attributable to a general aged- related metabolic impairment, because the density of BrdU-positive cells was not altered in other brain regions with known mitotic activity (e.g., hilus and lateral ventricle wall). The decline in neurogenesis that occurs throughout the lifespan of an animal can thus be related to a decreasing proliferation of granule cell precursors."
7,1996,Synaptic Activity and the Construction of Cortical Circuits,"L. C. Katz, C. Shatz",Science,1996-11-15,3072,115,158.55,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Synaptic Activity and the Construction of Cortical Circuits within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (3,072); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.274.5290.1133,0c8ec6db3c5b78de4ea6d607529bb6015dd4df28,https://doi.org/10.1126/SCIENCE.274.5290.1133,,Review; JournalArticle,unknown,cortical,
8,1996,Spikes: Exploring the Neural Code,"F. Rieke, D. Warland, R. D. V. Steveninck, W. Bialek",Unknown venue,1996-11-15,2994,208,146.08,General Brain Science and Reviews,,Positions Spikes: Exploring the Neural Code within General Brain Science and Reviews.,"high citation signal (2,994)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,87378cc06871a3812a0543be46455597eb108443,https://www.semanticscholar.org/paper/87378cc06871a3812a0543be46455597eb108443,,Review,unknown,neural,
9,1996,The somatic marker hypothesis and the possible functions of the prefrontal cortex.,A. Damasio,"Philosophical transactions of the Royal Society of London. Series B, Biological sciences",1996-10-29,2864,167,165.29,Cognitive and Systems Neuroscience,,Positions The somatic marker hypothesis and the possible functions of the prefrontal cortex. within Cognitive and Systems Neuroscience.,"high citation signal (2,864); recognized venue","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1098/RSTB.1996.0125,78f0ea639ad18a1aa5247c1daffa5961b1e2ff82,https://doi.org/10.1098/RSTB.1996.0125,,Review; JournalArticle,unknown,cortex; prefrontal; neuroscience term,
10,1996,Diffusion tensor MR imaging of the human brain.,"C. Pierpaoli, P. Jezzard, P. Basser, A. Barnett, G. Di Chiro",Radiology,1996-12-01,2729,139,155.82,Neuroimaging and Brain Mapping,MRI;human,Positions Diffusion tensor MR imaging of the human brain. within Neuroimaging and Brain Mapping.,"high citation signal (2,729); open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1148/RADIOLOGY.201.3.8939209,f052fe997aed03a303a21247a84f975f5649b04a,https://doi.org/10.1148/RADIOLOGY.201.3.8939209,http://www.ajnr.org/cgi/reprint/21/9/1591.pdf,JournalArticle,unknown,brain; brain in title,
