rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1911,A System of Medicine,"Sir Clifford Allbutt, H. D. Rolleston",The Indian medical gazette,1911-02-01,140,0,92.28,General Brain Science and Reviews,non-human,"Allbutt and H. D. Rolleston. Vol. VIII. Macmillan & Co., Ld.",high citation signal (140),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1097/00000441-191102000-00010,2238fcfad763d9dfed3242d332a2f4582ae8f9db,https://doi.org/10.1097/00000441-191102000-00010,,Review,unknown,brain,"Allbutt and H. D. Rolleston. Vol. VIII. Macmillan & Co., Ld. 1910. Pi-ice, 25s. net. This great system of medicine is nearing completion. The eighth volume, on diseases of the brain and mental diseases, is before us and another volume only remains on diseases of the skin to complete the work. In the volume now under notice several important changes hare been made. The article on meningitis by Dr. Batten is quite new, though in it he has used statistics and illustrations given in Sir T. Barlow's splendid article on posterior basic meningitis in the first edition. Other new articles are Dr. Batten's on acute polioencephalitis, on recurrent paralysis by Dr. Michell Clarke, on aproxia and agnosia by Dr. J. Collin. The article on neurasthenia which was good before has now been revised and elaborated. It is impossible to adequately review in a short notice such a volume as this. The very names of the authors of the articles are a guarantee, but"
2,1911,DISTORTIONS OF THE VISUAL FIELDS IN CASES OF BRAIN TUMOR: (Second Paper) DYSCHROMATOPSIA IN RELATION TO STAGES OF CHOKED DISK,"H. Cushing, G. Heuer",Unknown venue,1911-07-15,113,0,100.65,Clinical Neurology and Neurodegeneration,human;non-human,"In a former paper, 1 introductory to this series, it was related that reliable perimetric observations had been possible in 123 patients in a series of 200 cases of cerebral tumors.",high citation signal (113); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/JAMA.1911.04260070204008,d83a7ec2059bc98367badd57ce6ef8d44e30fd97,https://doi.org/10.1001/JAMA.1911.04260070204008,https://zenodo.org/records/2459222/files/article.pdf,paper,unknown,brain; cerebral; brain in title,"In a former paper, 1 introductory to this series, it was related that reliable perimetric observations had been possible in 123 patients in a series of 200 cases of cerebral tumors. These had shown normal fields in twenty-seven instances a tendency toward hemianopsia in forty-two, and colorinterlacing or inversion (dyschromatopsia), with more or less symmetrical constriction, in fifty-three instances. It is our present purpose to give specific illustrations of the cases showing dyschromatopsia and to correlate them, so far as possible, with the stages of an advancing choked disk, especial emphasis being laid on the field deviations coincident with, or antecedent to, the earliest ophthalmoscopic changes. There have been ten cases of tumor which have shown color-interlacing, either in the total absence of a choked disk or with a very incipient process observable in the eye-grounds. As the reader will surmise, therefore, these represent cases in which definite localizing (irritative)"
3,1911,"THE CONTROL OF BLEEDING IN OPERATIONS FOR BRAIN TUMORS. WITH THE DESCRIPTION OF SILVER ""CLIPS"" FOR THE OCCLUSION OF VESSELS INACCESSIBLE TO THE LIGATURE",H. Cushing,Unknown venue,1911-07-01,109,0,96.81,Clinical Neurology and Neurodegeneration,non-human,"Positions THE CONTROL OF BLEEDING IN OPERATIONS FOR BRAIN TUMORS. WITH THE DESCRIPTION OF SILVER ""CLIPS"" FOR THE OCCLUSION OF VESSELS INACCESSIBLE TO THE LIGATURE within Clinical Neurology and Neurodegeneration.",high citation signal (109); open-access PDF metadata,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1097/00000658-191107000-00002,99fffaa788183c4761746776ed135740c62531bc,https://doi.org/10.1097/00000658-191107000-00002,https://zenodo.org/record/2477857/files/article.pdf,paper,unknown,brain; brain in title,
4,1911,The Control of Bleeding in Operations for Brain Tumors,Cushing,Unknown venue,1911-10-01,30,0,71.01,Clinical Neurology and Neurodegeneration,non-human,Positions The Control of Bleeding in Operations for Brain Tumors within Clinical Neurology and Neurodegeneration.,high citation signal (30),"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1097/00000441-191110000-00049,2c23861871122f15b21d9d03d5ad83e36e85a250,https://doi.org/10.1097/00000441-191110000-00049,,paper,unknown,brain; brain in title,
5,1911,"STUDIES IN THE PHYSIOLOGY OF THE NERVOUS SYSTEM. VIII. NEURAL BALANCE AND REFLEX REVERSAL, WITH A NOTE ON PROGRESSION IN THE DECEREBRATE GUINEA-PIG",T. Brown,Unknown venue,1911-01-16,29,0,64.42,General Brain Science and Reviews,non-human,"Positions STUDIES IN THE PHYSIOLOGY OF THE NERVOUS SYSTEM. VIII. NEURAL BALANCE AND REFLEX REVERSAL, WITH A NOTE ON PROGRESSION IN THE DECEREBRATE GUINEA-PIG within General Brain Science and Reviews.",high citation signal (29),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1113/EXPPHYSIOL.1911.SP000100,92e431f48d11de201f2b9c00f1878c341acc288d,https://doi.org/10.1113/EXPPHYSIOL.1911.SP000100,,paper,unknown,neural,
6,1911,"A comparison of the norway rat with the albino rat in respect to body length, brain weight, spinal cord weight and the percentage of water in both the brain and the spinal cord","H. H. Donaldson, S. Hatai",Unknown venue,1911-10-01,24,0,67.14,General Brain Science and Reviews,non-human,"Positions A comparison of the norway rat with the albino rat in respect to body length, brain weight, spinal cord weight and the percentage of water in both the brain and the spinal cord within General Brain Science and Reviews.",high citation signal (24),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/CNE.900210502,afd028c50985c54009fee66678020ee6256ae26e,https://doi.org/10.1002/CNE.900210502,,paper,unknown,brain; brain in title,
7,1911,"TUMORS OF THE PINEAL BODY: WITH AN ACCOUNT OF THE PINEAL SYNDROME, THE REPORT OF A CASE OF TERATOMA OF THE PINEAL AND ABSTRACTS OF ALL PREVIOUSLY RECORDED CASES OF PINEAL TUMORS","P. Bailey, S. Jelliffe",Unknown venue,1911-12-01,24,0,64.14,Clinical Neurology and Neurodegeneration,non-human,"Tumors of the pineal body are rare, and their symptoms often vague.",high citation signal (24); open-access PDF metadata,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/ARCHINTE.1911.00060120137007,9ff7da182f8e25aa0f52e3b6bbb2c0e9da1eabbd,https://doi.org/10.1001/ARCHINTE.1911.00060120137007,https://zenodo.org/record/1496774/files/article.pdf,paper,unknown,brain,"Tumors of the pineal body are rare, and their symptoms often vague. Like hypophyseal tumors, pineal (or epiphyseal) tumors, may give the general symptoms of brain tumor, with certain focal signs, and in addition, by interfering with physiological function, may bring about distinct and characteristic disturbances in nutrition. When these two separate and distinct classes of symptoms, namely, the neurological and metabolic, are present, the diagnosis becomes reasonably certain and operative removal becomes a possibility. The pineal body arises from a diverticulum of the roof of the third ventricle. As seen in the 3 to 4 months' embryo, it is a pear-shaped body, which in section shows a number of radiating compartments (lobuli), containing the parenchyma of the gland, irregularly separated by connective-tissue and vessels, which sink in from a connective-tissue capsule. Its connections with the rest of the mid-brain are extremely difficult to trace out, especially the"
8,1911,THE SYMPTOMATOLOGY OF TEMPOROSPHENOIDAL TUMORS,F. Kennedy,Unknown venue,1911-09-01,22,0,64.64,General Brain Science and Reviews,non-human,"INTRODUCTION In a paper on the ""Localization of Intracranial Tumors,"" Byrom Bramwell 1 has stated that in two cases reported by him in which the tumor involved the temporosphenoidal lobe, there were, practically speaking, no localizing symptoms: I have been in the habit of regarding the temporosphenoidal lobe as, par excellence, the silent area of the brain.",high citation signal (22); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/ARCHINTE.1911.00060090054002,54db834ab6f52095fae74a08a84688a35c98c527,https://doi.org/10.1001/ARCHINTE.1911.00060090054002,https://zenodo.org/record/1496714/files/article.pdf,paper,unknown,brain; cerebellum,"INTRODUCTION In a paper on the ""Localization of Intracranial Tumors,"" Byrom Bramwell 1 has stated that in two cases reported by him in which the tumor involved the temporosphenoidal lobe, there were, practically speaking, no localizing symptoms: I have been in the habit of regarding the temporosphenoidal lobe as, par excellence, the silent area of the brain. In the relative order with which they can be most easily and certainly diagnosed . . . I would place tumors in the following situations: (1 and 2) pons Varolii and medulla oblongata; (3) centrum ovale (cases in which the optic radiations of Gratiolet are directly implicated) ; (4) tumors of the occipital lobe, involving the half-vision center or the optic radiations; (5) tumors of the motor area, in which the tumor produces irritation and gives rise to localized epileptiform convulsions; (6) tumors of the cerebellum; (7) tumors of the frontal lobe; (8) tumors of"
9,1911,"Motor localisation in the brain of the gibbon, correlated with a histological examination","F. Mott, E. Schuster, C. Sherrington",Unknown venue,1911-07-03,16,0,59.0,General Brain Science and Reviews,,"Positions Motor localisation in the brain of the gibbon, correlated with a histological examination within General Brain Science and Reviews.",high citation signal (16),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1098/RSPB.1911.0047,8ea928f907c91b0bf8db7a5265b2bb36a39bde23,https://doi.org/10.1098/RSPB.1911.0047,,paper,unknown,brain; brain in title,
10,1911,Localisation of the motor area in the sheep's brain by the histological method,J. King,Unknown venue,1911-06-01,14,2,75.34,"Cellular, Molecular, and Synaptic Neuroscience",single-cell;non-human;stimulation,"Researches in cortical Iocalisation by faradic stimulation culminated in the brilliant experiments of Sherrington and Griinbaum, reported in 1901 and 1903, and the changes which their work necessitated in the generally accepted ideas as to the extent of the motor areas in the ape and monkey, brought into prominence the histological method of Lewis and Clark.",high citation signal (14); open-access PDF metadata; cell-resolution signal,"Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.900210305,811a8344fa38239802f82fb0b7b6d38eff5d5feb,https://doi.org/10.1002/cne.900210305,https://zenodo.org/record/1542065/files/article.pdf,paper,unknown,brain; cerebral; cortex; cortical; brain in title; neuroscience term,"Researches in cortical Iocalisation by faradic stimulation culminated in the brilliant experiments of Sherrington and Griinbaum, reported in 1901 and 1903, and the changes which their work necessitated in the generally accepted ideas as to the extent of the motor areas in the ape and monkey, brought into prominence the histological method of Lewis and Clark. This had long been neglected because its use had given results not wholly in agreement with those obtained by electrical excitation. Knowledge of brain topography has already been greatly extended by this the newest branch of cerebral anatomy, and used in conjunction with other methods, it promises to throw light upon important problems in cerebral physiology. Meynert, Exner and Wundt believed that all the cells of the cortex were morphologically and physiologically dike, and that differences in function were entirely dependent on the connections and associations of the cells (Brodmann). In the reaction from this doctrine the tendency has*probably been to lay too much stress on the specific functionsolindividual types and layers of cells. Brodmann enters an emphatic protest against this, insisting that only the most elementary kind of movement or sensory impression can take place from the stimulation of a single cell; more complicated functions cannot even be"
