rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,semanticScholarUrl,openAccessPdf,githubUrl,workType,language,relevanceReason,abstract
1,1931,Potential changes in the isolated brain stem of the goldfish,"E. Adrian, F. J. Buytendijk",Journal of Physiology,1931-02-25,165,2,103.02,General Brain Science and Reviews,,Positions Potential changes in the isolated brain stem of the goldfish within General Brain Science and Reviews.,high citation signal (165); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1113/jphysiol.1931.sp002720,b625f63e981f45995c162bee2bd94c0947f02b73,https://doi.org/10.1113/jphysiol.1931.sp002720,https://www.semanticscholar.org/paper/b625f63e981f45995c162bee2bd94c0947f02b73,,,JournalArticle; Review,unknown,brain; brain in title,
2,1931,CONGENITAL CEREBRAL CYSTS OF THE CAVUM SEPTI PELLUCIDI (FIFTH VENTRICLE) AND CAVUM VERGAE (SIXTH VENTRICLE): DIAGNOSIS AND TREATMENT,W. Dandy,Unknown venue,1931,120,5,88.32,General Brain Science and Reviews,,Positions CONGENITAL CEREBRAL CYSTS OF THE CAVUM SEPTI PELLUCIDI (FIFTH VENTRICLE) AND CAVUM VERGAE (SIXTH VENTRICLE): DIAGNOSIS AND TREATMENT within General Brain Science and Reviews.,high citation signal (120),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEURPSYC.1931.02230010056003,982d3f2a51826daa69da1cdff1d0b3248d0b22e6,https://doi.org/10.1001/archneurpsyc.1931.02230010056003,https://www.semanticscholar.org/paper/982d3f2a51826daa69da1cdff1d0b3248d0b22e6,,,paper,unknown,cerebral,
3,1931,THE USE OF MICE IN TESTS OF IMMUNITY AGAINST YELLOW FEVER,"Wilbur A. Sawyer, W. Lloyd",Journal of Experimental Medicine,1931-09-30,93,2,87.98,General Brain Science and Reviews,non-human,1. A method of testing sera for protective power against yellow fever is described and designated as the intraperitoneal protection test in mice.,high citation signal (93); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.54.4.533,147b9c43a64f6ec21774dd4e6e4263e3ff91e9c1,https://doi.org/10.1084/jem.54.4.533,https://www.semanticscholar.org/paper/147b9c43a64f6ec21774dd4e6e4263e3ff91e9c1,,,JournalArticle,unknown,brain,"1. A method of testing sera for protective power against yellow fever is described and designated as the intraperitoneal protection test in mice. 2. The test consists essentially of the inoculation of mice intra-peritoneally with yellow fever virus, fixed for mice, together with the serum to be tested, and the simultaneous injection of starch solution into the brain to localize the virus. If the serum lacks protective power the mice die of yellow fever encephalitis. 3. The test is highly sensitive. Consequently it is useful in epidemiological studies to determine whether individuals have ever had yellow fever and in tests to find whether vaccinated persons or animals have in reality been immunized. 4. When mice were given large intraperitoneal injections of yellow fever virus fixed for mice, the virus could be recovered from the blood for 4 days although encephalitis did not occur. If the brain was mildly injured at the time of the intraperitoneal injection, the symptoms of yellow fever encephalitis appeared 6 days later, but the virus was then absent from the blood. 5. Strains of white mice vary greatly in their susceptibility to yellow fever."
4,1931,The cerebral cortex in man,O. Foerster,Unknown venue,1931,84,1,89.97,General Brain Science and Reviews,,Positions The cerebral cortex in man within General Brain Science and Reviews.,high citation signal (84),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,e494b952a0d83ab3f5bede4b200caf1ce42b2f4b,https://www.semanticscholar.org/paper/e494b952a0d83ab3f5bede4b200caf1ce42b2f4b,https://www.semanticscholar.org/paper/e494b952a0d83ab3f5bede4b200caf1ce42b2f4b,,,paper,unknown,cerebral; cortex; neuroscience term,
5,1931,"METASTASES TO THE SKELETON, BRAIN AND SPINAL CORD FROM CANCER OF THE BREAST AND THE EFFECT OF RADIOTHERAPY.","M. Lenz, J. Freid",Annals of Surgery,1931,84,1,90.97,General Brain Science and Reviews,,"Positions METASTASES TO THE SKELETON, BRAIN AND SPINAL CORD FROM CANCER OF THE BREAST AND THE EFFECT OF RADIOTHERAPY. within General Brain Science and Reviews.",high citation signal (84); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1097/00000658-193101000-00036,0dd41da6e3009a28253e1d634354a50c691a47aa,https://doi.org/10.1097/00000658-193101000-00036,https://www.semanticscholar.org/paper/0dd41da6e3009a28253e1d634354a50c691a47aa,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1398734,,JournalArticle,unknown,brain; brain in title,
6,1931,"On the weight of the parts of the brain and on the percentage of water in them according to brain weight and to age, in albino and in wild Norway rats","H. H. Donaldson, S. Hatai",Unknown venue,1931-10-15,73,3,86.67,General Brain Science and Reviews,non-human,"Positions On the weight of the parts of the brain and on the percentage of water in them according to brain weight and to age, in albino and in wild Norway rats within General Brain Science and Reviews.",high citation signal (73),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1002/cne.900530202,327a276da992125de027206efa71442a40429cb7,https://doi.org/10.1002/cne.900530202,https://www.semanticscholar.org/paper/327a276da992125de027206efa71442a40429cb7,,,paper,unknown,brain; brain in title,
7,1931,THE CEREBRAL CIRCULATION: XIII. THE QUESTION OF END-ARTERIES OF THE BRAIN AND THE MECHANISM OF INFARCTION,S. Cobb,Unknown venue,1931-02-01,69,0,86.47,General Brain Science and Reviews,,Positions THE CEREBRAL CIRCULATION: XIII. THE QUESTION OF END-ARTERIES OF THE BRAIN AND THE MECHANISM OF INFARCTION within General Brain Science and Reviews.,high citation signal (69),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHNEURPSYC.1931.02230020059003,343a3924ec3d4ad09d937fcd0f355551f792ebd8,https://doi.org/10.1001/archneurpsyc.1931.02230020059003,https://www.semanticscholar.org/paper/343a3924ec3d4ad09d937fcd0f355551f792ebd8,,,paper,unknown,brain; cerebral; brain in title,
8,1931,CLINICAL AND ANATOMICAL STUDIES ON TWO CATS WITHOUT NEOCORTEX,"G. Schaltenbrand, S. Cobb",Unknown venue,1931,53,0,84.0,Clinical Neurology and Neurodegeneration,human,Positions CLINICAL AND ANATOMICAL STUDIES ON TWO CATS WITHOUT NEOCORTEX within Clinical Neurology and Neurodegeneration.,high citation signal (53); open-access PDF metadata; human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1093/BRAIN/53.4.449,8c514e15d41dcac79785ae7f98200e91083dc034,https://doi.org/10.1093/brain/53.4.449,https://www.semanticscholar.org/paper/8c514e15d41dcac79785ae7f98200e91083dc034,,,paper,unknown,cortex; neuroscience term,
9,1931,Brain Mechanisms and Intelligence: A Quantitative Study of Injuries to the Brain.,S. Fernberger,Unknown venue,1931,44,4,76.52,General Brain Science and Reviews,,Positions Brain Mechanisms and Intelligence: A Quantitative Study of Injuries to the Brain. within General Brain Science and Reviews.,high citation signal (44),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1037/H0063962,68943f151433ca344a17e2d473a0af1859c1d12b,https://doi.org/10.1037/h0063962,https://www.semanticscholar.org/paper/68943f151433ca344a17e2d473a0af1859c1d12b,,,paper,unknown,brain; brain in title,
10,1931,THE RELATION OF INJURY AND GLIOMA OF THE BRAIN,"H. L. Parker, J. Kernohan",Unknown venue,1931-08-22,38,2,73.94,General Brain Science and Reviews,,Positions THE RELATION OF INJURY AND GLIOMA OF THE BRAIN within General Brain Science and Reviews.,high citation signal (38),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/JAMA.1931.02730080027008,812cab717a214edf7b79a025921d9015b6f1b3dd,https://doi.org/10.1001/jama.1931.02730080027008,https://www.semanticscholar.org/paper/812cab717a214edf7b79a025921d9015b6f1b3dd,,,paper,unknown,brain; brain in title,
11,1931,A clinical study on positional nystagmus in cases of brain tumour,C. Nylén,Unknown venue,1931,36,0,74.2,Clinical Neurology and Neurodegeneration,human,Positions A clinical study on positional nystagmus in cases of brain tumour within Clinical Neurology and Neurodegeneration.,high citation signal (36); human evidence signal,"Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",,2a21647c2dbbcb80c6cc0465dd52dae64ddf464b,https://www.semanticscholar.org/paper/2a21647c2dbbcb80c6cc0465dd52dae64ddf464b,https://www.semanticscholar.org/paper/2a21647c2dbbcb80c6cc0465dd52dae64ddf464b,,,paper,unknown,brain; brain in title,
12,1931,A method of Staining the Brain for Macroscopic Study.,J. H. Mulligan,Journal of Anatomy,1931-07-01,36,0,73.0,General Brain Science and Reviews,,Positions A method of Staining the Brain for Macroscopic Study. within General Brain Science and Reviews.,high citation signal (36),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,f88c707677f2fb44201f6a27aef85a53ecfd449b,https://www.semanticscholar.org/paper/f88c707677f2fb44201f6a27aef85a53ecfd449b,https://www.semanticscholar.org/paper/f88c707677f2fb44201f6a27aef85a53ecfd449b,,,JournalArticle,unknown,brain; brain in title,
13,1931,"FACTORS DETERMINING THE DIFFERENTIATION OF THE CEREBRAL CORTEX IN SEA-LIVING MAMMALS (THE CETACEA). A STUDY OF THE BRAIN OF THE PORPOISE, TURSIOPS TRUNCATUS",O. Langworthy,Unknown venue,1931-06-01,35,0,82.5,General Brain Science and Reviews,,"Positions FACTORS DETERMINING THE DIFFERENTIATION OF THE CEREBRAL CORTEX IN SEA-LIVING MAMMALS (THE CETACEA). A STUDY OF THE BRAIN OF THE PORPOISE, TURSIOPS TRUNCATUS within General Brain Science and Reviews.",high citation signal (35),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1093/BRAIN/54.2.225,589f38484c1c134c6a9e1a8a51b0c4be9dd03dab,https://doi.org/10.1093/brain/54.2.225,https://www.semanticscholar.org/paper/589f38484c1c134c6a9e1a8a51b0c4be9dd03dab,,,paper,unknown,brain; cerebral; cortex; brain in title; neuroscience term,
14,1931,XIV. THE RESPIRATORY QUOTIENT OF THE BRAIN AND OF THE EXTREMITIES IN MAN,W. Lennox,Unknown venue,1931-10-01,35,1,73.7,General Brain Science and Reviews,non-human,Positions XIV. THE RESPIRATORY QUOTIENT OF THE BRAIN AND OF THE EXTREMITIES IN MAN within General Brain Science and Reviews.,high citation signal (35),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1001/ARCHNEURPSYC.1931.02230100035002,21cd3719340a339bac24cc65b05fa880e5c54e96,https://doi.org/10.1001/archneurpsyc.1931.02230100035002,https://www.semanticscholar.org/paper/21cd3719340a339bac24cc65b05fa880e5c54e96,,,paper,unknown,brain; brain in title,
15,1931,THE HISTOPATHOLOGY OF NUTRITIONAL ENCEPHALOMALACIA OF CHICKS,"A. Wolf, A. M. Pappenheimer",Journal of Experimental Medicine,1931-07-31,34,0,70.2,General Brain Science and Reviews,non-human,"Whatever may be the nature of the nutritive error or deficiency which in chicks is responsible for encephalomalacia, the immediate cause must be looked for in some agent or condition which impairs the capillary circulation of the brain.",high citation signal (34); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1084/jem.54.3.399,e054dfd130936448ff972812c25888283100d19c,https://doi.org/10.1084/jem.54.3.399,https://www.semanticscholar.org/paper/e054dfd130936448ff972812c25888283100d19c,,,JournalArticle,unknown,brain,"Whatever may be the nature of the nutritive error or deficiency which in chicks is responsible for encephalomalacia, the immediate cause must be looked for in some agent or condition which impairs the capillary circulation of the brain. The essential lesion is an ischemic necrosis, followed, if the animal survive, by reparative organization of the dead tissue."
16,1931,Further observations on the oxidation of lactic acid by brain tissue.,"C. Ashford, E. Holmes",Biochemical Journal,1931,33,2,74.47,General Brain Science and Reviews,,Positions Further observations on the oxidation of lactic acid by brain tissue. within General Brain Science and Reviews.,high citation signal (33); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1042/BJ0252028,32f20f01993412d6b532e389ed517b47fbb48f1d,https://doi.org/10.1042/bj0252028,https://www.semanticscholar.org/paper/32f20f01993412d6b532e389ed517b47fbb48f1d,,,JournalArticle,unknown,brain; brain in title,
17,1931,"A Comparative Study of the Brains in British Cyprinoids in Relation to their Habits of Feeding, with Special Reference to the Anatomy of the Medulla Oblongata",H. M. Evans,Unknown venue,1931-06-01,31,1,74.58,General Brain Science and Reviews,non-human,"Positions A Comparative Study of the Brains in British Cyprinoids in Relation to their Habits of Feeding, with Special Reference to the Anatomy of the Medulla Oblongata within General Brain Science and Reviews.",high citation signal (31); open-access PDF metadata,"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1098/RSPB.1931.0035,9869278556796225d358c11ed89c2c195fe1cdb8,https://doi.org/10.1098/rspb.1931.0035,https://www.semanticscholar.org/paper/9869278556796225d358c11ed89c2c195fe1cdb8,,,paper,unknown,brain; brain in title,
18,1931,HISTOLOGIC STUDIES OF THE BRAIN IN CASES OF FATAL INJURY TO THE HEAD: II. CHANGES IN THE CHOROID PLEXUS AND EPENDYMA,"C. W. Rand, C. Courville",Unknown venue,1931-09-01,31,0,70.38,General Brain Science and Reviews,,Positions HISTOLOGIC STUDIES OF THE BRAIN IN CASES OF FATAL INJURY TO THE HEAD: II. CHANGES IN THE CHOROID PLEXUS AND EPENDYMA within General Brain Science and Reviews.,high citation signal (31),"Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1001/ARCHSURG.1931.01160090002001,1819bc8add4803c00031b67bd5ce5b2556bd51ff,https://doi.org/10.1001/archsurg.1931.01160090002001,https://www.semanticscholar.org/paper/1819bc8add4803c00031b67bd5ce5b2556bd51ff,,,paper,unknown,brain; brain in title,
