year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
1911,A System of Medicine,"Sir Clifford Allbutt, H. D. Rolleston",The Indian medical gazette,1911-02-01,140,General Brain Science and Reviews,non-human,10.1097/00000441-191102000-00010,2238fcfad763d9dfed3242d332a2f4582ae8f9db,https://doi.org/10.1097/00000441-191102000-00010,Review,unknown,1,brain,"Allbutt and H. D. Rolleston. Vol. VIII. Macmillan & Co., Ld."
1911,DISTORTIONS OF THE VISUAL FIELDS IN CASES OF BRAIN TUMOR: (Second Paper) DYSCHROMATOPSIA IN RELATION TO STAGES OF CHOKED DISK,"H. Cushing, G. Heuer",Unknown venue,1911-07-15,113,Clinical Neurology and Neurodegeneration,human;non-human,10.1001/JAMA.1911.04260070204008,d83a7ec2059bc98367badd57ce6ef8d44e30fd97,https://doi.org/10.1001/JAMA.1911.04260070204008,paper,unknown,5,brain; cerebral; brain in title,"In a former paper, 1 introductory to this series, it was related that reliable perimetric observations had been possible in 123 patients in a series of 200 cases of cerebral tumors."
1911,"THE CONTROL OF BLEEDING IN OPERATIONS FOR BRAIN TUMORS. WITH THE DESCRIPTION OF SILVER ""CLIPS"" FOR THE OCCLUSION OF VESSELS INACCESSIBLE TO THE LIGATURE",H. Cushing,Unknown venue,1911-07-01,109,Clinical Neurology and Neurodegeneration,non-human,10.1097/00000658-191107000-00002,99fffaa788183c4761746776ed135740c62531bc,https://doi.org/10.1097/00000658-191107000-00002,paper,unknown,4,brain; brain in title,
1911,The Control of Bleeding in Operations for Brain Tumors,Cushing,Unknown venue,1911-10-01,30,Clinical Neurology and Neurodegeneration,non-human,10.1097/00000441-191110000-00049,2c23861871122f15b21d9d03d5ad83e36e85a250,https://doi.org/10.1097/00000441-191110000-00049,paper,unknown,4,brain; brain in title,
1911,"STUDIES IN THE PHYSIOLOGY OF THE NERVOUS SYSTEM. VIII. NEURAL BALANCE AND REFLEX REVERSAL, WITH A NOTE ON PROGRESSION IN THE DECEREBRATE GUINEA-PIG",T. Brown,Unknown venue,1911-01-16,29,General Brain Science and Reviews,non-human,10.1113/EXPPHYSIOL.1911.SP000100,92e431f48d11de201f2b9c00f1878c341acc288d,https://doi.org/10.1113/EXPPHYSIOL.1911.SP000100,paper,unknown,1,neural,
1911,"A comparison of the norway rat with the albino rat in respect to body length, brain weight, spinal cord weight and the percentage of water in both the brain and the spinal cord","H. H. Donaldson, S. Hatai",Unknown venue,1911-10-01,24,General Brain Science and Reviews,non-human,10.1002/CNE.900210502,afd028c50985c54009fee66678020ee6256ae26e,https://doi.org/10.1002/CNE.900210502,paper,unknown,4,brain; brain in title,
1911,"TUMORS OF THE PINEAL BODY: WITH AN ACCOUNT OF THE PINEAL SYNDROME, THE REPORT OF A CASE OF TERATOMA OF THE PINEAL AND ABSTRACTS OF ALL PREVIOUSLY RECORDED CASES OF PINEAL TUMORS","P. Bailey, S. Jelliffe",Unknown venue,1911-12-01,24,Clinical Neurology and Neurodegeneration,non-human,10.1001/ARCHINTE.1911.00060120137007,9ff7da182f8e25aa0f52e3b6bbb2c0e9da1eabbd,https://doi.org/10.1001/ARCHINTE.1911.00060120137007,paper,unknown,1,brain,"Tumors of the pineal body are rare, and their symptoms often vague."
1911,THE SYMPTOMATOLOGY OF TEMPOROSPHENOIDAL TUMORS,F. Kennedy,Unknown venue,1911-09-01,22,General Brain Science and Reviews,non-human,10.1001/ARCHINTE.1911.00060090054002,54db834ab6f52095fae74a08a84688a35c98c527,https://doi.org/10.1001/ARCHINTE.1911.00060090054002,paper,unknown,2,brain; cerebellum,"INTRODUCTION In a paper on the ""Localization of Intracranial Tumors,"" Byrom Bramwell 1 has stated that in two cases reported by him in which the tumor involved the temporosphenoidal lobe, there were, practically speaking, no localizing symptoms: I have been in the habit of regarding the temporosphenoidal lobe as, par excellence, the silent area of the brain."
1911,"Motor localisation in the brain of the gibbon, correlated with a histological examination","F. Mott, E. Schuster, C. Sherrington",Unknown venue,1911-07-03,16,General Brain Science and Reviews,,10.1098/RSPB.1911.0047,8ea928f907c91b0bf8db7a5265b2bb36a39bde23,https://doi.org/10.1098/RSPB.1911.0047,paper,unknown,4,brain; brain in title,
1911,Localisation of the motor area in the sheep's brain by the histological method,J. King,Unknown venue,1911-06-01,14,"Cellular, Molecular, and Synaptic Neuroscience",single-cell;non-human;stimulation,10.1002/cne.900210305,811a8344fa38239802f82fb0b7b6d38eff5d5feb,https://doi.org/10.1002/cne.900210305,paper,unknown,10,brain; cerebral; cortex; cortical; brain in title; neuroscience term,"Researches in cortical Iocalisation by faradic stimulation culminated in the brilliant experiments of Sherrington and Griinbaum, reported in 1901 and 1903, and the changes which their work necessitated in the generally accepted ideas as to the extent of the motor areas in the ape and monkey, brought into prominence the histological method of Lewis and Clark."
