year,title,authors,venue,publicationDate,citationCount,category,keywordTags,doi,sourceId,url,workType,language,relevanceScore,relevanceReason,abstractSnippet
1925,THE EFFECT OF LESIONS OF THE HIND- AND MID-BRAIN ON MICTURITION IN THE CAT,F. Barrington,Unknown venue,1925-03-15,385,General Brain Science and Reviews,,10.1113/EXPPHYSIOL.1925.SP000345,9b0d62064bc54a861b55b65a3883d725547f5f8a,https://doi.org/10.1113/EXPPHYSIOL.1925.SP000345,paper,unknown,4,brain; brain in title,
1925,MICROSCOPICAL OBSERVATIONS ON THE CIRCULATION OF THE BLOOD IN THE CEREBRAL CORTEX,H. Florey,Unknown venue,1925-03-01,163,General Brain Science and Reviews,,10.1093/BRAIN/48.1.43,7618f12ead9aa27cd1cb574b86e5b6d955d894ef,https://doi.org/10.1093/BRAIN/48.1.43,paper,unknown,5,cerebral; cortex; neuroscience term,
1925,POINTS OF VIEW CONCERNING FORE-BRAIN MORPHOLOGY IN HIGHER VERTEBRATES,Nils Holmgren,Unknown venue,1925-09-01,112,General Brain Science and Reviews,non-human,10.1111/J.1463-6395.1925.TB00271.X,b1ef3ee5a6db0c82f3a002b0a500c5becc5b2be1,https://doi.org/10.1111/J.1463-6395.1925.TB00271.X,paper,unknown,4,brain; brain in title,
1925,CONTRIBUTION TO THE MORPHOLOGY OF THE BRAIN OF CERATODUS,"Nils Holmgren, C. Horst",Unknown venue,1925-06-01,94,General Brain Science and Reviews,non-human,10.1111/J.1463-6395.1925.TB00262.X,e027fb221aef6fe353e825cef437f1de587b1525,https://doi.org/10.1111/J.1463-6395.1925.TB00262.X,paper,unknown,4,brain; brain in title,
1925,STUDIES ON THE ETIOLOGY OF HEARTWATER,E. V. Cowdry,Journal of Experimental Medicine,1925-07-31,88,General Brain Science and Reviews,non-human,10.1084/jem.42.2.231,6bbe0a2c28eb567e2d6a63fc0c53da4b84dd5bfd,https://doi.org/10.1084/jem.42.2.231,JournalArticle,unknown,5,cerebral; cortex; neuroscience term,"A Gram-negative, intracellular, coccus-like microorganism was found in cases of heartwater in the three species which are susceptible to the disease; namely, goats, sheep, and cattle."
1925,CLINICAL AND ANATOMICAL CONTRIBUTIONS ON BRAIN PATHOLOGY,"S. Henschen, W. F. Schaller",Unknown venue,1925-02-01,81,Clinical Neurology and Neurodegeneration,human,10.1001/ARCHNEURPSYC.1925.02200080073006,9dfd977127ec02b612ca288335ddec230252f804,https://doi.org/10.1001/ARCHNEURPSYC.1925.02200080073006,Review,unknown,4,brain; brain in title,
1925,SPONGIOBLASTOMA MULTIFORME: A PRIMARY MALIGNANT FORM OF BRAIN NEOPLASM: ITS CLINICAL AND ANATOMIC FEATURES,"J. Globus, I. Strauss",Unknown venue,1925-08-01,78,Clinical Neurology and Neurodegeneration,human,10.1001/ARCHNEURPSYC.1925.02200140002001,9cf5e29d6b25bfd162f59149c90ed688a98e0829,https://doi.org/10.1001/ARCHNEURPSYC.1925.02200140002001,paper,unknown,4,brain; brain in title,
1925,THE ANTIRACHITIC VALUE OF IRRADIATED PHYTOSTEROL AND CHOLESTEROL. I,"A. Hess, M. Weinstock, F. Helman",Unknown venue,1925-03-01,65,General Brain Science and Reviews,non-human,10.1016/s0021-9258(18)84999-7,2a266d16a717e4cc955c2ed1687497a9d5a6e0b5,https://doi.org/10.1016/s0021-9258(18)84999-7,paper,unknown,1,brain,"getable oils acquire antirachitic potency by means of irradiation with the quartz mercury vapor lamp and, furthermore, that this quality is present in the non-saponifiable fraction and lacking in the saponifiable fracti0n.l As the main constituent of the nonsaponifiable fraction consists of phytosterol, the next step in this investigation was to ascertain whether phytosterol could be activated by means of irradiation."
1925,Observations on the Specific Part of the Heterogenetic Antigen,"K. Landsteiner, P. Levene",Journal of Immunology,1925-07-01,32,General Brain Science and Reviews,non-human,10.4049/jimmunol.10.4.731,bf5059f05a70f08e400a65c03da1d38816551b51,https://doi.org/10.4049/jimmunol.10.4.731,paper,unknown,1,brain,The following are some preliminary results of studies on the heterogenetic antigen.
1925,Weight of the brain and of the internal organs in American monkeys. With data on brain weight in other apes,A. Hrdlička,Unknown venue,1925-04-01,29,General Brain Science and Reviews,non-human,10.1002/AJPA.1330080207,f04932db65acf1c36c93319bd2db9243fbdef166,https://doi.org/10.1002/AJPA.1330080207,paper,unknown,4,brain; brain in title,
1925,LIPOIDS AS THE GROWTH-INHIBITING FACTOR IN SERUM,"L. E. Baker, A. Carrel",Journal of Experimental Medicine,1925-07-31,25,General Brain Science and Reviews,,10.1084/jem.42.2.143,b607439d711a36ef9ed06359131e009c4777d1ce,https://doi.org/10.1084/jem.42.2.143,JournalArticle,unknown,1,brain,The growth-inhibiting action of serum has been shown to be due largely to the lipoids.
1925,THE CEREBRAL VASCULATURE: PRELIMINARY REPORT OF STUDY BY MEANS OF ROENTGEN RAY,T. Fay,Unknown venue,1925-06-06,25,General Brain Science and Reviews,,10.1001/JAMA.1925.02660490019008,80fc6b1077d0ea3d70820393efcafa87a2809dd7,https://doi.org/10.1001/JAMA.1925.02660490019008,paper,unknown,1,cerebral,
1925,DEVELOPMENTAL STUDY OF EXCITATORY AREAS IN THE CEREBRAL CORTEX OF THE OPOSSUM,"L. H. Weed, O. Langworthy",Unknown venue,1925-03-01,24,"Brain Development, Plasticity, and Connectomics",,10.1152/AJPLEGACY.1925.72.1.8,24328aed432c2874694862f6d3789d7e00958b47,https://doi.org/10.1152/AJPLEGACY.1925.72.1.8,paper,unknown,5,cerebral; cortex; neuroscience term,
1925,THE PROBLEM OF THE ETIOLOGY OF HERPES ZOSTER,"R. Cole, A. Kuttner",Journal of Experimental Medicine,1925-11-30,24,Neuroimaging and Brain Mapping,EEG;human;non-human,10.1084/jem.42.6.799,3b020f4c44604a5b0129f99c1115e75f512f00c5,https://doi.org/10.1084/jem.42.6.799,JournalArticle; Review,unknown,2,brain; cerebral,Attempts were made to produce lesions in.
1925,CEREBRAL PNEUMOGRAPHY: ITS DANGERS AND USES,W. Penfield,Unknown venue,1925-05-01,23,General Brain Science and Reviews,,10.1001/ARCHNEURPSYC.1925.02200110037003,c97b1d28f8dc43500f949b8beae900cd51da2eba,https://doi.org/10.1001/ARCHNEURPSYC.1925.02200110037003,paper,unknown,1,cerebral,
1925,CONTRIBUTIONS TO THE PATHOLOGY OF EXPERIMENTAL VIRUS ENCEPHALITIS,"S. Flexner, H. Amoss",Journal of Experimental Medicine,1925-01-31,23,Neuroimaging and Brain Mapping,EEG;stimulation,10.1084/jem.41.2.233,d694c8520593ba26d0b98931e9e9461ab6f5894e,https://doi.org/10.1084/jem.41.2.233,JournalArticle,unknown,1,brain,"In this paper we have sought to show that unequivocal strains of herpes virus exist in man, which, in the rabbit, exhibit a degree of encephalitogenic power not exceeded, and perhaps rarely equalled, by any strain of the so called encephalitis virus."
1925,ORGAN WEIGHTS OF NORMAL RABBITS,"W. Brown, L. Pearce, C. M. Van Allen",Journal of Experimental Medicine,1925-06-30,23,Cognitive and Systems Neuroscience,non-human,10.1084/jem.42.1.69,925fda41954ceca64cf8296771c6520abb37d3f3,https://doi.org/10.1084/jem.42.1.69,JournalArticle,unknown,1,brain,"In November, 1921, a systematic study of normal rabbits was undertaken as a part of a more general investigation dealing with the subject of the animal organism in relation to disease."
1925,CONTRIBUTIONS TO THE PATHOLOGY OF EXPERIMENTAL VIRUS ENCEPHALITIS,"S. Flexner, H. Amoss",Journal of Experimental Medicine,1925-01-31,22,"EEG, MEG, and Electrophysiology",EEG;human;non-human;stimulation,10.1084/jem.41.2.215,65f6acf72592341d2bbbe0b104e58ac7e9fd4f59,https://doi.org/10.1084/jem.41.2.215,JournalArticle,unknown,2,brain; neural,In this paper is given an account of an inoculable virus disease produced in the rabbit with cerebrospinal fluid taken from a case of vascular and neural syphilis.
1925,"EFFECT OF ORGANIC BRAIN AND SPINAL CORD CHANGES ON SUBARACHNOID SPACE, CHOROID PLEXUS AND CEREBROSPINAL FLUID",G. B. Hassin,Unknown venue,1925-10-01,22,General Brain Science and Reviews,,10.1001/ARCHNEURPSYC.1925.02200160035005,0cb15f01ec81e99dde102687d382c12cf3c4ce29,https://doi.org/10.1001/ARCHNEURPSYC.1925.02200160035005,paper,unknown,4,brain; brain in title,
1925,REACTIVE GLIOSIS IN A CASE OF BRAIN TUMOR,W. Freeman,Unknown venue,1925-11-01,19,Clinical Neurology and Neurodegeneration,,10.1001/ARCHNEURPSYC.1925.02200170072004,028a605c29fe08f11a9d2f64d9a46a8477911c56,https://doi.org/10.1001/ARCHNEURPSYC.1925.02200170072004,paper,unknown,4,brain; brain in title,
1925,LESIONS IN THE CEREBRAL CORTEX AND EXTENSION RIGIDITY IN CATS,"J. Olmsted, H. Logan",Unknown venue,1925-05-01,17,General Brain Science and Reviews,,10.1152/AJPLEGACY.1925.72.3.570,19c6f4338c2c695b047db1cd887b73c1a35bf076,https://doi.org/10.1152/AJPLEGACY.1925.72.3.570,paper,unknown,5,cerebral; cortex; neuroscience term,
1925,ACUTE SEROUS ENCEPHALITIS: A NEWLY RECOGNIZED DISEASE OF CHILDREN,"Charles L. Brown, D. Symmers",Unknown venue,1925-02-01,16,"EEG, MEG, and Electrophysiology",ECoG;human,10.1001/ARCHPEDI.1925.04120260022002,c1d20b8ae21c1259ed2beac30f73cdc6d2c78eb2,https://doi.org/10.1001/ARCHPEDI.1925.04120260022002,paper,unknown,1,ecog,
1925,PSYCHIC MANIFESTATIONS IN CASES OF BRAIN TUMORS,F. P. Moersch,Unknown venue,1925-04-01,15,Clinical Neurology and Neurodegeneration,,10.1176/AJP.81.4.705,ff28e7fef1c874f0acb46c260214350a0777a503,https://doi.org/10.1176/AJP.81.4.705,Review,unknown,4,brain; brain in title,
1925,A. REMOVAL OF CERTAIN DEEP-SEATED BRAIN TUMORS B. INTRACRANIAL APPROACH WITH CONCEALED INCISIONS,W. Dandy,Annals of Surgery,1925-10-01,12,Clinical Neurology and Neurodegeneration,,10.1097/00000658-192510010-00001,ef8fd5134d84abbd0529d737c2cd03cd45de88dc,https://doi.org/10.1097/00000658-192510010-00001,JournalArticle,unknown,4,brain; brain in title,
1925,ON THE CHEMICAL REGULATION OF RESPIRATION: II. A Quantitative Study of the Accumulation of Lactic Acid in the Isolated Brain During Anaerobic Conditions and the Rôle of Lactic Acid as a Continuous Regulator of Respiration,"D. McGinty, R. Gesell",Unknown venue,1925-12-01,12,General Brain Science and Reviews,non-human,10.1152/AJPLEGACY.1925.75.1.70,ba1971d713907e01e5c0ac6a92a83f37d2200ee3,https://doi.org/10.1152/AJPLEGACY.1925.75.1.70,paper,unknown,4,brain; brain in title,
1925,The acute toxicity of ephedrine.,K. K. Chen,Journal of Pharmacology and Experimental Therapeutics,1925-04-01,12,Clinical Neurology and Neurodegeneration,human;non-human,10.3181/00379727-22-193,18cb2433c12ab0b1a927c239915ca30698327c1a,https://doi.org/10.3181/00379727-22-193,JournalArticle,unknown,1,brain,"In our preliminary report, 1 , 2 mention was made concerning the toxicity of ephedrine in rats and rabbits."
1925,Ependymomas of the Lateral and Fourth Ventricles of the Brain.,"E. Hirsch, A. R. Elliott",American Journal of Pathology,1925-11-01,11,General Brain Science and Reviews,,,5b9badf1f7267720c779574cc8a5d15ee5c845d3,https://www.semanticscholar.org/paper/5b9badf1f7267720c779574cc8a5d15ee5c845d3,JournalArticle,unknown,4,brain; brain in title,
1925,CHANGES IN SIZE AND RELATIONS OF LATERAL VENTRICLES IN TUMORS OF BRAIN: A PRELIMINARY REPORT,"C. Elsberg, S. Silbert",Unknown venue,1925-10-01,10,General Brain Science and Reviews,,10.1001/ARCHNEURPSYC.1925.02200160056006,124589098cd6b38d503f60ada94bb222774affe7,https://doi.org/10.1001/ARCHNEURPSYC.1925.02200160056006,paper,unknown,4,brain; brain in title,
1925,CLOSED FORAMINA OF LUSCHKA IN THE BRAINS OF THE INSANE: THEIR INFLUENCE ON THE PATHOGENESIS OF THE PSYCHOSES,J. Bateman,Unknown venue,1925-11-01,9,General Brain Science and Reviews,,10.1001/ARCHNEURPSYC.1925.02200170037002,6bc53b61b2fbdb6822adc1885cbd1d9b3b69b0dd,https://doi.org/10.1001/ARCHNEURPSYC.1925.02200170037002,paper,unknown,4,brain; brain in title,
1925,CONTRIBUTIONS TO THE PATHOLOGY OF EXPERIMENTAL VIRUS ENCEPHALITIS,"S. Flexner, H. Amoss",Journal of Experimental Medicine,1925-02-28,9,"EEG, MEG, and Electrophysiology",EEG;human,10.1084/jem.41.3.357,02e0f1cc7491c609b17e69a773d48f8374ad6bcd,https://doi.org/10.1084/jem.41.3.357,JournalArticle,unknown,1,brain,Mild strains of the virus of herpes are described the action of which tends to be confined and local.
1925,THE SIGNIFICANCE OF BRAIN WEIGHT,H. H. Donaldson,Unknown venue,1925-03-01,9,General Brain Science and Reviews,,10.1001/ARCHNEURPSYC.1925.02200090099005,081d7229cca507c8852387fd5d6bc9be7a1106cc,https://doi.org/10.1001/ARCHNEURPSYC.1925.02200090099005,paper,unknown,4,brain; brain in title,
1925,STUDIES IN EXPERIMENTAL SYPHILIS,"A. Chesney, J. E. Kemp",Journal of Experimental Medicine,1925-06-30,8,"EEG, MEG, and Electrophysiology",EEG;non-human,10.1084/jem.42.1.33,a9c7ccc59abe2cc63bcad441965ce18be3fcb748,https://doi.org/10.1084/jem.42.1.33,JournalArticle,unknown,1,brain,"Simultaneous transfers to the testes of normal rabbits of circulating blood, heart muscle, liver, brain, spleen and bone marrow (mixed), inoculated testicle, and popliteal lymph nodes from a series of untreated syphilitic rabbits, demonstrated the persistence of the original infection unifomnly in the lymph nodes and less regularly in the liver, mixed spleen and bone marrow, and testis originally inoculated."
