rank,year,title,authors,venue,publicationDate,citationCount,influentialCitationCount,importanceScore,category,keywordTags,keyIdea,strengths,limitations,doi,sourceId,url,openAccessPdf,workType,language,relevanceReason,abstract
1,1992,Generation of neurons and astrocytes from isolated cells of the adult mammalian central nervous system.,"B. Reynolds, S. Weiss",Science,1992-03-27,5601,310,177.76,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,"Positions Generation of neurons and astrocytes from isolated cells of the adult mammalian central nervous system. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (5,601); recognized venue; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1126/SCIENCE.1553558,625c127af778f843362effe13ad99bb7fe207ea4,https://doi.org/10.1126/SCIENCE.1553558,,JournalArticle,unknown,neuron; neuroscience term,
2,1992,Isolation and structure of a brain constituent that binds to the cannabinoid receptor.,"W. Devane, L. Hanuš, A. Breuer, R. Pertwee, Lesley A. Stevenson, G. Griffin, et al.",Science,1992-12-18,5509,215,175.06,General Brain Science and Reviews,,Positions Isolation and structure of a brain constituent that binds to the cannabinoid receptor. within General Brain Science and Reviews.,"high citation signal (5,509); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.1470919,69abb0ccb542c486a45fa1780b36eb790119d777,https://doi.org/10.1126/SCIENCE.1470919,,JournalArticle,unknown,brain; brain in title,
3,1992,Dynamic magnetic resonance imaging of human brain activity during primary sensory stimulation.,"Ken K. Kwong, J. Belliveau, D. Chesler, Inna E. Goldberg, R. Weisskoff, B. Poncelet, et al.",Proceedings of the National Academy of Sciences of the United States of America,1992-06-15,4296,211,177.18,Neuroimaging and Brain Mapping,MRI;human;stimulation,Positions Dynamic magnetic resonance imaging of human brain activity during primary sensory stimulation. within Neuroimaging and Brain Mapping.,"high citation signal (4,296); recognized venue; open-access PDF metadata; human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1073/PNAS.89.12.5675,4661acd7af5d7f8708eba9522f588a84bde1d4a4,https://doi.org/10.1073/PNAS.89.12.5675,https://europepmc.org/articles/pmc49355?pdf=render,JournalArticle,unknown,brain; brain in title,
4,1992,Intrinsic signal changes accompanying sensory stimulation: functional brain mapping with magnetic resonance imaging.,"S. Ogawa, D. Tank, Ravi S. Menon, J. Ellermann, S. G. Kim, H. Merkle, et al.",Proceedings of the National Academy of Sciences of the United States of America,1992-07-01,3749,150,173.53,Neuroimaging and Brain Mapping,MRI;stimulation,Positions Intrinsic signal changes accompanying sensory stimulation: functional brain mapping with magnetic resonance imaging. within Neuroimaging and Brain Mapping.,"high citation signal (3,749); recognized venue; open-access PDF metadata","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Imaging conclusions can depend on acquisition, preprocessing, and model specification.",10.1073/PNAS.89.13.5951,e290990bcee511e6c6a7736a3981721086dcd059,https://doi.org/10.1073/PNAS.89.13.5951,https://europepmc.org/articles/pmc402116?pdf=render,JournalArticle,unknown,brain; brain in title,
5,1992,Structure and function of the brain serotonin system.,"B. Jacobs, E. Azmitia",Physiological Reviews,1992,2593,92,149.5,General Brain Science and Reviews,,Positions Structure and function of the brain serotonin system. within General Brain Science and Reviews.,"high citation signal (2,593)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1152/PHYSREV.1992.72.1.165,6c34300ef17ef18cf08a5031dc883e0d5aeff72f,https://doi.org/10.1152/PHYSREV.1992.72.1.165,,Review; JournalArticle,unknown,brain; brain in title,
6,1992,Molecular diversity of glutamate receptors and implications for brain function.,S. Nakanishi,Science,1992-10-23,2540,95,161.13,"Cellular, Molecular, and Synaptic Neuroscience",,"Positions Molecular diversity of glutamate receptors and implications for brain function. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (2,540); recognized venue","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.1329206,ebc3e04e914f5c690829520482b5ff74067a0b37,https://doi.org/10.1126/SCIENCE.1329206,,Review; JournalArticle,unknown,brain; brain in title,
7,1992,"NeuN, a neuronal specific nuclear protein in vertebrates.","R. J. Mullen, C. Buck, Alan M. Smith",Development,1992-09-01,2520,245,150.18,"Cellular, Molecular, and Synaptic Neuroscience",non-human,"Positions NeuN, a neuronal specific nuclear protein in vertebrates. within Cellular, Molecular, and Synaptic Neuroscience.","high citation signal (2,520)","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,0ed98a8eb9d766e857a32222cc394ee4c85aea0b,https://www.semanticscholar.org/paper/0ed98a8eb9d766e857a32222cc394ee4c85aea0b,,JournalArticle,unknown,neuron; neuroscience term,
8,1992,Brain Maps: Structure of the Rat Brain,L. Swanson,Unknown venue,1992-12-24,2255,251,148.18,General Brain Science and Reviews,non-human,Positions Brain Maps: Structure of the Rat Brain within General Brain Science and Reviews.,"high citation signal (2,255)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",,96c939995cad2d4ba005890eb707a9aed20c6b04,https://www.semanticscholar.org/paper/96c939995cad2d4ba005890eb707a9aed20c6b04,,Review,unknown,brain; brain in title,
9,1992,A Three-Dimensional Statistical Analysis for CBF Activation Studies in Human Brain,"K. Worsley, Alan C. Evans, Sean Marrett, P. Neelin",Journal of Cerebral Blood Flow and Metabolism,1992-11-01,2146,328,150.29,"Cerebrovascular, Metabolism, and Brain Injury",human,"Positions A Three-Dimensional Statistical Analysis for CBF Activation Studies in Human Brain within Cerebrovascular, Metabolism, and Brain Injury.","high citation signal (2,146); open-access PDF metadata; human evidence signal","Acute injury studies can be sensitive to timing, severity, comorbidity, and treatment heterogeneity.; Animal models may not capture human vascular risk, injury complexity, or rehabilitation context.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1038/jcbfm.1992.127,56a4126e0f7b6840fbbda9d4c081045411754d90,https://doi.org/10.1038/jcbfm.1992.127,https://journals.sagepub.com/doi/pdf/10.1038/jcbfm.1992.127,JournalArticle,unknown,brain; brain in title,
10,1992,Second Order Derivatives for Network Pruning: Optimal Brain Surgeon,"B. Hassibi, D. Stork",Neural Information Processing Systems,1992-11-30,2135,101,147.2,"Brain Development, Plasticity, and Connectomics",connectome,"Positions Second Order Derivatives for Network Pruning: Optimal Brain Surgeon within Brain Development, Plasticity, and Connectomics.","high citation signal (2,135)","Developmental and aging studies are sensitive to cohort composition, attrition, and longitudinal sampling intervals.; Network measures can depend heavily on parcellation, thresholding, and acquisition choices.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,a42954d4b9d0ccdf1036e0af46d87a01b94c3516,https://www.semanticscholar.org/paper/a42954d4b9d0ccdf1036e0af46d87a01b94c3516,,JournalArticle; Conference,unknown,brain; brain in title,
11,1992,Time course EPI of human brain function during task activation,"P. Bandettini, E. Wong, R. S. Hinks, R. Tikofsky, J. Hyde",Magnetic Resonance in Medicine,1992-06-01,1958,69,146.84,Neuroimaging and Brain Mapping,MRI;human,Positions Time course EPI of human brain function during task activation within Neuroimaging and Brain Mapping.,"high citation signal (1,958); human evidence signal","Scanner, protocol, site, and preprocessing variation can limit reproducibility across cohorts.; Associational imaging biomarkers often need stronger longitudinal or intervention evidence before causal claims are made.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1002/mrm.1910250220,a6f4a903143734a59417abf4470b208e3a9b13d0,https://doi.org/10.1002/mrm.1910250220,,JournalArticle,unknown,brain; brain in title,
12,1992,Histochemical mapping of nitric oxide synthase in the rat brain.,"S. Vincent, H. Kimura",Neuroscience,1992-02-01,1928,94,157.37,General Brain Science and Reviews,non-human,Positions Histochemical mapping of nitric oxide synthase in the rat brain. within General Brain Science and Reviews.,"high citation signal (1,928); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1016/0306-4522(92)90184-4,f7511ffc5d447f480fed6136cd6880f76bffa4b4,https://doi.org/10.1016/0306-4522(92)90184-4,,JournalArticle,unknown,brain; brain in title,
13,1992,The computational brain,"P. Churchland, T. Sejnowski",Computational neuroscience,1992,1881,62,155.72,General Brain Science and Reviews,,Positions The computational brain within General Brain Science and Reviews.,"high citation signal (1,881); recognized venue","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.7551/mitpress/11207.001.0001,e7409e0032ef940e983f54968b00b5e8dc0a8099,https://doi.org/10.7551/mitpress/11207.001.0001,,Review,unknown,brain; brain in title,
14,1992,Opioids excite dopamine neurons by hyperpolarization of local interneurons,"S. Johnson, R. North",Journal of Neuroscience,1992-02-01,1679,148,161.08,"Cellular, Molecular, and Synaptic Neuroscience",EEG;non-human,Increased activity of dopamine-containing neurons in the ventral tegmental area is necessary for the reinforcing effects of opioids and other abused drugs.,"high citation signal (1,679); recognized venue; open-access PDF metadata","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.12-02-00483.1992,3a9fc4f65c9eb96b2122bf5e103c49298df0b597,https://doi.org/10.1523/JNEUROSCI.12-02-00483.1992,https://www.jneurosci.org/content/jneuro/12/2/483.full.pdf,JournalArticle,unknown,brain; neuron; neuroscience term,"Increased activity of dopamine-containing neurons in the ventral tegmental area is necessary for the reinforcing effects of opioids and other abused drugs. Intracellular recordings from these cells in slices of rat brain in vitro showed that opioids do not affect the principal (dopamine-containing) neurons but hyperpolarize secondary (GABA- containing) interneurons. Experiments with agonists and antagonists selective for opioid receptor subtypes indicated that the hyperpolarization of secondary cells involved the mu-receptor. Most principal cells showed spontaneous bicuculline-sensitive synaptic potentials when the extracellular potassium concentration was increased from 2.5 to 6.5 or 10.5 mM; these were prevented by TTX and assumed to result from action potentials arising in slightly depolarized local interneurons. The frequency of these synaptic potentials, but not their amplitudes, was reduced by opioids selective for mu-receptors. It is concluded that hyperpolarization of the interneurons by opioids reduces the spontaneous GABA-mediated synaptic input to the dopamine cells. In vivo, this would lead to excitation of the dopamine cells by disinhibition, which would be expected to contribute to the positive reinforcement seen with mu-receptor agonists such as morphine and heroin."
15,1992,beta-Amyloid peptides destabilize calcium homeostasis and render human cortical neurons vulnerable to excitotoxicity,"M. Mattson, B. Cheng, D. Davis, K. Bryant, I. Lieberburg, R. Rydel",Journal of Neuroscience,1992-02-01,1642,25,164.68,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,"In Alzheimer's disease (AD), abnormal accumulations of beta-amyloid are present in the brain and degenerating neurons exhibit cytoskeletal aberrations (neurofibrillary tangles).","high citation signal (1,642); recognized venue; open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.12-02-00376.1992,0f0bd239de4d25e85095070ab4ecaa4319c4f9c4,https://doi.org/10.1523/JNEUROSCI.12-02-00376.1992,https://www.jneurosci.org/content/jneuro/12/2/376.full.pdf,JournalArticle,unknown,brain; cerebral; cortical; neuron; neuroscience term,"In Alzheimer's disease (AD), abnormal accumulations of beta-amyloid are present in the brain and degenerating neurons exhibit cytoskeletal aberrations (neurofibrillary tangles). Roles for beta-amyloid in the neuronal degeneration of AD have been suggested based on recent data obtained in rodent studies demonstrating neurotoxic actions of beta- amyloid. However, the cellular mechanism of action of beta-amyloid is unknown, and there is no direct information concerning the biological activity of beta-amyloid in human neurons. We now report on experiments in human cerebral cortical cell cultures that tested the hypothesis that beta-amyloid can destabilize neuronal calcium regulation and render neurons more vulnerable to environmental stimuli that elevate intracellular calcium levels. Synthetic beta-amyloid peptides (beta APs) corresponding to amino acids 1-38 or 25-35 of the beta-amyloid protein enhanced glutamate neurotoxicity in cortical cultures, while a peptide with a scrambled sequence was without effect. beta APs alone had no effect on neuronal survival during a 4 d exposure period. beta APs enhanced both kainate and NMDA neurotoxicity, indicating that the effect was not specific for a particular subtype of glutamate receptor. The effects of beta APs on excitatory amino acid (EAA)-induced neuronal degeneration were concentration dependent and required prolonged (days) exposures. The beta APs also rendered neurons more vulnerable to calcium ionophore neurotoxicity, indicating that beta APs compromised the ability of the neurons to reduce intracellular calcium levels to normal limits. Direct measurements of intracellular calcium levels demonstrated that beta APs elevated rest levels of calcium and enhanced calcium responses to EAAs and calcium ionophore. The neurotoxicity caused by EAAs and potentiated by beta APs was dependent upon calcium influx since it did not occur in calcium-deficient culture medium. Finally, the beta APs made neurons more vulnerable to neurofibrillary tangle-like antigenic changes induced by EAAs or calcium ionophore (i.e., increased staining with tau and ubiquitin antibodies). Taken together, these data suggest that beta-amyloid destabilizes neuronal calcium homeostasis and thereby renders neurons more vulnerable to environmental insults."
16,1992,Event-related brain potentials elicited by syntactic anomaly,"Lee Osterhout, P. Holcomb",Unknown venue,1992-12-01,1600,100,140.81,General Brain Science and Reviews,,Positions Event-related brain potentials elicited by syntactic anomaly within General Brain Science and Reviews.,"high citation signal (1,600)","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1016/0749-596X(92)90039-Z,e8ad21833558d72a4baa52137cafb53d304e971e,https://doi.org/10.1016/0749-596X(92)90039-Z,,paper,unknown,brain; brain in title,
17,1992,"The distribution of 13 GABAA receptor subunit mRNAs in the rat brain. I. Telencephalon, diencephalon, mesencephalon","W. Wisden, D. Laurie, H. Monyer, P. Seeburg",Journal of Neuroscience,1992-03-01,1572,98,173.89,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,"The expression patterns of 13 GABAA receptor subunit encoding genes (alpha 1-alpha 6, beta 1-beta 3, gamma 1-gamma 3, delta) were determined in adult rat brain by in situ hybridization.","high citation signal (1,572); recognized venue; open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.12-03-01040.1992,e372bc3caacd2bfb494833302a80db6b0baea258,https://doi.org/10.1523/JNEUROSCI.12-03-01040.1992,https://www.jneurosci.org/content/jneuro/12/3/1040.full.pdf,JournalArticle,unknown,brain; cortex; neuron; hippocampus; amygdala; cerebellum; brain in title; neuroscience term,"The expression patterns of 13 GABAA receptor subunit encoding genes (alpha 1-alpha 6, beta 1-beta 3, gamma 1-gamma 3, delta) were determined in adult rat brain by in situ hybridization. Each mRNA displayed a unique distribution, ranging from ubiquitous (alpha 1 mRNA) to narrowly confined (alpha 6 mRNA was present only in cerebellar granule cells). Some neuronal populations coexpressed large numbers of subunit mRNAs, whereas in others only a few GABAA receptor-specific mRNAs were found. Neocortex, hippocampus, and caudate-putamen displayed complex expression patterns, and these areas probably contain a large diversity of GABAA receptors. In many areas, a consistent coexpression was observed for alpha 1 and beta 2 mRNAs, which often colocalized with gamma 2 mRNA. The alpha 1 beta 2 combination was abundant in olfactory bulb, globus pallidus, inferior colliculus, substantia nigra pars reticulata, globus pallidus, zona incerta, subthalamic nucleus, medial septum, and cerebellum. Colocalization was also apparent for the alpha 2 and beta 3 mRNAs, and these predominated in areas such as amygdala and hypothalamus. The alpha 3 mRNA occurred in layers V and VI of neocortex and in the reticular thalamic nucleus. In much of the forebrain, with the exception of hippocampal pyramidal cells, the alpha 4 and delta transcripts appeared to codistribute. In thalamic nuclei, the only abundant GABAA receptor mRNAs were those of alpha 1, alpha 4, beta 2, and delta. In the medial geniculate thalamic nucleus, alpha 1, alpha 4, beta 2, delta, and gamma 3 mRNAs were the principal GABAA receptor transcripts. The alpha 5 and beta 1 mRNAs generally colocalized and may encode predominantly hippocampal forms of the GABAA receptor. These anatomical observations support the hypothesis that alpha 1 beta 2 gamma 2 receptors are responsible for benzodiazepine I (BZ I) binding, whereas receptors containing alpha 2, alpha 3, and alpha 5 contribute to subtypes of the BZ II site. Based on significant mismatches between alpha 4/delta and gamma mRNAs, we suggest that in vivo, the alpha 4 subunit contributes to GABAA receptors that lack BZ modulation."
18,1992,In vivo gene transfer with retroviral vector-producer cells for treatment of experimental brain tumors.,"K. Culver, Z. Ram, S. Wallbridge, H. Ishii, E. Oldfield, R. Blaese",Science,1992-06-12,1566,35,152.42,Clinical Neurology and Neurodegeneration,,Positions In vivo gene transfer with retroviral vector-producer cells for treatment of experimental brain tumors. within Clinical Neurology and Neurodegeneration.,"high citation signal (1,566); recognized venue","Clinical cohorts often differ in disease stage, comorbidity, treatment history, and follow-up duration.; Biomarkers may not transfer cleanly across populations, scanners, care settings, or diagnostic criteria.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",10.1126/SCIENCE.1317968,3f708639d1f40dce520e885d9f12567237e3d35c,https://doi.org/10.1126/SCIENCE.1317968,,JournalArticle,unknown,brain; brain in title,
19,1992,Interhemispheric inhibition of the human motor cortex.,"A. Ferbert, A. Priori, J. Rothwell, B. Day, J. Colebatch, C. Marsden",Journal of Physiology,1992-07-01,1510,159,143.97,General Brain Science and Reviews,human,Positions Interhemispheric inhibition of the human motor cortex. within General Brain Science and Reviews.,"high citation signal (1,510); open-access PDF metadata; human evidence signal","Broad reviews can dominate citation-ranked lists while obscuring narrower empirical advances.; Taxonomy boundaries are imperfect because many brain papers combine methods, scales, and diseases.; Human cohort effects can depend on recruitment, demographics, comorbidity, and measurement context.",10.1113/jphysiol.1992.sp019243,1cac377754cef554e7c97d3d5af96ca26ced3410,https://doi.org/10.1113/jphysiol.1992.sp019243,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1113/jphysiol.1992.sp019243,JournalArticle,unknown,cortex; neuroscience term,
20,1992,Attention and brain function,R. Näätänen,Unknown venue,1992,1329,92,137.47,Cognitive and Systems Neuroscience,,Positions Attention and brain function within Cognitive and Systems Neuroscience.,"high citation signal (1,329)","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Metadata-level ranking should be complemented with full-text expert review before strong claims are made.",,bf64e696c4ce2f4acaf2765084b3f98040264ab6,https://www.semanticscholar.org/paper/bf64e696c4ce2f4acaf2765084b3f98040264ab6,,paper,unknown,brain; brain in title,
21,1992,A functional anatomical study of unipolar depression,"W. Drevets, TO Videen, J. Price, S. Preskorn, S. Carmichael, M. Raichle",Journal of Neuroscience,1992-09-01,1321,44,162.76,Cognitive and Systems Neuroscience,non-human;connectome,The functional neuroanatomy of unipolar major depression was investigated using positron emission tomography to measure differences in regional cerebral blood flow (BF).,"high citation signal (1,321); recognized venue; open-access PDF metadata","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.12-09-03628.1992,9fbd7419a01624a9f30e0f0d928abf048b8792a7,https://doi.org/10.1523/JNEUROSCI.12-09-03628.1992,https://www.jneurosci.org/content/jneuro/12/9/3628.full.pdf,JournalArticle,unknown,cerebral; cortex; cortical; amygdala; prefrontal; neuroscience term,"The functional neuroanatomy of unipolar major depression was investigated using positron emission tomography to measure differences in regional cerebral blood flow (BF). A relatively homogeneous subject group was obtained using criteria for familial pure depressive disease (FPDD), which are based upon family history as well as upon symptoms and course. Because of the absence of certain knowledge about the pathophysiology of mood disorders and their underlying functional neuroanatomy, we used data obtained from the subtraction of composite images from one-half of depressed and control subjects to identify candidate regions of interest. The major cortical region defined in this manner was statistically tested on a second set of subjects. Using this strategy, we found increased BF in an area that extended from the left ventrolateral prefrontal cortex onto the medial prefrontal cortical surface. Based upon the connectivity between these portions of the prefrontal cortex and the amygdala and evidence that the amygdala is involved in emotional modulation, activity was measured in the left amygdala and found to be significantly increased in the depressed group. A separate group of subjects with FPDD who were currently asymptomatic were also imaged to determine whether these findings represented abnormalities associated with the depressed state, or with a trait difference that might underlie the tendency to become depressed. Only the depressed group had increased activity in the left prefrontal cortex, suggesting that this abnormality represents a state marker of FPDD. Both the depressed and the remitted groups demonstrated increased activity in the left amygdala, though this difference achieved significance only in the depressed group. This suggests that the abnormality involving the left amygdala may represent a trait marker of FPDD, though further assessment in a larger sample size is necessary to establish this. These data along with other evidence suggest that a circuit involving the prefrontal cortex, amygdala, and related parts of the striatum, pallidum, and medial thalamus is involved in the functional neuroanatomy of depression."
22,1992,Estradiol mediates fluctuation in hippocampal synapse density during the estrous cycle in the adult rat [published erratum appears in J Neurosci 1992 Oct;12(10):following table of contents],"C. Woolley, B. Mcewen",Journal of Neuroscience,1992-07-01,1279,46,156.18,"Cellular, Molecular, and Synaptic Neuroscience",human;non-human,We have found that the density of synapses in the stratum radiatum of the hippocampal CA1 region in the adult female rat is sensitive to estradiol manipulation and fluctuates naturally as the levels of ovarian steroids vary during the 5 d estrous cycle.,"high citation signal (1,279); recognized venue; open-access PDF metadata; human evidence signal","Cellular mechanisms can be difficult to connect directly to whole-brain dynamics or human behavior.; Single-cell sampling, dissociation, alignment, and batch effects can bias inferred cell populations.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1523/JNEUROSCI.12-07-02549.1992,bf5cdb8c4ca9f3e48085fe3821192193d1658ff6,https://doi.org/10.1523/JNEUROSCI.12-07-02549.1992,https://www.jneurosci.org/content/jneuro/12/7/2549.full.pdf,JournalArticle,unknown,brain; synapse; neuroscience term,"We have found that the density of synapses in the stratum radiatum of the hippocampal CA1 region in the adult female rat is sensitive to estradiol manipulation and fluctuates naturally as the levels of ovarian steroids vary during the 5 d estrous cycle. In both cases, low levels of estradiol are correlated with lower synapse density, while high estradiol levels are correlated with a higher density of synapses. These synaptic changes occur very rapidly in that within approximately 24 hr between the proestrus and estrus stages of the estrous cycle, we observe a 32% decrease in the density of hippocampal synapses. Synapse density then appears to cycle back to proestrus values over a period of several days. To our knowledge, this is the first demonstration of such short-term steroid-mediated synaptic plasticity occurring naturally in the adult mammalian brain."
23,1992,Declarative and Nondeclarative Memory: Multiple Brain Systems Supporting Learning and Memory,L. Squire,Journal of Cognitive Neuroscience,1992-07-01,1255,69,149.64,Cognitive and Systems Neuroscience,non-human,Positions Declarative and Nondeclarative Memory: Multiple Brain Systems Supporting Learning and Memory within Cognitive and Systems Neuroscience.,"high citation signal (1,255); recognized venue","Task designs can simplify cognition enough that ecological validity becomes uncertain.; Cross-species alignment between circuits, behavior, and subjective experience remains imperfect.; Non-human findings need careful translation to human brain organization and clinical outcomes.",10.1162/jocn.1992.4.3.232,98e4337483293621ce8f33be349fc7a83a9be784,https://doi.org/10.1162/jocn.1992.4.3.232,,JournalArticle; Review,unknown,brain; brain in title,
